season,team,srs
2019,San Diego State,5.29
2019,San Francisco,8.56
2019,San Jose State,-16.37
2019,Santa Clara,-1.91
2019,Savannah State,-20.51
2019,Seattle,-1.47
2019,Seton Hall,10.25
2019,Siena,-7.9
2019,South Alabama,-4.46
2019,South Carolina,8.34
2019,South Carolina State,-16.86
2019,South Carolina Upstate,-15.3
2019,South Dakota,-5.52
2019,South Dakota State,5.92
2019,South Florida,5.96
2019,Southeast Missouri State,-11.32
2019,Southeastern Louisiana,-7.59
2019,Southern,-16.79
2019,Southern California,8.23
2019,Southern Illinois,1.39
2019,Southern Mississippi,2.58
2019,Southern Utah,-8.91
2019,St. Bonaventure,3.34
2019,St. Francis (NY),-10.19
2019,St. John's,7.88
2019,Stanford,6.03
2019,Stephen F. Austin,-10.99
2019,Stetson,-15.01
2019,Stony Brook,-2.1
2019,Syracuse,13.73
2019,TCU,13.81
2019,Temple,8.17
2019,Tennessee,21.55
2019,Tennessee State,-11.62
2019,Tennessee Tech,-14.76
2019,Tennessee-Martin,-10.94
2019,Texas,16.06
2019,Texas A&M,7.21
2019,Texas A&M-CC,-9.11
2019,Texas Southern,-5.55
2019,Texas State,1.54
2019,Texas Tech,22.79
2019,Texas-Rio Grande Valley,-2.04
2019,The Citadel,-7.94
2019,Toledo,8.21
2019,Towson,-8.44
2019,Troy,-6.12
2019,Tulane,-6.72
2019,Tulsa,4.65
2019,UAB,0.36
2019,UAlbany,-9.38
2019,UC Davis,-6.26
2019,UC Irvine,5.7
2019,UC Riverside,-11.12
2019,UC Santa Barbara,-1.62
2019,UCF,13.37
2019,UCLA,7.17
2019,UConn,6.81
2019,UNC Asheville,-19.81
2019,UNC Greensboro,4.08
2019,UNC Wilmington,-8.1
2019,UNLV,1.58
2019,UT Arlington,-0.5
2019,UTEP,-8.23
2019,UTSA,0.69
2019,Utah,6.13
2019,Utah State,11.98
2019,Utah Valley,3.0
2019,VCU,11.96
2019,VMI,-10.5
2019,Valparaiso,-3.38
2019,Vanderbilt,3.57
2019,Vermont,4.88
2019,Villanova,14.33
2019,Virginia,25.46
2019,Virginia Tech,19.28
2019,Wagner,-12.99
2019,Wake Forest,1.21
2019,Washington,12.01
2019,Washington State,-1.67
2019,Weber State,-4.37
2019,West Virginia,6.94
2019,Western Carolina,-9.28
2019,Western Illinois,-10.04
2019,Western Kentucky,3.14
2019,Western Michigan,-6.26
2019,Wichita State,7.72
2019,William & Mary,-4.78
2019,Winthrop,-2.89
2019,Wisconsin,17.9
2019,Wofford,13.92
2019,Wright State,3.29
2019,Wyoming,-9.75
2019,Xavier,9.61
2019,Yale,5.52
2019,Youngstown State,-7.78
2021,Abilene Christian,6.27
2021,Air Force,-12.98
2021,Akron,1.85
2021,Alabama,19.58
2021,Alabama A&M,-18.86
2021,Alabama State,-24.28
2021,Alcorn State,-19.58
2021,American,-6.32
2021,Appalachian State,-5.84
2021,Arizona,15.02
2021,Arizona State,7.48
2021,Arkansas,17.8
2021,Arkansas State,-7.97
2021,Arkansas-Pine Bluff,-22.67
2021,Army,0.06
2021,Auburn,10.02
2021,Austin Peay,-6.66
2021,BYU,15.19
2021,Ball State,-1.96
2021,Baylor,24.83
2021,Bellarmine,-1.76
2021,Belmont,3.46
2021,Binghamton,-12.24
2021,Boise State,9.75
2021,Boston College,0.82
2021,Boston University,-3.71
2021,Bowling Green,-0.17
2021,Bradley,0.32
2021,Bryant,-1.37
2021,Bucknell,-7.78
2021,Buffalo,6.5
2021,Butler,4.76
2021,Cal Poly,-13.69
2021,Cal State Bakersfield,-0.13
2021,Cal State Fullerton,-6.32
2021,Cal State Northridge,-8.69
2021,California,4.89
2021,California Baptist,-5.25
2021,Campbell,-6.82
2021,Canisius,-8.61
2021,Central Arkansas,-14.86
2021,Central Connecticut State,-15.12
2021,Central Michigan,-12.34
2021,Charleston Southern,-16.72
2021,Charlotte,-5.68
2021,Chattanooga,-1.54
2021,Chicago State,-31.82
2021,Cincinnati,3.99
2021,Clemson,12.49
2021,Cleveland State,-5.12
2021,Coastal Carolina,-2.74
2021,Colgate,13.66
2021,College of Charleston,-4.96
2021,Colorado,18.88
2021,Colorado State,8.06
2021,Coppin State,-12.37
2021,Creighton,16.28
2021,Davidson,9.02
2021,Dayton,6.31
2021,DePaul,2.67
2021,Delaware,-5.19
2021,Delaware State,-24.09
2021,Denver,-16.4
2021,Detroit Mercy,-3.66
2021,Drake,9.42
2021,Drexel,-0.97
2021,Duke,13.04
2021,Duquesne,2.32
2021,East Carolina,1.0
2021,East Tennessee State,1.65
2021,Eastern Illinois,-12.71
2021,Eastern Kentucky,-2.68
2021,Eastern Michigan,-14.23
2021,Eastern Washington,4.03
2021,Elon,-5.32
2021,Evansville,-4.85
2021,FDU,-10.17
2021,Fairfield,-11.46
2021,Florida,13.7
2021,Florida A&M,-12.35
2021,Florida Atlantic,-2.05
2021,Florida Gulf Coast,-9.63
2021,Florida International,-11.2
2021,Florida State,17.12
2021,Fordham,-11.69
2021,Fresno State,-3.57
2021,Furman,5.99
2021,Gardner-Webb,-3.87
2021,George Mason,1.91
2021,George Washington,-5.75
2021,Georgetown,10.13
2021,Georgia,6.62
2021,Georgia Southern,-10.22
2021,Georgia State,-1.7
2021,Georgia Tech,12.79
2021,Gonzaga,27.2
2021,Grambling,-14.27
2021,Grand Canyon,5.11
2021,Green Bay,-10.15
2021,Hampton,-13.67
2021,Hartford,-3.45
2021,Hawaii,-2.98
2021,High Point,-10.78
2021,Hofstra,-2.77
2021,Holy Cross,-4.99
2021,Houston,21.66
2021,Houston Christian,-16.72
2021,Howard,-14.26
2021,IU Indy,-11.65
2021,Idaho,-18.32
2021,Idaho State,-8.39
2021,Illinois,23.25
2021,Illinois State,-5.45
2021,Illinois-Chicago,-12.06
2021,Incarnate Word,-15.91
2021,Indiana,12.79
2021,Indiana State,2.04
2021,Iona,-1.2
2021,Iowa,21.4
2021,Iowa State,-0.72
2021,Jackson State,-11.27
2021,Jacksonville,-11.15
2021,Jacksonville State,-3.02
2021,James Madison,-0.11
2021,Kansas,15.29
2021,Kansas City,-4.92
2021,Kansas State,0.76
2021,Kennesaw State,-14.15
2021,Kent State,1.74
2021,Kentucky,11.77
2021,LIU,-7.76
2021,LSU,15.7
2021,La Salle,-3.57
2021,Lafayette,-5.38
2021,Lamar,-13.1
2021,Lehigh,-12.85
2021,Liberty,4.06
2021,Lipscomb,-7.07
2021,Little Rock,-6.36
2021,Long Beach State,-8.5
2021,Longwood,-7.93
2021,Louisiana,-4.84
2021,Louisiana Tech,6.63
2021,Louisiana-Monroe,-10.59
2021,Louisville,10.35
2021,Loyola Chicago,15.12
2021,Loyola Maryland,-2.29
2021,Loyola Marymount,5.55
2021,Maine,-15.66
2021,Manhattan,-12.2
2021,Marist,-8.99
2021,Marquette,8.51
2021,Marshall,5.7
2021,Maryland,13.94
2021,Maryland-Baltimore County,-1.05
2021,Massachusetts,4.77
2021,Massachusetts-Lowell,-6.05
2021,McNeese,-18.34
2021,Memphis,13.81
2021,Mercer,1.28
2021,Merrimack,-9.06
2021,Miami,3.23
2021,Miami (OH),-2.67
2021,Michigan,22.0
2021,Michigan State,9.8
2021,Middle Tennessee,-10.78
2021,Milwaukee,-7.71
2021,Minnesota,11.04
2021,Mississippi State,9.24
2021,Mississippi Valley State,-38.17
2021,Missouri,12.37
2021,Missouri State,5.16
2021,Monmouth,-5.88
2021,Montana,-3.65
2021,Montana State,-5.62
2021,Morehead State,-0.95
2021,Morgan State,-6.55
2021,Mount St. Mary's,-5.67
2021,Murray State,-2.86
2021,NC State,9.6
2021,NJIT,-9.75
2021,Navy,1.02
2021,Nebraska,6.08
2021,Nevada,5.4
2021,New Hampshire,-8.2
2021,New Mexico,-12.38
2021,New Mexico State,-1.21
2021,New Orleans,-10.91
2021,Niagara,-7.54
2021,Nicholls State,-5.21
2021,Norfolk State,-6.16
2021,North Alabama,-10.05
2021,North Carolina,14.79
2021,North Carolina A&T,-14.27
2021,North Carolina Central,-15.99
2021,North Dakota,-10.35
2021,North Dakota State,-0.65
2021,North Florida,-11.48
2021,North Texas,7.58
2021,Northeastern,-1.09
2021,Northern Arizona,-12.97
2021,Northern Colorado,-6.7
2021,Northern Illinois,-17.9
2021,Northern Iowa,-1.75
2021,Northern Kentucky,-6.78
2021,Northwestern,9.71
2021,Northwestern State,-13.48
2021,Notre Dame,7.73
2021,Oakland,-9.33
2021,Ohio,5.48
2021,Ohio State,18.25
2021,Oklahoma,13.52
2021,Oklahoma State,13.65
2021,Old Dominion,-1.1
2021,Ole Miss,11.18
2021,Omaha,-12.73
2021,Oral Roberts,1.73
2021,Oregon,16.15
2021,Oregon State,11.48
2021,Pacific,2.64
2021,Penn State,13.53
2021,Pepperdine,5.65
2021,Pittsburgh,7.8
2021,Portland,-12.58
2021,Portland State,-6.33
2021,Prairie View A&M,-8.02
2021,Presbyterian,-13.96
2021,Providence,8.94
2021,Purdue,15.55
2021,Purdue Fort Wayne,-12.15
2021,Quinnipiac,-9.1
2021,Radford,-6.2
2021,Rhode Island,5.29
2021,Rice,-3.73
2021,Richmond,9.04
2021,Rider,-12.24
2021,Robert Morris,-13.2
2021,Rutgers,14.14
2021,SIU Edwardsville,-14.94
2021,SMU,10.97
2021,Sacramento State,-7.76
2021,Sacred Heart,-12.19
2021,Saint Francis (PA),-10.3
2021,Saint Joseph's,-4.56
2021,Saint Louis,11.76
2021,Saint Mary's,8.05
2021,Saint Peter's,-5.48
2021,Sam Houston,-3.29
2021,Samford,-8.93
2021,San Diego,-5.22
2021,San Diego State,14.36
2021,San Francisco,6.0
2021,San Jose State,-17.5
2021,Santa Clara,-0.05
2021,Seattle,-5.24
2021,Seton Hall,11.12
2021,Siena,-3.99
2021,South Alabama,-6.03
2021,South Carolina,3.39
2021,South Carolina State,-24.9
2021,South Carolina Upstate,-13.7
2021,South Dakota,-1.25
2021,South Dakota State,3.27
2021,South Florida,-0.02
2021,Southeast Missouri State,-10.18
2021,Southeastern Louisiana,-17.4
2021,Southern,-13.49
2021,Southern California,20.5
2021,Southern Illinois,-3.56
2021,Southern Mississippi,-6.88
2021,Southern Utah,0.63
2021,St. Bonaventure,13.44
2021,St. Francis (NY),-10.23
2021,St. John's,9.41
2021,Stanford,10.15
2021,Stephen F. Austin,-1.63
2021,Stetson,-7.26
2021,Stony Brook,-6.14
2021,Syracuse,13.27
2021,TCU,2.61
2021,Tarleton State,-7.28
2021,Temple,2.57
2021,Tennessee,16.87
2021,Tennessee State,-14.1
2021,Tennessee Tech,-14.13
2021,Tennessee-Martin,-19.41
2021,Texas,15.51
2021,Texas A&M,2.2
2021,Texas A&M-CC,-16.77
2021,Texas Southern,-6.15
2021,Texas State,-3.85
2021,Texas Tech,16.59
2021,Texas-Rio Grande Valley,-9.63
2021,The Citadel,-6.07
2021,Toledo,6.59
2021,Towson,-9.83
2021,Troy,-12.06
2021,Tulane,1.03
2021,Tulsa,4.19
2021,UAB,5.8
2021,UAlbany,-4.53
2021,UC Davis,-5.83
2021,UC Irvine,3.46
2021,UC Riverside,4.12
2021,UC San Diego,-6.95
2021,UC Santa Barbara,7.8
2021,UCF,5.94
2021,UCLA,16.3
2021,UConn,15.77
2021,UNC Asheville,-6.99
2021,UNC Greensboro,3.48
2021,UNC Wilmington,-6.84
2021,UNLV,-1.48
2021,UT Arlington,-7.23
2021,UTEP,1.07
2021,UTSA,-1.22
2021,Utah,11.86
2021,Utah State,10.99
2021,Utah Tech,-14.01
2021,Utah Valley,-3.41
2021,VCU,11.3
2021,VMI,-0.41
2021,Valparaiso,-4.21
2021,Vanderbilt,6.14
2021,Vermont,1.99
2021,Villanova,17.47
2021,Virginia,15.27
2021,Virginia Tech,12.59
2021,Wagner,-5.35
2021,Wake Forest,1.72
2021,Washington,1.88
2021,Washington State,8.12
2021,Weber State,3.14
2021,West Virginia,15.36
2021,Western Carolina,-7.43
2021,Western Illinois,-12.48
2021,Western Kentucky,5.19
2021,Western Michigan,-11.51
2021,Wichita State,9.36
2021,William & Mary,-11.23
2021,Winthrop,4.69
2021,Wisconsin,17.22
2021,Wofford,1.76
2021,Wright State,6.89
2021,Wyoming,-1.23
2021,Xavier,11.09
2021,Youngstown State,-9.78
2022,Abilene Christian,2.25
2022,Air Force,-5.67
2022,Akron,0.91
2022,Alabama,14.62
2022,Alabama A&M,-14.43
2022,Alabama State,-12.05
2022,Alcorn State,-8.68
2022,American,-15.38
2022,Appalachian State,-1.45
2022,Arizona,22.75
2022,Arizona State,7.64
2022,Arkansas,16.27
2022,Arkansas State,-3.27
2022,Arkansas-Pine Bluff,-18.96
2022,Army,-10.53
2022,Auburn,19.2
2022,Austin Peay,-10.02
2022,BYU,10.05
2022,Ball State,-7.99
2022,Baylor,21.73
2022,Bellarmine,-3.77
2022,Belmont,6.49
2022,Bethune-Cookman,-14.7
2022,Binghamton,-10.41
2022,Boise State,11.93
2022,Boston College,4.03
2022,Boston University,-5.07
2022,Bowling Green,-8.82
2022,Bradley,5.79
2022,Brown,-3.32
2022,Bryant,-4.8
2022,Bucknell,-14.62
2022,Buffalo,1.9
2022,Butler,4.45
2022,Cal Poly,-10.6
2022,Cal State Bakersfield,-7.57
2022,Cal State Fullerton,-0.04
2022,Cal State Northridge,-12.02
2022,California,3.96
2022,California Baptist,-3.53
2022,Campbell,-4.84
2022,Canisius,-7.48
2022,Central Arkansas,-13.83
2022,Central Connecticut State,-17.43
2022,Central Michigan,-12.56
2022,Charleston Southern,-17.56
2022,Charlotte,-1.62
2022,Chattanooga,6.12
2022,Chicago State,-14.24
2022,Cincinnati,7.44
2022,Clemson,9.59
2022,Cleveland State,-1.78
2022,Coastal Carolina,0.66
2022,Colgate,0.98
2022,College of Charleston,0.52
2022,Colorado,9.82
2022,Colorado State,11.51
2022,Columbia,-17.5
2022,Coppin State,-12.78
2022,Cornell,-3.41
2022,Creighton,11.34
2022,Dartmouth,-4.12
2022,Davidson,10.43
2022,Dayton,10.41
2022,DePaul,7.83
2022,Delaware,0.32
2022,Delaware State,-22.63
2022,Denver,-10.12
2022,Detroit Mercy,-6.33
2022,Drake,7.34
2022,Drexel,-0.29
2022,Duke,19.55
2022,Duquesne,-6.34
2022,East Carolina,0.49
2022,East Tennessee State,-2.76
2022,Eastern Illinois,-21.07
2022,Eastern Kentucky,-6.75
2022,Eastern Michigan,-10.86
2022,Eastern Washington,-5.2
2022,Elon,-6.15
2022,Evansville,-10.95
2022,FDU,-18.13
2022,Fairfield,-3.88
2022,Florida,11.93
2022,Florida A&M,-12.05
2022,Florida Atlantic,2.63
2022,Florida Gulf Coast,-3.07
2022,Florida International,-6.47
2022,Florida State,6.39
2022,Fordham,-0.89
2022,Fresno State,8.36
2022,Furman,6.2
2022,Gardner-Webb,-2.35
2022,George Mason,4.18
2022,George Washington,-4.07
2022,Georgetown,1.71
2022,Georgia,-0.63
2022,Georgia Southern,-7.04
2022,Georgia State,-1.11
2022,Georgia Tech,2.24
2022,Gonzaga,25.46
2022,Grambling,-12.35
2022,Grand Canyon,5.81
2022,Green Bay,-13.89
2022,Hampton,-13.54
2022,Hartford,-10.03
2022,Harvard,-4.68
2022,Hawaii,-0.52
2022,High Point,-6.53
2022,Hofstra,1.8
2022,Holy Cross,-16.84
2022,Houston,22.55
2022,Houston Christian,-14.47
2022,Howard,-6.76
2022,IU Indy,-23.61
2022,Idaho,-13.19
2022,Idaho State,-14.96
2022,Illinois,16.69
2022,Illinois State,-0.78
2022,Illinois-Chicago,-8.78
2022,Incarnate Word,-17.03
2022,Indiana,12.71
2022,Indiana State,-3.49
2022,Iona,5.47
2022,Iowa,18.9
2022,Iowa State,12.38
2022,Jackson State,-10.1
2022,Jacksonville,-2.06
2022,Jacksonville State,-0.19
2022,James Madison,-4.13
2022,Kansas,22.28
2022,Kansas City,-5.49
2022,Kansas State,10.61
2022,Kennesaw State,-4.51
2022,Kent State,-0.13
2022,Kentucky,20.9
2022,LIU,-7.62
2022,LSU,17.45
2022,La Salle,-3.5
2022,Lafayette,-12.6
2022,Lamar,-15.86
2022,Lehigh,-10.82
2022,Liberty,1.86
2022,Lipscomb,-8.42
2022,Little Rock,-12.05
2022,Long Beach State,-0.65
2022,Longwood,-0.35
2022,Louisiana,-2.71
2022,Louisiana Tech,5.23
2022,Louisiana-Monroe,-8.7
2022,Louisville,4.23
2022,Loyola Chicago,13.39
2022,Loyola Maryland,-8.4
2022,Loyola Marymount,-1.93
2022,Maine,-18.38
2022,Manhattan,-7.64
2022,Marist,-4.26
2022,Marquette,11.36
2022,Marshall,-4.57
2022,Maryland,9.34
2022,Maryland-Baltimore County,-6.06
2022,Maryland-Eastern Shore,-13.1
2022,Massachusetts,-0.67
2022,Massachusetts-Lowell,-7.08
2022,McNeese,-11.76
2022,Memphis,14.67
2022,Mercer,-3.41
2022,Merrimack,-10.86
2022,Miami,11.22
2022,Miami (OH),-6.35
2022,Michigan,14.26
2022,Michigan State,13.18
2022,Middle Tennessee,4.5
2022,Milwaukee,-13.19
2022,Minnesota,5.93
2022,Mississippi State,11.83
2022,Mississippi Valley State,-22.15
2022,Missouri,2.94
2022,Missouri State,8.29
2022,Monmouth,-0.39
2022,Montana,-6.48
2022,Montana State,-0.26
2022,Morehead State,0.79
2022,Morgan State,-12.62
2022,Mount St. Mary's,-8.2
2022,Murray State,9.87
2022,NC State,3.77
2022,NJIT,-14.63
2022,Navy,-2.94
2022,Nebraska,3.0
2022,Nevada,3.71
2022,New Hampshire,-6.32
2022,New Mexico,1.25
2022,New Mexico State,7.11
2022,New Orleans,-7.88
2022,Niagara,-3.09
2022,Nicholls State,-3.62
2022,Norfolk State,-3.91
2022,North Alabama,-11.33
2022,North Carolina,15.5
2022,North Carolina A&T,-9.91
2022,North Carolina Central,-11.39
2022,North Dakota,-16.57
2022,North Dakota State,-1.6
2022,North Florida,-8.35
2022,North Texas,8.98
2022,Northeastern,-6.0
2022,Northern Arizona,-13.5
2022,Northern Colorado,-4.53
2022,Northern Illinois,-10.5
2022,Northern Iowa,5.79
2022,Northern Kentucky,-3.19
2022,Northwestern,8.91
2022,Northwestern State,-14.06
2022,Notre Dame,11.87
2022,Oakland,-1.52
2022,Ohio,1.5
2022,Ohio State,14.17
2022,Oklahoma,14.12
2022,Oklahoma State,13.28
2022,Old Dominion,-1.32
2022,Ole Miss,6.72
2022,Omaha,-16.99
2022,Oral Roberts,-0.84
2022,Oregon,10.05
2022,Oregon State,-1.44
2022,Pacific,-8.02
2022,Penn State,8.72
2022,Pennsylvania,-3.93
2022,Pepperdine,-7.04
2022,Pittsburgh,0.45
2022,Portland,-1.71
2022,Portland State,-7.7
2022,Prairie View A&M,-10.47
2022,Presbyterian,-8.47
2022,Princeton,2.65
2022,Providence,13.08
2022,Purdue,19.15
2022,Purdue Fort Wayne,-5.59
2022,Quinnipiac,-5.56
2022,Radford,-9.23
2022,Rhode Island,2.92
2022,Rice,-2.74
2022,Richmond,7.07
2022,Rider,-5.87
2022,Robert Morris,-12.5
2022,Rutgers,8.78
2022,SIU Edwardsville,-10.37
2022,SMU,11.14
2022,Sacramento State,-12.06
2022,Sacred Heart,-13.41
2022,Saint Francis (PA),-14.57
2022,Saint Joseph's,1.0
2022,Saint Louis,9.83
2022,Saint Mary's,14.82
2022,Saint Peter's,2.96
2022,Sam Houston,0.07
2022,Samford,-3.01
2022,San Diego,-3.32
2022,San Diego State,13.13
2022,San Francisco,14.12
2022,San Jose State,-7.01
2022,Santa Clara,8.98
2022,Seattle,1.96
2022,Seton Hall,12.75
2022,Siena,-6.4
2022,South Alabama,0.23
2022,South Carolina,7.14
2022,South Carolina State,-13.04
2022,South Carolina Upstate,-9.01
2022,South Dakota,-4.43
2022,South Dakota State,6.6
2022,South Florida,-3.05
2022,Southeast Missouri State,-7.19
2022,Southeastern Louisiana,-9.03
2022,Southern,-5.17
2022,Southern California,12.5
2022,Southern Illinois,2.83
2022,Southern Mississippi,-13.58
2022,Southern Utah,-1.51
2022,St. Bonaventure,8.27
2022,St. Francis (NY),-13.49
2022,St. John's,11.95
2022,St. Thomas,-11.15
2022,Stanford,6.27
2022,Stephen F. Austin,2.43
2022,Stetson,-10.34
2022,Stony Brook,-6.63
2022,Syracuse,10.12
2022,TCU,13.72
2022,Tarleton State,-3.18
2022,Temple,4.61
2022,Tennessee,20.46
2022,Tennessee State,-9.34
2022,Tennessee Tech,-7.27
2022,Tennessee-Martin,-11.13
2022,Texas,17.01
2022,Texas A&M,12.93
2022,Texas A&M-CC,-6.78
2022,Texas Southern,-3.3
2022,Texas State,0.14
2022,Texas Tech,20.08
2022,Texas-Rio Grande Valley,-10.18
2022,The Citadel,-6.8
2022,Toledo,6.26
2022,Towson,6.47
2022,Troy,-3.56
2022,Tulane,6.74
2022,Tulsa,1.56
2022,UAB,10.9
2022,UAlbany,-9.8
2022,UC Davis,-3.7
2022,UC Irvine,1.59
2022,UC Riverside,-0.92
2022,UC San Diego,-7.04
2022,UC Santa Barbara,1.38
2022,UCF,6.23
2022,UCLA,19.3
2022,UConn,16.4
2022,UNC Asheville,-4.52
2022,UNC Greensboro,-2.47
2022,UNC Wilmington,-0.66
2022,UNLV,7.2
2022,UT Arlington,-5.49
2022,UTEP,0.27
2022,UTSA,-10.46
2022,Utah,5.45
2022,Utah State,10.41
2022,Utah Tech,-8.53
2022,Utah Valley,2.37
2022,VCU,9.83
2022,VMI,-2.47
2022,Valparaiso,-1.61
2022,Vanderbilt,11.0
2022,Vermont,7.81
2022,Villanova,19.31
2022,Virginia,8.88
2022,Virginia Tech,14.48
2022,Wagner,-1.12
2022,Wake Forest,13.24
2022,Washington,5.03
2022,Washington State,12.57
2022,Weber State,-1.73
2022,West Virginia,10.23
2022,Western Carolina,-10.48
2022,Western Illinois,-6.34
2022,Western Kentucky,3.3
2022,Western Michigan,-13.51
2022,Wichita State,8.11
2022,William & Mary,-13.91
2022,Winthrop,-1.56
2022,Wisconsin,13.13
2022,Wofford,2.01
2022,Wright State,-1.94
2022,Wyoming,9.36
2022,Xavier,13.23
2022,Yale,-0.1
2022,Youngstown State,-6.28
2023,Abilene Christian,-2.79
2023,Air Force,2.0
2023,Akron,4.19
2023,Alabama,23.19
2023,Alabama A&M,-10.78
2023,Alabama State,-16.33
2023,Alcorn State,-8.74
2023,American,-8.26
2023,Appalachian State,-1.5
2023,Arizona,19.08
2023,Arizona State,11.29
2023,Arkansas,15.99
2023,Arkansas State,-8.07
2023,Arkansas-Pine Bluff,-12.99
2023,Army,-7.13
2023,Auburn,14.35
2023,Austin Peay,-12.17
2023,BYU,9.43
2023,Ball State,-1.2
2023,Baylor,17.3
2023,Bellarmine,-7.42
2023,Belmont,1.88
2023,Bethune-Cookman,-17.15
2023,Binghamton,-10.44
2023,Boise State,12.78
2023,Boston College,1.09
2023,Boston University,-8.1
2023,Bowling Green,-8.46
2023,Bradley,6.51
2023,Brown,-2.47
2023,Bryant,-3.59
2023,Bucknell,-9.93
2023,Buffalo,-2.97
2023,Butler,5.85
2023,Cal Poly,-7.51
2023,Cal State Bakersfield,-8.34
2023,Cal State Fullerton,1.73
2023,Cal State Northridge,-10.4
2023,California,-3.36
2023,California Baptist,0.21
2023,Campbell,-5.23
2023,Canisius,-7.05
2023,Central Arkansas,-13.72
2023,Central Connecticut State,-13.68
2023,Central Michigan,-11.97
2023,Charleston Southern,-9.44
2023,Charlotte,3.9
2023,Chattanooga,-2.34
2023,Chicago State,-11.29
2023,Cincinnati,11.77
2023,Clemson,10.53
2023,Cleveland State,-2.6
2023,Coastal Carolina,-8.93
2023,Colgate,2.2
2023,College of Charleston,8.4
2023,Colorado,11.17
2023,Colorado State,5.64
2023,Columbia,-14.37
2023,Coppin State,-14.76
2023,Cornell,0.63
2023,Creighton,17.83
2023,Dartmouth,-7.98
2023,Davidson,1.99
2023,Dayton,8.71
2023,DePaul,2.9
2023,Delaware,-5.57
2023,Delaware State,-17.7
2023,Denver,-9.56
2023,Detroit Mercy,-3.21
2023,Drake,7.84
2023,Drexel,-2.27
2023,Duke,15.83
2023,Duquesne,3.48
2023,East Carolina,-0.29
2023,East Tennessee State,-6.0
2023,East Texas A&M,-11.09
2023,Eastern Illinois,-14.09
2023,Eastern Kentucky,-1.47
2023,Eastern Michigan,-11.05
2023,Eastern Washington,1.47
2023,Elon,-12.85
2023,Evansville,-15.14
2023,FDU,-8.98
2023,Fairfield,-6.98
2023,Florida,10.9
2023,Florida A&M,-17.81
2023,Florida Atlantic,13.92
2023,Florida Gulf Coast,-2.63
2023,Florida International,-2.71
2023,Florida State,-0.38
2023,Fordham,2.26
2023,Fresno State,2.6
2023,Furman,4.89
2023,Gardner-Webb,-3.84
2023,George Mason,1.73
2023,George Washington,-1.93
2023,Georgetown,-1.07
2023,Georgia,1.8
2023,Georgia Southern,-3.25
2023,Georgia State,-6.79
2023,Georgia Tech,2.08
2023,Gonzaga,18.99
2023,Grambling,-4.03
2023,Grand Canyon,4.43
2023,Green Bay,-20.3
2023,Hampton,-15.25
2023,Hartford,-23.12
2023,Harvard,-0.71
2023,Hawaii,2.36
2023,High Point,-9.88
2023,Hofstra,4.96
2023,Holy Cross,-14.27
2023,Houston,22.2
2023,Houston Christian,-17.18
2023,Howard,-5.04
2023,IU Indy,-19.0
2023,Idaho,-8.7
2023,Idaho State,-6.56
2023,Illinois,14.81
2023,Illinois State,-7.38
2023,Illinois-Chicago,-8.83
2023,Incarnate Word,-15.06
2023,Indiana,14.94
2023,Indiana State,4.86
2023,Iona,7.61
2023,Iowa,14.08
2023,Iowa State,15.36
2023,Jackson State,-11.36
2023,Jacksonville,-6.19
2023,Jacksonville State,-6.67
2023,James Madison,4.96
2023,Kansas,19.2
2023,Kansas City,-9.78
2023,Kansas State,15.79
2023,Kennesaw State,0.6
2023,Kent State,7.53
2023,Kentucky,14.76
2023,LIU,-24.46
2023,LSU,3.32
2023,La Salle,-2.79
2023,Lafayette,-7.83
2023,Lamar,-17.4
2023,Lehigh,-9.08
2023,Liberty,8.36
2023,Lindenwood,-14.8
2023,Lipscomb,-1.95
2023,Little Rock,-12.62
2023,Long Beach State,-0.58
2023,Longwood,-1.75
2023,Louisiana,4.27
2023,Louisiana Tech,0.1
2023,Louisiana-Monroe,-8.64
2023,Louisville,-5.39
2023,Loyola Chicago,-4.65
2023,Loyola Maryland,-12.05
2023,Loyola Marymount,4.98
2023,Maine,-8.88
2023,Manhattan,-9.87
2023,Marist,-8.44
2023,Marquette,17.07
2023,Marshall,7.13
2023,Maryland,14.58
2023,Maryland-Baltimore County,-6.22
2023,Maryland-Eastern Shore,-7.63
2023,Massachusetts,-1.34
2023,Massachusetts-Lowell,0.63
2023,McNeese,-13.63
2023,Memphis,14.5
2023,Mercer,-5.11
2023,Merrimack,-11.18
2023,Miami,13.98
2023,Miami (OH),-7.46
2023,Michigan,12.43
2023,Michigan State,14.25
2023,Middle Tennessee,2.95
2023,Milwaukee,-4.69
2023,Minnesota,-0.3
2023,Mississippi State,11.43
2023,Mississippi Valley State,-18.28
2023,Missouri,11.41
2023,Missouri State,0.35
2023,Monmouth,-15.64
2023,Montana,-1.15
2023,Montana State,2.18
2023,Morehead State,-7.1
2023,Morgan State,-11.58
2023,Mount St. Mary's,-8.18
2023,Murray State,-4.45
2023,NC State,12.5
2023,NJIT,-12.57
2023,Navy,-2.79
2023,Nebraska,7.12
2023,Nevada,10.01
2023,New Hampshire,-9.05
2023,New Mexico,10.82
2023,New Mexico State,-1.56
2023,New Orleans,-14.23
2023,Niagara,-6.78
2023,Nicholls State,-8.54
2023,Norfolk State,-3.72
2023,North Alabama,-8.65
2023,North Carolina,12.94
2023,North Carolina A&T,-11.4
2023,North Carolina Central,-2.91
2023,North Dakota,-7.6
2023,North Dakota State,-4.56
2023,North Florida,-6.75
