season,team,tr_predictive
2021,Niagara (9-11),-5.1
2021,Nicholls (18-7),-2.5
2021,Norfolk St (16-7),-4.2
2021,North Carolina (18-10),14.9
2021,North Dakota (9-17),-8.1
2021,Northeastern (10-9),0.3
2021,Northwestern (9-15),8.8
2021,Notre Dame (11-15),8.7
2021,Oakland (12-18),-5.7
2021,Ohio (16-7),5.2
2021,Ohio St (21-8),17.5
2021,Oklahoma (15-10),14.1
2021,Oklahoma St (20-8),14.3
2021,Old Dominion (15-8),1.6
2021,Omaha (5-20),-9.1
2021,Oral Roberts (16-10),0.9
2021,Oregon (20-6),13.9
2021,Oregon St (17-12),7.8
2021,Pacific (9-9),1.6
2021,Penn St (11-14),11.7
2021,Pepperdine (12-12),3.8
2021,Pittsburgh (10-12),8.0
2021,Portland (6-15),-12.9
2021,Portland St (9-13),-5.8
2021,Prairie View (16-5),-5.4
2021,Presbyterian (7-15),-12.4
2021,Providence (13-13),9.6
2021,Purdue (18-9),15.2
2021,Purdue FW (8-15),-7.7
2021,Quinnipiac (9-13),-7.0
2021,Radford (15-12),-4.9
2021,Rhode Island (10-15),6.2
2021,Rice (15-13),-2.6
2021,Richmond (13-8),9.3
2021,Rider (6-17),-8.9
2021,Robert Morris (4-15),-8.7
2021,Rutgers (15-11),13.0
2021,S Alabama (17-11),-2.1
2021,S Carolina St (1-17),-19.2
2021,S Dakota St (16-7),4.6
2021,S Florida (9-13),0.4
2021,S Illinois (12-14),-2.1
2021,S Utah (20-4),1.2
2021,SC Upstate (5-18),-11.6
2021,SE Louisiana (8-18),-12.6
2021,SE Missouri St (11-16),-8.0
2021,SF Austin (16-5),1.5
2021,SIU Edward (9-17),-11.4
2021,SMU (11-5),10.5
2021,Sacramento St (8-12),-5.7
2021,Sacred Heart (9-9),-9.6
2021,Saint Joseph's (5-15),-3.2
2021,Saint Louis (14-6),11.6
2021,Saint Mary's (14-9),7.4
2021,Saint Peter's (14-11),-2.7
2021,Sam Houston (19-9),-0.5
2021,Samford (6-13),-7.1
2021,San Diego (3-11),-4.2
2021,San Diego St (23-4),14.5
2021,San Francisco (11-14),5.4
2021,San Jose St (5-16),-13.7
2021,Santa Clara (12-8),-0.3
2021,Seattle (12-11),-4.5
2021,Seton Hall (14-13),11.5
2021,Siena (12-5),-0.8
2021,South Carolina (6-15),4.6
2021,South Dakota (14-11),-0.3
2021,Southern (8-11),-9.2
2021,Southern Miss (8-17),-5.3
2021,St Bonaventure (15-4),12.7
2021,St Fran (NY) (9-10),-8.5
2021,St Francis PA (6-16),-8.1
2021,St John's (16-11),9.7
2021,Stanford (14-13),9.1
2021,Stetson (11-14),-6.4
2021,Stony Brook (9-14),-3.8
2021,Syracuse (16-9),12.3
2021,TCU (12-14),4.3
2021,Tarleton St (10-10),-5.2
2021,Temple (5-11),1.9
2021,Tenn Tech (5-22),-10.9
2021,Tennessee (18-8),16.5
2021,Tennessee St (4-19),-10.5
2021,Texas (19-7),16.5
2021,Texas A&M (8-10),3.7
2021,Texas A&M-CC (5-19),-12.6
2021,Texas So (16-8),-4.0
2021,Texas St (18-7),-0.2
2021,Texas Tech (17-10),16.9
2021,The Citadel (13-12),-5.8
2021,Toledo (21-8),7.7
2021,Towson (4-14),-6.6
2021,Troy (11-17),-8.0
2021,Tulane (10-13),0.0
2021,Tulsa (11-12),4.1
2021,UAB (22-7),6.7
2021,UC Davis (10-8),-4.7
2021,UC Irvine (18-9),3.7
2021,UC Riverside (14-8),2.6
2021,UCF (11-12),5.1
2021,UCLA (17-9),12.6
2021,UCSB (22-4),6.4
2021,UCSD (7-10),-6.7
2021,UConn (15-7),15.2
2021,UL Monroe (7-19),-7.0
2021,UMBC (14-6),0.0
2021,UMass (8-7),4.5
2021,UMass Lowell (11-12),-4.4
2021,UNLV (12-15),1.4
2021,USC (22-7),15.9
2021,UT Arlington (13-13),-2.6
2021,UT Martin (8-16),-15.0
2021,UT Rio Grande (9-10),-6.2
2021,UTEP (12-12),1.0
2021,UTSA (15-11),0.2
2021,Utah (12-13),9.2
2021,Utah St (20-8),12.1
2021,Utah Tech (8-13),-12.7
2021,Utah Valley (11-11),-3.3
2021,VCU (19-6),10.7
2021,VMI (13-12),-1.3
2021,Valparaiso (10-18),-2.4
2021,Vanderbilt (9-16),5.7
2021,Vermont (10-5),4.1
2021,Villanova (16-6),17.9
2021,Virginia (18-6),16.2
2021,Virginia Tech (15-6),12.3
2021,W Carolina (11-16),-5.6
2021,W Illinois (7-15),-10.1
2021,W Kentucky (20-7),6.8
2021,W Michigan (5-16),-8.1
2021,Wagner (13-7),-5.0
2021,Wake Forest (6-16),2.0
2021,Washington (5-21),1.4
2021,Washington St (14-13),5.2
2021,Weber St (17-6),2.5
2021,West Virginia (18-9),16.2
2021,Wichita St (16-5),7.8
2021,William & Mary (7-10),-7.4
2021,Winthrop (23-1),5.8
2021,Wisconsin (17-12),15.9
2021,Wofford (15-9),2.6
2021,Wright St (18-6),8.5
2021,Wyoming (14-11),0.5
2021,Xavier (13-8),10.6
2021,Youngstown St (15-12),-5.9
2022,AR-Pine Bluff (7-24),-17.4
2022,Abl Christian (23-10),2.6
2022,Air Force (11-18),-6.5
2022,Akron (24-9),3.5
2022,Alabama (19-13),14.1
2022,Alabama A&M (12-18),-12.4
2022,Alabama St (9-21),-12.0
2022,Albany (13-18),-6.3
2022,Alcorn St (17-16),-7.5
2022,American (10-22),-10.5
2022,App State (19-14),0.8
2022,Arizona (31-3),21.5
2022,Arizona St (14-17),7.5
2022,Arkansas (25-8),15.0
2022,Arkansas St (18-11),-1.6
2022,Army (15-16),-6.8
2022,Auburn (27-5),18.6
2022,Austin Peay (12-17),-7.8
2022,BYU (22-10),9.5
2022,Ball St (14-17),-4.8
2022,Baylor (26-6),19.6
2022,Bellarmine (20-13),-1.4
2022,Belmont (25-7),7.6
2022,Bethune (9-21),-12.7
2022,Binghamton (12-17),-6.6
2022,Boise St (27-7),10.7
2022,Boston College (13-20),3.2
2022,Boston U (21-12),-1.2
2022,Bowling Green (13-18),-4.4
2022,Bradley (17-14),4.8
2022,Brown (13-16),-2.0
2022,Bryant (22-9),-0.3
2022,Bucknell (9-23),-10.6
2022,Buffalo (19-11),5.0
2022,Butler (14-19),4.7
2022,C Arkansas (11-20),-10.8
2022,C Connecticut (8-24),-13.3
2022,C Michigan (7-23),-9.0
2022,CS Bakersfield (8-19),-5.6
2022,CS Fullerton (21-10),-0.2
2022,CS Northridge (7-23),-11.0
2022,Cal Baptist (18-15),-3.0
2022,Cal Poly (7-21),-8.8
2022,California (12-20),3.2
2022,Campbell (16-13),-3.2
2022,Canisius (11-21),-5.6
2022,Charleston (17-15),0.6
2022,Charleston So (6-25),-14.5
2022,Charlotte (17-14),-0.8
2022,Chattanooga (27-7),6.6
2022,Chicago St (7-25),-15.4
2022,Cincinnati (18-15),6.7
2022,Clemson (17-16),9.1
2022,Cleveland St (20-10),0.1
2022,Coastal Car (16-13),0.9
2022,Colgate (23-11),4.9
2022,Colorado (21-11),9.6
2022,Colorado St (25-5),10.3
2022,Columbia (4-22),-14.1
2022,Coppin St (9-23),-9.6
2022,Cornell (15-11),-1.5
2022,Creighton (22-11),10.1
2022,Dartmouth (9-16),-2.1
2022,Davidson (27-5),9.9
2022,Dayton (23-10),9.3
2022,DePaul (15-16),6.9
2022,Delaware (22-12),1.1
2022,Delaware St (2-26),-19.5
2022,Denver (11-21),-9.3
2022,Detroit Mercy (14-15),-2.3
2022,Drake (24-10),6.8
2022,Drexel (15-14),0.9
2022,Duke (28-6),18.4
2022,Duquesne (6-24),-5.3
2022,E Carolina (15-15),-0.6
2022,E Illinois (4-26),-18.0
2022,E Kentucky (13-18),-3.5
2022,E Michigan (10-21),-8.9
2022,E Tennessee St (15-17),-1.2
2022,E Washington (18-15),-2.2
2022,Elon (10-22),-5.5
2022,Evansville (6-24),-9.4
2022,F Dickinson (4-22),-13.4
2022,FGCU (21-11),-1.2
2022,Fairfield (15-18),-2.4
2022,Florida (19-13),12.0
2022,Florida A&M (13-17),-10.1
2022,Florida Atlantic (19-14),2.6
2022,Florida Intl (15-17),-5.1
2022,Florida St (17-14),7.6
2022,Fordham (16-16),-1.4
2022,Fresno St (19-13),6.5
2022,Furman (22-12),7.2
2022,G Washington (12-18),-3.7
2022,Gardner-Webb (18-13),-1.6
2022,George Mason (14-16),3.4
2022,Georgetown (6-25),1.5
2022,Georgia (6-26),-1.5
2022,Georgia So (13-16),-4.8
2022,Georgia St (18-10),1.7
2022,Georgia Tech (12-20),2.9
2022,Gonzaga (26-3),25.2
2022,Grambling (12-20),-9.9
2022,Grand Canyon (23-8),4.9
2022,Green Bay (5-25),-11.0
2022,Hampton (9-19),-11.1
2022,Hartford (12-20),-5.4
2022,Harvard (13-13),-2.8
2022,Hawai'i (17-11),0.0
2022,High Point (14-18),-5.9
2022,Hofstra (21-11),3.1
2022,Holy Cross (9-22),-12.2
2022,Hou Christian (11-18),-13.2
2022,Houston (28-5),19.8
2022,Howard (16-13),-4.8
2022,IU Indy (3-26),-19.4
2022,Idaho (9-22),-10.6
2022,Idaho St (7-23),-10.5
2022,Illinois (22-9),17.3
2022,Illinois Chicago (14-16),-5.1
2022,Illinois St (13-20),-1.5
2022,Incarnate Word (7-25),-15.6
2022,Indiana (20-13),13.5
2022,Indiana St (11-20),-3.1
2022,Iona (25-7),5.8
2022,Iowa (25-9),18.2
2022,Iowa St (20-12),9.2
2022,J Madison (15-14),-1.7
2022,Jackson St (11-19),-7.4
2022,Jacksonville (21-10),-0.9
2022,Jacksonville St (21-10),1.6
2022,Kansas (28-6),19.6
2022,Kansas City (19-12),-1.7
2022,Kansas St (14-17),8.8
2022,Kennesaw St (13-18),-3.4
2022,Kent St (23-10),2.6
2022,Kentucky (26-7),20.0
2022,LIU (16-14),-3.6
2022,LSU (22-11),15.5
2022,La Salle (11-19),-3.0
2022,Lafayette (10-20),-9.3
2022,Lamar (2-27),-13.4
2022,Lehigh (13-19),-7.9
2022,Liberty (22-11),2.7
2022,Lipscomb (14-19),-6.4
2022,Little Rock (9-19),-9.6
2022,Long Beach St (20-12),-0.9
2022,Longwood (26-6),0.7
2022,Louisiana (16-15),-0.7
2022,Louisiana Tech (24-10),5.6
2022,Louisville (13-19),5.4
2022,Loyola Chi (25-7),12.6
2022,Loyola MD (14-16),-5.5
2022,Loyola Mymt (11-18),-0.4
2022,Maine (6-23),-13.6
2022,Manhattan (15-15),-6.1
2022,Marist (14-16),-2.7
2022,Marquette (19-12),11.0
2022,Marshall (12-21),-2.6
2022,Maryland (15-17),10.0
2022,Maryland ES (11-15),-11.0
2022,McNeese (11-22),-9.2
2022,Memphis (21-9),14.2
2022,Mercer (16-17),-1.9
2022,Merrimack (14-16),-6.4
2022,Miami (23-10),9.6
2022,Miami OH (14-18),-3.1
2022,Michigan (17-14),14.4
2022,Michigan St (22-12),13.3
2022,Middle Tenn (23-10),3.0
2022,Milwaukee (10-22),-9.5
2022,Minnesota (13-17),6.0
2022,Miss Valley St (2-26),-21.5
2022,Mississippi (13-19),6.2
2022,Mississippi St (18-15),11.1
2022,Missouri (12-21),2.4
2022,Missouri St (23-10),8.4
2022,Monmouth (21-13),1.0
2022,Montana (18-14),-2.1
2022,Montana St (27-7),1.9
2022,Morehead St (23-11),2.2
2022,Morgan St (13-14),-8.0
2022,Mt St Mary's (14-16),-4.0
2022,Murray St (30-2),10.4
2022,N Alabama (9-21),-8.1
2022,N Arizona (9-23),-10.3
2022,N Colorado (20-15),-1.7
2022,N Dakota St (23-10),1.1
2022,N Florida (11-20),-5.4
2022,N Illinois (9-21),-8.3
2022,N Iowa (19-11),5.7
2022,N Kentucky (20-12),-0.6
2022,N Texas (24-6),8.3
2022,NC A&T (12-20),-8.2
2022,NC Asheville (16-14),-3.0
2022,NC Central (16-15),-7.8
2022,NC Greensboro (17-14),-0.6
2022,NC State (11-21),4.3
2022,NC Wilmington (23-9),-1.2
2022,NJIT (11-18),-10.5
2022,NW State (9-23),-12.4
2022,Navy (21-11),0.0
2022,Nebraska (10-22),3.3
2022,Nevada (13-18),4.1
2022,New Hampshire (15-13),-3.2
2022,New Mexico (13-19),-0.9
2022,New Mexico St (26-6),5.9
2022,New Orleans (18-13),-6.1
2022,Niagara (14-16),-1.6
2022,Nicholls (21-11),-2.1
2022,Norfolk St (24-6),-1.4
2022,North Carolina (24-9),13.3
2022,North Dakota (6-25),-13.6
2022,Northeastern (9-22),-3.4
2022,Northwestern (15-16),9.1
2022,Notre Dame (22-10),10.9
2022,Oakland (20-12),0.7
2022,Ohio (24-9),4.3
2022,Ohio St (19-11),14.5
2022,Oklahoma (18-15),12.6
2022,Oklahoma St (15-15),12.4
2022,Old Dominion (13-19),0.2
2022,Omaha (5-25),-14.5
2022,Oral Roberts (19-12),1.6
2022,Oregon (19-14),10.3
2022,Oregon St (3-28),-0.6
2022,Pacific (8-22),-6.0
2022,Penn (12-16),-2.1
2022,Penn St (14-17),9.8
2022,Pepperdine (7-25),-6.0
2022,Pittsburgh (11-21),0.3
2022,Portland (18-14),-1.1
2022,Portland St (14-17),-3.3
2022,Prairie View (8-19),-7.6
2022,Presbyterian (12-20),-7.1
2022,Princeton (23-5),4.2
2022,Providence (25-5),11.3
2022,Purdue (27-6),19.3
2022,Purdue FW (21-11),-2.3
2022,Quinnipiac (14-17),-4.2
2022,Radford (11-18),-7.0
2022,Rhode Island (15-16),3.2
2022,Rice (16-16),-1.9
2022,Richmond (22-12),7.8
2022,Rider (14-19),-4.3
2022,Robert Morris (8-24),-8.4
2022,Rutgers (18-13),9.5
2022,S Alabama (19-11),1.7
2022,S Carolina St (15-16),-12.1
2022,S Dakota St (30-4),8.6
2022,S Florida (8-23),-3.7
2022,S Illinois (16-15),2.6
2022,S Utah (20-11),1.0
2022,SC Upstate (14-16),-8.3
2022,SE Louisiana (19-14),-7.6
2022,SE Missouri St (14-18),-6.2
2022,SF Austin (22-9),2.2
2022,SIU Edward (11-21),-8.6
2022,SMU (23-8),10.9
2022,Sacramento St (11-18),-8.9
2022,Sacred Heart (10-20),-8.5
2022,Saint Joseph's (11-19),-0.1
2022,Saint Louis (23-11),9.4
2022,Saint Mary's (25-7),13.6
2022,Saint Peter's (19-11),2.4
2022,Sam Houston (19-14),0.9
2022,Samford (21-11),-3.0
2022,San Diego (15-16),-1.7
2022,San Diego St (23-8),11.9
2022,San Francisco (24-9),13.2
2022,San Jose St (8-23),-8.4
2022,Santa Clara (21-11),7.6
2022,Seattle (23-9),1.7
2022,Seton Hall (21-10),13.2
2022,Siena (15-14),-4.8
2022,South Carolina (18-13),6.2
2022,South Dakota (19-12),-1.4
2022,Southern (17-14),-3.6
2022,Southern Miss (7-26),-10.9
2022,St Bonaventure (20-9),8.5
2022,St Fran (NY) (10-20),-9.2
2022,St Francis PA (9-21),-9.0
2022,St John's (17-15),11.2
2022,St Thomas (10-20),-9.6
2022,Stanford (16-16),5.9
2022,Stetson (11-19),-7.6
2022,Stony Brook (18-13),-3.4
2022,Syracuse (16-17),9.0
2022,TCU (20-12),10.8
2022,Tarleton St (14-17),-3.3
2022,Temple (17-12),3.4
2022,Tenn Tech (11-21),-5.2
2022,Tennessee (25-7),18.5
2022,Tennessee St (14-17),-6.5
2022,Texas (21-11),15.7
2022,Texas A&M (23-11),10.6
2022,Texas A&M-CC (23-11),-5.6
2022,Texas So (18-12),-1.2
2022,Texas St (21-7),1.1
2022,Texas Tech (25-9),18.0
2022,The Citadel (13-18),-5.3
2022,Toledo (26-7),8.7
2022,Towson (25-8),6.4
2022,Troy (20-11),-2.0
2022,Tulane (14-15),5.4
2022,Tulsa (11-20),1.6
2022,UAB (27-7),11.1
2022,UC Davis (13-11),-3.3
2022,UC Irvine (15-10),3.5
2022,UC Riverside (16-12),0.0
2022,UCF (18-12),6.4
2022,UCLA (25-7),19.1
2022,UCSB (17-11),2.9
2022,UCSD (13-16),-6.2
2022,UConn (23-9),16.0
2022,UL Monroe (13-18),-5.9
2022,UMBC (18-14),-3.4
2022,UMass (15-17),0.1
2022,UMass Lowell (15-16),-3.2
2022,UNLV (18-14),5.8
2022,USC (26-7),12.7
2022,UT Arlington (11-18),-3.0
2022,UT Martin (8-22),-9.9
2022,UT Rio Grande (8-23),-8.8
2022,UTEP (19-13),0.2
2022,UTSA (10-22),-8.4
2022,Utah (11-20),4.9
2022,Utah St (18-15),9.6
2022,Utah Tech (13-18),-7.7
2022,Utah Valley (20-12),2.3
2022,VCU (21-9),9.5
2022,VMI (16-15),-0.6
2022,Valparaiso (14-18),-1.4
2022,Vanderbilt (17-16),9.0
2022,Vermont (28-5),9.6
2022,Villanova (26-7),18.5
2022,Virginia (19-13),9.1
2022,Virginia Tech (23-12),14.2
2022,W Carolina (11-21),-9.0
2022,W Illinois (16-15),-4.0
2022,W Kentucky (19-13),4.2
2022,W Michigan (8-23),-10.7
2022,Wagner (21-6),2.0
2022,Wake Forest (23-9),11.7
2022,Washington (17-15),4.6
2022,Washington St (19-14),10.9
2022,Weber St (21-12),1.6
2022,West Virginia (16-17),9.5
2022,Wichita St (15-13),7.3
2022,William & Mary (5-27),-11.6
2022,Winthrop (23-9),-0.1
2022,Wisconsin (24-7),12.6
2022,Wofford (19-13),3.0
2022,Wright St (21-13),0.9
2022,Wyoming (25-8),7.7
2022,Xavier (18-13),12.1
2022,Yale (18-11),1.8
2022,Youngstown St (18-14),-4.5
2023,AR-Pine Bluff (10-21),-11.1
2023,Abl Christian (13-17),-1.0
2023,Air Force (14-18),0.1
2023,Akron (22-11),4.5
2023,Alabama (28-5),21.1
2023,Alabama A&M (15-18),-9.2
2023,Alabama St (8-23),-12.6
2023,Albany (8-23),-11.5
2023,Alcorn St (18-13),-6.1
2023,American (17-15),-6.2
2023,App State (16-16),-0.2
2023,Arizona (28-6),17.3
2023,Arizona St (22-12),9.3
2023,Arkansas (20-13),15.1
2023,Arkansas St (13-20),-7.2
2023,Army (17-16),-4.8
2023,Auburn (20-12),14.1
2023,Austin Peay (9-22),-9.3
2023,BYU (19-15),8.0
2023,Ball St (20-12),-0.4
2023,Baylor (22-10),16.0
2023,Bellarmine (15-18),-4.5
2023,Belmont (21-11),3.5
2023,Bethune (12-20),-13.1
2023,Binghamton (13-18),-7.9
2023,Boise St (24-9),10.9
2023,Boston College (16-17),1.4
2023,Boston U (15-17),-5.2
2023,Bowling Green (11-20),-7.0
2023,Bradley (25-9),7.5
2023,Brown (14-13),-1.3
2023,Bryant (17-13),-1.0
2023,Bucknell (12-20),-7.3
2023,Buffalo (15-17),-2.0
2023,Butler (14-18),4.5
2023,C Arkansas (9-22),-11.6
2023,C Connecticut (10-22),-10.9
2023,C Michigan (10-21),-10.7
2023,CS Bakersfield (11-22),-7.7
2023,CS Fullerton (20-13),1.1
2023,CS Northridge (7-25),-9.6
2023,Cal Baptist (17-16),0.3
2023,Cal Poly (8-25),-7.7
2023,California (3-29),-4.7
2023,Campbell (16-18),-3.6
2023,Canisius (10-20),-5.4
2023,Charleston (31-3),8.3
2023,Charleston So (10-21),-8.0
2023,Charlotte (18-14),3.0
2023,Chattanooga (18-17),0.8
2023,Chicago St (11-20),-8.3
2023,Cincinnati (21-12),10.8
2023,Clemson (23-10),10.5
2023,Cleveland St (21-13),-1.9
2023,Coastal Car (11-20),-5.6
2023,Colgate (26-8),4.1
2023,Colorado (17-16),9.5
2023,Colorado St (15-18),4.3
2023,Columbia (7-22),-12.6
2023,Coppin St (9-23),-11.8
2023,Cornell (17-11),1.1
2023,Creighton (21-12),15.9
2023,Dartmouth (10-18),-5.7
2023,Davidson (16-16),2.6
2023,Dayton (22-11),9.9
2023,DePaul (10-23),2.8
2023,Delaware (17-16),-3.5
2023,Delaware St (6-24),-15.8
2023,Denver (15-17),-8.8
2023,Detroit Mercy (14-19),-2.4
2023,Drake (27-7),9.3
2023,Drexel (17-15),-1.2
2023,Duke (26-8),14.7
2023,Duquesne (20-12),3.0
2023,E Carolina (16-17),-1.1
2023,E Illinois (9-22),-12.2
2023,E Kentucky (20-13),-0.8
2023,E Michigan (8-23),-9.7
2023,E Tennessee St (12-20),-3.9
2023,E Texas A&M (13-20),-8.6
2023,E Washington (22-10),1.4
2023,Elon (8-24),-10.4
2023,Evansville (5-27),-12.6
2023,F Dickinson (19-15),-8.3
2023,FGCU (17-15),-1.3
2023,Fairfield (13-18),-4.8
2023,Florida (16-16),11.1
2023,Florida A&M (7-22),-15.1
2023,Florida Atlantic (31-3),11.5
2023,Florida Intl (14-18),-3.7
2023,Florida St (9-23),0.9
2023,Fordham (25-8),1.8
2023,Fresno St (11-20),1.9
2023,Furman (27-7),6.7
2023,G Washington (16-16),-2.0
2023,Gardner-Webb (15-16),-1.2
2023,George Mason (20-13),2.3
2023,Georgetown (7-25),-1.3
2023,Georgia (16-16),2.1
2023,Georgia So (17-16),-2.5
2023,Georgia St (10-21),-6.0
2023,Georgia Tech (15-18),2.3
2023,Gonzaga (28-5),18.6
2023,Grambling (24-9),-2.3
2023,Grand Canyon (24-11),4.7
2023,Green Bay (3-29),-17.6
2023,Hampton (8-24),-12.2
2023,Hartford (5-23),-17.5
2023,Harvard (14-14),-0.8
2023,Hawai'i (22-11),1.4
2023,High Point (14-17),-7.6
2023,Hofstra (24-9),5.6
2023,Holy Cross (10-22),-12.0
2023,Hou Christian (10-22),-14.8
2023,Houston (31-2),21.4
2023,Howard (22-12),-3.3
2023,IU Indy (5-27),-16.9
2023,Idaho (10-22),-9.1
2023,Idaho St (11-21),-6.7
2023,Illinois (20-12),13.4
2023,Illinois Chicago (12-20),-7.3
2023,Illinois St (11-21),-5.0
2023,Incarnate Word (12-19),-12.9
2023,Indiana (22-11),14.5
2023,Indiana St (22-12),5.6
2023,Iona (27-7),7.9
2023,Iowa (19-13),13.5
2023,Iowa St (19-13),14.0
2023,J Madison (22-11),5.6
2023,Jackson St (14-19),-8.7
2023,Jacksonville (13-16),-3.5
2023,Jacksonville St (13-18),-4.4
2023,Kansas (27-7),17.5
2023,Kansas City (11-21),-8.8
2023,Kansas St (23-9),13.2
2023,Kennesaw St (26-8),1.2
2023,Kent St (28-6),7.5
2023,Kentucky (21-11),14.5
2023,LIU (3-26),-18.6
2023,LSU (14-19),3.9
2023,La Salle (15-19),-1.6
2023,Lafayette (11-23),-6.2
2023,Lamar (9-22),-15.4
2023,Lehigh (16-14),-6.5
2023,Liberty (26-8),8.3
2023,Lindenwood (11-21),-12.1
2023,Lipscomb (20-13),-0.2
2023,Little Rock (10-21),-9.8
2023,Long Beach St (17-16),-0.8
2023,Longwood (20-12),0.2
2023,Louisiana (26-7),3.9
2023,Louisiana Tech (15-18),0.5
2023,Louisville (4-28),-4.3
2023,Loyola Chi (10-21),-2.7
2023,Loyola MD (13-20),-8.9
2023,Loyola Mymt (19-12),3.4
2023,Maine (13-17),-7.4
2023,Manhattan (12-18),-8.0
2023,Marist (13-20),-7.1
2023,Marquette (28-6),15.1
2023,Marshall (24-8),6.6
2023,Maryland (21-12),13.9
2023,Maryland ES (18-13),-5.6
2023,McNeese (11-23),-11.4
2023,Memphis (25-8),13.1
2023,Mercer (14-19),-2.2
2023,Merrimack (18-16),-7.8
2023,Miami (25-7),12.2
2023,Miami OH (12-20),-6.4
2023,Michigan (17-15),11.4
2023,Michigan St (19-12),12.8
2023,Middle Tenn (19-14),2.2
2023,Milwaukee (21-11),-3.8
2023,Minnesota (9-22),-0.5
2023,Miss Valley St (5-27),-15.8
2023,Mississippi (12-21),6.0
2023,Mississippi St (21-12),10.7
2023,Missouri (24-9),10.7
2023,Missouri St (17-15),1.6
2023,Monmouth (7-26),-12.6
2023,Montana (17-14),-1.3
2023,Montana St (25-9),2.4
2023,Morehead St (21-11),-4.7
2023,Morgan St (15-16),-8.0
2023,Mt St Mary's (13-20),-6.4
2023,Murray St (17-15),-1.8
2023,N Alabama (18-14),-5.9
2023,N Arizona (12-23),-4.2
2023,N Colorado (12-20),-4.7
2023,N Dakota St (16-17),-3.8
2023,N Florida (14-17),-4.1
2023,N Illinois (13-19),-5.3
2023,N Iowa (14-18),-1.0
2023,N Kentucky (22-12),-0.5
2023,N Texas (26-7),8.7
2023,NC A&T (13-19),-8.4
2023,NC Asheville (27-7),0.7
2023,NC Central (18-12),-1.6
2023,NC Greensboro (20-12),4.1
2023,NC State (23-10),11.5
2023,NC Wilmington (24-10),0.5
2023,NJIT (7-23),-10.0
2023,NW State (22-11),-3.8
2023,Navy (18-13),-1.1
2023,Nebraska (16-16),5.9
2023,Nevada (22-10),8.3
2023,New Hampshire (15-15),-7.0
2023,New Mexico (22-11),8.5
2023,New Mexico St (9-15),-0.7
2023,New Orleans (12-20),-12.2
2023,Niagara (16-15),-5.0
2023,Nicholls (16-15),-5.3
2023,Norfolk St (22-11),-1.1
2023,North Carolina (20-13),13.2
2023,North Dakota (13-20),-7.5
2023,Northeastern (10-20),-7.5
2023,Northwestern (21-11),11.5
2023,Notre Dame (11-21),2.7
2023,Oakland (13-19),-5.8
2023,Ohio (19-14),2.1
2023,Ohio St (16-19),11.6
2023,Oklahoma (15-17),10.2
2023,Oklahoma St (18-15),11.8
2023,Old Dominion (19-12),-0.3
2023,Omaha (9-23),-10.0
2023,Oral Roberts (30-4),7.5
2023,Oregon (19-14),11.1
2023,Oregon St (11-21),-2.0
2023,Pacific (15-18),-2.8
2023,Penn (17-13),1.6
2023,Penn St (22-12),11.1
2023,Pepperdine (9-22),-2.4
2023,Pittsburgh (22-11),8.6
2023,Portland (14-19),0.1
2023,Portland St (12-19),-4.5
2023,Prairie View (13-19),-6.9
2023,Presbyterian (5-27),-10.9
2023,Princeton (20-8),2.8
2023,Providence (21-11),11.4
2023,Purdue (28-5),17.4
2023,Purdue FW (17-15),-2.8
2023,Queens (18-15),-2.6
2023,Quinnipiac (20-12),-1.6
2023,Radford (19-14),-1.0
2023,Rhode Island (9-22),-3.3
2023,Rice (18-15),-3.2
2023,Richmond (15-18),2.0
2023,Rider (16-14),-2.1
2023,Robert Morris (16-17),-4.7
2023,Rutgers (19-14),13.3
2023,S Alabama (19-16),3.5
2023,S Carolina St (5-26),-13.7
2023,S Dakota St (19-13),-0.1
2023,S Florida (14-18),1.2
2023,S Illinois (23-10),2.9
2023,S Indiana (16-16),-6.1
2023,S Utah (22-12),3.4
2023,SC Upstate (16-15),-5.7
2023,SE Louisiana (18-14),-6.6
2023,SE Missouri St (19-16),-5.4
2023,SF Austin (19-13),1.7
2023,SIU Edward (19-14),-4.9
2023,SMU (10-22),-0.2
2023,Sacramento St (14-18),-4.7
2023,Sacred Heart (16-17),-9.2
2023,Saint Joseph's (16-17),-0.1
2023,Saint Louis (21-12),6.5
2023,Saint Mary's (26-7),14.4
2023,Saint Peter's (14-18),-7.0
2023,Sam Houston (25-7),7.5
2023,Samford (21-11),1.9
2023,San Diego (11-20),-2.7
2023,San Diego St (27-6),13.4
2023,San Francisco (20-14),4.5
2023,San Jose St (20-13),2.7
2023,Santa Clara (23-9),5.9
2023,Seattle (20-12),1.4
2023,Seton Hall (17-15),9.8
2023,Siena (17-15),-2.4
2023,South Carolina (11-21),-1.3
2023,South Dakota (12-19),-7.6
2023,Southern (15-17),-5.6
2023,Southern Miss (25-7),2.7
2023,St Bonaventure (14-18),-0.3
2023,St Fran (NY) (14-16),-12.8
2023,St Francis PA (13-18),-9.9
2023,St John's (18-15),7.9
2023,St Thomas (19-14),-2.9
2023,Stanford (14-19),8.4
2023,Stetson (17-13),-1.7
2023,Stonehill (14-17),-9.9
2023,Stony Brook (11-22),-9.3
2023,Syracuse (17-15),5.5
2023,TCU (21-12),14.5
2023,Tarleton St (17-16),0.1
2023,Temple (16-16),4.2
2023,Tenn Tech (16-17),-7.3
2023,Tennessee (23-10),19.9
