season,team,tr_predictive
2026,Arkansas (25-8),19.6
2026,Arkansas St (20-12),1.0
2026,Army (11-21),-12.0
2026,Auburn (17-16),15.4
2026,Austin Peay (22-9),-0.4
2026,BYU (23-11),18.2
2026,Ball St (12-19),-7.2
2026,Baylor (16-16),13.3
2026,Bellarmine (13-19),-7.2
2026,Belmont (26-6),8.0
2026,Bethune (17-15),-5.3
2026,Binghamton (8-23),-15.5
2026,Boise St (20-12),9.3
2026,Boston College (11-20),1.8
2026,Boston U (17-17),-5.2
2026,Bowling Green (18-14),1.7
2026,Bradley (21-12),3.6
2026,Brown (9-18),-5.7
2026,Bryant (9-22),-12.8
2026,Bucknell (10-23),-11.0
2026,Buffalo (17-15),-3.2
2026,Butler (16-16),8.4
2026,C Arkansas (22-12),-1.4
2026,C Connecticut (18-12),-7.6
2026,C Michigan (10-21),-7.0
2026,CS Bakersfield (8-24),-11.4
2026,CS Fullerton (18-16),-2.9
2026,CS Northridge (20-14),-1.6
2026,Cal Baptist (25-8),2.7
2026,Cal Poly (14-19),-4.4
2026,California (21-11),8.2
2026,Campbell (16-18),-1.2
2026,Canisius (10-21),-13.0
2026,Charleston (21-11),0.0
2026,Charleston So (15-17),-4.8
2026,Charlotte (17-17),-1.1
2026,Chattanooga (13-19),-5.1
2026,Chicago St (7-25),-13.0
2026,Cincinnati (18-15),13.5
2026,Clemson (24-10),14.6
2026,Cleveland St (11-22),-10.1
2026,Coastal Car (19-13),-4.3
2026,Colgate (18-15),-3.6
2026,Colorado (17-15),8.2
2026,Colorado St (21-12),6.4
2026,Columbia (16-12),-0.8
2026,Coppin St (7-24),-19.6
2026,Cornell (15-13),1.5
2026,Creighton (15-17),9.2
2026,Dartmouth (11-16),-5.2
2026,Davidson (20-13),3.0
2026,Dayton (23-10),8.0
2026,DePaul (16-16),6.2
2026,Delaware (10-21),-7.1
2026,Delaware St (8-23),-17.4
2026,Denver (15-17),-5.4
2026,Detroit Mercy (17-15),-4.4
2026,Drake (14-20),-1.3
2026,Drexel (17-16),-3.3
2026,Duke (32-2),27.6
2026,Duquesne (18-15),2.8
2026,E Carolina (11-20),-5.2
2026,E Illinois (13-20),-9.9
2026,E Kentucky (11-21),-6.3
2026,E Michigan (10-21),-4.4
2026,E Tennessee St (23-11),1.8
2026,E Texas A&M (11-21),-8.9
2026,E Washington (14-19),-2.0
2026,Elon (14-18),-4.3
2026,Evansville (7-25),-8.4
2026,F Dickinson (11-21),-11.3
2026,FGCU (16-18),-4.4
2026,Fairfield (21-13),-5.0
2026,Florida (26-7),24.8
2026,Florida A&M (15-16),-10.6
2026,Florida Atlantic (18-15),2.8
2026,Florida Intl (15-17),-1.7
2026,Florida St (18-15),9.6
2026,Fordham (17-15),-0.2
2026,Fresno St (13-19),0.6
2026,Furman (22-12),-0.2
2026,G Washington (18-15),8.3
2026,Gardner-Webb (4-29),-18.1
2026,George Mason (23-9),5.2
2026,Georgetown (16-18),7.8
2026,Georgia (22-10),16.7
2026,Georgia So (21-16),-4.2
2026,Georgia St (10-22),-8.2
2026,Georgia Tech (11-20),1.8
2026,Gonzaga (30-3),21.9
2026,Grambling (14-19),-8.0
2026,Grand Canyon (20-12),8.6
2026,Green Bay (18-15),-4.2
2026,Hampton (13-19),-5.7
2026,Harvard (17-12),0.5
2026,Hawai'i (24-8),3.4
2026,High Point (30-4),8.3
2026,Hofstra (24-10),5.3
2026,Holy Cross (11-22),-10.9
2026,Hou Christian (12-20),-8.5
2026,Houston (28-6),24.1
2026,Howard (23-10),-2.4
2026,IU Indy (7-25),-10.7
2026,Idaho (21-14),0.2
2026,Idaho St (13-20),-6.2
2026,Illinois (24-8),23.0
2026,Illinois Chicago (19-15),3.4
2026,Illinois St (20-12),5.2
2026,Incarnate Word (12-19),-4.7
2026,Indiana (18-14),14.5
2026,Indiana St (11-21),-2.2
2026,Iona (18-14),-3.7
2026,Iowa (21-12),16.7
2026,Iowa St (27-7),23.5
2026,J Madison (18-15),-2.2
2026,Jackson St (12-21),-14.0
2026,Jacksonville (12-20),-7.1
2026,Jacksonville St (15-17),-1.4
2026,Kansas (23-10),18.4
2026,Kansas City (4-27),-17.1
2026,Kansas St (12-20),6.7
2026,Kennesaw St (21-13),1.6
2026,Kent St (24-9),1.3
2026,Kentucky (21-13),17.7
2026,LIU (24-10),-3.2
2026,LSU (15-17),10.6
2026,La Salle (9-23),-3.9
2026,Lafayette (11-21),-10.2
2026,Lamar (12-19),-4.3
2026,Le Moyne (15-17),-8.2
2026,Lehigh (18-16),-7.4
2026,Liberty (25-7),3.5
2026,Lindenwood (18-15),-5.3
2026,Lipscomb (19-13),-1.5
2026,Little Rock (12-20),-8.3
2026,Long Beach St (10-22),-5.9
2026,Longwood (16-16),-4.7
2026,Louisiana (11-22),-8.9
2026,Louisiana Tech (20-14),-1.4
2026,Louisville (23-10),19.8
2026,Loyola Chi (9-24),-5.6
2026,Loyola MD (12-20),-9.6
2026,Loyola Mymt (15-17),0.5
2026,Maine (8-24),-11.5
2026,Manhattan (12-20),-10.7
2026,Marist (19-12),-1.7
2026,Marquette (12-20),8.5
2026,Marshall (19-13),-1.3
2026,Maryland (12-21),4.9
2026,Maryland ES (9-23),-13.2
2026,McNeese (28-5),7.8
2026,Memphis (13-19),3.6
2026,Mercer (19-13),0.0
2026,Mercyhurst (17-17),-7.5
2026,Merrimack (23-11),-1.4
2026,Miami (25-8),14.7
2026,Miami OH (31-1),6.5
2026,Michigan (31-2),28.3
2026,Michigan St (25-7),20.5
2026,Middle Tenn (17-15),0.2
2026,Milwaukee (12-20),-5.5
2026,Minnesota (15-17),8.6
2026,Miss Valley St (3-30),-24.5
2026,Mississippi (15-20),10.0
2026,Mississippi St (13-19),6.9
2026,Missouri (20-12),12.5
2026,Missouri St (16-18),-2.1
2026,Monmouth (19-15),-1.0
2026,Montana (18-16),-2.3
2026,Montana St (18-14),0.9
2026,Morehead St (20-13),-7.1
2026,Morgan St (14-16),-14.4
2026,Mt St Mary's (15-17),-6.8
2026,Murray St (20-12),3.3
2026,N Alabama (9-21),-11.6
2026,N Arizona (10-22),-9.6
2026,N Colorado (20-12),0.1
2026,N Dakota St (27-7),2.8
2026,N Florida (7-25),-12.0
2026,N Illinois (9-21),-10.9
2026,N Iowa (23-12),7.5
2026,N Kentucky (20-14),-1.3
2026,N Texas (19-14),2.3
2026,NC A&T (11-19),-8.1
2026,NC Asheville (15-17),-3.8
2026,NC Central (14-18),-12.9
2026,NC Greensboro (15-19),-7.4
2026,NC State (20-13),14.8
2026,NC Wilmington (26-6),3.5
2026,NJIT (16-17),-11.6
2026,NW State (10-22),-7.3
2026,Navy (26-7),0.9
2026,Nebraska (26-6),18.4
2026,Nevada (22-12),7.4
2026,New Hampshire (9-21),-12.4
2026,New Haven (14-17),-10.5
2026,New Mexico (23-10),10.9
2026,New Mexico St (16-16),-0.7
2026,New Orleans (15-18),-3.1
2026,Niagara (8-22),-12.3
2026,Nicholls (14-19),-4.7
2026,Norfolk St (15-17),-8.4
2026,North Carolina (24-8),16.5
2026,North Dakota (18-17),-7.2
2026,Northeastern (7-24),-6.9
2026,Northwestern (15-19),10.5
2026,Notre Dame (13-18),7.2
2026,Oakland (16-16),0.1
2026,Ohio (15-17),-2.9
2026,Ohio St (21-12),16.9
2026,Oklahoma (19-15),13.3
2026,Oklahoma St (19-14),9.2
2026,Old Dominion (12-21),-4.2
2026,Omaha (16-17),-5.9
2026,Oral Roberts (10-23),-9.0
2026,Oregon (12-20),7.5
2026,Oregon St (17-16),0.1
2026,Pacific (18-15),2.3
2026,Penn (17-11),-0.2
2026,Penn St (12-20),2.9
2026,Pepperdine (9-23),-7.0
2026,Pittsburgh (13-20),6.8
2026,Portland (15-19),-4.2
2026,Portland St (20-11),-0.2
2026,Prairie View (18-17),-8.7
2026,Presbyterian (15-18),-5.7
2026,Princeton (9-20),-4.2
2026,Providence (15-18),9.7
2026,Purdue (26-8),22.9
2026,Purdue FW (17-15),-4.4
2026,Queens (21-13),-2.0
2026,Quinnipiac (19-13),-2.2
2026,Radford (16-16),-4.2
2026,Rhode Island (16-16),1.8
2026,Rice (13-18),-3.1
2026,Richmond (15-17),1.3
2026,Rider (4-25),-14.7
2026,Robert Morris (22-11),-0.5
2026,Rutgers (14-19),4.0
2026,S Alabama (21-11),-1.5
2026,S Carolina St (10-22),-16.1
2026,S Dakota St (14-18),-2.3
2026,S Florida (24-8),10.8
2026,S Illinois (16-16),2.7
2026,S Indiana (7-23),-11.6
2026,S Utah (10-22),-6.5
2026,SC Upstate (13-19),-7.4
2026,SE Louisiana (9-22),-7.1
2026,SE Missouri St (20-13),-3.7
2026,SF Austin (28-5),4.0
2026,SIU Edward (19-13),-4.5
2026,SMU (20-13),14.3
2026,Sacramento St (10-21),-7.0
2026,Sacred Heart (14-19),-7.1
2026,Saint Joseph's (22-11),2.4
2026,Saint Louis (28-5),15.1
2026,Saint Mary's (27-5),15.1
2026,Saint Peter's (17-12),-4.2
2026,Sam Houston (22-11),3.3
2026,Samford (18-14),-1.7
2026,San Diego (12-21),-4.4
2026,San Diego St (22-11),11.5
2026,San Francisco (17-16),3.9
2026,San Jose St (9-24),-3.5
2026,Santa Clara (26-8),12.6
2026,Seattle (20-13),3.0
2026,Seton Hall (21-12),10.6
2026,Siena (23-11),-1.3
2026,South Carolina (13-19),6.4
2026,South Dakota (16-16),-7.5
2026,Southern (17-17),-5.8
2026,Southern Miss (19-16),-3.4
2026,St Bonaventure (17-17),1.9
2026,St Francis PA (7-24),-14.8
2026,St John's (28-6),20.1
2026,St Thomas (24-9),3.3
2026,Stanford (20-12),9.1
2026,Stetson (12-21),-10.4
2026,Stonehill (12-21),-10.6
2026,Stony Brook (17-15),-4.0
2026,Syracuse (15-17),8.0
2026,TCU (22-11),13.2
2026,Tarleton St (14-18),-4.2
2026,Temple (16-16),0.9
2026,Tenn Tech (13-18),-9.7
2026,Tennessee (22-11),19.8
2026,Tennessee St (23-9),-1.3
2026,Texas (18-14),14.5
2026,Texas A&M (21-11),14.6
2026,Texas A&M-CC (18-15),-1.3
2026,Texas So (12-18),-10.0
2026,Texas St (19-13),-4.1
2026,Texas Tech (22-10),19.1
2026,The Citadel (11-22),-12.8
2026,Toledo (19-15),1.8
2026,Towson (19-15),0.7
2026,Troy (22-11),2.2
2026,Tulane (18-15),-2.4
2026,Tulsa (26-7),8.8
2026,UAB (20-12),3.4
2026,UC Davis (19-14),-1.7
2026,UC Irvine (23-11),4.0
2026,UC Riverside (10-22),-6.5
2026,UCF (21-11),10.6
2026,UCLA (23-11),16.2
2026,UCSB (18-14),0.2
2026,UCSD (23-11),1.6
2026,UConn (29-5),20.7
2026,UL Monroe (4-28),-14.6
2026,UMBC (24-8),-1.9
2026,UMass (17-16),-1.2
2026,UMass Lowell (15-18),-8.7
2026,UNLV (17-16),3.7
2026,USC (18-14),9.3
2026,UT Arlington (18-14),-0.7
2026,UT Martin (22-11),-3.6
2026,UT Rio Grande (19-14),1.3
2026,UTEP (11-20),-5.3
2026,UTSA (5-25),-11.4
2026,Utah (10-22),4.4
2026,Utah St (28-6),15.0
2026,Utah Tech (19-15),-2.8
2026,Utah Valley (25-8),5.1
2026,VCU (26-7),11.9
2026,VMI (6-26),-15.0
2026,Valparaiso (18-15),-0.7
2026,Vanderbilt (26-7),20.5
2026,Vermont (22-12),-3.4
2026,Villanova (24-8),14.4
2026,Virginia (29-5),18.4
2026,Virginia Tech (19-13),10.4
2026,W Carolina (15-16),-3.7
2026,W Georgia (15-17),-8.3
2026,W Illinois (5-26),-18.1
2026,W Kentucky (18-14),0.7
2026,W Michigan (10-21),-7.0
2026,Wagner (14-17),-9.3
2026,Wake Forest (17-16),9.6
2026,Washington (16-17),12.3
2026,Washington St (12-20),1.5
2026,Weber St (16-16),-2.8
2026,West Virginia (18-14),10.4
2026,Wichita St (22-10),7.0
2026,William & Mary (20-12),0.8
2026,Winthrop (23-11),1.6
2026,Wisconsin (24-10),17.1
2026,Wofford (19-13),-4.3
2026,Wright St (23-11),1.2
2026,Wyoming (18-14),4.3
2026,Xavier (15-18),7.0
2026,Yale (24-5),7.9
2026,Youngstown St (15-17),-2.3
