season,team,seed,source_1,source_2,source_3,source_4
2018,Miami,6,15.7103,12.4,10.8,12.83
2018,Michigan,3,23.1909,16.3,15.1,19.03
2018,Michigan State,3,26.3461,20.8,17.8,22.41
2018,Missouri,8,15.4717,11.9,9.6,13.81
2018,Montana,14,10.8304,4.6,4.6,6.29
2018,Murray State,12,12.6951,7.4,8.1,6.87
2018,Nevada,7,18.1814,11.9,11.6,14.44
2018,New Mexico State,12,13.5573,8.1,7.6,9.06
2018,North Carolina,2,25.0348,18.6,16.5,20.07
2018,North Carolina Central,16,-12.7366,-8.2,-5.0,-13.18
2018,NC State,9,15.1323,9.8,9.7,12.91
2018,Ohio State,5,21.1094,14.5,14.0,17.67
2018,Oklahoma,10,14.419,12.2,,13.81
2018,Penn,16,3.69539,3.9,5.9,
2018,Providence,10,11.9189,10.0,8.6,11.12
2018,Purdue,2,26.6663,20.8,19.0,23.41
2018,Radford,16,-0.0477779,-1.6,1.0,-2.62
2018,Rhode Island,7,14.3818,12.0,10.7,11.81
2018,San Diego State,11,14.1504,10.1,9.2,12.23
2018,Seton Hall,8,17.3352,13.6,12.1,15.67
2018,South Dakota State,12,10.5907,6.7,6.7,6.84
2018,St. Bonaventure,11,11.1954,8.6,8.8,8.87
2018,Stephen F. Austin,14,5.56289,,4.5,2.66
2018,Syracuse,11,13.5929,9.4,10.2,12.89
2018,TCU,6,18.9201,14.9,12.6,16.38
2018,Tennessee,3,22.1486,15.8,14.7,18.2
2018,Texas,10,15.4577,12.4,10.6,13.96
2018,Texas A&M,7,16.9086,13.1,11.5,15.3
2018,Texas Southern,16,-7.659,-4.9,-2.6,-7.53
2018,Texas Tech,3,21.9424,16.1,15.4,19.38
2018,UCLA,11,14.3834,11.0,9.1,12.07
2018,UMBC,16,-1.9086,-1.4,1.4,
2018,UNC Greensboro,13,9.0562,,6.7,4.54
2018,Villanova,1,31.4091,23.2,22.8,26.64
2018,Virginia,1,32.1527,20.8,20.2,22.2
2018,Virginia Tech,8,16.6388,12.2,,14.35
2018,West Virginia,5,21.7748,17.7,16.1,19.89
2018,Wichita State,4,20.068,16.8,14.4,16.58
2018,Wright State,14,2.81674,1.7,2.7,0.58
2018,Xavier,1,21.6909,16.8,15.1,19.06
2019,Abilene Christian,15,2.08626,0.1,2.4,-1.91
2019,Arizona State,11,11.2091,10.3,8.1,10.28
2019,Auburn,5,23.3317,17.2,17.1,20.84
2019,Baylor,9,15.2935,11.1,10.6,13.38
2019,Belmont,11,13.0739,8.8,10.3,9.12
2019,Bradley,15,-0.358275,0.6,0.6,-0.08
2019,Buffalo,6,20.337,14.3,12.9,15.56
2019,Cincinnati,7,17.0509,12.5,12.7,14.53
2019,Colgate,15,4.2867,1.7,3.2,1.23
2019,Duke,1,31.9925,24.8,21.3,26.9
2019,Fairleigh Dickinson,16,-4.2487,-3.7,-0.8,
2019,Florida,10,18.3239,13.6,12.0,15.42
2019,Florida St.,4,22.5574,16.3,16.4,17.99
2019,Gardner Webb,16,-0.743522,,2.8,-2.61
2019,Georgia State,14,5.59737,4.1,4.5,2.44
2019,Gonzaga,1,32.7887,24.6,23.1,27.79
2019,Houston,3,22.4249,16.2,16.5,18.91
2019,Iona,16,-3.07828,-1.3,-0.1,-4.78
2019,Iowa,10,15.9555,11.8,11.5,14.27
2019,Iowa State,6,21.8472,16.0,15.9,18.07
2019,Kansas,4,20.7051,16.2,,18.35
2019,Kansas State,4,20.2225,14.5,13.4,15.39
2019,Kentucky,2,27.4133,19.6,,21.43
2019,LSU,3,20.9656,14.4,12.9,16.5
2019,Liberty,12,10.8215,4.8,8.7,5.27
2019,Louisville,7,20.9708,15.0,14.3,17.28
2019,Marquette,5,18.4207,14.4,11.8,14.78
2019,Maryland,6,19.9776,14.0,,16.01
2019,Michigan,2,29.4352,19.8,18.3,21.82
2019,Michigan State,2,31.3607,21.6,19.8,24.93
2019,Minnesota,10,14.4575,9.9,8.9,12.52
2019,Mississippi,8,15.0831,,,
2019,Mississippi State,5,20.6776,14.8,14.3,15.96
2019,Montana,15,3.54691,4.6,3.5,1.5
2019,Murray State,12,13.3317,8.9,10.2,8.96
2019,Nevada,7,18.9229,16.7,14.2,16.0
2019,New Mexico State,12,13.588,8.9,8.8,10.05
2019,North Carolina,1,29.171,22.8,18.9,23.94
2019,North Carolina Central,16,-11.8864,-7.2,-4.2,-11.53
2019,North Dakota State,16,-3.19855,-1.9,-0.6,-4.01
2019,Northeastern,13,8.74685,6.8,,3.95
2019,Northern Kentucky,14,6.55918,4.3,5.7,4.67
2019,Ohio State,11,15.0781,11.6,10.5,13.89
2019,Oklahoma,9,15.5345,12.6,,15.3
2019,Old Dominion,14,5.57853,4.4,4.7,3.74
2019,Oregon,12,15.1521,12.0,11.8,13.95
2019,Prairie View A&M,16,-4.30871,,,
2019,Purdue,3,26.0512,18.2,17.8,21.4
2019,Saint Louis,13,6.27254,5.1,5.2,5.06
2019,Saint Mary's,11,17.7106,11.7,10.9,12.58
2019,Seton Hall,10,12.9072,10.2,8.7,10.25
2019,St. John's,11,8.75182,8.7,6.7,
2019,Syracuse,8,16.3,12.9,11.6,13.73
2019,Temple,11,9.3923,7.4,7.1,8.17
2019,Tennessee,2,26.98,20.2,17.4,21.55
2019,Texas Tech,3,26.7476,18.6,18.8,22.79
2019,UC Irvine,13,9.46217,6.8,6.2,5.7
2019,UCF,9,14.5761,10.3,11.6,13.37
2019,Utah State,8,16.6198,11.2,9.5,11.98
2019,VCU,8,15.6895,11.0,10.5,11.96
2019,Vermont,13,8.72064,6.1,8.9,4.88
2019,Villanova,6,18.7745,15.0,12.7,14.33
2019,Virginia,1,35.6552,24.0,23.2,25.46
2019,Virginia Tech,4,24.4696,17.4,,19.28
2019,Washington,9,13.3669,10.6,9.0,12.01
2019,Wisconsin,5,23.675,16.4,14.5,17.9
2019,Wofford,7,20.7146,12.4,14.6,13.92
2019,Yale,14,8.58693,5.8,6.9,5.52
2021,Abilene Christian,14,10.1273,6.0,6.4,6.27
2021,Alabama,2,24.9876,18.0,14.4,19.58
2021,Appalachian State,16,-4.33805,-1.6,0.0,-5.84
2021,Arkansas,3,21.5292,16.2,13.5,17.8
2021,BYU,6,20.9462,13.9,11.1,15.19
2021,Baylor,1,29.4969,23.1,20.7,24.83
2021,Clemson,7,16.1652,12.5,9.9,12.49
2021,Cleveland State,15,1.37289,-2.0,-0.6,-5.12
2021,Colgate,14,10.2223,8.8,9.2,13.66
2021,Colorado,5,21.6816,16.0,13.1,18.88
2021,UConn,7,21.9011,15.2,12.5,15.77
2021,Creighton,5,21.3051,16.9,13.1,16.28
2021,Drake,11,14.6425,8.4,8.2,9.42
2021,Drexel,16,1.6183,0.8,1.5,-0.97
2021,Eastern Washington,14,6.65145,4.6,5.1,4.03
2021,Florida,7,17.5522,13.2,10.9,13.7
2021,Florida St.,4,22.0698,16.7,12.7,17.12
2021,Georgetown,12,14.0569,9.7,7.5,10.13
2021,Georgia Tech,9,18.5494,13.1,,12.79
2021,Gonzaga,1,36.6241,25.9,21.3,27.2
2021,Grand Canyon,15,6.97644,4.5,7.2,5.11
2021,Hartford,16,-2.73095,-2.4,,-3.45
2021,Houston,2,28.8202,19.9,18.3,21.66
2021,Illinois,1,30.6122,21.7,17.6,23.25
2021,Iona,15,-1.03598,-0.1,2.6,-1.2
2021,Iowa,2,28.9031,20.9,17.0,21.4
2021,Kansas,3,21.0313,17.1,,15.29
2021,LSU,8,19.5899,14.6,12.6,15.7
2021,Liberty,13,8.37002,4.6,7.2,4.06
2021,Loyola Chicago,8,23.7539,,13.2,15.12
2021,Maryland,10,18.7175,12.6,,13.94
2021,Michigan,1,30.7915,20.4,17.4,22.0
2021,Michigan State,11,14.0141,10.8,7.5,9.8
2021,Missouri,9,15.15,11.4,9.5,12.37
2021,Morehead State,14,3.89559,0.1,1.0,-0.95
2021,Mount St. Mary's,16,-5.0102,-4.2,-1.2,-5.67
2021,Norfolk State,16,-3.74215,-4.2,-1.9,-6.16
2021,North Carolina,8,20.0876,14.9,12.0,14.79
2021,North Texas,13,11.6975,7.9,7.9,7.58
2021,Ohio,13,11.1142,5.2,5.9,5.48
2021,Ohio State,2,25.4253,17.5,14.2,18.25
2021,Oklahoma,8,16.6439,14.1,,13.52
2021,Oklahoma State,4,18.7671,14.3,10.8,13.65
2021,Oral Roberts,15,1.21622,0.9,2.6,1.73
2021,Oregon,7,17.6799,13.9,11.3,16.15
2021,Oregon State,12,10.1728,7.8,8.3,11.48
2021,Purdue,4,22.2716,15.2,11.7,15.55
2021,Rutgers,10,18.1428,13.0,10.2,14.14
2021,San Diego State,6,21.296,14.5,12.2,14.36
2021,St. Bonaventure,9,20.8204,12.7,11.4,13.44
2021,Syracuse,11,16.2268,12.3,11.1,13.27
2021,Tennessee,5,21.0624,16.5,13.3,16.87
2021,Texas,3,20.5822,16.5,12.4,15.51
2021,Texas Southern,16,-6.05453,-4.0,-0.6,-6.15
2021,Texas Tech,6,20.9465,16.9,14.4,16.59
2021,UC Santa Barbara,12,12.2317,,8.5,7.8
2021,UCLA,11,15.9175,12.6,11.6,16.3
2021,UNC Greensboro,13,8.15332,,6.2,3.48
2021,Southern California,6,22.2245,15.9,14.3,20.5
2021,Utah State,11,16.51,12.1,9.0,10.99
2021,VCU,10,15.9115,10.7,8.5,11.3
2021,Villanova,5,22.6184,17.9,15.1,17.47
2021,Virginia,4,22.6542,16.2,13.9,15.27
2021,Virginia Tech,10,15.2207,12.3,,12.59
2021,West Virginia,3,20.3206,16.2,12.0,15.36
2021,Wichita State,11,11.5469,7.8,5.5,9.36
2021,Winthrop,12,8.93908,5.8,6.5,4.69
2021,Wisconsin,9,22.6545,15.9,13.2,17.22
2022,Akron,13,3.48951,3.5,4.9,0.91
2022,Alabama,6,17.3625,14.1,12.8,14.62
2022,Arizona,1,27.2089,21.5,17.7,22.75
2022,Arkansas,4,19.0214,15.0,13.3,16.27
2022,Auburn,2,24.453,18.6,16.4,19.2
2022,Baylor,1,26.3204,19.6,17.9,21.73
2022,Boise State,8,16.412,10.7,9.1,11.93
2022,Bryant,16,-0.950484,-0.3,0.8,-4.8
2022,Cal State Fullerton,15,2.10306,-0.2,0.6,-0.04
2022,Chattanooga,13,11.2724,6.6,8.5,6.12
2022,Colgate,14,4.21729,4.9,4.2,0.98
2022,Colorado State,6,15.8566,,,11.51
2022,UConn,5,19.3281,16.0,13.9,16.4
2022,Creighton,9,13.4685,10.1,8.1,11.34
2022,Davidson,10,14.8028,9.9,9.6,10.43
2022,Delaware,15,2.283,1.1,1.4,0.32
2022,Duke,2,23.7124,18.4,17.6,19.55
2022,Georgia State,16,1.84485,1.7,2.3,-1.11
2022,Gonzaga,1,32.9688,25.2,20.5,25.46
2022,Houston,5,26.4976,19.8,19.8,22.55
2022,Illinois,4,19.5866,17.3,15.5,16.69
2022,Indiana,12,14.9367,13.5,,12.71
2022,Iowa,5,23.5269,18.2,16.2,18.9
2022,Iowa State,11,13.9459,9.2,9.7,12.38
2022,Jacksonville State,15,2.24147,,-4.8,-0.19
2022,Kansas,1,25.492,19.6,,22.28
2022,Kentucky,2,26.5948,20.0,,20.9
2022,LSU,6,19.0816,15.5,15.6,17.45
2022,Longwood,14,2.48399,0.7,2.9,-0.35
2022,Loyola Chicago,10,17.6948,,11.6,13.39
2022,Marquette,9,14.0024,11.0,8.8,11.36
2022,Memphis,9,16.2198,14.2,13.2,14.67
2022,Miami,10,12.6207,9.6,9.8,11.22
2022,Michigan,11,15.6481,14.4,11.8,14.26
2022,Michigan State,7,14.8717,13.3,10.7,13.18
2022,Montana State,14,3.80856,1.9,0.8,-0.26
2022,Murray State,7,16.389,10.4,10.7,9.87
2022,New Mexico State,12,10.1026,5.9,4.8,7.11
2022,Norfolk State,16,0.14543,-1.4,1.4,-3.91
2022,North Carolina,8,16.0459,13.3,13.9,15.5
2022,Notre Dame,11,13.6336,10.9,,11.87
2022,Ohio State,7,15.8224,14.5,11.8,14.17
2022,Providence,4,13.8797,11.3,11.4,13.08
2022,Purdue,3,22.2872,19.3,16.8,19.15
2022,Richmond,12,9.82501,7.8,7.7,7.07
2022,Rutgers,11,10.8648,9.5,7.8,8.78
2022,Saint Mary's,5,19.8082,13.6,13.3,14.82
2022,Saint Peter's,15,4.27548,2.4,5.7,2.96
2022,San Diego State,8,18.151,11.9,11.2,13.13
2022,San Francisco,10,18.3679,13.2,,14.12
2022,Seton Hall,8,14.967,13.2,10.2,12.75
2022,South Dakota State,13,11.4429,8.6,8.0,6.6
2022,TCU,9,14.909,10.8,10.9,13.72
2022,Tennessee,3,25.2399,18.5,18.0,20.46
2022,Texas,6,20.4063,15.7,14.0,17.01
2022,Texas A&M-CC,16,-6.3107,-5.6,-2.9,-6.78
2022,Texas Southern,16,-1.33245,-1.2,0.5,-3.3
2022,Texas Tech,3,24.641,18.0,17.6,20.08
2022,UAB,12,14.0333,11.1,9.8,10.9
2022,UCLA,4,24.8472,19.1,16.5,19.3
2022,Southern California,7,14.4494,12.7,10.2,12.5
2022,Vermont,13,13.0669,9.6,10.3,7.81
2022,Villanova,2,24.1107,18.5,17.6,19.31
2022,Virginia Tech,11,17.8634,14.2,,14.48
2022,Wisconsin,3,15.5839,12.6,11.5,13.13
2022,Wright State,16,-0.866069,0.9,1.2,-1.94
2022,Wyoming,12,13.0956,7.7,4.5,9.36
2022,Yale,14,2.23432,1.8,1.1,-0.1
2023,Alabama,1,27.29798679604653,21.1,18.9,23.19
2023,Arizona,2,23.39930637436136,17.3,14.5,19.08
2023,Arizona State,11,12.902639441888477,9.3,8.3,11.29
2023,Arkansas,8,18.591912021744413,15.1,12.6,15.99
2023,Auburn,9,17.83652309077339,14.1,12.0,14.35
2023,Baylor,3,20.531830433557616,16.0,14.2,17.3
2023,Boise State,10,15.842331410009011,10.9,9.7,12.78
2023,Charleston,12,11.743993564990204,8.3,8.6,
2023,Colgate,15,5.812497585653631,4.1,5.0,2.2
2023,UConn,4,27.81893908164806,18.6,18.9,22.95
2023,Creighton,6,21.205216935178356,15.9,14.7,17.83
2023,Drake,12,12.852257621794632,9.3,8.8,7.84
2023,Duke,5,19.43030109821918,14.7,13.6,15.83
2023,Fairleigh Dickinson,16,-10.400854337747456,-8.3,-3.9,
2023,Florida Atlantic,9,18.243763813404613,11.5,11.5,13.92
2023,Furman,13,8.180720520570599,6.7,6.3,4.89
2023,Gonzaga,3,24.24543306798115,18.6,14.9,18.99
2023,Grand Canyon,14,5.688920759139918,4.7,6.1,4.43
2023,Houston,1,27.929110445580175,21.4,20.5,22.2
2023,Howard,16,-3.400963151768841,-3.3,-2.2,-5.04
2023,Illinois,9,15.011595096911416,13.4,11.6,14.81
2023,Indiana,4,16.78830568711333,14.5,,14.94
2023,Iona,13,11.878631397193978,7.9,8.8,7.61
2023,Iowa,8,15.801342556228423,13.5,11.4,14.08
2023,Iowa State,6,17.246011052840405,14.0,11.7,15.36
2023,Kansas,1,22.329370011203387,17.5,,19.2
2023,Kansas State,3,18.12827029373834,13.2,11.6,15.79
2023,Kennesaw State,14,4.451678947356607,1.2,2.6,0.6
2023,Kent St.,13,10.960253450024323,7.5,8.2,7.53
2023,Kentucky,6,17.853967973933607,14.5,,14.76
2023,Louisiana,13,8.686614231726931,3.9,,4.27
2023,Marquette,2,22.254917637612444,15.1,13.8,17.07
2023,Maryland,8,17.61349794506161,13.9,,14.58
2023,Memphis,8,19.515368393584875,13.1,11.7,14.5
2023,Miami,5,16.5918743516148,12.2,11.6,13.98
2023,Michigan State,7,17.342970697055,12.8,11.5,14.25
2023,Mississippi State,11,12.895426802979255,10.7,10.1,11.43
2023,Missouri,7,13.458034633603296,10.7,8.6,11.41
2023,Montana State,14,6.350168075832366,2.4,4.1,2.18
2023,N.C. State,11,13.885214700963992,,,
2023,Nevada,11,12.488948400858655,8.3,8.1,10.01
2023,Northern Kentucky,16,0.8778746470589003,-0.5,2.0,-0.83
2023,Northwestern,7,15.572298638745908,11.5,,13.68
2023,Oral Roberts,12,11.685725704505742,7.5,6.5,8.55
2023,Penn State,10,15.907702639585873,11.1,10.8,13.04
2023,Pittsburgh,11,11.38124757409244,8.6,8.7,10.59
2023,Princeton,15,6.833019887848176,2.8,5.6,4.76
2023,Providence,11,14.254609858002564,11.4,11.0,12.89
2023,Purdue,1,24.353225136430417,17.4,15.4,18.23
2023,Saint Mary's,5,21.73652935968901,14.4,12.5,17.41
2023,San Diego State,5,20.750497248575424,13.4,13.0,15.81
2023,Southeast Missouri St.,16,-7.806310523566058,-5.4,-3.8,-7.4
2023,TCU,6,17.556043227610296,14.5,11.9,15.61
2023,Tennessee,4,24.193752139609487,19.9,18.3,20.84
2023,Texas,2,24.433835774710086,18.5,16.8,20.56
2023,Texas A&M,7,18.228343930854287,14.0,12.1,13.76
2023,Texas A&M-CC,16,-0.9186094553930207,-1.9,-1.1,-2.57
2023,Texas Southern,16,-9.89502599723586,-7.0,-5.9,-10.56
2023,UC Santa Barbara,14,5.468961564933556,,2.9,3.3
2023,UCLA,2,27.03267848275236,19.4,17.8,22.11
2023,UNC Asheville,15,0.1376495461674779,0.7,1.7,-1.74
2023,Southern California,10,15.006084516670889,11.5,8.8,13.06
2023,Utah State,10,18.1205059489938,12.4,10.2,14.23
2023,VCU,12,12.632633807010356,9.2,8.9,9.89
2023,Vermont,15,6.341766169133466,3.6,5.0,1.63
2023,Virginia,4,16.209752433391962,13.5,12.3,13.28
2023,West Virginia,9,19.47105566441795,13.8,12.5,15.95
2023,Xavier,3,19.613896450088905,15.0,12.6,16.03
2024,Akron,14,4.068752165990638,4.4,5.4,2.77
2024,Alabama,4,23.031140852671875,18.3,16.2,20.69
2024,Arizona,2,26.93279314757799,22.0,18.2,24.54
2024,Auburn,4,28.420118447084427,20.7,18.5,22.46
2024,BYU,6,20.451274107423338,17.0,13.5,19.33
2024,Baylor,3,21.94924298154745,16.9,15.1,19.5
2024,Boise State,10,16.138059726302274,11.3,9.9,13.31
2024,Charleston,13,7.943120604400935,4.9,6.0,
2024,Clemson,6,18.595493953804755,12.9,12.9,16.2
2024,Colgate,14,1.0474585401814596,2.8,5.0,-0.31
2024,Colorado,10,19.0735723589141,14.4,10.2,15.95
2024,Colorado State,10,16.272356339735627,,,13.4
2024,UConn,1,34.453680250443355,22.3,22.7,26.7
2024,Creighton,3,24.010360031697196,17.7,16.8,20.07
2024,Dayton,7,16.717896445403625,11.7,11.6,13.45
2024,Drake,10,14.693598654676643,9.7,9.1,11.08
2024,Duke,4,25.334342280459516,18.1,17.9,20.67
2024,Duquesne,11,9.6706233230469,6.1,6.6,7.35
2024,Florida,7,19.27645539321264,13.9,12.7,15.17
2024,Florida Atlantic,8,15.208286467791574,12.7,11.1,13.26
2024,Gonzaga,5,23.023682425102475,16.7,14.9,17.93
2024,Grambling,16,-7.643530826311045,-7.6,-5.1,-9.63
2024,Grand Canyon,12,13.14920659492822,9.0,9.3,10.45
2024,Houston,1,32.4403151161033,23.2,23.0,25.69
2024,Howard,16,-8.611697863657806,-6.2,-3.7,-8.69
2024,Illinois,3,24.308995080625937,17.9,16.3,19.56
2024,Iowa State,2,26.3302677590942,19.3,18.2,22.3
2024,James Madison,12,12.02116617125786,,9.1,8.19
2024,Kansas,4,19.37511051673135,15.8,,16.35
2024,Kentucky,3,20.04697630917094,15.7,,16.79
2024,Long Beach State,15,-1.280909802208103,-0.3,0.7,-1.19
2024,Longwood,16,-0.2424690781271171,-0.2,1.8,-2.04
2024,Marquette,2,23.246323970464232,17.4,15.3,19.27
2024,McNeese,12,11.10654113770312,6.1,8.9,6.42
2024,Michigan State,9,19.93949987702522,16.0,13.8,17.72
2024,Mississippi State,8,17.367807373629212,13.4,11.4,14.19
2024,Montana State,16,-3.7103310948653982,-4.0,-4.9,-5.34
2024,Morehead State,14,4.5367740861895065,2.5,5.7,0.51
2024,N.C. State,11,14.08887282385162,,,
2024,Nebraska,8,18.659283514365455,12.9,11.1,14.36
2024,Nevada,10,16.865802728538718,11.4,9.0,12.85
2024,New Mexico,11,18.42621135321203,13.4,9.8,15.04
2024,North Carolina,1,24.781319967406084,18.2,17.0,21.36
2024,Northwestern,9,16.371302483229176,11.7,,12.77
2024,Oakland,14,3.5460724852386356,1.3,3.7,2.02
2024,Oregon,11,13.977820130883355,11.1,9.1,12.22
2024,Purdue,1,30.338561174974146,22.2,20.3,24.93
2024,Saint Mary's,5,20.57735266238368,15.8,14.0,16.31
2024,Saint Peter's,15,-3.2631217528158833,-2.9,-1.6,-4.58
2024,Samford,13,9.58510354001871,6.1,6.2,6.32
2024,San Diego State,5,18.762933470861743,13.1,11.4,14.68
2024,South Carolina,6,14.961185926648538,9.7,,10.98
2024,South Dakota State,15,3.0210134375531608,1.2,1.8,0.52
2024,Stetson,16,-5.222465093261178,-2.0,-0.3,-5.09
2024,Stetson,16,-5.222465093261178,-2.0,-10.0,-5.09
2024,TCU,9,16.56350309805144,14.0,11.5,14.62
2024,Tennessee,2,25.720467260995257,19.8,18.1,21.81
2024,Texas,7,19.24969507450979,14.1,12.7,15.91
2024,Texas A&M,9,16.893603244527235,12.1,11.7,13.35
2024,Texas Tech,6,18.05875107731368,13.8,12.6,14.96
2024,UAB,12,6.4538497949886935,4.2,5.0,5.14
2024,Utah State,8,14.333782884012162,10.1,8.4,11.56
2024,Vermont,13,6.2630281458593675,4.3,6.9,2.78
2024,Virginia,10,11.91790667047665,9.8,8.8,10.45
2024,Wagner,16,-9.56889881472294,-7.3,-4.4,-10.64
2024,Washington State,7,16.171387767463898,,10.6,14.02
2024,Western Kentucky,15,3.3807479652809445,2.0,1.4,1.19
2024,Wisconsin,5,20.14300671470355,15.2,13.3,16.01
2024,Yale,13,9.127279790855775,7.0,8.5,4.63
2025,Akron,13,6.592540385646408,4.4,4.6,3.22
2025,Alabama,2,30.52344680612161,22.5,19.0,25.54
2025,Alabama State,16,-8.816618006324642,,-5.3,-8.99
2025,American,16,-6.471455332982049,-4.5,-3.1,-7.64
2025,Arizona,4,26.618905501769333,20.1,18.1,22.94
2025,Arkansas,10,17.96074182821471,13.5,13.1,17.09
2025,Auburn,1,34.87818151248792,25.5,21.9,28.68
2025,BYU,6,24.48568143024352,16.9,15.3,19.07
2025,Baylor,9,21.07426327825366,16.9,16.1,18.77
2025,Bryant,15,0.8605377924056621,2.5,2.3,-1.99
2025,Clemson,5,22.844704080813763,16.6,16.5,17.81
2025,Colorado State,12,17.850564368810247,,,13.94
2025,UConn,8,19.44792104247911,16.7,16.9,17.87
2025,Creighton,9,19.214540178858243,14.8,15.0,16.49
2025,Drake,11,14.752202765859971,8.1,8.5,9.6
2025,Duke,1,38.35414279892683,27.2,24.8,30.72
2025,Florida,1,34.88418402757516,23.8,20.6,27.78
2025,Georgia,9,19.07510668541331,13.8,12.8,16.36
2025,Gonzaga,8,27.691629817486863,20.4,18.3,23.75
2025,Grand Canyon,13,7.464253019866616,6.5,6.4,4.97
2025,High Point,13,9.428226682819783,6.7,7.5,5.3
2025,Houston,1,36.39454328363642,25.1,23.9,28.45
2025,Illinois,6,23.793665744650863,17.8,16.1,21.59
2025,Iowa State,3,26.499125109396317,20.9,18.3,22.33
2025,Kansas,7,22.787110533336076,18.2,,20.09
2025,Kentucky,3,24.595756529928806,17.7,,21.26
2025,Liberty,12,13.27529017336648,7.5,6.5,7.42
2025,Lipscomb,14,7.5788031314598765,5.2,5.3,4.39
2025,Louisville,8,22.33782944021709,16.2,14.1,18.49
2025,Marquette,7,20.5075681879755,16.8,15.9,18.19
2025,Maryland,4,26.439925480536655,19.8,,23.33
2025,McNeese,12,13.923021861910666,8.2,9.9,9.14
2025,Memphis,5,14.085564181063877,11.5,11.3,12.15
2025,Michigan,5,22.02343898097387,16.5,15.0,20.21
2025,Michigan State,2,26.252620489991436,19.6,17.5,22.43
2025,Mississippi,6,22.154345520672187,,,
2025,Mississippi State,8,19.64817149086908,15.0,13.6,17.14
2025,Missouri,6,24.547616651291325,16.5,13.9,19.49
2025,Montana,14,1.6177924742803544,-0.7,-0.1,-1.45
2025,Mount St. Mary's,16,-7.072856624832712,-4.5,-3.5,-7.91
2025,Nebraska Omaha,15,1.7622780847441613,,,
2025,New Mexico,10,17.102616902546483,12.7,12.2,15.2
2025,Norfolk State,16,-2.207336987362657,-0.7,-0.1,-3.72
2025,North Carolina,11,19.51740654019811,15.8,15.5,17.27
2025,Oklahoma,9,17.136602219945733,12.7,,14.86
2025,Oregon,5,20.19489176780172,14.9,14.9,18.0
2025,Purdue,4,25.03240534458641,18.1,16.6,20.8
2025,Robert Morris,15,2.1118304110691657,-0.6,0.4,0.4
2025,SIUE,16,-4.31608,,,
2025,Saint Francis,16,-12.231662787486115,,,
2025,Saint Mary's,7,22.13330679659915,14.7,14.1,17.43
2025,San Diego State,11,14.723234436218377,11.1,11.0,12.77
2025,St. John's,2,24.650343382747593,19.3,17.1,
2025,Tennessee,2,29.7165862469735,21.7,19.2,24.2
2025,Texas,11,16.783348737184575,13.5,13.7,15.65
2025,Texas A&M,4,22.95230554896436,16.8,15.6,19.3
2025,Texas Tech,3,28.26902066551662,20.5,17.9,23.05
2025,Troy,14,6.57232389310272,4.3,5.0,3.55
2025,UC San Diego,12,17.099566849767466,,10.7,12.63
2025,UCLA,7,22.68393323741928,16.5,15.4,19.68
2025,UNC Wilmington,14,5.408302281919388,,5.3,2.36
2025,Utah State,10,15.539793678270645,11.8,11.5,13.56
2025,VCU,11,19.943097082993532,14.3,13.3,14.45
2025,Vanderbilt,10,16.813875997054957,11.1,11.0,14.66
2025,Wisconsin,3,26.163533156036483,18.2,16.2,20.73
2025,Wofford,15,3.0939437268055396,2.1,2.3,-0.13
2025,Xavier,11,17.533954698397793,13.8,13.1,15.25
2025,Yale,13,10.46592299447897,8.0,8.7,6.66
2026,Akron,12,12.311112915328817,9.4,8.0,9.04
2026,Alabama,4,26.215060760801443,20.0,17.9,22.7
2026,Arizona,1,36.59635707855655,26.2,23.7,29.92
2026,Arkansas,4,26.1677435664606,19.6,17.0,22.43
2026,BYU,6,21.83356143443984,18.2,16.8,21.04
2026,Cal Baptist,13,6.5855571522105425,2.7,2.5,2.52
2026,Clemson,8,19.404644047124595,14.6,14.8,16.99
2026,UConn,2,27.99313241901252,20.7,19.4,22.92
2026,Duke,1,38.118858243277394,27.6,25.6,31.55
2026,Florida,1,33.81110403269549,24.8,22.3,27.9
2026,Georgia,8,20.02532395577544,16.7,14.4,19.57
2026,Gonzaga,3,27.18595602591271,21.9,20.6,25.11
2026,Hawaii,13,5.504427460446953,,3.5,4.85
2026,High Point,12,8.290326479918797,8.3,9.6,6.76
2026,Hofstra,13,8.873511617848088,5.3,6.3,4.48
2026,Houston,2,33.19533812764635,24.1,23.0,26.23
2026,Idaho,15,2.089595610777411,0.2,-0.1,-0.05
2026,Illinois,3,32.921475129801934,23.0,21.0,26.45
2026,Iowa,9,22.188515926341193,16.7,14.6,19.0
2026,Iowa State,2,31.781152355233793,23.5,21.5,27.15
2026,Kansas,4,23.955673632625015,18.4,,21.1
2026,Kentucky,7,20.708194334598296,17.7,,19.8
2026,Lehigh,16,-10.282828029460116,-7.4,-5.8,-9.32
2026,Louisville,6,25.64437407661054,19.8,19.1,23.41
2026,McNeese,12,11.742001160816535,7.8,9.8,7.74
2026,Miami (OH),11,8.675027016600069,6.5,6.8,5.37
2026,Michigan,1,37.09501702718116,28.3,24.1,32.48
2026,Michigan State,3,27.51853424402126,20.5,18.4,23.44
2026,Missouri,10,16.144042444544137,12.5,13.3,13.08
2026,N.C. State,10,19.51170443522252,,,
2026,Nebraska,4,24.94936243664611,18.4,16.9,21.54
2026,North Carolina,6,21.126314176532233,16.5,14.7,19.39
2026,North Dakota State,14,5.269732880430957,2.8,2.8,2.5
