team,srs,season
UNC Asheville,-0.69,2011
Ball State,-0.7,2011
Western Michigan,-0.7,2011
Massachusetts,-0.76,2011
Robert Morris,-0.8,2011
Lipscomb,-0.96,2011
DePaul,-1.31,2011
Jacksonville,-1.42,2011
North Texas,-1.49,2011
Bradley,-1.52,2011
North Dakota State,-1.54,2011
San Jose State,-1.54,2011
Miami (OH),-1.58,2011
Weber State,-1.64,2011
Saint Joseph's,-1.75,2011
Cal Poly,-1.84,2011
Central Connecticut State,-1.94,2011
Quinnipiac,-2.08,2011
Louisiana State,-2.09,2011
Purdue Fort Wayne,-2.17,2011
Sam Houston,-2.38,2011
Florida Atlantic,-2.41,2011
Southern Illinois,-2.46,2011
Auburn,-2.47,2011
Boston University,-2.48,2011
Charlotte,-2.54,2011
Drake,-2.56,2011
Northeastern,-2.67,2011
Houston,-2.71,2011
Middle Tennessee,-2.74,2011
Loyola Marymount,-2.79,2011
Yale,-2.91,2011
Canisius,-2.92,2011
Pennsylvania,-2.99,2011
American,-3.13,2011
Wyoming,-3.16,2011
Loyola (MD),-3.28,2011
Stephen F. Austin,-3.29,2011
Illinois State,-3.37,2011
Arkansas State,-3.38,2011
UNC Wilmington,-3.41,2011
Western Carolina,-3.54,2011
Cornell,-3.6,2011
UC Irvine,-3.78,2011
Delaware,-3.79,2011
Western Kentucky,-3.8,2011
Siena,-3.83,2011
Pepperdine,-3.91,2011
Denver,-4.04,2011
Lehigh,-4.07,2011
Mercer,-4.08,2011
Georgia State,-4.15,2011
VMI,-4.23,2011
Little Rock,-4.32,2011
William & Mary,-4.38,2011
Wake Forest,-4.43,2011
McNeese State,-4.7,2011
Appalachian State,-4.81,2011
Charleston Southern,-4.86,2011
Maine,-4.87,2011
Hampton,-5.2,2011
Columbia,-5.22,2011
Cal State Northridge,-5.35,2011
Winthrop,-5.38,2011
Louisiana,-5.45,2011
St. Francis (NY),-5.45,2011
Liberty,-5.62,2011
Tennessee Tech,-5.64,2011
UC Davis,-5.69,2011
Nicholls State,-5.72,2011
UTSA,-5.8,2011
Bowling Green,-5.94,2011
Louisiana Tech,-5.99,2011
North Florida,-6.25,2011
Illinois-Chicago,-6.32,2011
Holy Cross,-6.38,2011
Youngstown State,-6.4,2011
Elon,-6.54,2011
Wagner,-6.54,2011
Campbell,-6.67,2011
Lamar,-6.69,2011
Stony Brook,-6.85,2011
Montana State,-7.01,2011
Albany (NY),-7.05,2011
Tennessee State,-7.12,2011
Lafayette,-7.26,2011
Brown,-7.27,2011
Eastern Kentucky,-7.34,2011
UT Arlington,-7.59,2011
Texas State,-7.65,2011
Cal State Fullerton,-7.68,2011
Presbyterian,-7.72,2011
Portland State,-7.74,2011
Utah Valley,-7.78,2011
Southern Utah,-7.8,2011
Central Michigan,-8.01,2011
Morgan State,-8.04,2011
Northern Illinois,-8.05,2011
Towson,-8.06,2011
UC Riverside,-8.26,2011
Eastern Washington,-8.5,2011
San Diego,-8.6,2011
Coppin State,-8.7,2011
Fordham,-8.77,2011
Northwestern State,-8.88,2011
Kansas City,-8.91,2011
Southeastern Louisiana,-8.93,2011
Savannah State,-9.06,2011
Eastern Michigan,-9.11,2011
Gardner-Webb,-9.22,2011
Mount St. Mary's,-9.22,2011
Seattle,-9.26,2011
Florida International,-9.33,2011
Sacred Heart,-9.4,2011
Chattanooga,-9.44,2011
Troy,-9.48,2011
Monmouth,-9.67,2011
South Dakota,-9.72,2011
South Alabama,-9.8,2011
The Citadel,-9.84,2011
UNC Greensboro,-9.95,2011
Hartford,-10.04,2011
New Hampshire,-10.07,2011
Texas Southern,-10.14,2011
Florida Gulf Coast,-10.27,2011
Jackson State,-10.43,2011
Navy,-10.66,2011
Army,-10.71,2011
Stetson,-10.73,2011
Idaho State,-10.76,2011
Bethune-Cookman,-11.11,2011
Jacksonville State,-11.16,2011
Samford,-11.39,2011
Eastern Illinois,-11.41,2011
Cal State Bakersfield,-11.44,2011
Saint Francis (PA),-11.5,2011
Manhattan,-11.66,2011
North Dakota,-11.83,2011
Niagara,-11.89,2011
North Carolina A&T,-12.06,2011
Delaware State,-12.18,2011
Norfolk State,-12.2,2011
Southeast Missouri State,-12.27,2011
Texas A&M-Corpus Christi,-12.31,2011
South Carolina Upstate,-12.44,2011
Tennessee-Martin,-12.77,2011
High Point,-12.82,2011
Bryant,-12.98,2011
North Carolina Central,-13.03,2011
NJIT,-13.18,2011
FDU,-13.34,2011
Alabama State,-13.37,2011
Marist,-13.7,2011
Binghamton,-13.81,2011
Mississippi Valley State,-13.95,2011
Sacramento State,-14.01,2011
Kennesaw State,-14.06,2011
Louisiana-Monroe,-14.27,2011
Toledo,-14.75,2011
Dartmouth,-14.86,2011
Western Illinois,-15.14,2011
Alabama A&M,-15.19,2011
Colgate,-15.8,2011
Georgia Southern,-15.88,2011
Longwood,-16.02,2011
Texas-Rio Grande Valley,-16.55,2011
South Carolina State,-16.71,2011
Radford,-16.76,2011
Florida A&M,-16.82,2011
Houston Christian,-18.41,2011
Grambling,-18.45,2011
Maryland-Baltimore County,-18.47,2011
Howard,-18.8,2011
Central Arkansas,-19.16,2011
Maryland-Eastern Shore,-19.35,2011
Prairie View,-19.63,2011
Arkansas-Pine Bluff,-20.0,2011
SIU Edwardsville,-22.39,2011
Alcorn State,-23.02,2011
Centenary (LA),-25.21,2011
Southern,-25.62,2011
Chicago State,-27.71,2011
