team,srs,season
Winthrop,-2.89,2019
Massachusetts,-3.02,2019
Illinois-Chicago,-3.15,2019
California,-3.16,2019
Sam Houston,-3.17,2019
Cal State Fullerton,-3.29,2019
Hampton,-3.34,2019
Valparaiso,-3.38,2019
Princeton,-3.43,2019
North Florida,-3.47,2019
Purdue Fort Wayne,-3.47,2019
Presbyterian,-3.56,2019
La Salle,-3.61,2019
Campbell,-3.62,2019
NJIT,-3.63,2019
Appalachian State,-3.73,2019
Evansville,-3.84,2019
California Baptist,-3.89,2019
Northern Colorado,-3.92,2019
Hartford,-3.95,2019
North Dakota State,-4.01,2019
American,-4.19,2019
Air Force,-4.28,2019
Weber State,-4.37,2019
South Alabama,-4.46,2019
Florida International,-4.55,2019
Long Beach State,-4.57,2019
Iona,-4.78,2019
William & Mary,-4.78,2019
Little Rock,-4.87,2019
Rider,-4.96,2019
Fordham,-5.02,2019
Florida Gulf Coast,-5.11,2019
Cal State Bakersfield,-5.12,2019
Columbia,-5.18,2019
East Carolina,-5.49,2019
South Dakota,-5.52,2019
Texas Southern,-5.55,2019
High Point,-5.63,2019
Dartmouth,-5.75,2019
Maryland-Baltimore County,-5.85,2019
Lamar,-5.94,2019
FDU,-6.09,2019
Middle Tennessee,-6.09,2019
Cornell,-6.12,2019
Troy,-6.12,2019
UC Davis,-6.26,2019
Western Michigan,-6.26,2019
Detroit Mercy,-6.33,2019
Holy Cross,-6.43,2019
Cal State Northridge,-6.54,2019
Rice,-6.56,2019
Boston University,-6.61,2019
Kansas City,-6.61,2019
George Washington,-6.65,2019
Tulane,-6.72,2019
Eastern Washington,-6.77,2019
Quinnipiac,-6.78,2019
Drexel,-7.02,2019
Arkansas State,-7.1,2019
Prairie View,-7.29,2019
Eastern Kentucky,-7.4,2019
Army,-7.57,2019
Southeastern Louisiana,-7.59,2019
Morehead State,-7.73,2019
Youngstown State,-7.78,2019
Chattanooga,-7.87,2019
Sacred Heart,-7.88,2019
Siena,-7.9,2019
Delaware,-7.91,2019
Montana State,-7.91,2019
The Citadel,-7.94,2019
Cleveland State,-7.96,2019
Norfolk State,-8.04,2019
UNC Wilmington,-8.1,2019
UTEP,-8.23,2019
Jacksonville,-8.27,2019
Massachusetts-Lowell,-8.28,2019
Charlotte,-8.34,2019
Longwood,-8.43,2019
Towson,-8.44,2019
James Madison,-8.52,2019
Saint Francis (PA),-8.74,2019
North Dakota,-8.78,2019
Sacramento State,-8.78,2019
Canisius,-8.79,2019
New Orleans,-8.88,2019
Milwaukee,-8.9,2019
Southern Utah,-8.91,2019
Portland State,-8.95,2019
Long Island University,-8.99,2019
Texas A&M-Corpus Christi,-9.11,2019
Loyola (MD),-9.13,2019
Western Carolina,-9.28,2019
Oral Roberts,-9.34,2019
Houston Christian,-9.36,2019
Albany (NY),-9.38,2019
Robert Morris,-9.41,2019
Marist,-9.49,2019
Grambling,-9.73,2019
Wyoming,-9.75,2019
Western Illinois,-10.04,2019
Navy,-10.09,2019
St. Francis (NY),-10.19,2019
Fairfield,-10.2,2019
VMI,-10.5,2019
Monmouth,-10.66,2019
Northern Arizona,-10.75,2019
Portland,-10.8,2019
Tennessee-Martin,-10.94,2019
Stephen F. Austin,-10.99,2019
North Alabama,-11.0,2019
UC Riverside,-11.12,2019
Lafayette,-11.17,2019
North Carolina A&T,-11.24,2019
Southeast Missouri State,-11.32,2019
Niagara,-11.33,2019
Central Arkansas,-11.37,2019
Elon,-11.53,2019
North Carolina Central,-11.53,2019
Tennessee State,-11.62,2019
Eastern Illinois,-11.81,2019
Denver,-11.84,2019
Nicholls State,-11.87,2019
Bethune-Cookman,-11.98,2019
Saint Peter's,-12.15,2019
Howard,-12.3,2019
Manhattan,-12.89,2019
Wagner,-12.99,2019
Idaho State,-13.17,2019
Florida A&M,-13.57,2019
Binghamton,-13.92,2019
Cal Poly,-13.95,2019
Central Connecticut State,-14.02,2019
McNeese State,-14.41,2019
Arkansas-Pine Bluff,-14.43,2019
SIU Edwardsville,-14.47,2019
Mount St. Mary's,-14.57,2019
Jackson State,-14.6,2019
Tennessee Tech,-14.76,2019
Stetson,-15.01,2019
Maine,-15.11,2019
Bryant,-15.19,2019
South Carolina Upstate,-15.3,2019
Alabama State,-15.6,2019
Morgan State,-15.98,2019
Kennesaw State,-16.17,2019
San Jose State,-16.37,2019
Southern,-16.79,2019
South Carolina State,-16.86,2019
Northwestern State,-17.06,2019
New Hampshire,-18.66,2019
Idaho,-18.74,2019
Coppin State,-18.9,2019
Incarnate Word,-18.93,2019
Alabama A&M,-19.23,2019
UNC Asheville,-19.81,2019
Savannah State,-20.51,2019
Alcorn State,-22.08,2019
Mississippi Valley State,-22.47,2019
Maryland-Eastern Shore,-24.21,2019
Chicago State,-24.83,2019
Delaware State,-26.82,2019
