team,srs,season
Mercer,1.28,2021
UTEP,1.07,2021
Tulane,1.03,2021
Navy,1.02,2021
East Carolina,1.0,2021
Boston College,0.82,2021
Kansas State,0.76,2021
Southern Utah,0.63,2021
Bradley,0.32,2021
Army,0.06,2021
South Florida,-0.02,2021
Santa Clara,-0.05,2021
James Madison,-0.11,2021
Cal State Bakersfield,-0.13,2021
Bowling Green,-0.17,2021
VMI,-0.41,2021
North Dakota State,-0.65,2021
Iowa State,-0.72,2021
Morehead State,-0.95,2021
Drexel,-0.97,2021
Maryland-Baltimore County,-1.05,2021
Northeastern,-1.09,2021
Old Dominion,-1.1,2021
Iona,-1.2,2021
New Mexico State,-1.21,2021
UTSA,-1.22,2021
Wyoming,-1.23,2021
South Dakota,-1.25,2021
Bryant,-1.37,2021
Nevada-Las Vegas,-1.48,2021
Chattanooga,-1.54,2021
Stephen F. Austin,-1.63,2021
Georgia State,-1.7,2021
Northern Iowa,-1.75,2021
Bellarmine,-1.76,2021
Ball State,-1.96,2021
Florida Atlantic,-2.05,2021
Loyola (MD),-2.29,2021
Miami (OH),-2.67,2021
Eastern Kentucky,-2.68,2021
Coastal Carolina,-2.74,2021
Hofstra,-2.77,2021
Murray State,-2.86,2021
Hawaii,-2.98,2021
Jacksonville State,-3.02,2021
Sam Houston,-3.29,2021
Utah Valley,-3.41,2021
Hartford,-3.45,2021
Southern Illinois,-3.56,2021
Fresno State,-3.57,2021
La Salle,-3.57,2021
Montana,-3.65,2021
Detroit Mercy,-3.66,2021
Boston University,-3.71,2021
Rice,-3.73,2021
Texas State,-3.85,2021
Gardner-Webb,-3.87,2021
Siena,-3.99,2021
Valparaiso,-4.21,2021
Albany (NY),-4.53,2021
Saint Joseph's,-4.56,2021
Louisiana,-4.84,2021
Evansville,-4.85,2021
Kansas City,-4.92,2021
College of Charleston,-4.96,2021
Holy Cross,-4.99,2021
Cleveland State,-5.12,2021
Delaware,-5.19,2021
Nicholls State,-5.21,2021
San Diego,-5.22,2021
Seattle,-5.24,2021
California Baptist,-5.25,2021
Elon,-5.32,2021
Wagner,-5.35,2021
Lafayette,-5.38,2021
Illinois State,-5.45,2021
Saint Peter's,-5.48,2021
Montana State,-5.62,2021
Mount St. Mary's,-5.67,2021
Charlotte,-5.68,2021
George Washington,-5.75,2021
UC Davis,-5.83,2021
Appalachian State,-5.84,2021
Monmouth,-5.88,2021
South Alabama,-6.03,2021
Massachusetts-Lowell,-6.05,2021
The Citadel,-6.07,2021
Stony Brook,-6.14,2021
Texas Southern,-6.15,2021
Norfolk State,-6.16,2021
Radford,-6.2,2021
American,-6.32,2021
Cal State Fullerton,-6.32,2021
Portland State,-6.33,2021
Little Rock,-6.36,2021
Morgan State,-6.55,2021
Austin Peay,-6.66,2021
Northern Colorado,-6.7,2021
Northern Kentucky,-6.78,2021
Campbell,-6.82,2021
UNC Wilmington,-6.84,2021
Southern Mississippi,-6.88,2021
UC San Diego,-6.95,2021
UNC Asheville,-6.99,2021
Lipscomb,-7.07,2021
UT Arlington,-7.23,2021
Stetson,-7.26,2021
Tarleton State,-7.28,2021
Western Carolina,-7.43,2021
Niagara,-7.54,2021
Milwaukee,-7.71,2021
Long Island University,-7.76,2021
Sacramento State,-7.76,2021
Bucknell,-7.78,2021
Longwood,-7.93,2021
Arkansas State,-7.97,2021
Prairie View,-8.02,2021
New Hampshire,-8.2,2021
Idaho State,-8.39,2021
Long Beach State,-8.5,2021
Canisius,-8.61,2021
Cal State Northridge,-8.69,2021
Samford,-8.93,2021
Marist,-8.99,2021
Merrimack,-9.06,2021
Quinnipiac,-9.1,2021
Oakland,-9.33,2021
Florida Gulf Coast,-9.63,2021
Texas-Rio Grande Valley,-9.63,2021
NJIT,-9.75,2021
Youngstown State,-9.78,2021
Towson,-9.83,2021
North Alabama,-10.05,2021
Green Bay,-10.15,2021
FDU,-10.17,2021
Southeast Missouri State,-10.18,2021
Georgia Southern,-10.22,2021
St. Francis (NY),-10.23,2021
Saint Francis (PA),-10.3,2021
North Dakota,-10.35,2021
Louisiana-Monroe,-10.59,2021
High Point,-10.78,2021
Middle Tennessee,-10.78,2021
New Orleans,-10.91,2021
Jacksonville,-11.15,2021
Florida International,-11.2,2021
William & Mary,-11.23,2021
Jackson State,-11.27,2021
Fairfield,-11.46,2021
North Florida,-11.48,2021
Western Michigan,-11.51,2021
IU Indy,-11.65,2021
Fordham,-11.69,2021
Illinois-Chicago,-12.06,2021
Troy,-12.06,2021
Purdue Fort Wayne,-12.15,2021
Sacred Heart,-12.19,2021
Manhattan,-12.2,2021
Binghamton,-12.24,2021
Rider,-12.24,2021
Central Michigan,-12.34,2021
Florida A&M,-12.35,2021
Coppin State,-12.37,2021
New Mexico,-12.38,2021
Western Illinois,-12.48,2021
Portland,-12.58,2021
Eastern Illinois,-12.71,2021
Omaha,-12.73,2021
Lehigh,-12.85,2021
Northern Arizona,-12.97,2021
Air Force,-12.98,2021
Lamar,-13.1,2021
Robert Morris,-13.2,2021
Northwestern State,-13.48,2021
Southern,-13.49,2021
Hampton,-13.67,2021
Cal Poly,-13.69,2021
South Carolina Upstate,-13.7,2021
Presbyterian,-13.96,2021
Utah Tech,-14.01,2021
Tennessee State,-14.1,2021
Tennessee Tech,-14.13,2021
Kennesaw State,-14.15,2021
Eastern Michigan,-14.23,2021
Howard,-14.26,2021
Grambling,-14.27,2021
North Carolina A&T,-14.27,2021
Central Arkansas,-14.86,2021
SIU Edwardsville,-14.94,2021
Central Connecticut State,-15.12,2021
Maine,-15.66,2021
Incarnate Word,-15.91,2021
North Carolina Central,-15.99,2021
Denver,-16.4,2021
Charleston Southern,-16.72,2021
Houston Christian,-16.72,2021
Texas A&M-Corpus Christi,-16.77,2021
Southeastern Louisiana,-17.4,2021
San Jose State,-17.5,2021
Northern Illinois,-17.9,2021
Idaho,-18.32,2021
McNeese State,-18.34,2021
Alabama A&M,-18.86,2021
Tennessee-Martin,-19.41,2021
Alcorn State,-19.58,2021
Arkansas-Pine Bluff,-22.67,2021
Delaware State,-24.09,2021
Alabama State,-24.28,2021
South Carolina State,-24.9,2021
Chicago State,-31.82,2021
Mississippi Valley State,-38.17,2021
