team,srs,season
Prairie View,-10.47,2022
Western Carolina,-10.48,2022
Northern Illinois,-10.5,2022
Army,-10.53,2022
Cal Poly,-10.6,2022
Lehigh,-10.82,2022
Eastern Michigan,-10.86,2022
Merrimack,-10.86,2022
Evansville,-10.95,2022
Tennessee-Martin,-11.13,2022
St. Thomas,-11.15,2022
North Alabama,-11.33,2022
North Carolina Central,-11.39,2022
McNeese State,-11.76,2022
Cal State Northridge,-12.02,2022
Alabama State,-12.05,2022
Florida A&M,-12.05,2022
Little Rock,-12.05,2022
Sacramento State,-12.06,2022
Grambling,-12.35,2022
Robert Morris,-12.5,2022
Central Michigan,-12.56,2022
Lafayette,-12.6,2022
Morgan State,-12.62,2022
Coppin State,-12.78,2022
South Carolina State,-13.04,2022
Maryland-Eastern Shore,-13.1,2022
Idaho,-13.19,2022
Milwaukee,-13.19,2022
Sacred Heart,-13.41,2022
St. Francis (NY),-13.49,2022
Northern Arizona,-13.5,2022
Western Michigan,-13.51,2022
Hampton,-13.54,2022
Southern Mississippi,-13.58,2022
Central Arkansas,-13.83,2022
Green Bay,-13.89,2022
William & Mary,-13.91,2022
Northwestern State,-14.06,2022
Chicago State,-14.24,2022
Alabama A&M,-14.43,2022
Houston Christian,-14.47,2022
Saint Francis (PA),-14.57,2022
Bucknell,-14.62,2022
NJIT,-14.63,2022
Bethune-Cookman,-14.7,2022
Idaho State,-14.96,2022
American,-15.38,2022
Lamar,-15.86,2022
North Dakota,-16.57,2022
Holy Cross,-16.84,2022
Omaha,-16.99,2022
Incarnate Word,-17.03,2022
Central Connecticut State,-17.43,2022
Columbia,-17.5,2022
Charleston Southern,-17.56,2022
FDU,-18.13,2022
Maine,-18.38,2022
Arkansas-Pine Bluff,-18.96,2022
Eastern Illinois,-21.07,2022
Mississippi Valley State,-22.15,2022
Delaware State,-22.63,2022
IU Indy,-23.61,2022
