team,srs,season
Massachusetts,0.64,2016
Washington State,0.5,2016
UCF,0.18,2016
Weber State,0.18,2016
Wright State,0.18,2016
Auburn,0.15,2016
Ball State,0.11,2016
Wyoming,0.09,2016
Indiana State,0.04,2016
Purdue Fort Wayne,0.0,2016
Towson,-0.06,2016
Louisiana Tech,-0.07,2016
Eastern Michigan,-0.14,2016
Louisiana-Monroe,-0.18,2016
Omaha,-0.24,2016
East Carolina,-0.38,2016
Northern Illinois,-0.46,2016
High Point,-0.52,2016
Central Michigan,-0.67,2016
Elon,-0.67,2016
Loyola (IL),-0.7,2016
Montana,-0.72,2016
Florida Gulf Coast,-0.79,2016
Tulane,-0.85,2016
North Dakota State,-0.93,2016
Harvard,-0.96,2016
Western Kentucky,-1.29,2016
North Florida,-1.41,2016
Winthrop,-1.42,2016
East Tennessee State,-1.49,2016
Vermont,-1.51,2016
Kent State,-1.53,2016
Murray State,-1.58,2016
Boston College,-1.61,2016
George Mason,-1.79,2016
Tennessee State,-1.81,2016
Coastal Carolina,-1.85,2016
St. John's (NY),-1.9,2016
Western Michigan,-2.07,2016
Bucknell,-2.09,2016
Portland,-2.21,2016
Detroit Mercy,-2.44,2016
Oral Roberts,-2.69,2016
Saint Louis,-2.73,2016
Georgia State,-2.8,2016
Furman,-2.83,2016
South Florida,-2.85,2016
San Francisco,-2.92,2016
Mercer,-3.11,2016
Charlotte,-3.14,2016
Texas A&M-Corpus Christi,-3.18,2016
Tennessee Tech,-3.21,2016
Denver,-3.34,2016
Cal Poly,-3.49,2016
Missouri State,-3.52,2016
Eastern Kentucky,-3.53,2016
Pacific,-3.57,2016
Loyola Marymount,-3.63,2016
North Dakota,-3.68,2016
Wofford,-3.75,2016
UTEP,-3.81,2016
Fairfield,-3.84,2016
NJIT,-4.17,2016
Lehigh,-4.42,2016
Eastern Washington,-4.47,2016
Texas Southern,-4.64,2016
Santa Clara,-4.67,2016
Wagner,-4.79,2016
Western Carolina,-4.98,2016
Navy,-4.99,2016
Rider,-5.0,2016
Saint Peter's,-5.0,2016
Drake,-5.15,2016
Radford,-5.17,2016
Idaho,-5.19,2016
Florida International,-5.25,2016
Texas State,-5.36,2016
Drexel,-5.42,2016
Air Force,-5.51,2016
Tennessee-Martin,-5.57,2016
Dartmouth,-5.58,2016
South Dakota,-5.58,2016
UC Davis,-5.58,2016
Canisius,-5.62,2016
Georgia Southern,-5.65,2016
UC Riverside,-5.66,2016
San Jose State,-5.79,2016
IU Indy,-5.86,2016
Bowling Green,-5.88,2016
Miami (OH),-5.91,2016
Samford,-5.94,2016
UNC Greensboro,-6.01,2016
Austin Peay,-6.04,2016
Sam Houston,-6.06,2016
La Salle,-6.09,2016
Pennsylvania,-6.18,2016
Western Illinois,-6.2,2016
Kansas City,-6.31,2016
Boston University,-6.79,2016
Cal State Northridge,-6.85,2016
Northern Kentucky,-6.87,2016
Montana State,-6.91,2016
Gardner-Webb,-6.92,2016
Rutgers,-7.06,2016
Cal State Fullerton,-7.12,2016
Army,-7.32,2016
Arkansas State,-7.48,2016
Manhattan,-7.48,2016
Norfolk State,-7.55,2016
Southern,-7.68,2016
San Diego,-7.78,2016
New Hampshire,-7.89,2016
Appalachian State,-7.91,2016
Brown,-8.05,2016
Portland State,-8.15,2016
South Alabama,-8.18,2016
Eastern Illinois,-8.35,2016
Kennesaw State,-8.58,2016
Colgate,-8.61,2016
Delaware,-8.62,2016
Sacramento State,-8.63,2016
Jackson State,-8.66,2016
Hampton,-8.74,2016
Rice,-8.8,2016
Lipscomb,-8.85,2016
Cleveland State,-9.17,2016
Incarnate Word,-9.2,2016
Troy,-9.21,2016
Jacksonville,-9.34,2016
Cornell,-9.55,2016
Utah Valley,-9.58,2016
Seattle,-9.62,2016
Idaho State,-9.83,2016
North Texas,-9.83,2016
Mount St. Mary's,-9.93,2016
South Carolina State,-9.99,2016
Jacksonville State,-10.26,2016
Florida Atlantic,-10.3,2016
Quinnipiac,-10.38,2016
Houston Christian,-10.39,2016
Liberty,-10.42,2016
Southern Mississippi,-10.58,2016
SIU Edwardsville,-10.78,2016
Stetson,-10.78,2016
Youngstown State,-10.86,2016
FDU,-10.9,2016
Loyola (MD),-10.9,2016
Bradley,-10.91,2016
Charleston Southern,-10.92,2016
Campbell,-11.07,2016
Holy Cross,-11.2,2016
St. Francis (NY),-11.24,2016
Niagara,-11.26,2016
Longwood,-11.42,2016
Marist,-11.69,2016
Long Island University,-11.79,2016
Northern Colorado,-12.22,2016
Morgan State,-12.57,2016
Saint Francis (PA),-12.57,2016
VMI,-12.96,2016
North Carolina Central,-13.0,2016
Sacred Heart,-13.01,2016
Alabama State,-13.11,2016
Presbyterian,-13.38,2016
Alabama A&M,-13.47,2016
Robert Morris,-13.53,2016
Massachusetts-Lowell,-13.59,2016
Southeastern Louisiana,-13.61,2016
South Carolina Upstate,-13.78,2016
Abilene Christian,-13.93,2016
Binghamton,-14.08,2016
American,-14.18,2016
New Orleans,-14.21,2016
Maryland-Eastern Shore,-14.23,2016
Hartford,-14.29,2016
Bethune-Cookman,-14.35,2016
Howard,-14.43,2016
Illinois-Chicago,-14.52,2016
Lamar,-14.69,2016
Lafayette,-15.0,2016
Central Arkansas,-15.17,2016
McNeese State,-15.24,2016
Maryland-Baltimore County,-15.37,2016
Savannah State,-15.39,2016
Northwestern State,-15.74,2016
Coppin State,-15.75,2016
The Citadel,-15.95,2016
Alcorn State,-16.01,2016
Southeast Missouri State,-16.05,2016
UTSA,-16.36,2016
Nicholls State,-16.68,2016
North Carolina A&T,-16.78,2016
Southern Utah,-17.36,2016
Maine,-17.39,2016
Prairie View,-17.43,2016
Chicago State,-17.52,2016
Texas-Rio Grande Valley,-17.88,2016
Northern Arizona,-18.29,2016
Bryant,-18.58,2016
Arkansas-Pine Bluff,-19.31,2016
Grambling,-19.62,2016
Mississippi Valley State,-19.86,2016
Delaware State,-20.88,2016
Florida A&M,-21.74,2016
Central Connecticut State,-22.35,2016
