team,barttorvik_adj_em,season
MAC,-66,2008
SB,-81,2008
BSky,79,2008
Slnd,-2,2008
SB,210,2008
SC,153,2008
ASun,-57,2008
WAC,121,2008
ASun,-8,2008
CAA,46,2008
ASun,55,2008
BSth,-47,2008
Pat,-149,2008
Pat,111,2008
OVC,-77,2008
SB,135,2008
BSky,-180,2008
Horz,45,2008
Pat,-9,2008
Sum,45,2008
NEC,-108,2008
A10,-161,2008
CAA,89,2008
SB,-67,2008
MAAC,-148,2008
NEC,-11,2008
SC,-158,2008
AE,107,2008
CUSA,-141,2008
MAC,10,2008
Slnd,160,2008
CAA,78,2008
Horz,75,2008
CAA,-109,2008
MVC,105,2008
NEC,-9,2008
Sum,-74,2008
AE,19,2008
SWAC,-69,2008
MEAC,224,2008
BSth,-92,2008
ASun,-86,2008
ind,-138,2008
WAC,-94,2008
MAAC,164,2008
OVC,-152,2008
MAAC,-84,2008
MAC,134,2008
MAC,205,2008
NEC,91,2008
Ivy,-20,2008
CAA,-8,2008
SC,31,2008
P10,137,2008
BSky,11,2008
SB,54,2008
BSky,99,2008
Horz,-41,2008
AE,-116,2008
SB,-144,2008
WCC,13,2008
Pat,122,2008
Pat,125,2008
BSky,-154,2008
NEC,-167,2008
Sum,-46,2008
Slnd,100,2008
CAA,7,2008
OVC,-194,2008
MWC,-108,2008
OVC,-26,2008
Slnd,166,2008
ind,-185,2008
Slnd,-8,2008
WCC,-35,2008
Slnd,-101,2008
SB,178,2008
Sum,-3,2008
CAA,243,2008
Ivy,56,2008
WAC,-3,2008
BSth,-171,2008
SB,-108,2008
Pat,249,2008
SB,-166,2008
Slnd,41,2008
MAC,59,2008
ind,-121,2008
Sum,-35,2008
WCC,2,2008
CUSA,79,2008
MAAC,70,2008
ASun,123,2008
MEAC,-114,2008
BW,86,2008
AE,2,2008
Sum,-57,2008
OVC,-24,2008
BSth,-79,2008
Ivy,-9,2008
Slnd,66,2008
Ivy,-89,2008
ASun,-38,2008
WAC,-6,2008
Slnd,123,2008
ASun,109,2008
BW,64,2008
OVC,44,2008
MEAC,-12,2008
SC,50,2008
BSky,-9,2008
ASun,-14,2008
MEAC,81,2008
ind,237,2008
AE,87,2008
OVC,-50,2008
ind,-11,2008
CUSA,226,2008
NEC,82,2008
MEAC,26,2008
BSth,-17,2008
NEC,72,2008
MAAC,13,2008
BW,-32,2008
Ivy,37,2008
SWAC,102,2008
ASun,12,2008
NEC,-106,2008
OVC,-41,2008
ASun,13,2008
MEAC,-30,2008
NEC,-54,2008
BSth,-107,2008
SWAC,23,2008
Ivy,56,2008
MEAC,-47,2008
OVC,-84,2008
SWAC,138,2008
OVC,-60,2008
ind,-50,2008
SWAC,96,2008
WAC,2,2008
BW,-90,2008
AE,50,2008
MEAC,9,2008
ind,80,2008
ind,-75,2008
SC,-41,2008
SWAC,74,2008
SWAC,3,2008
BSky,-2,2008
WCC,12,2008
SWAC,25,2008
ASun,56,2008
SWAC,-15,2008
SWAC,-27,2008
ind,90,2008
MEAC,56,2008
MEAC,4,2008
ind,52,2008
