team,barttorvik_adj_em,season
CAA,58,2017
Horz,-61,2017
MAC,-2,2017
OVC,191,2017
SB,118,2017
SC,-175,2017
Amer,20,2017
SB,-210,2017
WAC,174,2017
SEC,122,2017
MAC,-65,2017
CUSA,-202,2017
SC,-114,2017
Ivy,-75,2017
BSky,26,2017
Ivy,80,2017
Sum,-130,2017
P12,-92,2017
Slnd,61,2017
OVC,-39,2017
MEAC,101,2017
MAC,-58,2017
ASun,-107,2017
A10,166,2017
Horz,-73,2017
Sum,24,2017
BE,17,2017
P12,-23,2017
Amer,239,2017
WCC,74,2017
MAAC,-83,2017
CUSA,-119,2017
MAC,-21,2017
BSth,73,2017
CAA,-89,2017
A10,58,2017
MVC,35,2017
Sum,-150,2017
MVC,250,2017
BSky,-212,2017
SEC,-199,2017
Sum,-200,2017
Slnd,131,2017
AE,100,2017
BSky,-171,2017
A10,231,2017
Sum,-7,2017
Pat,62,2017
CUSA,-24,2017
SB,-74,2017
Horz,70,2017
BSky,-98,2017
CAA,-245,2017
MVC,165,2017
AE,-197,2017
MAAC,-178,2017
CUSA,125,2017
NEC,139,2017
OVC,-126,2017
MAC,141,2017
Amer,-58,2017
BW,178,2017
BW,-103,2017
BSky,12,2017
Sum,-139,2017
Sum,-153,2017
OVC,72,2017
MAAC,138,2017
MWC,-68,2017
OVC,-163,2017
MAAC,52,2017
A10,-10,2017
Pat,137,2017
MWC,70,2017
WAC,-56,2017
SB,40,2017
OVC,-160,2017
Pat,148,2017
BSth,114,2017
AE,52,2017
CAA,99,2017
CUSA,-37,2017
SWAC,-7,2017
Slnd,-71,2017
CUSA,-49,2017
MAC,30,2017
Ivy,24,2017
MVC,167,2017
Horz,-1,2017
BW,131,2017
BSky,-60,2017
Slnd,-141,2017
Sum,-100,2017
WCC,53,2017
Pat,116,2017
Slnd,137,2017
MWC,105,2017
CAA,-70,2017
OVC,-63,2017
NEC,22,2017
SB,110,2017
NEC,-62,2017
Pat,108,2017
BW,126,2017
MVC,-105,2017
MAC,-280,2017
NEC,-4,2017
SB,67,2017
Slnd,147,2017
BSky,-123,2017
NEC,260,2017
CUSA,179,2017
ASun,-39,2017
WAC,160,2017
SB,64,2017
Horz,177,2017
Slnd,150,2017
BSky,79,2017
OVC,44,2017
SB,8,2017
A10,148,2017
ASun,-65,2017
Ivy,14,2017
P12,117,2017
NEC,-105,2017
Horz,6,2017
BSth,-37,2017
CUSA,-122,2017
WCC,11,2017
ASun,-112,2017
WCC,44,2017
MAAC,-22,2017
OVC,44,2017
CAA,41,2017
CUSA,29,2017
Amer,86,2017
BW,-66,2017
Slnd,27,2017
BSth,35,2017
Ivy,-135,2017
NEC,-89,2017
Pat,36,2017
BW,-166,2017
ASun,-71,2017
SC,-183,2017
MAC,127,2017
NEC,27,2017
Horz,-132,2017
BSky,-71,2017
ASun,-5,2017
Sum,36,2017
Horz,-103,2017
WCC,-114,2017
MAAC,-96,2017
MAAC,72,2017
OVC,-194,2017
Slnd,-82,2017
MAAC,-95,2017
AE,-156,2017
WAC,-70,2017
Slnd,-78,2017
MEAC,125,2017
BW,135,2017
Ivy,-43,2017
Pat,53,2017
Slnd,-102,2017
SWAC,105,2017
BSth,67,2017
BSth,-144,2017
Slnd,-160,2017
CUSA,18,2017
SWAC,-11,2017
OVC,56,2017
MEAC,-71,2017
ASun,-77,2017
MEAC,144,2017
Slnd,16,2017
BW,116,2017
AE,41,2017
MEAC,108,2017
BSky,40,2017
SC,173,2017
SC,-20,2017
MEAC,-16,2017
BSky,-52,2017
Pat,4,2017
SWAC,67,2017
BSky,-118,2017
SWAC,-38,2017
CUSA,67,2017
SWAC,-1,2017
AE,43,2017
MEAC,-16,2017
AE,63,2017
MEAC,2,2017
MEAC,-78,2017
WAC,40,2017
MEAC,49,2017
NEC,8,2017
SWAC,-24,2017
SWAC,15,2017
MEAC,-6,2017
MEAC,0,2017
NEC,43,2017
BSth,0,2017
MEAC,-34,2017
SWAC,49,2017
BSth,3,2017
SWAC,-5,2017
