team,barttorvik_adj_em,season
NEC,-93,2010
Ivy,-127,2010
SWAC,129,2010
AE,156,2010
Pat,-55,2010
ASun,139,2010
BSky,19,2010
Slnd,-62,2010
ASun,-33,2010
ind,-72,2010
WCC,-38,2010
Pat,1,2010
MEAC,17,2010
Pat,38,2010
Slnd,-8,2010
AE,-36,2010
BSth,-56,2010
OVC,-19,2010
SB,-72,2010
SB,-91,2010
BSth,-15,2010
NEC,-67,2010
ASun,126,2010
SC,-97,2010
MEAC,42,2010
SWAC,58,2010
BSky,32,2010
A10,56,2010
ASun,12,2010
BSky,-182,2010
Ivy,100,2010
Sum,-82,2010
NEC,56,2010
AE,-29,2010
Slnd,57,2010
ind,1,2010
Ivy,-76,2010
SWAC,198,2010
SB,-97,2010
BSth,34,2010
BSth,-6,2010
ind,132,2010
SB,119,2010
NEC,-25,2010
NEC,35,2010
AE,-13,2010
MEAC,9,2010
BSth,-187,2010
OVC,66,2010
MEAC,27,2010
NEC,34,2010
Sum,-54,2010
NEC,98,2010
GWC,-37,2010
AE,-59,2010
MAC,52,2010
MEAC,-50,2010
BSth,-10,2010
Sum,39,2010
GWC,56,2010
MEAC,33,2010
SWAC,-24,2010
BSth,-11,2010
ind,63,2010
OVC,-13,2010
ASun,-7,2010
GWC,33,2010
SWAC,52,2010
GWC,85,2010
NEC,-1,2010
ind,74,2010
Ivy,104,2010
MEAC,35,2010
ind,34,2010
MAAC,-11,2010
SWAC,-19,2010
GWC,39,2010
GWC,-48,2010
SWAC,29,2010
NEC,39,2010
SWAC,2,2010
