team,barttorvik_adj_em,season
OVC,155,2018
MWC,65,2018
ACC,125,2018
Pat,141,2018
Slnd,-107,2018
MAAC,102,2018
CAA,-42,2018
MAAC,-223,2018
CAA,26,2018
NEC,-118,2018
MAC,-14,2018
Pat,-147,2018
WCC,-187,2018
CAA,-126,2018
WAC,170,2018
CUSA,150,2018
P12,145,2018
NEC,-80,2018
Sum,-153,2018
WCC,-163,2018
OVC,50,2018
ASun,86,2018
Ivy,-164,2018
CUSA,193,2018
BSky,-66,2018
SWAC,-156,2018
BSth,103,2018
MEAC,6,2018
BSky,-22,2018
BSth,45,2018
Pat,22,2018
CAA,-97,2018
NEC,-71,2018
OVC,-223,2018
Ivy,-35,2018
BSth,61,2018
Horz,-7,2018
CAA,-87,2018
BSky,-77,2018
MAC,-86,2018
WCC,28,2018
Amer,25,2018
ASun,-227,2018
WAC,45,2018
AE,54,2018
Pat,2,2018
SB,-145,2018
NEC,208,2018
Pat,53,2018
CUSA,3,2018
AE,-138,2018
SWAC,-43,2018
WCC,-2,2018
Sum,105,2018
MAAC,-64,2018
Slnd,88,2018
Horz,42,2018
Pat,-86,2018
NEC,-100,2018
OVC,-84,2018
WAC,34,2018
Sum,-137,2018
Horz,16,2018
BW,179,2018
OVC,13,2018
Slnd,46,2018
A10,147,2018
OVC,135,2018
SC,-223,2018
BSky,-20,2018
MWC,94,2018
MAAC,70,2018
SB,152,2018
Slnd,-57,2018
MEAC,-31,2018
AE,61,2018
OVC,-40,2018
Ivy,21,2018
NEC,12,2018
Amer,48,2018
Horz,-100,2018
NEC,52,2018
SC,-27,2018
MAAC,-40,2018
NEC,-8,2018
SC,-94,2018
SC,68,2018
ASun,-18,2018
ASun,-35,2018
SWAC,123,2018
MEAC,62,2018
MEAC,-76,2018
CUSA,-52,2018
Horz,-119,2018
Pat,28,2018
Pat,2,2018
ASun,83,2018
Slnd,86,2018
MEAC,-8,2018
MEAC,32,2018
Slnd,-77,2018
BW,-26,2018
MEAC,14,2018
SWAC,56,2018
ASun,-204,2018
AE,111,2018
BW,-14,2018
BSky,72,2018
SWAC,53,2018
BSth,-34,2018
SC,125,2018
Slnd,3,2018
SWAC,-3,2018
SWAC,102,2018
MEAC,-72,2018
NEC,-72,2018
SWAC,-12,2018
BSth,73,2018
MEAC,-34,2018
WAC,-21,2018
Slnd,66,2018
MEAC,-13,2018
MEAC,70,2018
SWAC,15,2018
MEAC,1,2018
SWAC,14,2018
MEAC,-4,2018
