team,barttorvik_adj_em,season
MVC,24,2011
ASun,-116,2011
SB,-40,2011
Ivy,-20,2011
MVC,147,2011
WAC,36,2011
MAC,-115,2011
MAAC,-40,2011
SEC,197,2011
Slnd,178,2011
Slnd,-53,2011
CAA,54,2011
Ivy,107,2011
A10,-170,2011
Ivy,-139,2011
WCC,-15,2011
Ivy,4,2011
SB,174,2011
MAAC,-51,2011
Pat,-36,2011
Slnd,-163,2011
CUSA,-22,2011
SB,85,2011
ASun,11,2011
AE,-166,2011
CAA,-103,2011
MAAC,61,2011
BE,-82,2011
MWC,88,2011
SC,-146,2011
NEC,122,2011
CUSA,-51,2011
MVC,130,2011
A10,5,2011
AE,225,2011
SB,-8,2011
BW,-61,2011
OVC,17,2011
SB,38,2011
CAA,-33,2011
CAA,197,2011
SB,-17,2011
Ivy,-124,2011
SB,56,2011
OVC,-46,2011
Pat,-52,2011
Horz,-39,2011
SC,-182,2011
MEAC,214,2011
BW,9,2011
AE,-66,2011
SEC,149,2011
ASun,33,2011
BSth,-265,2011
GWC,-21,2011
WCC,-134,2011
OVC,-110,2011
Slnd,89,2011
Slnd,-33,2011
Pat,-52,2011
NEC,8,2011
MAC,63,2011
Sum,-58,2011
MEAC,169,2011
ACC,-31,2011
BSth,-71,2011
BSth,143,2011
BW,-121,2011
Slnd,-37,2011
Horz,96,2011
ind,177,2011
BSky,-33,2011
Sum,-123,2011
Slnd,-28,2011
WAC,184,2011
BW,-195,2011
ASun,36,2011
BSth,58,2011
Slnd,-108,2011
Slnd,71,2011
BSky,-36,2011
CAA,-239,2011
NEC,118,2011
SB,17,2011
AE,145,2011
BSky,-175,2011
MAC,191,2011
SB,-119,2011
SC,13,2011
NEC,-20,2011
Pat,-50,2011
Pat,177,2011
MAC,228,2011
SC,-87,2011
BSth,-76,2011
ASun,86,2011
WCC,122,2011
MEAC,-103,2011
MEAC,-1,2011
SC,-95,2011
BW,-4,2011
NEC,75,2011
BSth,91,2011
A10,-29,2011
MAC,-16,2011
AE,172,2011
OVC,14,2011
ind,213,2011
SB,-96,2011
GWC,-103,2011
BSky,-66,2011
OVC,-35,2011
ASun,-19,2011
GWC,86,2011
MEAC,-47,2011
SWAC,29,2011
NEC,-64,2011
MAAC,-27,2011
ind,-22,2011
OVC,-11,2011
MEAC,-77,2011
MAAC,108,2011
OVC,77,2011
SC,-26,2011
ind,-170,2011
SWAC,38,2011
ind,-36,2011
Pat,-38,2011
GWC,76,2011
SWAC,105,2011
SWAC,78,2011
Slnd,16,2011
AE,-54,2011
MEAC,-83,2011
NEC,-96,2011
NEC,9,2011
BSth,-2,2011
Ivy,58,2011
ASun,62,2011
MAAC,-17,2011
ASun,-82,2011
BSky,19,2011
MEAC,16,2011
SWAC,130,2011
SC,61,2011
MEAC,88,2011
SB,-28,2011
GWC,-40,2011
Sum,85,2011
Slnd,15,2011
SWAC,72,2011
MEAC,-3,2011
GWC,-11,2011
MAC,-3,2011
BSth,67,2011
MEAC,21,2011
AE,-54,2011
SWAC,84,2011
SWAC,8,2011
ind,6,2011
SWAC,39,2011
Sum,20,2011
GWC,-11,2011
SWAC,9,2011
