team,barttorvik_adj_em,season
WCC,-5,2022
Amer,4,2022
B12,-8,2022
B12,40,2022
B12,-6,2022
ACC,-52,2022
SEC,31,2022
BE,-17,2022
P12,-28,2022
P12,-8,2022
SEC,-38,2022
B10,-84,2022
B10,-78,2022
SEC,20,2022
B12,9,2022
ACC,-16,2022
Amer,2,2022
ACC,-29,2022
WCC,36,2022
B10,2,2022
SEC,48,2022
SEC,88,2022
WCC,17,2022
B10,-43,2022
BE,-30,2022
B12,45,2022
MWC,171,2022
B10,58,2022
B12,4,2022
SEC,-84,2022
B10,-94,2022
SEC,24,2022
B12,160,2022
BE,-13,2022
ACC,-3,2022
ACC,-49,2022
B10,30,2022
ACC,-72,2022
MVC,64,2022
MWC,54,2022
B10,-39,2022
P12,48,2022
B12,179,2022
A10,19,2022
ACC,-142,2022
A10,-135,2022
OVC,-16,2022
BE,-43,2022
MWC,-67,2022
BE,-30,2022
BE,104,2022
A10,195,2022
CUSA,107,2022
MWC,-12,2022
SEC,-32,2022
Amer,26,2022
B12,9,2022
P12,3,2022
ACC,37,2022
CUSA,-91,2022
BE,79,2022
SEC,49,2022
AE,-36,2022
SEC,28,2022
B12,-35,2022
MWC,86,2022
A10,-9,2022
BE,4,2022
Amer,-86,2022
ACC,-47,2022
P12,-63,2022
SC,-162,2022
MWC,-11,2022
WCC,-23,2022
B10,28,2022
WAC,46,2022
SC,-1,2022
Sum,-191,2022
WCC,-97,2022
MVC,-144,2022
CAA,-39,2022
MVC,-50,2022
P12,195,2022
B10,-63,2022
P12,47,2022
MWC,-8,2022
B10,36,2022
Amer,102,2022
A10,-34,2022
MAAC,-23,2022
OVC,-13,2022
WAC,84,2022
A10,-32,2022
MVC,-133,2022
B10,78,2022
Amer,58,2022
Amer,-16,2022
CUSA,6,2022
MAC,-116,2022
SEC,-19,2022
CUSA,45,2022
MVC,108,2022
ACC,14,2022
MAAC,205,2022
BE,-33,2022
SEC,183,2022
P12,31,2022
Amer,128,2022
Ivy,-220,2022
B10,-45,2022
ACC,33,2022
CAA,-161,2022
B10,-58,2022
WAC,7,2022
P12,45,2022
WAC,115,2022
BE,87,2022
ACC,60,2022
OVC,70,2022
ACC,-178,2022
A10,-5,2022
ASun,-4,2022
P12,-87,2022
MWC,-63,2022
CUSA,-49,2022
SC,-39,2022
MVC,92,2022
MAC,-53,2022
Pat,-122,2022
CAA,-43,2022
WAC,80,2022
SB,-55,2022
SB,76,2022
MAC,53,2022
CAA,-109,2022
CUSA,-19,2022
WAC,147,2022
P12,143,2022
ACC,124,2022
A10,207,2022
BW,-26,2022
WAC,185,2022
CAA,-9,2022
ASun,-49,2022
MAC,-110,2022
BW,187,2022
A10,129,2022
MAC,25,2022
Ivy,140,2022
BSth,222,2022
ASun,93,2022
SEC,35,2022
SB,85,2022
BSky,-32,2022
BW,68,2022
MWC,-121,2022
CUSA,79,2022
CAA,-75,2022
NEC,62,2022
Amer,-30,2022
SC,-141,2022
SB,62,2022
SB,34,2022
WCC,-34,2022
Sum,42,2022
SC,-196,2022
BSth,-112,2022
SC,-78,2022
Amer,20,2022
Horz,-81,2022
MAAC,25,2022
BE,-96,2022
SC,-265,2022
SB,35,2022
BW,73,2022
Horz,49,2022
BSth,-102,2022
Horz,-36,2022
BSky,-135,2022
A10,295,2022
BW,-22,2022
SC,73,2022
Ivy,-68,2022
NEC,-58,2022
ASun,-233,2022
Horz,-134,2022
BW,-6,2022
Sum,-243,2022
Pat,271,2022
ASun,-138,2022
CUSA,-138,2022
A10,-308,2022
SEC,-212,2022
BSky,-10,2022
ACC,97,2022
MEAC,13,2022
SWAC,180,2022
WAC,75,2022
BSth,36,2022
CUSA,56,2022
MVC,-102,2022
Sum,18,2022
SB,122,2022
MVC,89,2022
SB,140,2022
Slnd,40,2022
MVC,-69,2022
WCC,-172,2022
BW,128,2022
Horz,58,2022
MAAC,82,2022
MAAC,32,2022
BSth,-45,2022
Ivy,135,2022
Sum,-120,2022
P12,-191,2022
CAA,-85,2022
BSky,-246,2022
WAC,81,2022
Ivy,-194,2022
WCC,163,2022
A10,44,2022
MAAC,54,2022
Horz,-219,2022
Ivy,147,2022
MAAC,21,2022
Ivy,35,2022
A10,77,2022
BSth,31,2022
Pat,-170,2022
OVC,-155,2022
CAA,100,2022
ASun,-145,2022
BSky,-124,2022
SB,133,2022
SWAC,199,2022
CUSA,-34,2022
Amer,291,2022
AE,-167,2022
MAAC,-99,2022
AE,-156,2022
MAAC,48,2022
AE,-125,2022
CUSA,-169,2022
Horz,-144,2022
NEC,5,2022
SC,-65,2022
BSky,-33,2022
MEAC,-14,2022
SB,112,2022
SWAC,44,2022
Slnd,91,2022
MAC,-88,2022
OVC,-58,2022
CAA,-2,2022
ASun,-107,2022
NEC,123,2022
MAC,-181,2022
Sum,-27,2022
BSky,107,2022
ASun,-83,2022
OVC,14,2022
WCC,21,2022
MWC,91,2022
SB,-85,2022
BSth,-106,2022
ASun,49,2022
BW,-108,2022
MAAC,-48,2022
BSth,88,2022
Slnd,-158,2022
MAC,-171,2022
BSth,85,2022
AE,101,2022
MWC,-24,2022
WAC,125,2022
Horz,-71,2022
CUSA,21,2022
WCC,73,2022
SWAC,33,2022
MAAC,57,2022
AE,-123,2022
BSth,30,2022
OVC,86,2022
Sum,-255,2022
SWAC,147,2022
A10,-20,2022
Slnd,43,2022
OVC,96,2022
Pat,81,2022
ASun,-98,2022
Pat,18,2022
BW,-1,2022
OVC,13,2022
NEC,100,2022
AE,163,2022
Sum,-91,2022
SC,-58,2022
BW,106,2022
MAC,125,2022
MEAC,83,2022
Pat,-41,2022
AE,80,2022
ASun,156,2022
MAC,47,2022
ASun,2,2022
BSth,113,2022
Slnd,-54,2022
MAC,-51,2022
SWAC,33,2022
Horz,-100,2022
CUSA,56,2022
BSky,9,2022
Pat,-60,2022
WAC,-91,2022
MEAC,21,2022
MEAC,89,2022
SB,-50,2022
MAC,6,2022
NEC,37,2022
MEAC,146,2022
MEAC,181,2022
Pat,-144,2022
MVC,80,2022
SWAC,75,2022
NEC,-136,2022
NEC,9,2022
SWAC,-36,2022
CUSA,-18,2022
SWAC,222,2022
BSky,-82,2022
BSky,-1,2022
Horz,54,2022
BSky,-27,2022
Horz,63,2022
BW,7,2022
Slnd,-68,2022
CAA,89,2022
SWAC,12,2022
Pat,18,2022
WAC,-45,2022
Slnd,-39,2022
BSth,-3,2022
AE,79,2022
Sum,-61,2022
NEC,-34,2022
Sum,-75,2022
WAC,22,2022
Pat,14,2022
SWAC,-94,2022
SWAC,-21,2022
Slnd,-40,2022
AE,-11,2022
Ivy,-5,2022
NEC,10,2022
MEAC,37,2022
OVC,68,2022
Horz,56,2022
