team,barttorvik_adj_em,season
SC,-62,2021
Horz,-132,2021
SC,59,2021
MAAC,-42,2021
BSky,180,2021
Pat,-183,2021
MAAC,183,2021
AE,-24,2021
BW,-127,2021
MAC,86,2021
SB,-18,2021
BSth,-57,2021
CAA,-133,2021
CUSA,63,2021
SB,96,2021
Pat,-78,2021
Pat,6,2021
MAAC,194,2021
BW,-184,2021
BSky,-158,2021
MAAC,-35,2021
NEC,89,2021
SB,20,2021
Pat,-95,2021
SWAC,276,2021
BSky,167,2021
MEAC,184,2021
NEC,145,2021
Horz,15,2021
NEC,-140,2021
MAC,-74,2021
Horz,-115,2021
MWC,107,2021
CUSA,165,2021
Slnd,-20,2021
OVC,45,2021
BSth,10,2021
Sum,-33,2021
MAAC,25,2021
BW,-117,2021
SB,82,2021
CUSA,96,2021
CUSA,-18,2021
AE,8,2021
Sum,-35,2021
MAAC,115,2021
MAC,-100,2021
MAAC,-119,2021
CAA,37,2021
ASun,18,2021
NEC,-148,2021
CAA,-97,2021
WAC,167,2021
SB,90,2021
Horz,70,2021
ASun,-138,2021
Slnd,53,2021
NEC,-124,2021
Horz,-87,2021
ASun,91,2021
MEAC,68,2021
AE,-54,2021
NEC,6,2021
MWC,-16,2021
Sum,36,2021
WCC,-85,2021
OVC,-10,2021
MWC,-45,2021
Slnd,-44,2021
SWAC,110,2021
MEAC,166,2021
ASun,67,2021
AE,15,2021
OVC,-23,2021
BSth,-35,2021
WAC,72,2021
ASun,116,2021
A10,204,2021
Pat,50,2021
SWAC,47,2021
BW,100,2021
BSth,-10,2021
BSky,-69,2021
OVC,64,2021
OVC,29,2021
Slnd,-88,2021
BSth,46,2021
BSth,53,2021
MAC,-23,2021
Slnd,-41,2021
Slnd,-62,2021
AE,157,2021
Sum,-39,2021
MEAC,-68,2021
NEC,-10,2021
SWAC,21,2021
Slnd,46,2021
OVC,-34,2021
BSky,-6,2021
Slnd,-4,2021
MEAC,-11,2021
SWAC,114,2021
Slnd,-3,2021
SWAC,-8,2021
MEAC,-14,2021
SWAC,13,2021
MEAC,17,2021
WAC,0,2021
SWAC,0,2021
