team,barttorvik_adj_em,season
WCC,-10,2021
B12,-23,2021
Amer,-6,2021
B10,-2,2021
B10,0,2021
B10,-73,2021
P12,9,2021
P12,-10,2021
SEC,29,2021
ACC,-13,2021
B10,-74,2021
B10,15,2021
MVC,49,2021
BE,-62,2021
BE,-12,2021
B12,13,2021
MWC,20,2021
P12,-43,2021
B12,-3,2021
B12,-55,2021
SEC,-111,2021
ACC,-20,2021
Amer,119,2021
BE,-6,2021
WCC,-12,2021
SEC,33,2021
SEC,76,2021
P12,-42,2021
B10,-7,2021
P12,-69,2021
B12,42,2021
ACC,-58,2021
ACC,-41,2021
B10,-13,2021
A10,17,2021
B12,40,2021
ACC,29,2021
ACC,-47,2021
SEC,5,2021
B12,-22,2021
SEC,-17,2021
B10,74,2021
ACC,89,2021
A10,117,2021
B10,-25,2021
MWC,119,2021
SEC,33,2021
SEC,81,2021
P12,-58,2021
ACC,6,2021
ACC,-27,2021
BE,17,2021
P12,-33,2021
BE,6,2021
A10,-7,2021
B10,31,2021
P12,90,2021
BE,30,2021
B10,50,2021
SEC,44,2021
BE,-39,2021
ACC,47,2021
A10,-42,2021
BE,27,2021
Amer,-20,2021
B10,27,2021
BE,-65,2021
MWC,0,2021
Amer,-14,2021
BW,-20,2021
SEC,-66,2021
MAC,20,2021
P12,144,2021
MAC,-79,2021
MAC,-140,2021
WCC,210,2021
B10,95,2021
A10,-143,2021
MVC,-98,2021
Pat,-93,2021
CUSA,44,2021
Horz,14,2021
P12,-28,2021
ACC,-180,2021
MWC,2,2021
CUSA,93,2021
WCC,-47,2021
B10,148,2021
CUSA,116,2021
BSky,-96,2021
CUSA,12,2021
A10,-42,2021
SEC,-45,2021
BSth,45,2021
SEC,-64,2021
ASun,-97,2021
Amer,-1,2021
ACC,-60,2021
WCC,-48,2021
WAC,49,2021
SC,-82,2021
Slnd,169,2021
WCC,16,2021
MWC,-66,2021
MVC,-11,2021
A10,-4,2021
CUSA,-99,2021
OVC,-90,2021
BW,62,2021
BW,181,2021
A10,87,2021
WCC,52,2021
A10,36,2021
P12,5,2021
SC,86,2021
BE,174,2021
B12,-7,2021
Amer,62,2021
MAC,-102,2021
Sum,-193,2021
BE,50,2021
SEC,49,2021
Sum,-141,2021
MVC,91,2021
CUSA,19,2021
Amer,71,2021
SEC,10,2021
ACC,46,2021
A10,86,2021
Amer,76,2021
MAC,-24,2021
WCC,80,2021
SC,-73,2021
OVC,119,2021
MAAC,89,2021
CAA,-66,2021
SC,31,2021
CAA,-137,2021
BSky,-109,2021
AE,-87,2021
BSky,-160,2021
B12,171,2021
SC,-3,2021
WAC,-80,2021
CUSA,68,2021
P12,20,2021
SC,-89,2021
MAC,-25,2021
Pat,-46,2021
SB,-121,2021
Sum,-168,2021
CUSA,-135,2021
MWC,-224,2021
CUSA,12,2021
Amer,136,2021
OVC,-65,2021
ACC,20,2021
MAC,-56,2021
Sum,-18,2021
OVC,-90,2021
ACC,-56,2021
MAC,-104,2021
BW,-32,2021
Slnd,-28,2021
ASun,-195,2021
MVC,-43,2021
SB,103,2021
SC,-154,2021
B12,55,2021
MWC,-73,2021
AE,69,2021
CAA,154,2021
NEC,-59,2021
Amer,147,2021
MVC,-26,2021
BSth,-117,2021
OVC,6,2021
CAA,-174,2021
Horz,-220,2021
MWC,22,2021
Horz,41,2021
Amer,21,2021
WCC,126,2021
Slnd,24,2021
AE,155,2021
CAA,123,2021
SB,84,2021
MVC,49,2021
Pat,76,2021
MAAC,38,2021
OVC,-146,2021
WAC,-20,2021
Pat,100,2021
BSth,-123,2021
BSky,64,2021
CUSA,-94,2021
A10,-45,2021
MVC,159,2021
BW,-39,2021
SB,-38,2021
CAA,89,2021
WAC,74,2021
WAC,42,2021
MEAC,70,2021
WAC,-196,2021
A10,-57,2021
MVC,-202,2021
NEC,-62,2021
AE,31,2021
MVC,47,2021
Sum,119,2021
SB,-120,2021
Horz,-143,2021
A10,-57,2021
SWAC,51,2021
BW,86,2021
MAAC,282,2021
CAA,-144,2021
MEAC,-30,2021
SB,-25,2021
BSky,-14,2021
NEC,143,2021
Slnd,15,2021
BW,46,2021
MAAC,4,2021
Horz,-133,2021
BSth,17,2021
SB,52,2021
Horz,-112,2021
BSky,-7,2021
Pat,-111,2021
ASun,-61,2021
ASun,-83,2021
SC,-156,2021
Horz,-119,2021
SWAC,130,2021
AE,150,2021
BSth,39,2021
