team,barttorvik_adj_em,season
SWAC,40,2015
CUSA,-13,2015
MAAC,104,2015
SC,-34,2015
BSth,7,2015
SWAC,163,2015
MAAC,114,2015
ASun,-63,2015
Slnd,45,2015
BSky,-37,2015
Pat,140,2015
BSky,-11,2015
SB,69,2015
BSth,-2,2015
BSky,21,2015
Slnd,-16,2015
BSky,-21,2015
OVC,78,2015
NEC,-35,2015
SWAC,182,2015
OVC,52,2015
CUSA,12,2015
WAC,91,2015
AE,67,2015
NEC,-28,2015
Slnd,-104,2015
Slnd,106,2015
BSth,-27,2015
SC,-167,2015
MEAC,-66,2015
AE,30,2015
Sum,85,2015
MEAC,-6,2015
SWAC,46,2015
ASun,-47,2015
WAC,109,2015
MEAC,61,2015
MEAC,32,2015
WAC,5,2015
OVC,102,2015
BSth,38,2015
ASun,-30,2015
MEAC,145,2015
NEC,-1,2015
MEAC,-9,2015
SWAC,-23,2015
AE,-16,2015
Slnd,8,2015
ASun,-8,2015
AE,57,2015
MWC,81,2015
SWAC,-28,2015
Slnd,-7,2015
SWAC,-3,2015
MEAC,7,2015
SWAC,2,2015
