team,barttorvik_adj_em,season
ASun,-10,2013
SWAC,168,2013
SWAC,110,2013
Sum,-129,2013
GWC,141,2013
SB,4,2013
SWAC,-3,2013
NEC,-24,2013
MAC,172,2013
Sum,-74,2013
MEAC,44,2013
ASun,5,2013
BSth,-47,2013
NEC,-35,2013
OVC,-29,2013
SC,-105,2013
MEAC,-6,2013
MEAC,176,2013
SWAC,3,2013
BSth,-46,2013
SWAC,0,2013
SC,-16,2013
AE,44,2013
ind,5,2013
MEAC,15,2013
Slnd,26,2013
SWAC,0,2013
