team,barttorvik_adj_em,season
BE,6,2013
SEC,5,2013
B10,-14,2013
WCC,-17,2013
BE,16,2013
B10,-49,2013
B12,24,2013
ACC,-28,2013
B10,0,2013
B10,73,2013
B10,23,2013
BE,65,2013
P12,-25,2013
A10,-21,2013
BE,-11,2013
ACC,-2,2013
A10,55,2013
MVC,-62,2013
MVC,7,2013
B10,-16,2013
BE,-28,2013
B12,52,2013
B10,28,2013
WCC,-56,2013
ACC,-16,2013
B12,-45,2013
SEC,-57,2013
B12,-125,2013
ACC,48,2013
MWC,103,2013
MWC,-128,2013
MWC,74,2013
BE,-57,2013
B10,-2,2013
P12,99,2013
CUSA,65,2013
BE,106,2013
B12,-62,2013
MWC,45,2013
ACC,-116,2013
A10,-2,2013
A10,-66,2013
P12,87,2013
SB,72,2013
BE,78,2013
P12,-30,2013
P12,-6,2013
B12,-44,2013
BE,1,2013
WAC,-15,2013
SEC,-41,2013
MWC,-86,2013
ACC,45,2013
SEC,124,2013
A10,-72,2013
WCC,-36,2013
P12,63,2013
OVC,-38,2013
CUSA,-53,2013
SEC,-61,2013
SC,-92,2013
Pat,64,2013
A10,-121,2013
MVC,-31,2013
B10,29,2013
AE,71,2013
BE,6,2013
SEC,-42,2013
A10,47,2013
P12,-21,2013
A10,-32,2013
WCC,-73,2013
Slnd,206,2013
SEC,27,2013
Horz,-75,2013
BSky,-45,2013
P12,-12,2013
A10,-100,2013
MAC,29,2013
MVC,55,2013
MAC,68,2013
A10,-38,2013
BE,-51,2013
ACC,166,2013
MVC,18,2013
Sum,93,2013
P12,-109,2013
Horz,-185,2013
BE,166,2013
SEC,-22,2013
SEC,106,2013
Ivy,-94,2013
P12,-44,2013
WAC,72,2013
ASun,39,2013
MAAC,-240,2013
B12,117,2013
WAC,163,2013
P12,8,2013
P12,103,2013
BE,25,2013
SEC,117,2013
Pat,-88,2013
ACC,-142,2013
SEC,26,2013
Sum,-196,2013
A10,166,2013
CUSA,52,2013
MVC,114,2013
MWC,181,2013
ACC,151,2013
Ivy,-60,2013
Horz,222,2013
MWC,-189,2013
A10,-142,2013
B10,78,2013
OVC,-177,2013
ACC,-66,2013
MAAC,-202,2013
MAC,-119,2013
CUSA,-140,2013
B10,-3,2013
MAAC,6,2013
MVC,-80,2013
CAA,17,2013
CUSA,-89,2013
NEC,-33,2013
ASun,8,2013
B12,-16,2013
MWC,112,2013
A10,107,2013
WAC,-132,2013
BW,-69,2013
B10,43,2013
ACC,99,2013
SC,19,2013
Slnd,-91,2013
WCC,-99,2013
Horz,20,2013
BE,87,2013
CUSA,-145,2013
MAAC,-108,2013
AE,7,2013
Slnd,-83,2013
AE,21,2013
CUSA,68,2013
AE,-39,2013
BE,-128,2013
CUSA,46,2013
MAAC,260,2013
SB,161,2013
OVC,-61,2013
ACC,-168,2013
Pat,-104,2013
BW,88,2013
MVC,-56,2013
MAAC,212,2013
CUSA,-189,2013
CAA,-32,2013
A10,44,2013
WAC,145,2013
CAA,26,2013
MEAC,162,2013
MAC,38,2013
CAA,-58,2013
SB,18,2013
BSky,-34,2013
BSth,7,2013
NEC,-238,2013
Horz,-54,2013
MAAC,158,2013
Horz,-22,2013
MVC,16,2013
WCC,-11,2013
Pat,-138,2013
SWAC,-110,2013
MAC,-80,2013
CAA,67,2013
CAA,-128,2013
BW,-131,2013
MAC,-64,2013
SWAC,164,2013
MWC,-111,2013
Sum,200,2013
BW,-104,2013
CUSA,70,2013
OVC,-71,2013
NEC,-70,2013
CAA,-220,2013
Ivy,-72,2013
Horz,119,2013
CAA,-141,2013
NEC,153,2013
SB,17,2013
NEC,-272,2013
SEC,96,2013
ASun,-61,2013
MVC,-20,2013
BSth,120,2013
Sum,-218,2013
OVC,-154,2013
WAC,-275,2013
SEC,-33,2013
Ivy,19,2013
BW,-143,2013
MEAC,170,2013
MAC,136,2013
SC,67,2013
NEC,-81,2013
BW,-97,2013
MEAC,51,2013
OVC,-83,2013
SB,88,2013
CUSA,-62,2013
MEAC,319,2013
WCC,113,2013
BW,-197,2013
WCC,39,2013
BSth,-35,2013
WAC,194,2013
NEC,-131,2013
MAC,210,2013
B12,-43,2013
ASun,-54,2013
MEAC,243,2013
Sum,16,2013
BSth,-5,2013
Ivy,136,2013
BSth,69,2013
AE,200,2013
A10,-45,2013
BW,-132,2013
Pat,10,2013
SB,-12,2013
Slnd,191,2013
MAAC,16,2013
MAC,7,2013
SB,-46,2013
OVC,-13,2013
SB,47,2013
MAC,-53,2013
BW,88,2013
MAC,-206,2013
ASun,-66,2013
Ivy,138,2013
BSky,-134,2013
A10,-52,2013
SC,-102,2013
ASun,42,2013
SB,115,2013
ind,52,2013
AE,30,2013
NEC,-130,2013
SC,-42,2013
WCC,119,2013
B12,136,2013
WAC,-85,2013
BSky,59,2013
CAA,-59,2013
Pat,16,2013
Ivy,-73,2013
BSth,-133,2013
SEC,205,2013
GWC,110,2013
SC,271,2013
BSth,43,2013
Horz,-75,2013
WAC,-70,2013
SWAC,146,2013
SB,-61,2013
Sum,-180,2013
AE,155,2013
SC,-32,2013
Ivy,13,2013
OVC,16,2013
CAA,-21,2013
MAAC,104,2013
OVC,-70,2013
Pat,-14,2013
BSth,-160,2013
BSky,-57,2013
MEAC,216,2013
MEAC,-40,2013
ASun,-46,2013
SC,20,2013
SC,-50,2013
BSky,8,2013
Slnd,27,2013
NEC,-103,2013
BSth,146,2013
GWC,120,2013
Slnd,-78,2013
MAAC,19,2013
BSky,-12,2013
ASun,11,2013
AE,-12,2013
CAA,176,2013
OVC,-80,2013
Horz,16,2013
SWAC,7,2013
NEC,89,2013
BSth,-70,2013
BSky,-134,2013
GWC,-79,2013
BSky,66,2013
SC,-64,2013
Slnd,-97,2013
MEAC,-18,2013
Slnd,-37,2013
MEAC,38,2013
Slnd,-16,2013
Sum,37,2013
BW,153,2013
WAC,119,2013
CUSA,-49,2013
BSky,-172,2013
Pat,127,2013
GWC,47,2013
OVC,46,2013
BSky,35,2013
