team,barttorvik_adj_em,season
ASun,39,2016
SB,138,2016
CUSA,-160,2016
ASun,-291,2016
Sum,-154,2016
Ivy,148,2016
MWC,-158,2016
CUSA,27,2016
SEC,30,2016
MAC,53,2016
Sum,141,2016
BSth,-198,2016
MAC,106,2016
OVC,135,2016
CAA,-48,2016
BE,-18,2016
Sum,-116,2016
BSth,87,2016
Pat,-33,2016
Pat,-42,2016
SC,-82,2016
Horz,-221,2016
BSky,-272,2016
BSth,-113,2016
MVC,134,2016
Sum,15,2016
MAC,-84,2016
WCC,-166,2016
NEC,116,2016
A10,47,2016
Amer,8,2016
MVC,210,2016
BSky,119,2016
MAC,3,2016
SEC,77,2016
Amer,93,2016
Slnd,51,2016
SC,-89,2016
SC,-78,2016
BW,-162,2016
P12,31,2016
WCC,-51,2016
MAAC,-35,2016
CUSA,-32,2016
Pat,133,2016
SC,-43,2016
Amer,204,2016
OVC,-142,2016
SWAC,-120,2016
B10,85,2016
SB,-93,2016
A10,190,2016
WCC,-140,2016
WCC,59,2016
ASun,25,2016
SB,114,2016
OVC,-182,2016
Sum,143,2016
BSky,123,2016
Ivy,98,2016
ACC,226,2016
SC,-14,2016
CUSA,-51,2016
CUSA,-89,2016
MVC,44,2016
BSky,-184,2016
SC,79,2016
BW,58,2016
BE,180,2016
Sum,-133,2016
OVC,-93,2016
OVC,-103,2016
Pat,-42,2016
AE,82,2016
MAAC,114,2016
Slnd,-40,2016
MAAC,-214,2016
WCC,-22,2016
A10,56,2016
MAAC,185,2016
Pat,67,2016
BW,245,2016
BSth,6,2016
SC,-40,2016
Sum,25,2016
Amer,114,2016
MWC,154,2016
MAC,53,2016
BSth,-76,2016
CAA,60,2016
BW,53,2016
SWAC,198,2016
MAAC,67,2016
BW,-57,2016
SWAC,50,2016
ASun,-26,2016
BSky,-87,2016
MAC,129,2016
MWC,75,2016
ASun,-69,2016
MEAC,-142,2016
ASun,-35,2016
WAC,-88,2016
SB,15,2016
SB,154,2016
MVC,-122,2016
Horz,-1,2016
Ivy,42,2016
WCC,197,2016
Pat,-123,2016
MEAC,31,2016
OVC,-8,2016
NEC,215,2016
Ivy,-75,2016
CAA,-55,2016
BSky,23,2016
B10,64,2016
SB,58,2016
SB,-72,2016
Pat,68,2016
Pat,-87,2016
ASun,-157,2016
MEAC,-122,2016
WAC,-26,2016
CUSA,-182,2016
CUSA,-79,2016
Ivy,35,2016
NEC,-75,2016
Slnd,-55,2016
BSky,44,2016
Horz,-130,2016
WAC,128,2016
MAAC,187,2016
NEC,-164,2016
OVC,31,2016
Horz,206,2016
Slnd,-95,2016
SWAC,-12,2016
BSth,-12,2016
NEC,-77,2016
MEAC,-5,2016
BSth,-15,2016
BSth,-70,2016
CUSA,70,2016
NEC,140,2016
ASun,-112,2016
MEAC,85,2016
MEAC,-13,2016
NEC,-36,2016
AE,204,2016
OVC,57,2016
AE,-85,2016
BSth,-75,2016
MAAC,-126,2016
CUSA,24,2016
SWAC,-6,2016
SWAC,-56,2016
Pat,-72,2016
MEAC,-33,2016
SC,11,2016
MAAC,90,2016
NEC,149,2016
AE,-85,2016
Slnd,-3,2016
BSky,-137,2016
SC,-133,2016
Slnd,-7,2016
Pat,106,2016
MEAC,1,2016
Slnd,-1,2016
Slnd,103,2016
Slnd,-132,2016
MEAC,63,2016
MVC,220,2016
Slnd,-44,2016
Slnd,-109,2016
MEAC,196,2016
BSth,43,2016
Horz,133,2016
Slnd,-14,2016
AE,-74,2016
OVC,67,2016
CUSA,-47,2016
MEAC,-22,2016
AE,-11,2016
NEC,3,2016
BSky,-59,2016
SWAC,114,2016
BSky,13,2016
SWAC,44,2016
WAC,-16,2016
WAC,23,2016
SWAC,69,2016
MEAC,25,2016
NEC,-20,2016
SWAC,60,2016
MEAC,125,2016
