team,barttorvik_adj_em,season
BE,-4,2016
B12,4,2016
ACC,2,2016
ACC,-26,2016
SEC,-27,2016
B10,-35,2016
B12,21,2016
B12,-5,2016
B10,4,2016
MVC,70,2016
ACC,55,2016
WCC,-8,2016
BE,-4,2016
ACC,-39,2016
B10,-68,2016
P12,-29,2016
SEC,16,2016
SEC,29,2016
ACC,-75,2016
B12,-81,2016
P12,-14,2016
P12,33,2016
BE,55,2016
Amer,-35,2016
B10,-8,2016
BE,-66,2016
WCC,-60,2016
B10,-21,2016
ACC,34,2016
A10,26,2016
P12,-34,2016
B12,-85,2016
Amer,45,2016
SEC,64,2016
ACC,-21,2016
Amer,54,2016
A10,-29,2016
BE,-3,2016
B12,13,2016
Horz,115,2016
B10,75,2016
A10,-59,2016
ACC,-40,2016
MWC,162,2016
B12,74,2016
P12,-47,2016
BE,55,2016
Slnd,35,2016
WCC,-20,2016
Ivy,56,2016
ACC,-156,2016
B10,-56,2016
ACC,-16,2016
B12,-41,2016
A10,137,2016
MVC,33,2016
SEC,75,2016
P12,81,2016
ACC,-40,2016
BW,90,2016
BE,-13,2016
Ivy,-60,2016
P12,4,2016
P12,8,2016
SEC,57,2016
SB,66,2016
ACC,25,2016
P12,-52,2016
Amer,-171,2016
SEC,-62,2016
B10,-14,2016
BE,17,2016
SEC,-4,2016
SEC,-62,2016
ACC,-128,2016
Amer,92,2016
MVC,78,2016
Amer,-23,2016
A10,39,2016
Sum,-64,2016
SEC,8,2016
BW,91,2016
B10,92,2016
SEC,109,2016
Amer,72,2016
MAC,-24,2016
BW,63,2016
MWC,-1,2016
CAA,-130,2016
B12,95,2016
A10,-151,2016
CAA,-45,2016
WAC,136,2016
A10,-136,2016
CUSA,78,2016
B10,-30,2016
SEC,-81,2016
P12,-9,2016
BW,-5,2016
MAAC,71,2016
Horz,-191,2016
ACC,21,2016
CAA,54,2016
SB,59,2016
MAAC,-55,2016
CAA,-90,2016
MWC,-29,2016
P12,11,2016
A10,-173,2016
MWC,15,2016
Ivy,-162,2016
WAC,177,2016
AE,65,2016
MWC,114,2016
MVC,114,2016
SC,12,2016
SB,-21,2016
CUSA,73,2016
Horz,-163,2016
MAC,-64,2016
CUSA,-77,2016
MWC,-150,2016
OVC,-245,2016
CAA,-21,2016
MAC,-163,2016
SB,-111,2016
B10,-2,2016
CAA,286,2016
Horz,179,2016
MWC,158,2016
A10,-100,2016
MAAC,-62,2016
B12,180,2016
MAC,1,2016
AE,21,2016
Horz,-70,2016
WAC,59,2016
WCC,-13,2016
MVC,4,2016
BSky,102,2016
Sum,-184,2016
OVC,-10,2016
MWC,-217,2016
MAC,-197,2016
BSth,103,2016
AE,-95,2016
OVC,-81,2016
CUSA,-185,2016
B10,102,2016
A10,82,2016
A10,68,2016
BSky,-44,2016
CAA,-4,2016
MAC,-41,2016
