team,barttorvik_adj_em,season
MEAC,-9,2009
NEC,-1,2009
OVC,-125,2009
Horz,193,2009
MEAC,301,2009
BSth,144,2009
OVC,14,2009
NEC,-8,2009
SB,-127,2009
SB,131,2009
Sum,-73,2009
ASun,99,2009
Pat,248,2009
SC,12,2009
MAC,23,2009
WCC,99,2009
BSth,-5,2009
AE,-66,2009
SB,-30,2009
NEC,-51,2009
Pat,48,2009
SWAC,33,2009
MEAC,204,2009
NEC,-1,2009
ASun,72,2009
Sum,-44,2009
CAA,-101,2009
MAC,68,2009
MEAC,-45,2009
Ivy,8,2009
MEAC,96,2009
MAC,133,2009
Ivy,13,2009
SWAC,174,2009
BSth,85,2009
SC,-78,2009
BSth,-66,2009
ind,203,2009
Pat,78,2009
AE,67,2009
ind,-71,2009
ind,160,2009
Pat,-29,2009
WCC,74,2009
MEAC,-70,2009
A10,-6,2009
Slnd,-26,2009
Slnd,29,2009
SC,-26,2009
SC,18,2009
NEC,-45,2009
ind,-42,2009
SWAC,-15,2009
NEC,-23,2009
ind,-14,2009
MEAC,2,2009
SWAC,-19,2009
SWAC,6,2009
ASun,46,2009
MEAC,25,2009
ind,-42,2009
OVC,-60,2009
NEC,-7,2009
SWAC,63,2009
ASun,17,2009
BSky,-5,2009
ind,75,2009
SWAC,-19,2009
SWAC,-11,2009
MEAC,-12,2009
ind,4,2009
ind,90,2009
