team,barttorvik_adj_em,season
Duke,37.33791648655479,2026
Michigan,36.598034054362316,2026
Arizona,35.53711415711311,2026
Florida,33.82940806539098,2026
Houston,32.96417625529271,2026
Illinois,33.742150259603875,2026
Iowa St.,31.139304710467584,2026
Purdue,33.04597576447857,2026
Connecticut,28.116864838025037,2026
Vanderbilt,28.113927877184864,2026
Gonzaga,26.27131205182542,2026
Texas Tech,27.49743875291432,2026
Michigan St.,26.72706848804252,2026
Virginia,26.41760360626968,2026
St. John's,25.710533238900112,2026
Tennessee,25.972500133992696,2026
Louisville,25.86454815322108,2026
Alabama,26.710521521602885,2026
Arkansas,26.2827871329212,2026
Nebraska,23.74102487329222,2026
Wisconsin,25.536751491399357,2026
Kansas,23.471447265250035,2026
Ohio St.,23.61562049782296,2026
UCLA,22.76467097826938,2026
Saint Mary's,21.812427527825974,2026
Iowa,21.932931852682387,2026
North Carolina,21.410628353064467,2026
Utah St.,20.94198734564813,2026
Santa Clara,21.2701372069627,2026
Clemson,19.572888094249194,2026
Kentucky,19.933188669196596,2026
Cincinnati,18.616063668757477,2026
BYU,20.42122286887968,2026
Indiana,19.843411636125836,2026
Miami FL,19.624490969409948,2026
Villanova,19.0660542595066,2026
Georgia,19.571447911550877,2026
N.C. State,19.42670887044504,2026
Oklahoma,19.30825265236409,2026
Texas A&M,18.4652553875396,2026
Auburn,18.37098562115348,2026
SMU,18.047082976688486,2026
Saint Louis,17.298204251450287,2026
San Diego St.,16.086425267003904,2026
Texas,17.647449451075147,2026
Missouri,16.895784889088276,2026
Baylor,16.810613058468334,2026
VCU,16.219015706107086,2026
TCU,15.202525618343927,2026
South Florida,15.375593405275296,2026
Florida St.,15.47283100424842,2026
Washington,14.566063018765902,2026
Virginia Tech,14.495861249923777,2026
New Mexico,14.341998537219538,2026
Grand Canyon,13.5442720414228,2026
Boise St.,14.312652294681172,2026
Minnesota,13.837721397893603,2026
UCF,14.31580050450664,2026
Stanford,13.373851739134452,2026
Seton Hall,12.415891248220461,2026
Arizona St.,12.874577977364865,2026
West Virginia,11.895799102664284,2026
Northwestern,12.693976879288584,2026
Mississippi,12.37075680882242,2026
Tulsa,12.705559480298433,2026
USC,11.788327834376034,2026
Wake Forest,12.236785476460412,2026
California,11.625211414654842,2026
Northern Iowa,11.165620211982258,2026
LSU,12.080990283255716,2026
Akron,11.823625830657633,2026
Butler,11.632506877597592,2026
McNeese St.,11.00710232163307,2026
Providence,11.702871407169184,2026
Oklahoma St.,11.298504457318927,2026
Colorado,11.185559109958376,2026
Marquette,10.590005066239542,2026
Georgetown,10.712388620035341,2026
Nevada,10.71545701334783,2026
Belmont,11.119643592546183,2026
Syracuse,10.474722833888407,2026
Dayton,10.001317860473947,2026
George Washington,10.438454161336537,2026
Wichita St.,9.29252536385846,2026
Creighton,9.55353950626052,2026
Miami OH,9.09285403320014,2026
