team,barttorvik_adj_em,season
Utah Valley,8.724253759144688,2026
Colorado St.,9.086092527082528,2026
Stephen F. Austin,8.482994933857341,2026
Oregon,8.267725375910373,2026
Hofstra,8.254633235696176,2026
Yale,8.432641177055444,2026
High Point,8.176372959837593,2026
Xavier,7.972253998122028,2026
Wyoming,7.705936415114522,2026
Cal Baptist,7.177974304421085,2026
Notre Dame,7.636220179056039,2026
Saint Joseph's,7.073376268475897,2026
Mississippi St.,7.349493792153282,2026
South Carolina,7.139718806340596,2026
DePaul,6.764527303249082,2026
Kansas St.,7.079467262913383,2026
Pittsburgh,7.069806108405714,2026
Seattle,6.153420379700961,2026
Davidson,6.465104856432774,2026
Sam Houston St.,6.679186583530338,2026
Pacific,6.381886341580326,2026
UC Irvine,5.838755220577525,2026
UNLV,6.351695067190761,2026
Illinois St.,5.777381249422078,2026
St. Thomas,6.019422904210842,2026
Illinois Chicago,5.7785113441301945,2026
Maryland,5.838903400464147,2026
North Dakota St.,5.405505760861914,2026
Utah,5.470837198591781,2026
Hawaii,5.043134920893905,2026
Rutgers,5.0071025073446265,2026
George Mason,4.992968208727078,2026
UT Rio Grande Valley,4.7683452742883645,2026
Liberty,4.624929555933008,2026
Duquesne,4.1650558572951155,2026
UC San Diego,3.9876348835137634,2026
Florida Atlantic,3.9527387009775197,2026
San Francisco,3.970324294260678,2026
UNC Wilmington,3.8236067237509417,2026
Washington St.,3.8846783148723603,2026
UC Santa Barbara,3.6917082698439145,2026
Montana St.,3.5797590672505635,2026
Southern Illinois,3.145824383332453,2026
Wright St.,3.3591243521373855,2026
Fresno St.,3.156558752970497,2026
Toledo,3.3625104231760474,2026
Memphis,3.085893992501397,2026
Bradley,2.9438395915220497,2026
Murray St.,2.9445409406643535,2026
Idaho,2.6461212215548215,2026
UAB,2.496539665911058,2026
Northern Colorado,2.463775409966644,2026
Boston College,2.228624471031665,2026
North Texas,1.90985890822013,2026
Penn St.,2.047577116352656,2026
Troy,1.6730904686264267,2026
Temple,1.5760272552831935,2026
Central Arkansas,1.5232199029204736,2026
Arkansas St.,1.2992892183759608,2026
Kennesaw St.,1.297977345872738,2026
Penn,1.1629138112353274,2026
Navy,1.043552421077024,2026
Loyola Marymount,1.0280839148365146,2026
Robert Morris,1.0299352616192436,2026
Eastern Washington,1.044743801888103,2026
Rhode Island,0.8822134049534043,2026
Bowling Green,0.8448676885440989,2026
St. Bonaventure,0.7855123132501234,2026
Cornell,0.7144155977636615,2026
Kent St.,0.607087194184956,2026
Middle Tennessee,0.5713374943264,2026
Portland St.,0.46624462546152756,2026
Austin Peay,0.469479079685442,2026
William & Mary,0.4103028935048201,2026
Oregon St.,0.37327932271934117,2026
Georgia Tech,0.3462764918249519,2026
Valparaiso,0.33620244315903847,2026
UC Davis,0.28551877909207235,2026
Harvard,0.22026074237521698,2026
Montana,0.1570482039364549,2026
Cal St. Northridge,0.028736454380094756,2026
Richmond,-0.0803765783587238,2026
Western Kentucky,-0.16352007346763742,2026
Merrimack,-0.22426059847735758,2026
Monmouth,-0.3880490458167145,2026
Charlotte,-0.6180642163093495,2026
Winthrop,-0.6399039532184077,2026
Massachusetts,-0.7145273258542346,2026
Towson,-0.763703703193741,2026
FIU,-0.872288865437099,2026
Fordham,-1.0006349496315181,2026
Oakland,-1.1967860760224482,2026
Northern Kentucky,-1.2092630230168169,2026
Green Bay,-1.263426316991982,2026
Texas A&M Corpus Chris,-1.22148767208148,2026
UT Arlington,-1.2568428202459216,2026
Utah Tech,-1.4715111407300583,2026
UMBC,-1.6635641579543972,2026
Appalachian St.,-1.6400520972626396,2026
Siena,-1.7007232876867562,2026
Detroit Mercy,-1.8441032703142213,2026
Campbell,-1.8777598986044808,2026
Portland,-1.8423364746696649,2026
Youngstown St.,-1.9680592439022462,2026
Charleston,-1.9819652122397144,2026
Louisiana Tech,-1.942525547943987,2026
Cal St. Fullerton,-2.0888153305626247,2026
Furman,-2.10423393572043,2026
New Mexico St.,-2.129725772541761,2026
South Alabama,-2.155825259299789,2026
East Tennessee St.,-2.1946053385921545,2026
Queens,-2.4414220092652386,2026
Missouri St.,-2.375623187556556,2026
New Orleans,-2.472617558190578,2026
Tulane,-2.575542378904757,2026
Drexel,-2.4851074790365146,2026
Weber St.,-2.746205485525948,2026
Jacksonville St.,-2.6680064544825797,2026
Howard,-2.7699010876330448,2026
Indiana St.,-2.848943396113043,2026
Columbia,-2.924030775447278,2026
Marist,-2.86054488054414,2026
Mercer,-3.277142005882496,2026
James Madison,-3.3084336233767573,2026
Rice,-3.5748540119056287,2026
Marshall,-3.7956955445655183,2026
San Jose St.,-3.874380586231453,2026
Drake,-3.8034436362436423,2026
San Diego,-3.7701034653023697,2026
La Salle,-3.688000409317766,2026
Cal Poly,-3.877231536130253,2026
Tennessee St.,-4.096820261422707,2026
Buffalo,-4.485873281183203,2026
Quinnipiac,-4.196199110411953,2026
Southern Miss,-4.240071831956115,2026
South Dakota St.,-4.415395591435001,2026
Western Carolina,-4.6368574149556565,2026
Bethune Cookman,-4.4692828909753075,2026
Tarleton St.,-4.461658468511629,2026
Ohio,-4.885435965207492,2026
Stony Brook,-4.967587564008639,2026
Texas St.,-5.1704398639940194,2026
Georgia Southern,-5.893026922891451,2026
Coastal Carolina,-5.6637645196565956,2026
Denver,-6.418614994965068,2026
Samford,-6.100567880958593,2026
Lipscomb,-6.028350852988098,2026
Old Dominion,-6.260853933011916,2026
LIU,-6.123037681396696,2026
Eastern Michigan,-6.098097942630673,2026
Florida Gulf Coast,-6.379511834674304,2026
Nebraska Omaha,-6.5417389193777495,2026
Long Beach St.,-6.521914960186166,2026
Saint Peter's,-6.553078687512681,2026
Radford,-6.842106654908676,2026
American,-6.964855873909642,2026
Iona,-6.883488628757419,2026
Central Michigan,-7.06575461000908,2026
Boston University,-7.4681184123408,2026
Colgate,-7.309432865341648,2026
UC Riverside,-7.081277585784221,2026
Nicholls St.,-7.183662339118442,2026
Southern,-7.3393854426552565,2026
Princeton,-7.368175470611263,2026
Southeast Missouri St.,-7.097640855850273,2026
Charleston Southern,-7.375177549218719,2026
Lamar,-7.275646020522913,2026
Pepperdine,-7.5990579870540245,2026
Abilene Christian,-7.194502718286699,2026
Vermont,-7.631816299458038,2026
UNC Asheville,-7.573730804794096,2026
Fairfield,-7.712659487333909,2026
East Carolina,-7.667959338808998,2026
Idaho St.,-8.150859181929462,2026
SIU Edwardsville,-7.466968115912465,2026
Southern Utah,-8.144304795207475,2026
Tennessee Martin,-7.564599944187719,2026
Elon,-8.379052413600348,2026
Purdue Fort Wayne,-8.406427416170516,2026
Sacramento St.,-8.562120266374976,2026
North Dakota,-8.68182217882719,2026
Wofford,-8.900204189999641,2026
Longwood,-8.694051252668174,2026
UTEP,-8.540789758670044,2026
Dartmouth,-8.893594683299654,2026
Lindenwood,-8.539521552030251,2026
Milwaukee,-9.161297350776778,2026
Incarnate Word,-9.491720829020892,2026
Loyola Chicago,-9.09778802899406,2026
Delaware,-9.417439216772763,2026
South Dakota,-9.487745566073343,2026
Mount St. Mary's,-9.088439426858983,2026
Ball St.,-9.220826525964426,2026
Western Michigan,-10.350176919202497,2026
Prairie View A&M,-9.941767700065938,2026
Presbyterian,-10.095088806981309,2026
Lehigh,-10.19675605892023,2026
Mercyhurst,-10.167915520701925,2026
Jacksonville,-10.444222694462837,2026
Louisiana,-10.266857015851997,2026
UNC Greensboro,-11.19312367865588,2026
Arkansas Pine Bluff,-10.904290851748044,2026
Brown,-10.180075092061287,2026
Morehead St.,-11.275050168575518,2026
IU Indy,-11.325427211040946,2026
Florida A&M,-10.562884284096356,2026
East Texas A&M,-10.876543428995689,2026
Northeastern,-11.562507434977334,2026
West Georgia,-11.07962014212832,2026
Southeastern Louisiana,-10.799007605299025,2026
Sacred Heart,-11.754084473399644,2026
Bellarmine,-12.803181141135738,2026
Eastern Kentucky,-12.338595929233705,2026
Grambling St.,-10.964329390710944,2026
Oral Roberts,-11.673378570994998,2026
Evansville,-11.947534001136901,2026
USC Upstate,-11.708150781252982,2026
Hampton,-11.991638932920225,2026
Texas Southern,-12.215480947983096,2026
Northwestern St.,-12.053901798937801,2026
Alabama A&M,-12.5168203181166,2026
Alabama St.,-12.032241151064468,2026
Houston Christian,-12.277821771312304,2026
Stetson,-12.733234627028168,2026
North Carolina A&T,-12.78945333995405,2026
Chattanooga,-13.070197834944082,2026
Central Connecticut,-12.977328440152291,2026
Le Moyne,-12.764718376523419,2026
Cleveland St.,-13.908462362860575,2026
Georgia St.,-12.726335619834671,2026
Wagner,-13.133024937938572,2026
Northern Arizona,-13.652890301176853,2026
Albany,-14.46256956255732,2026
UMass Lowell,-14.461484987860345,2026
Lafayette,-14.956151702276784,2026
NJIT,-14.726326724303561,2026
Tennessee Tech,-15.443693018185314,2026
Cal St. Bakersfield,-15.638413221632149,2026
Loyola MD,-15.925606411288356,2026
Bucknell,-15.280008898166457,2026
Little Rock,-15.706378510404548,2026
North Florida,-16.86127281419138,2026
New Haven,-15.59312375358789,2026
Eastern Illinois,-15.95494692791955,2026
Norfolk St.,-17.120706792211024,2026
Jackson St.,-17.271501965246557,2026
Holy Cross,-17.242333352965844,2026
Manhattan,-18.07963603592286,2026
Niagara,-17.4751248843354,2026
UTSA,-17.63475364979182,2026
Stonehill,-16.391432030855555,2026
North Alabama,-18.10308552508316,2026
Fairleigh Dickinson,-18.41918495405244,2026
Chicago St.,-18.757917933250837,2026
Army,-18.786377252732123,2026
Northern Illinois,-18.03976762378157,2026
Air Force,-18.129074320720264,2026
Alcorn St.,-18.469131133833002,2026
Canisius,-18.42341384793977,2026
Southern Indiana,-18.626831702933003,2026
The Citadel,-20.634469332576288,2026
Louisiana Monroe,-21.182565740611224,2026
Maine,-19.601006808760886,2026
New Hampshire,-20.63051892264943,2026
Saint Francis,-21.9006449419998,2026
North Carolina Central,-22.78422858006452,2026
South Carolina St.,-21.95368660217885,2026
Morgan St.,-22.747573301406533,2026
Bryant,-23.439942095256853,2026
Binghamton,-24.633854433289102,2026
Maryland Eastern Shore,-23.319899245579805,2026
Rider,-24.253882732894965,2026
UMKC,-24.28778094536797,2026
VMI,-25.766770145618267,2026
Gardner Webb,-26.699373536756497,2026
Delaware St.,-26.11276555788355,2026
Coppin St.,-27.7853859735322,2026
Mississippi Valley St.,-29.82148315136081,2026
Western Illinois,-30.549757495078836,2026
