team,bpi,bpi_off,bpi_def,season
BALL,-2.6,-3.2,0.6,2009
SAM,-2.6,-2.5,-0.2,2009
UNH,-2.7,-4.2,1.6,2009
JKST,-2.8,-3.9,1.1,2009
L-MD,-2.9,1.2,-4.1,2009
UMBC,-2.9,4.2,-7.1,2009
PENN,-2.9,1.1,-4.1,2009
UCD,-3.0,-1.5,-1.4,2009
CAN,-3.0,-4.0,1.0,2009
STET,-3.2,10.1,-13.4,2009
UCR,-3.3,-2.4,-0.9,2009
SDST,-3.3,1.6,-4.9,2009
RICE,-3.4,-3.1,-0.3,2009
UNCO,-3.4,-3.4,-0.0,2009
TOW,-3.4,-5.1,1.7,2009
PRIN,-3.5,-5.0,1.5,2009
CAM,-3.5,-3.5,-0.0,2009
GAST,-3.5,-8.8,5.2,2009
QUIN,-3.6,-8.5,5.0,2009
COPP,-3.6,-5.2,1.6,2009
CCSU,-3.7,-0.3,-3.3,2009
PRES,-3.7,-0.4,-3.4,2009
IDST,-3.8,-1.3,-2.5,2009
MRST,-3.8,-1.5,-2.3,2009
CMU,-3.8,3.9,-7.7,2009
ARMY,-3.8,-4.2,0.4,2009
UCI,-3.9,-3.1,-0.8,2009
NAU,-4.0,-9.2,5.2,2009
SDAK,-4.0,0.2,-4.2,2009
DEN,-4.0,-1.3,-2.7,2009
COLU,-4.1,-3.7,-0.4,2009
HAMP,-4.3,0.1,-4.3,2009
CSU,-4.4,-0.8,-3.6,2009
WAG,-4.5,-11.1,6.6,2009
EIU,-4.5,-1.9,-2.6,2009
WIN,-4.5,-3.5,-1.0,2009
SPU,-4.6,-2.2,-2.4,2009
DETM,-4.6,-7.1,2.4,2009
SCST,-4.7,-2.7,-2.0,2009
NCAT,-4.7,-3.3,-1.3,2009
ELON,-4.7,-3.4,-1.3,2009
EWU,-4.8,-8.8,4.1,2009
MTST,-4.8,-3.0,-1.8,2009
HPU,-4.9,-2.8,-2.1,2009
FAU,-4.9,-4.6,-0.3,2009
NIU,-4.9,-9.5,4.5,2009
CCU,-4.9,-3.0,-2.0,2009
FIU,-5.0,-3.4,-1.6,2009
TNST,-5.1,1.5,-6.5,2009
LONG,-5.2,-9.5,4.4,2009
SFBK,-5.2,-7.2,2.0,2009
UNCA,-5.3,-10.3,5.0,2009
GASO,-5.4,1.3,-6.7,2009
SUU,-5.4,-2.0,-3.4,2009
TOL,-5.5,-6.2,0.7,2009
NORF,-5.6,-8.9,3.4,2009
BUCK,-5.6,-8.7,3.1,2009
UNO,-5.7,-4.5,-1.3,2009
BRWN,-5.8,-2.8,-3.0,2009
ULM,-5.9,-3.3,-2.6,2009
BCU,-5.9,-3.3,-2.6,2009
EMU,-6.0,-8.7,2.6,2009
COLG,-6.0,-1.2,-4.8,2009
UPST,-6.1,-3.3,-2.7,2009
CHSO,-6.1,-4.8,-1.3,2009
DART,-6.4,-5.3,-1.2,2009
CSUB,-6.5,-3.2,-3.4,2009
LAF,-6.5,-7.1,0.6,2009
FGCU,-6.6,-2.2,-4.4,2009
WIU,-6.7,-1.9,-4.8,2009
UNCW,-6.7,-2.9,-3.8,2009
UAPB,-6.8,-6.3,-0.6,2009
RGV,-7.0,1.7,-8.7,2009
DSU,-7.1,-10.5,3.4,2009
CARK,-7.1,2.8,-9.9,2009
UNCG,-7.1,-3.3,-3.8,2009
MONM,-7.1,1.0,-8.2,2009
SFPA,-7.1,-10.8,3.7,2009
TXSO,-7.2,0.6,-7.8,2009
FUR,-7.2,-4.6,-2.7,2009
FOR,-7.3,-6.6,-0.7,2009
NWST,-7.4,0.1,-7.5,2009
SIUE,-7.5,-3.2,-4.3,2009
BRY,-7.6,-7.0,-0.5,2009
MVSU,-7.7,-5.7,-2.0,2009
UND,-7.7,-3.1,-4.6,2009
FDU,-7.7,-2.8,-5.0,2009
HCU,-7.8,-11.9,4.1,2009
SEMO,-7.8,-9.4,1.7,2009
FAMU,-8.0,-10.8,2.8,2009
PEPP,-8.1,-8.4,0.3,2009
HOW,-8.4,-2.9,-5.5,2009
SOU,-8.4,-5.7,-2.7,2009
KENN,-8.5,-3.8,-4.7,2009
AAMU,-8.5,-6.5,-2.0,2009
SAC,-8.8,-1.6,-7.2,2009
LMU,-8.9,-4.7,-4.2,2009
GRAM,-8.9,-10.2,1.2,2009
UMES,-9.5,2.7,-12.2,2009
UNF,-9.6,-6.4,-3.2,2009
ALCN,-10.0,-6.2,-3.8,2009
NCCU,-10.0,-9.8,-0.3,2009
NJIT,-10.1,-7.1,-3.0,2009
