team,bpi,bpi_off,bpi_def,season
UNC,21.5,20.3,1.2,2009
CONN,18.6,12.3,6.4,2009
MEM,18.5,8.1,10.3,2009
DUKE,18.4,11.3,7.0,2009
PITT,18.1,11.0,7.0,2009
LOU,17.4,7.8,9.6,2009
WVU,16.6,6.5,10.0,2009
VILL,15.9,10.5,5.3,2009
MIZ,15.8,12.9,2.9,2009
GONZ,15.4,12.8,2.6,2009
MSU,14.9,8.8,6.1,2009
CLEM,14.5,10.8,3.7,2009
SYR,14.0,7.8,6.1,2009
UCLA,13.8,10.7,3.1,2009
PUR,13.8,13.4,0.4,2009
XAV,13.7,10.4,3.3,2009
ASU,13.5,5.6,8.0,2009
WAKE,13.5,6.1,7.3,2009
TENN,13.0,4.1,8.9,2009
ILL,12.9,11.7,1.2,2009
GTWN,12.6,11.1,1.5,2009
MARQ,12.0,0.7,11.3,2009
WASH,11.9,4.3,7.6,2009
MIA,11.8,10.6,1.3,2009
TEX,11.8,11.8,-0.1,2009
OKST,11.5,6.7,4.8,2009
FLA,11.5,5.8,5.7,2009
BUT,11.1,12.3,-1.2,2009
WIS,11.0,8.2,2.8,2009
DAV,10.9,2.3,8.6,2009
BYU,10.6,0.6,9.9,2009
LSU,10.3,7.5,2.8,2009
FSU,10.1,8.0,2.2,2009
USC,10.1,6.2,3.9,2009
UAB,9.9,2.5,7.4,2009
TEM,9.9,4.3,5.6,2009
OSU,9.8,2.3,7.5,2009
BAY,9.7,5.7,4.0,2009
CAL,9.7,2.7,7.0,2009
KSU,9.7,2.9,6.8,2009
SMC,9.7,9.4,0.2,2009
VCU,9.5,9.1,0.4,2009
NDSU,9.3,8.9,0.4,2009
HOU,9.3,5.7,3.5,2009
MICH,9.1,6.3,2.8,2009
SDSU,8.9,5.5,3.4,2009
AUB,8.8,5.0,3.8,2009
ILST,8.4,7.7,0.7,2009
TA&M,8.4,10.8,-2.4,2009
UNLV,8.3,7.7,0.6,2009
UNM,8.3,3.3,5.0,2009
CREI,8.1,0.4,7.7,2009
SIE,8.1,9.0,-0.8,2009
TLSA,8.1,5.3,2.8,2009
NCSU,8.0,4.0,3.9,2009
STAN,7.8,4.5,3.3,2009
URI,7.8,3.9,3.8,2009
VAN,7.8,4.0,3.8,2009
MINN,7.7,4.8,2.9,2009
PSU,7.7,6.3,1.4,2009
WSU,7.7,8.9,-1.3,2009
DAY,7.7,0.2,7.5,2009
MSST,7.6,5.4,2.2,2009
ARIZ,7.5,6.2,1.2,2009
USU,7.4,10.7,-3.3,2009
CLE,7.3,3.3,4.0,2009
UTAH,7.2,1.1,6.1,2009
NIA,7.0,2.3,4.7,2009
GMU,6.9,-6.4,13.4,2009
NEB,6.9,-0.4,7.3,2009
PROV,6.8,5.7,1.1,2009
CIN,6.8,-0.4,7.2,2009
UTEP,6.8,7.0,-0.2,2009
HALL,6.7,2.8,3.9,2009
AKR,6.7,-0.8,7.5,2009
UVM,6.7,3.6,3.1,2009
DUQ,6.6,6.3,0.2,2009
SFA,6.3,-0.4,6.7,2009
COR,6.1,-2.0,8.1,2009
UNI,5.9,11.0,-5.1,2009
M-OH,5.8,1.3,4.5,2009
ODU,5.8,8.1,-2.3,2009
JOES,5.8,7.8,-2.0,2009
UVA,5.8,5.3,0.4,2009
MISS,5.8,0.4,5.4,2009
ORU,5.7,7.2,-1.5,2009
UTM,5.5,10.1,-4.7,2009
WRST,5.5,-5.4,10.8,2009
ALA,5.4,4.8,0.6,2009
ETSU,5.3,0.8,4.5,2009
IOWA,5.3,-2.9,8.2,2009
BEL,5.1,-1.3,6.4,2009
AMER,5.1,2.1,3.0,2009
WKU,5.1,3.7,1.4,2009
LAS,4.9,-2.7,7.6,2009
MUR,4.8,3.0,1.9,2009
JAX,4.6,6.0,-1.5,2009
TTU,4.4,2.5,1.9,2009
PRST,4.3,7.1,-2.8,2009
OAK,4.1,-4.7,8.8,2009
KENT,3.9,3.7,0.2,2009
RMU,3.7,5.7,-2.0,2009
BUF,3.7,-4.7,8.4,2009
SHSU,3.6,6.0,-2.4,2009
UIC,3.6,-2.3,5.8,2009
NEV,3.5,3.9,-0.4,2009
ARK,3.4,3.8,-0.4,2009
SJU,3.3,-1.1,4.4,2009
COFC,3.2,4.3,-1.1,2009
RICH,3.1,8.8,-5.7,2009
UCF,3.1,4.9,-1.9,2009
PORT,3.0,6.0,-2.9,2009
EVAN,2.8,2.0,0.8,2009
MSM,2.7,1.2,1.5,2009
EKU,2.6,-1.4,4.0,2009
CSUN,2.5,2.8,-0.3,2009
DRKE,2.5,1.2,1.3,2009
PAC,2.4,1.6,0.8,2009
USM,2.3,4.3,-2.0,2009
MTSU,2.3,-0.9,3.2,2009
BRAD,2.3,6.0,-3.8,2009
MRSH,2.3,0.8,1.5,2009
MASS,2.2,3.0,-0.9,2009
BGSU,2.1,1.9,0.3,2009
ISU,2.0,0.1,2.0,2009
DREX,2.0,-1.7,3.7,2009
CLT,2.0,1.3,0.7,2009
ORST,1.9,4.3,-2.4,2009
LIP,1.9,-1.7,3.5,2009
OHIO,1.9,-2.7,4.6,2009
JMU,1.8,-0.3,2.1,2009
SIU,1.7,-0.2,1.9,2009
TCU,1.4,0.3,1.2,2009
NMSU,1.4,2.7,-1.3,2009
WICH,1.3,3.8,-2.6,2009
MORE,1.3,-2.4,3.6,2009
NICH,1.2,-2.7,4.0,2009
SLU,1.2,-5.0,6.2,2009
RUTG,1.2,1.5,-0.3,2009
USF,1.2,-1.9,3.1,2009
UTA,1.0,-5.4,6.4,2009
MILW,1.0,0.6,0.4,2009
SHU,1.0,4.1,-3.1,2009
UNT,1.0,-0.7,1.7,2009
VMI,1.0,2.1,-1.2,2009
MORG,1.0,-2.3,3.2,2009
SCU,0.9,-2.6,3.5,2009
TULN,0.9,6.0,-5.1,2009
WEB,0.9,-4.0,4.9,2009
RID,0.8,-0.7,1.5,2009
IONA,0.8,-4.2,4.9,2009
SELA,0.6,-5.2,5.8,2009
USA,0.6,-3.3,3.9,2009
FAIR,0.5,-4.8,5.3,2009
STBK,0.4,6.0,-5.5,2009
USD,0.4,-1.0,1.5,2009
CSUF,0.3,1.6,-1.3,2009
AMCC,0.2,3.9,-3.6,2009
APSU,0.2,6.2,-6.1,2009
RAD,0.1,15.2,-15.1,2009
LAM,-0.0,-2.4,2.4,2009
BING,-0.0,-3.4,3.4,2009
TXST,-0.0,-2.4,2.3,2009
LBSU,-0.2,-1.6,1.5,2009
IUIN,-0.2,0.6,-0.7,2009
HOF,-0.2,3.6,-3.8,2009
WCU,-0.2,-3.9,3.7,2009
UCSB,-0.2,-0.1,-0.1,2009
ORE,-0.3,-1.0,0.7,2009
CIT,-0.3,-1.0,0.7,2009
NAVY,-0.3,-4.0,3.7,2009
MAN,-0.3,-5.6,5.3,2009
LIB,-0.4,4.9,-5.3,2009
UTSA,-0.4,-1.1,0.7,2009
BOIS,-0.5,4.8,-5.2,2009
SBU,-0.5,2.0,-2.5,2009
UGA,-0.6,2.7,-3.3,2009
WOF,-0.7,0.9,-1.6,2009
IDHO,-0.8,6.8,-7.7,2009
UTC,-0.9,2.7,-3.6,2009
ARST,-1.1,-3.6,2.5,2009
TROY,-1.1,-1.5,0.4,2009
ECU,-1.2,2.7,-3.8,2009
HARV,-1.2,-3.0,1.8,2009
DEL,-1.2,2.3,-3.5,2009
DEP,-1.2,-2.6,1.3,2009
SJSU,-1.2,1.4,-2.7,2009
MOST,-1.3,-3.0,1.7,2009
UALB,-1.3,3.4,-4.7,2009
APP,-1.4,3.0,-4.4,2009
SMU,-1.4,2.4,-3.9,2009
SEA,-1.5,1.2,-2.7,2009
JXST,-1.7,-2.2,0.5,2009
MER,-1.7,-0.4,-1.4,2009
YSU,-1.8,-2.8,1.0,2009
W&M,-1.9,-4.1,2.3,2009
FRES,-1.9,4.9,-6.9,2009
WMU,-2.0,-3.1,1.1,2009
ALST,-2.0,6.3,-8.3,2009
INST,-2.0,3.1,-5.1,2009
VAL,-2.0,0.4,-2.5,2009
YALE,-2.1,1.0,-3.1,2009
LIU,-2.1,-0.5,-1.6,2009
WYO,-2.2,-0.9,-1.2,2009
TNTC,-2.2,-5.4,3.2,2009
UVU,-2.3,-3.7,1.5,2009
MONT,-2.3,4.9,-7.2,2009
CHST,-2.3,-3.4,1.0,2009
PFW,-2.4,-3.6,1.2,2009
GWEB,-2.4,-1.6,-0.9,2009
LUC,-2.5,3.8,-6.4,2009
LEH,-2.5,-0.8,-1.8,2009
MCN,-2.6,-6.2,3.6,2009
COLO,-2.6,0.3,-2.9,2009
HAW,-2.6,-3.3,0.6,2009
