team,bpi,bpi_off,bpi_def,season
GONZ,21.3,15.0,6.3,2021
BAY,20.7,13.9,6.8,2021
HOU,18.3,9.9,8.4,2021
ILL,17.6,9.7,8.0,2021
MICH,17.4,9.7,7.7,2021
IOWA,17.0,14.3,2.7,2021
VILL,15.1,10.9,4.2,2021
TTU,14.4,6.5,7.9,2021
ALA,14.4,5.8,8.6,2021
USC,14.3,7.0,7.3,2021
OSU,14.2,10.6,3.6,2021
UVA,13.9,8.0,5.8,2021
ARK,13.5,6.4,7.1,2021
TENN,13.3,5.0,8.3,2021
LUC,13.2,5.6,7.7,2021
WIS,13.2,6.0,7.2,2021
CREI,13.1,8.0,5.0,2021
COLO,13.1,7.4,5.7,2021
FSU,12.7,7.0,5.7,2021
LSU,12.6,11.2,1.4,2021
CONN,12.5,6.4,6.1,2021
TEX,12.4,6.7,5.7,2021
SDSU,12.2,5.3,6.9,2021
WVU,12.0,8.1,3.9,2021
UNC,12.0,5.3,6.7,2021
PUR,11.7,5.1,6.6,2021
UCLA,11.6,6.2,5.4,2021
SBU,11.4,8.1,3.3,2021
ORE,11.3,5.2,6.2,2021
DUKE,11.2,8.2,3.0,2021
BYU,11.1,7.7,3.4,2021
SYR,11.1,6.6,4.5,2021
MEM,11.0,6.4,4.6,2021
FLA,10.9,6.8,4.2,2021
OKST,10.8,1.6,9.2,2021
ARIZ,10.3,5.8,4.5,2021
RUTG,10.2,3.9,6.3,2021
CLEM,9.9,6.4,3.5,2021
SLU,9.7,6.0,3.8,2021
PSU,9.7,6.3,3.4,2021
MISS,9.6,3.2,6.4,2021
NCSU,9.6,5.1,4.5,2021
MIZ,9.5,2.3,7.3,2021
HALL,9.5,5.2,4.3,2021
SMU,9.4,5.4,4.0,2021
COLG,9.2,1.9,7.3,2021
DAV,9.0,5.5,3.5,2021
USU,9.0,4.8,4.2,2021
RICH,8.9,4.0,4.8,2021
BOIS,8.8,4.7,4.1,2021
XAV,8.7,5.2,3.5,2021
VCU,8.5,6.9,1.6,2021
UCSB,8.5,7.9,0.6,2021
LOU,8.5,3.2,5.3,2021
MSST,8.5,1.7,6.7,2021
ORST,8.3,6.0,2.3,2021
SJU,8.3,4.2,4.1,2021
WRST,8.3,4.7,3.6,2021
DRKE,8.2,0.8,7.4,2021
AUB,8.1,5.2,2.9,2021
PROV,7.9,3.9,4.0,2021
UNT,7.9,3.7,4.1,2021
MSU,7.5,5.3,2.3,2021
GTWN,7.5,5.2,2.3,2021
UTAH,7.5,3.5,4.0,2021
TOL,7.3,5.7,1.6,2021
MINN,7.3,4.8,2.4,2021
LIB,7.2,3.7,3.4,2021
GCU,7.2,3.6,3.5,2021
MARQ,7.1,3.1,4.0,2021
STAN,7.1,3.1,4.0,2021
UAB,6.9,4.9,2.0,2021
CSU,6.7,1.7,4.9,2021
MRSH,6.6,6.5,0.1,2021
WIN,6.5,2.6,3.9,2021
ACU,6.4,4.7,1.7,2021
DAY,6.4,3.6,2.8,2021
PITT,6.2,2.0,4.2,2021
UNCG,6.2,3.2,3.1,2021
BEL,6.2,1.2,5.0,2021
SMC,6.1,7.1,-1.1,2021
WKU,6.0,0.9,5.1,2021
BUF,5.9,4.0,1.9,2021
OHIO,5.9,4.3,1.6,2021
URI,5.8,2.5,3.3,2021
FUR,5.8,-0.7,6.5,2021
UVM,5.7,3.6,2.1,2021
WICH,5.5,3.3,2.2,2021
UCI,5.4,1.1,4.3,2021
LMU,5.3,4.8,0.5,2021
PEPP,5.3,0.1,5.1,2021
VAN,5.3,3.0,2.2,2021
SDST,5.2,2.6,2.6,2021
UGA,5.1,4.9,0.2,2021
EWU,5.1,1.1,4.0,2021
ASU,5.0,4.4,0.6,2021
UCR,5.0,3.0,2.0,2021
DUQ,5.0,1.7,3.3,2021
NEV,4.7,-0.3,5.0,2021
WOF,4.5,2.6,1.9,2021
WSU,4.5,3.3,1.2,2021
MASS,4.4,3.7,0.7,2021
GAST,4.3,5.8,-1.6,2021
UCF,4.1,2.5,1.6,2021
WEB,4.0,4.1,-0.0,2021
NEB,3.9,3.1,0.8,2021
MOST,3.9,0.7,3.2,2021
TLSA,3.7,0.2,3.4,2021
BUT,3.6,2.5,1.2,2021
SUU,3.6,3.2,0.4,2021
MUR,3.5,-1.5,5.0,2021
AKR,3.5,1.1,2.5,2021
KENT,3.5,2.2,1.2,2021
CIN,3.4,3.6,-0.2,2021
CCU,3.4,1.7,1.7,2021
CSUB,3.3,3.6,-0.3,2021
TA&M,3.3,-0.5,3.8,2021
UMBC,3.1,0.9,2.2,2021
MIA,3.0,1.9,1.1,2021
NMSU,2.9,0.4,2.5,2021
TCU,2.8,0.4,2.5,2021
MER,2.6,3.1,-0.5,2021
TEM,2.6,2.2,0.4,2021
