team,bpi,bpi_off,bpi_def,season
RICH,6.8,2.3,4.5,2013
HALL,6.7,4.1,2.6,2013
SCU,6.6,10.1,-3.4,2013
ASU,6.4,-6.3,12.7,2013
TA&M,6.2,3.3,2.8,2013
IONA,6.1,5.6,0.5,2013
XAV,6.0,4.1,1.9,2013
SDST,5.8,3.2,2.6,2013
PRIN,5.4,1.9,3.5,2013
CLEM,5.4,6.8,-1.4,2013
RUTG,5.3,3.7,1.7,2013
NCCU,4.8,-1.4,6.1,2013
MER,4.7,12.6,-7.9,2013
MASS,4.7,-0.3,5.0,2013
VAN,4.7,4.8,-0.2,2013
WSU,4.6,-2.4,7.0,2013
EKU,4.6,-3.4,8.0,2013
EVAN,4.6,1.3,3.3,2013
TEX,4.4,-1.3,5.7,2013
SJU,4.2,-1.7,5.9,2013
NMSU,4.2,6.4,-2.2,2013
LSU,4.0,-4.4,8.4,2013
CAN,4.0,-0.3,4.3,2013
FGCU,4.0,4.3,-0.4,2013
WVU,4.0,2.6,1.3,2013
UGA,3.8,0.9,2.9,2013
WASH,3.8,0.1,3.7,2013
USC,3.8,0.7,3.1,2013
MUR,3.8,4.1,-0.3,2013
L-MD,3.4,-1.6,5.1,2013
RMU,3.4,5.9,-2.5,2013
INST,3.3,4.1,-0.7,2013
SBU,3.3,0.6,2.6,2013
ORU,3.2,-3.4,6.6,2013
USU,3.2,2.2,0.9,2013
UTEP,3.2,-0.1,3.2,2013
FSU,3.1,0.9,2.2,2013
PAC,3.0,2.9,0.1,2013
NWST,2.9,-0.1,3.0,2013
ECU,2.9,1.1,1.8,2013
HARV,2.9,-0.5,3.4,2013
GMU,2.9,4.8,-1.9,2013
UCI,2.9,2.6,0.3,2013
CLT,2.9,3.3,-0.4,2013
UCF,2.9,1.4,1.5,2013
TXSO,2.8,-2.4,5.3,2013
USF,2.8,2.2,0.6,2013
ORST,2.5,-0.5,3.1,2013
WRST,2.4,7.6,-5.2,2013
FAIR,2.4,-0.3,2.7,2013
DRKE,2.4,6.1,-3.7,2013
FRES,2.3,1.6,0.8,2013
ARST,2.3,1.0,1.3,2013
UTAH,2.3,1.3,1.0,2013
UTA,2.3,0.5,1.8,2013
WYO,2.0,-2.6,4.6,2013
KENT,2.0,2.4,-0.4,2013
ARMY,1.9,2.0,-0.2,2013
UVM,1.8,-4.3,6.1,2013
CHSO,1.7,5.1,-3.4,2013
WMU,1.7,-5.4,7.1,2013
UALB,1.7,-5.6,7.3,2013
DEP,1.7,5.3,-3.6,2013
WIU,1.7,-4.7,6.4,2013
NIA,1.7,-1.1,2.8,2013
COFC,1.6,-2.5,4.2,2013
SOU,1.6,-2.4,3.9,2013
MONT,1.5,-5.9,7.4,2013
WAKE,1.5,3.8,-2.3,2013
TULN,1.4,4.0,-2.6,2013
TNST,1.4,-3.9,5.3,2013
PSU,1.4,3.7,-2.3,2013
NEB,1.3,-0.2,1.6,2013
MAN,1.3,-1.7,3.1,2013
BRAD,1.3,6.9,-5.5,2013
RID,1.3,-8.8,10.2,2013
UAB,1.3,5.8,-4.5,2013
HOU,1.3,-1.5,2.7,2013
LUC,1.1,1.3,-0.1,2013
DEL,1.1,-2.9,4.0,2013
BRY,0.9,0.2,0.7,2013
GAST,0.9,1.5,-0.7,2013
SIU,0.9,1.5,-0.6,2013
WKU,0.8,2.8,-2.0,2013
USD,0.7,3.0,-2.3,2013
SMU,0.6,-3.2,3.8,2013
ELON,0.5,-1.3,1.8,2013
DREX,0.4,-5.1,5.4,2013
GWEB,0.3,-6.9,7.2,2013
UPST,0.1,1.0,-0.9,2013
YSU,0.1,-2.6,2.7,2013
TOL,0.1,3.5,-3.4,2013
CSUN,-0.0,7.9,-7.9,2013
LIU,-0.1,-2.9,2.9,2013
TOW,-0.1,2.6,-2.7,2013
HAW,-0.2,3.8,-4.0,2013
YALE,-0.3,1.3,-1.6,2013
HPU,-0.4,-0.1,-0.2,2013
AUB,-0.4,-2.8,2.4,2013
QUIN,-0.4,-1.5,1.1,2013
CSUF,-0.4,-1.8,1.3,2013
MORG,-0.5,-3.0,2.5,2013
TLSA,-0.5,-0.9,0.4,2013
USA,-0.6,4.1,-4.7,2013
IDHO,-0.6,-3.2,2.6,2013
UNCA,-0.6,-4.4,3.8,2013
FIU,-0.7,1.5,-2.2,2013
UCD,-0.7,0.2,-0.9,2013
OAK,-0.8,3.0,-3.8,2013
LBSU,-0.8,2.0,-2.8,2013
JXST,-0.9,6.0,-6.8,2013
UIC,-0.9,7.8,-8.7,2013
CCU,-1.0,0.1,-1.1,2013
COLU,-1.0,0.2,-1.2,2013
BUF,-1.0,-0.0,-1.0,2013
URI,-1.0,1.2,-2.2,2013
SHSU,-1.0,-0.3,-0.8,2013
WAG,-1.1,-0.1,-1.1,2013
MORE,-1.2,1.7,-2.9,2013
W&M,-1.2,5.9,-7.1,2013
JMU,-1.3,0.3,-1.5,2013
LAF,-1.3,-9.7,8.4,2013
SEMO,-1.4,0.8,-2.1,2013
MRSH,-1.4,0.5,-1.9,2013
NORF,-1.4,1.7,-3.2,2013
NEV,-1.4,1.4,-2.8,2013
SFBK,-1.5,1.8,-3.3,2013
BGSU,-1.5,3.0,-4.5,2013
UCSB,-1.5,5.9,-7.4,2013
MSM,-1.6,1.3,-2.9,2013
NJIT,-1.6,-2.4,0.8,2013
MOST,-1.7,-3.7,2.0,2013
WOF,-1.9,-3.0,1.1,2013
LMU,-2.0,-5.4,3.5,2013
WCU,-2.0,-0.6,-1.4,2013
PFW,-2.0,-3.9,1.9,2013
STET,-2.2,-6.4,4.3,2013
NCAT,-2.2,-0.8,-1.4,2013
FAU,-2.2,2.4,-4.6,2013
CSUB,-2.2,1.0,-3.2,2013
UNF,-2.3,-2.6,0.3,2013
MRST,-2.3,0.7,-3.0,2013
MSST,-2.3,3.0,-5.3,2013
DUQ,-2.4,1.1,-3.5,2013
BRWN,-2.5,-1.9,-0.7,2013
UTSA,-2.5,-2.0,-0.5,2013
UNCO,-2.6,0.8,-3.4,2013
SDAK,-2.7,0.5,-3.2,2013
CCSU,-2.8,-4.9,2.2,2013
PEPP,-3.0,-2.9,-0.2,2013
UNH,-3.1,0.7,-3.8,2013
UND,-3.3,-2.1,-1.2,2013
COR,-3.3,-6.1,2.8,2013
BALL,-3.4,-9.0,5.7,2013
UNT,-3.5,-3.3,-0.2,2013
SEA,-3.5,0.3,-3.8,2013
BCU,-3.6,-2.2,-1.4,2013
APP,-3.6,-7.4,3.8,2013
TNTC,-3.7,1.1,-4.8,2013
NKU,-3.7,-5.7,1.9,2013
HAMP,-4.0,-2.4,-1.6,2013
PENN,-4.1,1.4,-5.5,2013
ODU,-4.1,-1.0,-3.1,2013
SHU,-4.1,-5.2,1.1,2013
TTU,-4.2,-1.0,-3.2,2013
M-OH,-4.2,-0.0,-4.2,2013
NICH,-4.2,-3.7,-0.5,2013
TCU,-4.3,1.9,-6.1,2013
AMER,-4.3,-4.9,0.6,2013
TXST,-4.5,-1.6,-2.9,2013
SAC,-4.6,0.7,-5.3,2013
PORT,-4.7,2.1,-6.8,2013
FOR,-4.7,3.2,-7.9,2013
EMU,-4.7,-4.6,-0.2,2013
SELA,-4.8,-6.8,2.0,2013
VMI,-5.0,-2.3,-2.7,2013
WIN,-5.0,-1.1,-3.9,2013
SPU,-5.0,-2.8,-2.2,2013
CMU,-5.0,-2.3,-2.8,2013
JAX,-5.2,-2.5,-2.7,2013
SJSU,-5.2,-1.6,-3.6,2013
COLG,-5.2,0.2,-5.4,2013
APSU,-5.3,-4.2,-1.0,2013
CLE,-5.5,-8.8,3.3,2013
LIB,-5.5,-4.8,-0.7,2013
GASO,-5.5,-3.7,-1.9,2013
DSU,-5.6,-2.2,-3.4,2013
EWU,-5.7,-1.2,-4.5,2013
UNCG,-5.7,1.5,-7.3,2013
TROY,-5.7,-0.8,-5.0,2013
CARK,-5.8,-3.4,-2.4,2013
MCN,-5.8,-0.0,-5.8,2013
UAPB,-5.8,-10.5,4.7,2013
UVU,-5.8,-7.6,1.8,2013
DART,-5.9,2.4,-8.3,2013
SAM,-5.9,-5.5,-0.4,2013
MILW,-6.0,-5.7,-0.2,2013
UTC,-6.0,-0.3,-5.7,2013
LIP,-6.1,-11.4,5.4,2013
MONM,-6.1,-4.2,-1.9,2013
RAD,-6.2,4.7,-10.9,2013
SIUE,-6.2,-9.3,3.0,2013
UNCW,-6.2,-7.7,1.5,2013
PRST,-6.3,0.6,-6.9,2013
EIU,-6.3,-0.7,-5.6,2013
CAM,-6.3,-4.6,-1.7,2013
CHST,-6.4,-2.5,-3.9,2013
MTST,-6.4,1.8,-8.2,2013
HOF,-6.5,-3.8,-2.7,2013
AMCC,-6.5,-1.8,-4.7,2013
JKST,-6.5,-6.6,0.0,2013
SUU,-6.7,-6.3,-0.4,2013
SIE,-6.7,0.4,-7.1,2013
NAVY,-6.8,1.0,-7.7,2013
COPP,-6.9,-5.6,-1.4,2013
ETSU,-7.0,4.8,-11.8,2013
UMBC,-7.1,-3.8,-3.3,2013
UCR,-7.1,-5.3,-1.8,2013
FAMU,-7.1,-2.3,-4.8,2013
RGV,-7.1,-6.3,-0.8,2013
ALCN,-7.3,-6.3,-1.0,2013
NIU,-7.6,-3.7,-4.0,2013
NAU,-7.7,-1.3,-6.4,2013
HCU,-7.7,0.4,-8.1,2013
HOW,-7.8,-3.9,-3.9,2013
SFPA,-7.8,-4.9,-2.9,2013
IDST,-7.9,-5.8,-2.0,2013
ALST,-8.0,-4.5,-3.5,2013
UNO,-8.1,-0.8,-7.3,2013
UTM,-8.1,-6.0,-2.1,2013
KENN,-8.2,-8.5,0.2,2013
ULM,-8.2,-1.6,-6.6,2013
RICE,-8.5,-4.9,-3.6,2013
CIT,-8.8,-1.0,-7.8,2013
OMA,-8.8,-8.4,-0.5,2013
PRES,-8.9,-8.0,-0.8,2013
IUIN,-8.9,-2.6,-6.2,2013
FUR,-8.9,-3.0,-5.9,2013
MVSU,-8.9,-6.6,-2.3,2013
AAMU,-9.0,-11.9,2.9,2013
FDU,-9.1,-3.2,-5.9,2013
SCST,-9.3,-6.1,-3.3,2013
BING,-9.7,-3.5,-6.1,2013
UMES,-9.9,-10.0,0.2,2013
LONG,-10.1,-3.1,-7.0,2013
LAM,-10.3,-5.3,-5.0,2013
GRAM,-10.3,-8.8,-1.5,2013
