team,bpi,bpi_off,bpi_def,season
ELON,-2.7,5.2,-7.9,2008
SBU,-2.8,-5.9,3.0,2008
NICH,-2.9,-3.6,0.7,2008
ULM,-2.9,-1.8,-1.1,2008
MCN,-2.9,-2.4,-0.6,2008
MTST,-3.0,-4.1,1.1,2008
TNST,-3.0,0.7,-3.7,2008
BUCK,-3.1,-5.1,2.1,2008
JAX,-3.1,-5.0,1.9,2008
IONA,-3.1,-2.8,-0.4,2008
YSU,-3.2,-0.1,-3.2,2008
ALST,-3.2,1.9,-5.2,2008
EKU,-3.3,2.3,-5.5,2008
LEH,-3.4,-6.9,3.5,2008
ARST,-3.8,2.1,-5.8,2008
MAN,-3.8,-2.9,-0.9,2008
BALL,-3.8,-4.1,0.4,2008
WYO,-3.8,-7.8,4.0,2008
EVAN,-3.9,3.2,-7.1,2008
PEPP,-3.9,-6.8,2.9,2008
WCU,-4.0,-1.5,-2.5,2008
ARMY,-4.0,-4.0,0.0,2008
UNH,-4.1,-0.1,-4.0,2008
RGV,-4.1,-5.7,1.6,2008
CCU,-4.1,0.7,-4.8,2008
EWU,-4.2,2.3,-6.4,2008
GAST,-4.2,-5.2,1.0,2008
ECU,-4.2,0.6,-4.8,2008
DETM,-4.2,-4.5,0.3,2008
PRES,-4.3,-2.3,-1.9,2008
TXST,-4.3,-3.1,-1.2,2008
TROY,-4.4,-8.3,4.0,2008
WIU,-4.5,1.0,-5.4,2008
DSU,-4.5,-4.7,0.1,2008
CARK,-4.5,0.0,-4.6,2008
AMCC,-4.6,-1.3,-3.3,2008
SJSU,-4.6,-8.4,3.8,2008
MORE,-4.7,-0.4,-4.2,2008
ORST,-4.8,-6.5,1.7,2008
SAM,-5.0,3.8,-8.8,2008
CAM,-5.0,-4.3,-0.6,2008
UNCO,-5.1,-10.0,4.9,2008
MER,-5.1,-2.8,-2.3,2008
NCAT,-5.3,-1.0,-4.3,2008
PENN,-5.4,-2.2,-3.2,2008
HARV,-5.4,-2.1,-3.3,2008
STET,-5.5,-5.5,-0.0,2008
NORF,-5.5,-5.9,0.4,2008
SPU,-5.5,-1.2,-4.4,2008
FIU,-5.5,-7.8,2.3,2008
CHST,-5.6,-8.3,2.7,2008
CHSO,-5.7,7.9,-13.7,2008
NWST,-6.0,-5.3,-0.7,2008
UTSA,-6.0,4.4,-10.5,2008
SUU,-6.1,-3.9,-2.2,2008
SMU,-6.1,-9.9,3.8,2008
CSU,-6.1,-5.7,-0.4,2008
STBK,-6.1,-0.8,-5.4,2008
PRIN,-6.2,-5.2,-1.0,2008
NIU,-6.2,-2.8,-3.4,2008
PORT,-6.3,-6.7,0.4,2008
UPST,-6.3,-6.0,-0.2,2008
SFBK,-6.4,-10.6,4.2,2008
UCR,-6.5,-1.9,-4.7,2008
DEN,-6.6,-2.0,-4.6,2008
RAD,-6.6,1.5,-8.2,2008
SDST,-6.7,-1.6,-5.1,2008
RICE,-6.7,-1.4,-5.3,2008
DART,-6.8,-0.7,-6.1,2008
IDHO,-6.8,-6.1,-0.7,2008
FUR,-6.8,-1.0,-5.8,2008
SEMO,-7.0,-4.0,-3.0,2008
FGCU,-7.0,-6.0,-1.0,2008
KENN,-7.1,2.4,-9.5,2008
FDU,-7.1,0.3,-7.5,2008
LBSU,-7.1,3.0,-10.1,2008
SCST,-7.1,-7.3,0.2,2008
EIU,-7.2,-2.7,-4.5,2008
JKST,-7.2,-5.4,-1.9,2008
MONM,-7.3,-3.0,-4.3,2008
FAMU,-7.4,-8.0,0.6,2008
AAMU,-7.5,-10.8,3.2,2008
SFPA,-7.6,-1.5,-6.1,2008
COPP,-7.7,-0.9,-6.8,2008
SOU,-7.7,-6.4,-1.3,2008
UCD,-7.8,-7.1,-0.7,2008
IDST,-7.9,-3.5,-4.4,2008
JXST,-7.9,-8.8,0.9,2008
CSUB,-8.0,-12.8,4.8,2008
BCU,-8.0,0.2,-8.2,2008
CAN,-8.1,-4.7,-3.4,2008
UAPB,-8.1,-10.0,1.9,2008
SAC,-8.1,-6.8,-1.3,2008
MVSU,-8.4,-5.0,-3.4,2008
LONG,-8.8,-6.6,-2.1,2008
CIT,-8.9,3.4,-12.3,2008
TXSO,-9.0,-3.9,-5.2,2008
LMU,-9.1,-3.2,-5.9,2008
UNF,-9.2,-0.6,-8.7,2008
HOW,-9.3,-5.4,-3.9,2008
ALCN,-9.4,-1.0,-8.4,2008
UMES,-9.4,-7.5,-2.0,2008
GRAM,-9.6,-2.1,-7.5,2008
NCCU,-9.6,-10.4,0.8,2008
NJIT,-9.8,-5.1,-4.7,2008
