team,bpi,bpi_off,bpi_def,season
OHIO,-1.2,-2.4,1.2,2019
SCU,-1.2,-0.2,-1.1,2019
CBU,-1.5,2.2,-3.7,2019
LBSU,-1.5,-0.9,-0.6,2019
UNF,-1.5,-1.8,0.3,2019
USA,-1.5,1.3,-2.9,2019
VAL,-1.5,2.8,-4.4,2019
UIC,-1.6,-0.5,-1.0,2019
ILST,-1.6,-0.9,-0.7,2019
QUIN,-1.9,2.0,-3.8,2019
SFPA,-1.9,0.3,-2.3,2019
RGV,-2.0,-4.2,2.2,2019
LAS,-2.1,-1.2,-0.9,2019
W&M,-2.2,-1.3,-0.9,2019
ARMY,-2.2,-0.5,-1.8,2019
SDAK,-2.3,-3.8,1.5,2019
EKU,-2.4,0.2,-2.6,2019
FIU,-2.4,-3.6,1.2,2019
PAC,-2.5,-2.2,-0.2,2019
HPU,-2.5,0.4,-2.9,2019
INST,-2.5,-2.4,-0.1,2019
SHU,-2.6,-0.6,-2.0,2019
NORF,-2.6,-1.2,-1.4,2019
TROY,-2.6,-1.1,-1.6,2019
WSU,-2.8,-3.3,0.6,2019
LIU,-2.8,-2.3,-0.5,2019
EWU,-2.9,-2.0,-0.9,2019
RMU,-3.0,0.6,-3.6,2019
CSUB,-3.0,1.1,-4.2,2019
COR,-3.1,-3.9,0.8,2019
CIT,-3.1,-0.3,-2.8,2019
PRST,-3.2,-3.0,-0.2,2019
UML,-3.2,0.0,-3.2,2019
DREX,-3.2,-4.1,0.9,2019
FOR,-3.3,-2.1,-1.2,2019
SAC,-3.4,-2.4,-1.0,2019
EVAN,-3.5,-1.6,-1.9,2019
UND,-3.5,-2.5,-1.0,2019
MRST,-3.5,-2.9,-0.7,2019
SIE,-3.6,-2.5,-1.1,2019
MORE,-3.6,-1.7,-1.9,2019
FGCU,-3.6,-0.1,-3.5,2019
CAN,-3.6,-3.8,0.2,2019
JAX,-3.7,-0.4,-3.3,2019
UTC,-3.8,1.6,-5.3,2019
UCD,-3.8,-3.2,-0.6,2019
SFBK,-3.9,-1.2,-2.6,2019
MTST,-3.9,-4.3,0.5,2019
DEL,-3.9,-1.5,-2.5,2019
WMU,-4.0,-3.8,-0.2,2019
SELA,-4.0,-2.8,-1.2,2019
UNCW,-4.1,2.6,-6.7,2019
NCCU,-4.2,-1.5,-2.7,2019
GRAM,-4.2,-0.0,-4.2,2019
L-MD,-4.3,0.6,-4.8,2019
UALB,-4.3,-4.5,0.2,2019
ARST,-4.3,-4.3,-0.0,2019
DETM,-4.6,-3.7,-0.9,2019
SUU,-4.6,-3.1,-1.5,2019
HCU,-4.6,-1.7,-2.9,2019
TOW,-4.6,-1.5,-3.1,2019
FAIR,-4.6,-1.2,-3.4,2019
CAL,-4.6,-2.5,-2.2,2019
BCU,-4.7,-1.7,-3.0,2019
MTSU,-4.7,-2.7,-2.0,2019
ECU,-4.9,-2.2,-2.7,2019
CSUN,-5.0,-4.5,-0.4,2019
RICE,-5.0,-4.8,-0.2,2019
UNO,-5.0,2.0,-7.0,2019
MONM,-5.2,-0.1,-5.1,2019
TULN,-5.3,-3.4,-1.9,2019
TNST,-5.3,-4.0,-1.3,2019
YSU,-5.3,1.2,-6.6,2019
NAVY,-5.4,-2.9,-2.5,2019
LAF,-5.4,-3.6,-1.8,2019
WCU,-5.4,-5.6,0.2,2019
JMU,-5.4,-2.1,-3.3,2019
LONG,-5.6,-3.9,-1.7,2019
WIU,-5.6,-1.9,-3.7,2019
NCAT,-5.7,-0.2,-5.4,2019
WAG,-5.7,-4.5,-1.3,2019
MILW,-6.0,-0.0,-5.9,2019
UTM,-6.0,-2.6,-3.5,2019
NIA,-6.0,-4.3,-1.7,2019
CLE,-6.1,-2.0,-4.1,2019
HOW,-6.1,-6.2,0.0,2019
ORU,-6.2,-5.0,-1.2,2019
VMI,-6.2,-4.6,-1.7,2019
AMCC,-6.3,-0.4,-5.8,2019
SPU,-6.3,-5.0,-1.3,2019
EIU,-6.4,-1.6,-4.8,2019
CARK,-6.4,-5.8,-0.6,2019
UCR,-6.4,-7.1,0.7,2019
UTEP,-6.4,-4.9,-1.5,2019
NICH,-6.4,-3.4,-3.0,2019
NAU,-6.4,-1.0,-5.4,2019
ELON,-6.5,-2.9,-3.6,2019
SFA,-6.6,-4.9,-1.7,2019
SEMO,-6.6,-1.5,-5.2,2019
CLT,-6.7,-3.0,-3.6,2019
UAPB,-6.7,-2.6,-4.1,2019
MAN,-6.7,-4.3,-2.4,2019
IDST,-6.7,-4.6,-2.2,2019
UNA,-6.7,-4.1,-2.6,2019
CCSU,-6.8,-5.9,-1.0,2019
ALST,-6.9,-3.3,-3.6,2019
MSM,-6.9,0.0,-7.0,2019
DEN,-7.0,-1.2,-5.8,2019
BRY,-7.0,-2.5,-4.5,2019
JKST,-7.2,-1.5,-5.7,2019
FAMU,-7.3,-0.9,-6.4,2019
BING,-7.3,-1.9,-5.4,2019
TNTC,-7.4,-6.4,-1.0,2019
PORT,-7.6,-5.7,-1.9,2019
WYO,-7.6,-2.8,-4.8,2019
UPST,-8.0,-3.9,-4.1,2019
MCN,-8.1,-3.2,-5.0,2019
SCST,-8.2,-8.5,0.2,2019
SOU,-8.3,-4.1,-4.1,2019
STET,-8.4,-2.6,-5.8,2019
SIUE,-8.5,-3.4,-5.1,2019
MORG,-8.6,-6.1,-2.5,2019
UNH,-8.7,-4.1,-4.6,2019
NWST,-8.8,-6.1,-2.7,2019
COPP,-9.0,-5.9,-3.1,2019
KENN,-9.0,-9.5,0.5,2019
ALCN,-9.1,-0.6,-8.5,2019
AAMU,-9.2,-7.5,-1.7,2019
IDHO,-9.3,-4.6,-4.7,2019
SJSU,-9.3,-6.1,-3.2,2019
UIW,-9.5,-6.1,-3.4,2019
MVSU,-9.5,-2.9,-6.6,2019
UNCA,-9.6,-3.3,-6.4,2019
UMES,-9.7,-9.4,-0.3,2019
DSU,-9.7,-8.9,-0.8,2019
CHST,-9.8,-4.8,-5.0,2019
