team,bpi,bpi_off,bpi_def,season
TNST,-2.4,-4.6,2.2,2018
ARMY,-2.4,-0.1,-2.4,2018
JMU,-2.5,-5.3,2.8,2018
MILW,-2.6,-3.8,1.2,2018
HAW,-2.6,-1.5,-1.1,2018
TXSO,-2.6,2.4,-5.0,2018
UNH,-2.7,-2.1,-0.6,2018
ELON,-2.7,-3.4,0.7,2018
DEN,-2.7,-3.4,0.6,2018
LBSU,-2.8,-2.3,-0.6,2018
FAU,-2.9,0.4,-3.3,2018
NJIT,-3.0,-2.2,-0.8,2018
GWEB,-3.0,-2.0,-1.0,2018
USM,-3.0,-3.0,0.0,2018
RMU,-3.0,0.6,-3.7,2018
EIU,-3.1,0.2,-3.3,2018
LIU,-3.3,-5.5,2.2,2018
BGSU,-3.4,-1.8,-1.6,2018
UNCW,-3.4,-2.5,-0.9,2018
LMU,-3.5,-2.4,-1.1,2018
MSM,-3.5,-3.0,-0.5,2018
PITT,-3.5,-3.7,0.2,2018
UTEP,-3.6,0.7,-4.3,2018
CSUB,-3.6,-2.3,-1.3,2018
DREX,-3.6,-3.1,-0.5,2018
FDU,-3.7,-0.5,-3.1,2018
ACU,-3.7,-1.6,-2.2,2018
HAMP,-3.7,-0.5,-3.3,2018
AKR,-4.0,-5.0,1.0,2018
BRWN,-4.1,-2.9,-1.3,2018
CSU,-4.2,-3.3,-0.9,2018
NIU,-4.2,-0.6,-3.6,2018
DEL,-4.2,-6.4,2.2,2018
FIU,-4.3,-3.5,-0.8,2018
UNO,-4.4,-1.3,-3.2,2018
COR,-4.5,-1.9,-2.7,2018
IDST,-4.5,0.3,-4.8,2018
BING,-4.6,-3.7,-0.8,2018
ARST,-4.6,0.6,-5.2,2018
OMA,-4.6,-0.5,-4.2,2018
CAL,-4.8,-4.4,-0.4,2018
WIU,-4.9,-4.1,-0.8,2018
DART,-5.0,-5.4,0.5,2018
UND,-5.0,-1.6,-3.3,2018
NCCU,-5.0,-1.5,-3.5,2018
LAF,-5.1,-4.4,-0.7,2018
RGV,-5.2,-3.4,-1.8,2018
SEMO,-5.2,-2.3,-2.9,2018
MTST,-5.2,-2.5,-2.7,2018
SAM,-5.3,-1.9,-3.3,2018
UML,-5.3,-2.0,-3.3,2018
PORT,-5.5,-1.7,-3.8,2018
IUIN,-5.6,-5.1,-0.6,2018
ORU,-5.7,-4.4,-1.4,2018
UCR,-5.8,-0.9,-4.8,2018
QUIN,-5.8,-4.0,-1.7,2018
UTC,-5.8,-2.5,-3.2,2018
PEPP,-6.0,-2.6,-3.4,2018
MORE,-6.0,-3.9,-2.0,2018
FOR,-6.0,-0.4,-5.6,2018
USF,-6.0,-0.6,-5.4,2018
EKU,-6.1,-5.6,-0.5,2018
SCU,-6.1,-4.9,-1.2,2018
WCU,-6.1,-3.2,-2.9,2018
L-MD,-6.2,-2.2,-3.9,2018
CLE,-6.2,-4.3,-1.9,2018
BCU,-6.2,-2.2,-4.1,2018
SIE,-6.2,-4.1,-2.1,2018
UTM,-6.3,1.5,-7.7,2018
SUU,-6.4,-1.9,-4.4,2018
MCN,-6.4,1.7,-8.1,2018
CIT,-6.4,-2.7,-3.7,2018
SFBK,-6.5,-0.8,-5.8,2018
SHU,-6.5,-3.6,-2.9,2018
UNF,-6.6,-4.5,-2.0,2018
NCAT,-6.6,-0.9,-5.7,2018
SAC,-6.9,-7.8,0.9,2018
KENN,-6.9,-2.2,-4.7,2018
CCSU,-6.9,-3.7,-3.2,2018
DETM,-6.9,-0.4,-6.5,2018
SJSU,-7.0,-4.2,-2.8,2018
GRAM,-7.0,-6.6,-0.5,2018
ECU,-7.1,-4.6,-2.5,2018
NORF,-7.2,-2.0,-5.2,2018
CLT,-7.3,-2.9,-4.4,2018
AMCC,-7.3,-5.5,-1.8,2018
RICE,-7.4,-5.0,-2.5,2018
YSU,-7.5,-3.9,-3.5,2018
SIUE,-7.5,-3.6,-3.9,2018
STET,-7.6,-6.7,-0.9,2018
SOU,-7.6,-5.2,-2.3,2018
JAX,-7.6,-5.5,-2.1,2018
MORG,-7.7,-2.7,-5.0,2018
MRST,-7.7,-3.4,-4.3,2018
AMER,-7.8,-2.4,-5.4,2018
HCU,-7.8,-4.1,-3.8,2018
PRES,-7.9,-5.6,-2.3,2018
UAPB,-7.9,0.2,-8.1,2018
VMI,-8.0,-4.1,-3.9,2018
CSUN,-8.0,-3.8,-4.2,2018
UIW,-8.1,-4.1,-4.0,2018
HOW,-8.1,-5.3,-2.8,2018
JKST,-8.1,-4.2,-3.9,2018
ALCN,-8.2,-1.1,-7.1,2018
UPST,-8.3,-6.3,-2.0,2018
ALST,-8.3,-6.9,-1.3,2018
BRY,-8.4,-5.4,-3.0,2018
FAMU,-8.4,-3.1,-5.4,2018
LONG,-8.6,-6.2,-2.4,2018
NAU,-8.6,-3.6,-5.0,2018
SCST,-8.7,-7.3,-1.4,2018
COPP,-8.9,-5.2,-3.7,2018
NWST,-8.9,-2.9,-6.0,2018
MVSU,-9.1,-4.3,-4.8,2018
CHST,-9.1,-3.8,-5.4,2018
DSU,-9.1,-6.3,-2.8,2018
AAMU,-9.2,-6.9,-2.3,2018
UMES,-9.3,-5.5,-3.8,2018
