team,bpi,bpi_off,bpi_def,season
ILST,1.3,1.5,-0.2,2014
UCF,1.3,5.9,-4.6,2014
KENT,1.3,2.9,-1.7,2014
W&M,1.2,4.2,-2.9,2014
YALE,1.2,2.5,-1.4,2014
BUCK,1.1,-1.9,2.9,2014
BRWN,0.9,5.0,-4.1,2014
UAB,0.9,-0.3,1.2,2014
CLT,0.9,4.6,-3.7,2014
HOU,0.8,0.8,-0.0,2014
USD,0.8,2.8,-2.0,2014
SHSU,0.7,3.6,-2.9,2014
WKU,0.7,-0.0,0.7,2014
DRKE,0.6,1.0,-0.4,2014
MORE,0.5,-2.5,3.0,2014
WOF,0.5,0.8,-0.3,2014
OMA,0.5,-3.8,4.3,2014
USC,0.3,-0.9,1.2,2014
DETM,0.3,-1.2,1.5,2014
LBSU,0.2,2.9,-2.8,2014
SIE,0.2,-0.5,0.7,2014
UALB,0.1,2.5,-2.4,2014
DEP,-0.0,-3.4,3.3,2014
SIU,-0.0,-4.2,4.2,2014
RMU,-0.0,-0.4,0.4,2014
BGSU,-0.0,1.0,-1.0,2014
FGCU,-0.0,1.1,-1.1,2014
OAK,-0.1,2.6,-2.6,2014
ELON,-0.1,-4.1,4.0,2014
ORU,-0.1,1.5,-1.6,2014
PEPP,-0.2,-2.5,2.3,2014
COLG,-0.2,-1.3,1.0,2014
CSUB,-0.3,2.1,-2.4,2014
SFBK,-0.4,-6.6,6.2,2014
LMU,-0.5,5.4,-5.9,2014
MSST,-0.5,1.5,-2.1,2014
CCU,-0.7,-0.1,-0.6,2014
ODU,-0.7,-1.0,0.3,2014
UVU,-0.9,-2.1,1.2,2014
RUTG,-1.0,-4.4,3.4,2014
RID,-1.0,1.4,-2.4,2014
DART,-1.0,-2.9,1.9,2014
NWST,-1.1,-0.3,-0.8,2014
MONT,-1.2,-6.3,5.1,2014
EWU,-1.2,-2.7,1.5,2014
HAMP,-1.3,4.3,-5.6,2014
UNCO,-1.3,0.3,-1.6,2014
WAG,-1.3,-1.1,-0.2,2014
WSU,-1.4,0.0,-1.4,2014
SEMO,-1.4,-0.9,-0.4,2014
VMI,-1.6,-2.1,0.5,2014
USF,-1.7,-3.3,1.6,2014
GWEB,-1.8,2.8,-4.6,2014
BRY,-1.8,-1.7,-0.1,2014
NIU,-1.8,-2.9,1.1,2014
UTA,-1.9,-5.3,3.5,2014
CSUN,-1.9,-4.5,2.6,2014
UNCA,-1.9,-2.5,0.6,2014
SEA,-2.0,1.7,-3.8,2014
ECU,-2.0,2.2,-4.3,2014
FOR,-2.1,-3.2,1.2,2014
MRST,-2.1,8.9,-11.0,2014
WCU,-2.1,-1.9,-0.2,2014
WIN,-2.1,4.1,-6.2,2014
M-OH,-2.1,-0.2,-1.9,2014
IDST,-2.1,-8.2,6.1,2014
BRAD,-2.1,1.2,-3.4,2014
RAD,-2.2,-2.9,0.7,2014
MORG,-2.2,-5.8,3.6,2014
CSUF,-2.2,6.0,-8.3,2014
TXSO,-2.3,10.2,-12.5,2014
UND,-2.4,-2.5,0.2,2014
MRSH,-2.5,-1.5,-1.0,2014
EVAN,-2.5,0.9,-3.4,2014
COFC,-2.5,-8.1,5.6,2014
ETSU,-2.5,4.1,-6.6,2014
SPU,-2.8,5.2,-8.0,2014
ULM,-2.9,2.6,-5.6,2014
LEH,-2.9,-1.6,-1.3,2014
ARMY,-3.0,0.4,-3.4,2014
UNF,-3.1,3.1,-6.2,2014
NAU,-3.1,-2.7,-0.4,2014
TNTC,-3.1,0.3,-3.5,2014
FIU,-3.2,-0.2,-3.0,2014
SDAK,-3.3,-4.2,0.9,2014
CMU,-3.3,-2.1,-1.2,2014
TCU,-3.3,-6.0,2.7,2014
IDHO,-3.3,1.8,-5.1,2014
FAU,-3.3,-0.2,-3.1,2014
MSM,-3.3,-5.2,1.8,2014
WIU,-3.4,-1.4,-2.0,2014
LUC,-3.4,3.9,-7.2,2014
HOF,-3.5,-0.5,-3.0,2014
FAIR,-3.5,2.3,-5.8,2014
PRST,-3.5,0.3,-3.8,2014
USA,-3.6,-1.0,-2.6,2014
JMU,-3.7,-7.3,3.7,2014
HPU,-3.7,2.2,-5.9,2014
PENN,-3.8,-8.5,4.6,2014
GCU,-3.8,-6.7,2.9,2014
LIB,-3.9,-4.1,0.2,2014
SAC,-3.9,0.8,-4.7,2014
MONM,-4.0,0.7,-4.6,2014
NIA,-4.0,-4.7,0.6,2014
LAF,-4.1,-1.8,-2.3,2014
TROY,-4.1,-2.7,-1.4,2014
AMCC,-4.1,-1.7,-2.3,2014
UTC,-4.1,-4.6,0.5,2014
LIP,-4.1,1.3,-5.4,2014
UIC,-4.2,-5.4,1.2,2014
UNT,-4.2,1.3,-5.6,2014
NJIT,-4.3,-4.9,0.6,2014
MTST,-4.3,4.0,-8.4,2014
APSU,-4.4,-10.5,6.1,2014
NORF,-4.5,-4.2,-0.3,2014
UCR,-4.5,-1.3,-3.2,2014
UNCW,-4.6,-6.5,1.9,2014
BALL,-4.6,-0.4,-4.3,2014
JKST,-4.7,-3.1,-1.5,2014
TNST,-4.7,-5.2,0.5,2014
TXST,-4.7,-2.1,-2.6,2014
NAVY,-4.8,-2.0,-2.8,2014
UIW,-4.8,-1.0,-3.8,2014
GASO,-4.9,-4.0,-0.9,2014
DSU,-5.1,-3.8,-1.2,2014
L-MD,-5.2,-3.6,-1.6,2014
ALST,-5.2,2.6,-7.8,2014
TULN,-5.2,1.1,-6.3,2014
RGV,-5.3,-3.2,-2.1,2014
NKU,-5.3,-5.7,0.4,2014
JAX,-5.4,-0.1,-5.4,2014
FAMU,-5.4,1.7,-7.2,2014
EIU,-5.6,-3.2,-2.3,2014
COPP,-5.6,-2.1,-3.5,2014
SIUE,-5.9,-2.1,-3.8,2014
SJSU,-6.1,-4.6,-1.5,2014
UNCG,-6.1,1.0,-7.1,2014
JXST,-6.4,-9.7,3.3,2014
NICH,-6.6,-2.2,-4.4,2014
SELA,-6.6,-3.9,-2.8,2014
AAMU,-6.7,-7.7,1.0,2014
CHST,-6.9,-3.7,-3.2,2014
UML,-7.0,-6.3,-0.8,2014
UNO,-7.1,-3.4,-3.7,2014
UCD,-7.1,-9.6,2.5,2014
SHU,-7.3,-9.4,2.1,2014
MCN,-7.4,-1.0,-6.4,2014
RICE,-7.6,-3.7,-3.8,2014
IUIN,-7.7,-10.1,2.4,2014
FDU,-7.8,-4.3,-3.5,2014
CCSU,-8.0,-4.3,-3.7,2014
ALCN,-8.0,-3.0,-5.0,2014
CAM,-8.0,-7.2,-0.8,2014
ACU,-8.1,-5.6,-2.5,2014
UTSA,-8.2,-4.6,-3.6,2014
LIU,-8.3,0.5,-8.8,2014
APP,-8.4,-2.0,-6.4,2014
SFPA,-8.4,-5.3,-3.1,2014
UAPB,-8.5,-2.1,-6.4,2014
UNH,-8.5,-2.2,-6.2,2014
UTM,-8.5,-6.1,-2.5,2014
SAM,-8.6,-3.2,-5.4,2014
CARK,-8.6,-7.8,-0.8,2014
UMBC,-8.6,-5.1,-3.5,2014
BCU,-8.8,-5.1,-3.7,2014
NCAT,-8.8,-8.7,-0.1,2014
LAM,-8.9,-1.8,-7.0,2014
KENN,-9.0,-7.9,-1.1,2014
HCU,-9.0,-3.2,-5.8,2014
STET,-9.5,-1.5,-7.9,2014
UMES,-9.5,-3.1,-6.4,2014
BING,-9.7,-4.2,-5.5,2014
COR,-9.8,-8.6,-1.2,2014
HOW,-9.9,-5.0,-4.9,2014
SCST,-9.9,-3.3,-6.6,2014
CIT,-10.0,-2.2,-7.7,2014
FUR,-10.0,-9.3,-0.8,2014
MVSU,-10.2,-6.4,-3.8,2014
LONG,-10.2,-6.3,-3.9,2014
PRES,-10.3,-2.6,-7.7,2014
SUU,-10.3,-0.3,-10.1,2014
GRAM,-10.4,-6.6,-3.8,2014
