team,bpi,bpi_off,bpi_def,season
DUKE,23.9,10.3,13.6,2015
WIS,22.4,16.4,6.0,2015
UVA,21.7,10.4,11.3,2015
ARIZ,19.6,1.9,17.7,2015
VILL,19.6,10.7,8.9,2015
UNC,19.3,10.8,8.5,2015
GONZ,17.8,14.9,2.9,2015
OSU,16.4,11.5,4.9,2015
UTAH,16.3,9.7,6.6,2015
LOU,16.2,5.0,11.3,2015
ISU,15.8,13.0,2.8,2015
MSU,14.8,5.1,9.8,2015
WICH,14.4,8.9,5.5,2015
BAY,13.9,7.4,6.6,2015
BUT,13.8,12.7,1.1,2015
TEX,13.7,7.6,6.2,2015
IOWA,13.7,5.1,8.6,2015
VCU,13.6,4.8,8.8,2015
UNI,12.8,3.5,9.3,2015
WVU,12.5,4.0,8.5,2015
SYR,12.1,5.6,6.5,2015
NCSU,12.0,8.3,3.7,2015
PROV,11.8,0.9,10.9,2015
GTWN,11.5,8.0,3.5,2015
DAV,10.7,4.3,6.4,2015
BYU,10.5,4.1,6.4,2015
FLA,10.4,6.4,4.0,2015
ARK,10.4,5.8,4.6,2015
PUR,10.4,6.0,4.3,2015
SMU,10.3,11.2,-0.9,2015
ILL,10.2,14.6,-4.4,2015
MIA,10.2,0.4,9.8,2015
OKST,10.0,10.4,-0.4,2015
XAV,9.9,4.6,5.3,2015
DAY,9.8,3.3,6.5,2015
SJU,9.7,4.8,4.9,2015
RICH,9.7,11.5,-1.9,2015
SFA,9.7,4.4,5.3,2015
CIN,9.5,3.6,6.0,2015
UGA,9.5,8.4,1.1,2015
MINN,9.4,2.7,6.7,2015
MISS,9.2,6.3,2.9,2015
ODU,8.9,2.0,6.9,2015
URI,8.8,6.9,1.9,2015
BOIS,8.7,-2.3,11.0,2015
TA&M,8.6,3.9,4.8,2015
TCU,8.5,7.7,0.8,2015
VAN,8.3,7.3,0.9,2015
LSU,8.2,-1.5,9.6,2015
SDSU,8.1,1.5,6.6,2015
GAST,8.1,4.2,3.9,2015
CONN,8.1,2.5,5.6,2015
MUR,8.0,2.2,5.8,2015
BUF,7.8,5.0,2.9,2015
MICH,7.8,7.0,0.8,2015
TEM,7.7,-3.3,11.0,2015
CSU,7.7,4.0,3.6,2015
NCCU,7.7,1.5,6.2,2015
ALA,7.5,9.9,-2.3,2015
ILST,7.5,7.1,0.4,2015
YALE,7.1,1.6,5.5,2015
SHSU,7.1,1.0,6.1,2015
MEM,7.0,1.6,5.4,2015
KSU,6.9,5.7,1.3,2015
HARV,6.8,-0.5,7.4,2015
PITT,6.7,2.2,4.6,2015
STAN,6.6,2.7,4.0,2015
HOF,6.6,1.6,5.0,2015
SMC,6.5,-0.1,6.5,2015
PSU,6.3,1.3,5.0,2015
HALL,6.2,2.5,3.8,2015
VAL,6.2,-0.0,6.2,2015
ASU,6.1,-1.7,7.8,2015
CLEM,6.0,2.0,4.0,2015
UCI,6.0,6.0,-0.0,2015
CMU,6.0,9.0,-3.1,2015
TOL,5.9,2.5,3.3,2015
LAS,5.7,3.0,2.7,2015
IONA,5.7,4.0,1.8,2015
UCLA,5.7,0.6,5.1,2015
EKU,5.5,0.6,4.9,2015
UNLV,5.5,4.1,1.4,2015
SDST,5.3,-2.5,7.8,2015
MASS,5.3,1.3,4.0,2015
W&M,5.2,-0.1,5.3,2015
NMSU,5.2,7.7,-2.5,2015
TENN,5.1,4.2,0.9,2015
UTEP,5.0,7.3,-2.2,2015
WOF,5.0,-0.6,5.6,2015
TLSA,4.9,10.9,-6.1,2015
CREI,4.8,5.8,-1.0,2015
SBU,4.8,2.5,2.3,2015
USD,4.8,4.2,0.5,2015
UCSB,4.7,3.9,0.8,2015
EVAN,4.6,2.2,2.4,2015
CLE,4.6,4.6,0.1,2015
UVM,4.5,5.2,-0.7,2015
NEB,4.5,0.8,3.7,2015
AKR,4.5,-0.3,4.8,2015
FSU,4.5,1.8,2.7,2015
UCD,4.2,-2.7,7.0,2015
COLO,4.2,-1.6,5.8,2015
ORE,4.2,2.5,1.7,2015
MARQ,4.1,1.1,3.1,2015
LBSU,4.1,-0.2,4.2,2015
WYO,4.0,1.7,2.2,2015
EWU,4.0,4.1,-0.1,2015
UPST,4.0,-1.2,5.2,2015
UNF,3.9,-1.0,4.9,2015
CCU,3.8,-0.8,4.7,2015
UALB,3.7,-2.9,6.6,2015
GASO,3.7,0.6,3.1,2015
STBK,3.7,2.2,1.5,2015
BGSU,3.7,2.9,0.7,2015
WAKE,3.7,2.2,1.4,2015
KENT,3.6,7.1,-3.5,2015
UNM,3.4,-0.0,3.4,2015
BEL,3.1,1.8,1.3,2015
WASH,2.9,-4.8,7.7,2015
MORE,2.9,9.9,-7.0,2015
EMU,2.8,-0.2,3.1,2015
USU,2.7,5.5,-2.8,2015
COLU,2.6,1.4,1.2,2015
CAN,2.6,-0.4,3.0,2015
CLT,2.4,-1.5,3.9,2015
WKU,2.4,-1.2,3.6,2015
HPU,2.3,-1.4,3.7,2015
UTC,2.3,5.8,-3.5,2015
MER,2.3,-1.1,3.4,2015
UTM,2.2,3.4,-1.2,2015
MAN,2.2,-1.2,3.4,2015
CAL,2.1,-3.2,5.3,2015
FGCU,2.0,5.9,-3.9,2015
DEP,1.9,2.6,-0.7,2015
TTU,1.8,1.4,0.4,2015
RID,1.8,-1.0,2.8,2015
LEH,1.7,0.3,1.4,2015
UAB,1.7,-0.8,2.5,2015
JOES,1.7,-1.4,3.0,2015
AUB,1.6,6.1,-4.6,2015
CHSO,1.5,2.2,-0.7,2015
QUIN,1.5,3.0,-1.5,2015
LUC,1.4,-5.5,6.9,2015
MSST,0.9,1.9,-1.0,2015
COLG,0.9,-1.7,2.6,2015
UNCW,0.9,0.8,0.1,2015
AMER,0.8,1.8,-1.1,2015
MONT,0.7,0.2,0.5,2015
RAD,0.7,-1.0,1.7,2015
DART,0.7,4.2,-3.5,2015
ORST,0.6,-3.4,4.0,2015
WIN,0.6,-1.2,1.8,2015
MONM,0.6,0.9,-0.3,2015
LAF,0.5,1.9,-1.3,2015
PEPP,0.5,-2.7,3.2,2015
MTSU,0.4,3.8,-3.4,2015
SFBK,0.3,2.6,-2.3,2015
RMU,0.3,2.0,-1.7,2015
UNH,0.2,-3.4,3.6,2015
COR,0.2,-3.9,4.1,2015
NORF,0.2,-0.5,0.6,2015
WMU,0.1,1.4,-1.3,2015
PRIN,0.1,1.4,-1.3,2015
UTA,0.0,-7.6,7.6,2015
SPU,-0.0,0.4,-0.4,2015
