team,bpi,bpi_off,bpi_def,season
MONT,5.1,3.9,1.3,2012
UCSB,5.0,8.6,-3.6,2012
CSU,5.0,0.7,4.3,2012
WAG,5.0,1.3,3.7,2012
TLSA,5.0,-5.6,10.6,2012
WEB,4.9,5.8,-1.0,2012
LSU,4.8,-0.6,5.3,2012
LAM,4.7,3.8,0.9,2012
ORST,4.7,4.5,0.2,2012
VILL,4.7,3.2,1.4,2012
IOWA,4.6,1.5,3.1,2012
MOST,4.6,6.7,-2.1,2012
ODU,4.6,-0.0,4.6,2012
FAIR,4.6,4.1,0.4,2012
ILST,4.5,9.3,-4.8,2012
RICH,4.5,6.3,-1.9,2012
GMU,4.4,6.8,-2.4,2012
OKST,4.3,-0.2,4.5,2012
WSU,4.3,-0.8,5.0,2012
MER,4.3,3.0,1.3,2012
UGA,4.1,-2.1,6.2,2012
STBK,4.0,2.1,1.8,2012
BUT,4.0,1.7,2.3,2012
PRIN,3.9,3.0,0.9,2012
DUQ,3.9,2.6,1.2,2012
KENT,3.8,1.8,2.1,2012
ARK,3.7,-0.3,4.0,2012
UVM,3.7,-2.2,5.9,2012
UCF,3.7,-2.4,6.0,2012
RMU,3.6,-2.2,5.8,2012
BGSU,3.6,-0.2,3.8,2012
DETM,3.4,5.0,-1.5,2012
MAN,3.3,2.9,0.4,2012
TA&M,3.2,5.0,-1.7,2012
RUTG,3.1,-0.4,3.5,2012
BOIS,3.1,-0.3,3.4,2012
NDSU,3.0,-0.6,3.6,2012
L-MD,3.0,-0.4,3.4,2012
UAB,2.9,4.7,-1.9,2012
UTEP,2.8,2.5,0.3,2012
NEV,2.7,-4.3,7.0,2012
PROV,2.6,-0.2,2.8,2012
USU,2.4,1.2,1.2,2012
ECU,2.3,3.8,-1.5,2012
LMU,2.3,-0.8,3.0,2012
EVAN,2.2,-4.7,6.9,2012
YALE,2.1,-2.0,4.1,2012
VAL,2.1,0.5,1.6,2012
CCU,2.0,3.4,-1.3,2012
NEB,2.0,-0.6,2.5,2012
UTSA,2.0,-3.5,5.5,2012
PENN,2.0,0.3,1.6,2012
ETSU,1.9,1.7,0.3,2012
COFC,1.9,3.2,-1.3,2012
AUB,1.8,5.5,-3.7,2012
SFA,1.8,-4.0,5.8,2012
DRKE,1.7,5.1,-3.4,2012
TCU,1.7,1.0,0.7,2012
LIU,1.7,0.8,0.9,2012
CSUF,1.7,0.9,0.7,2012
CLT,1.6,-2.8,4.5,2012
RICE,1.6,3.9,-2.3,2012
INST,1.4,-1.8,3.3,2012
UPST,1.4,-1.8,3.3,2012
UNT,1.3,2.2,-0.9,2012
PSU,1.2,-2.8,4.0,2012
TULN,1.2,-8.2,9.4,2012
NCCU,1.1,-0.2,1.3,2012
QUIN,1.1,5.5,-4.3,2012
SJU,1.1,10.0,-9.0,2012
DEP,0.8,6.3,-5.5,2012
CHSO,0.8,0.4,0.4,2012
MILW,0.8,1.2,-0.4,2012
IDHO,0.8,-1.7,2.5,2012
OAK,0.8,-2.8,3.6,2012
WMU,0.7,1.2,-0.5,2012
BALL,0.6,1.0,-0.4,2012
PRST,0.6,-2.8,3.4,2012
TNST,0.6,-2.8,3.4,2012
YSU,0.6,-0.9,1.5,2012
UALB,0.6,1.3,-0.7,2012
DEL,0.6,0.5,0.0,2012
AMER,0.5,7.7,-7.3,2012
WAKE,0.4,-5.7,6.1,2012
TOL,0.4,4.4,-4.0,2012
EWU,0.2,-2.7,3.0,2012
COLU,0.1,0.4,-0.3,2012
CAM,0.1,10.0,-9.9,2012
HOU,0.1,2.0,-2.0,2012
FRES,-0.1,-4.2,4.2,2012
HOF,-0.5,5.1,-5.6,2012
FGCU,-0.5,-3.1,2.6,2012
WCU,-0.7,-0.1,-0.6,2012
UNF,-0.8,-3.6,2.8,2012
SMU,-0.8,0.1,-0.9,2012
APSU,-0.8,4.0,-4.8,2012
M-OH,-0.8,1.9,-2.7,2012
CCSU,-0.9,-4.1,3.1,2012
UTC,-1.0,1.0,-2.0,2012
COR,-1.1,-0.7,-0.4,2012
HPU,-1.1,1.2,-2.3,2012
WOF,-1.1,1.6,-2.8,2012
ARST,-1.2,-3.6,2.5,2012
URI,-1.3,-5.0,3.8,2012
NORF,-1.3,3.6,-4.9,2012
SFBK,-1.4,3.1,-4.5,2012
MORE,-1.4,-1.3,-0.2,2012
TNTC,-1.5,-2.3,0.8,2012
WIU,-1.5,-1.8,0.3,2012
IUIN,-1.6,-2.4,0.8,2012
MCN,-1.6,2.4,-4.0,2012
RID,-1.7,1.1,-2.8,2012
FAU,-1.7,0.2,-1.9,2012
LIP,-1.8,-7.2,5.4,2012
DSU,-1.9,2.0,-3.9,2012
UCR,-2.0,-5.7,3.7,2012
USC,-2.0,0.5,-2.6,2012
UVU,-2.2,0.0,-2.3,2012
WRST,-2.2,-0.7,-1.6,2012
FUR,-2.3,0.9,-3.2,2012
SHU,-2.3,-3.7,1.4,2012
GASO,-2.3,-5.1,2.8,2012
ELON,-2.4,-3.2,0.7,2012
PRES,-2.5,2.6,-5.1,2012
NWST,-2.5,-1.1,-1.3,2012
SIE,-2.5,-0.9,-1.6,2012
USA,-2.6,-6.7,4.0,2012
JMU,-2.6,1.8,-4.5,2012
UNCW,-2.6,-2.1,-0.5,2012
SEA,-2.7,-9.2,6.5,2012
WKU,-2.7,-0.2,-2.5,2012
EKU,-2.8,3.2,-5.9,2012
WIN,-2.8,-3.0,0.2,2012
GWEB,-2.9,3.2,-6.1,2012
SEMO,-3.0,-0.4,-2.7,2012
TXST,-3.1,2.3,-5.4,2012
ASU,-3.1,-2.9,-0.2,2012
APP,-3.1,-6.4,3.3,2012
UNCO,-3.3,-11.3,8.0,2012
MVSU,-3.3,-1.4,-1.9,2012
JAX,-3.3,-7.4,4.1,2012
VMI,-3.3,-4.2,0.9,2012
NIA,-3.5,1.6,-5.1,2012
HAW,-3.5,-2.0,-1.5,2012
LAF,-3.5,0.4,-3.9,2012
SIU,-3.6,-4.1,0.6,2012
MORG,-3.6,-0.1,-3.5,2012
USD,-3.7,-4.3,0.6,2012
TTU,-3.7,-2.1,-1.6,2012
CSUB,-3.8,-0.5,-3.3,2012
SCU,-3.8,-1.4,-2.4,2012
FIU,-3.8,2.6,-6.5,2012
STET,-3.9,-2.6,-1.3,2012
CMU,-3.9,-3.2,-0.7,2012
MTST,-4.0,-5.4,1.5,2012
HAMP,-4.0,-4.8,0.8,2012
JXST,-4.0,0.4,-4.5,2012
SUU,-4.1,3.6,-7.6,2012
MRST,-4.1,-0.9,-3.2,2012
UND,-4.1,-4.8,0.7,2012
TROY,-4.2,-1.1,-3.1,2012
TXSO,-4.2,2.8,-7.0,2012
SJSU,-4.3,-0.1,-4.2,2012
SAM,-4.4,-1.7,-2.6,2012
BCU,-4.4,7.5,-11.9,2012
BRAD,-4.4,1.7,-6.0,2012
NJIT,-4.6,0.3,-4.9,2012
FOR,-4.7,1.5,-6.2,2012
LIB,-4.8,-3.5,-1.3,2012
UNH,-4.8,-2.0,-2.9,2012
EMU,-4.8,-1.8,-3.1,2012
ARMY,-5.1,-5.7,0.6,2012
COPP,-5.1,-2.4,-2.8,2012
NCAT,-5.2,0.7,-5.9,2012
LUC,-5.2,-3.4,-1.9,2012
SHSU,-5.2,2.2,-7.4,2012
PORT,-5.5,-4.6,-0.9,2012
UCI,-5.7,-0.6,-5.1,2012
UNCG,-5.7,-4.6,-1.1,2012
PEPP,-5.7,-5.6,-0.1,2012
SAC,-5.8,-4.8,-1.0,2012
PAC,-5.8,0.1,-5.9,2012
EIU,-5.9,-3.5,-2.4,2012
SELA,-5.9,2.6,-8.5,2012
PFW,-5.9,-6.6,0.7,2012
W&M,-6.0,-0.8,-5.2,2012
SDAK,-6.0,-3.1,-2.9,2012
MONM,-6.1,-5.3,-0.9,2012
DART,-6.2,-3.3,-2.9,2012
MSM,-6.2,-4.0,-2.2,2012
IDST,-6.2,-4.5,-1.8,2012
UIC,-6.3,-1.4,-4.8,2012
CSUN,-6.3,-7.8,1.5,2012
NAVY,-6.4,-13.0,6.6,2012
HCU,-6.4,-2.1,-4.4,2012
RAD,-6.5,3.1,-9.6,2012
RGV,-6.5,-1.1,-5.4,2012
AMCC,-6.6,-9.2,2.6,2012
SFPA,-6.6,-10.6,4.1,2012
SPU,-6.6,-0.7,-6.0,2012
SIUE,-6.7,-1.8,-4.9,2012
CIT,-6.8,0.8,-7.6,2012
FAMU,-7.1,-8.7,1.6,2012
NAU,-7.3,-4.3,-2.9,2012
COLG,-7.3,-6.5,-0.9,2012
BRWN,-7.4,-3.5,-4.0,2012
HOW,-7.4,-5.1,-2.3,2012
ALST,-7.5,-10.1,2.6,2012
SOU,-7.5,-1.1,-6.4,2012
CAN,-7.6,-5.9,-1.7,2012
UAPB,-7.7,0.0,-7.7,2012
UCD,-7.7,-1.1,-6.6,2012
ULM,-8.2,-10.2,2.1,2012
JKST,-8.4,-8.0,-0.4,2012
KENN,-8.5,-2.4,-6.1,2012
UTAH,-8.6,-5.9,-2.7,2012
FDU,-8.7,-4.8,-3.8,2012
NICH,-8.8,-1.7,-7.1,2012
UMES,-9.2,-10.0,0.8,2012
ALCN,-9.3,-7.3,-2.0,2012
AAMU,-9.5,0.3,-9.8,2012
NIU,-9.6,-8.9,-0.8,2012
CARK,-9.7,-7.3,-2.4,2012
UTM,-9.8,-8.0,-1.9,2012
LONG,-10.0,-7.7,-2.3,2012
TOW,-10.0,-8.0,-2.1,2012
BRY,-10.1,-9.8,-0.2,2012
UMBC,-10.2,-4.2,-6.0,2012
SCST,-10.4,-5.3,-5.1,2012
CHST,-10.7,-3.2,-7.5,2012
BING,-10.8,-6.4,-4.4,2012
GRAM,-10.8,-3.7,-7.1,2012
