team,bpi,bpi_off,bpi_def,season
GONZ,20.4,10.8,9.5,2017
VILL,20.3,11.9,8.4,2017
UNC,19.4,11.3,8.2,2017
FLA,18.4,12.1,6.3,2017
LOU,18.1,8.5,9.6,2017
DUKE,17.8,7.9,9.9,2017
WVU,17.7,11.8,5.9,2017
ORE,17.6,8.2,9.4,2017
UVA,17.5,9.6,7.9,2017
UCLA,17.4,10.7,6.8,2017
SMC,17.2,5.8,11.4,2017
PUR,16.8,14.4,2.4,2017
WICH,16.6,10.9,5.7,2017
MICH,16.1,8.9,7.2,2017
SMU,15.7,7.2,8.5,2017
BAY,15.6,11.6,3.9,2017
WIS,15.5,10.3,5.2,2017
CIN,15.1,7.9,7.1,2017
ISU,15.0,6.7,8.3,2017
ARIZ,14.8,7.0,7.8,2017
FSU,14.7,9.6,5.1,2017
BUT,14.7,8.8,5.9,2017
OKST,13.9,9.8,4.1,2017
CREI,13.9,7.6,6.3,2017
MARQ,13.3,8.6,4.7,2017
WAKE,12.4,11.1,1.3,2017
MIA,12.0,8.1,3.9,2017
XAV,11.4,2.0,9.4,2017
URI,10.8,9.8,1.0,2017
SYR,10.7,10.1,0.7,2017
DAY,10.7,4.5,6.2,2017
KSU,10.6,7.5,3.2,2017
VAN,10.4,6.8,3.6,2017
CLEM,10.4,4.8,5.6,2017
TTU,10.4,7.6,2.8,2017
MINN,10.2,4.6,5.6,2017
VCU,10.2,5.1,5.1,2017
MSU,10.2,5.5,4.7,2017
TCU,10.0,6.6,3.5,2017
ARK,9.9,6.0,3.9,2017
MTSU,9.8,2.5,7.3,2017
HOU,9.7,3.5,6.2,2017
NEV,9.7,4.6,5.1,2017
UVM,9.7,5.7,4.0,2017
HALL,9.6,6.5,3.1,2017
PRIN,9.5,4.9,4.5,2017
PROV,9.4,3.6,5.8,2017
CAL,9.2,6.5,2.7,2017
USC,9.0,7.4,1.6,2017
ALA,9.0,4.7,4.3,2017
UTAH,8.9,4.7,4.2,2017
UNCW,8.8,7.8,1.0,2017
GTWN,8.4,4.1,4.3,2017
TENN,8.3,3.9,4.4,2017
ILL,8.3,2.8,5.4,2017
ILST,8.1,0.4,7.7,2017
UCF,7.8,6.2,1.6,2017
OSU,7.8,-0.3,8.1,2017
UTA,7.7,4.2,3.4,2017
UGA,7.6,8.0,-0.4,2017
TEX,7.2,2.8,4.4,2017
PITT,7.2,3.2,4.0,2017
BEL,7.2,2.4,4.7,2017
TA&M,7.2,0.6,6.6,2017
DAV,7.0,0.0,6.9,2017
MISS,6.9,3.9,3.1,2017
ETSU,6.7,4.0,2.7,2017
MONM,6.5,1.7,4.9,2017
FGCU,6.4,1.1,5.3,2017
IOWA,6.4,0.2,6.2,2017
BYU,6.2,5.9,0.4,2017
BUCK,6.2,5.0,1.1,2017
AUB,6.1,2.6,3.5,2017
SBU,6.1,3.8,2.3,2017
AKR,6.1,3.6,2.5,2017
SDSU,6.1,2.4,3.7,2017
NCSU,5.7,2.3,3.4,2017
PSU,5.4,3.9,1.5,2017
OHIO,5.4,4.1,1.3,2017
CONN,5.4,2.5,2.9,2017
COLO,5.2,2.8,2.4,2017
COFC,5.2,3.8,1.3,2017
UNCA,5.1,2.8,2.2,2017
FUR,5.0,5.3,-0.2,2017
RICH,4.9,-0.7,5.6,2017
SPU,4.9,-2.5,7.4,2017
LUC,4.8,5.6,-0.8,2017
MSST,4.5,-0.4,4.8,2017
NMSU,4.5,1.5,3.0,2017
OAK,4.5,1.2,3.2,2017
SJU,4.5,1.0,3.4,2017
BOIS,4.4,3.5,0.9,2017
WIN,4.4,-0.0,4.4,2017
HARV,4.3,2.0,2.3,2017
UTC,4.2,2.0,2.2,2017
CSUB,4.2,3.6,0.6,2017
FRES,4.0,-1.1,5.1,2017
VAL,3.9,2.6,1.3,2017
TEM,3.9,1.3,2.5,2017
TOW,3.9,3.0,0.8,2017
LEH,3.8,0.5,3.2,2017
TOL,3.8,2.0,1.8,2017
UALB,3.7,2.6,1.2,2017
MEM,3.7,1.5,2.3,2017
W&M,3.5,0.7,2.8,2017
SCU,3.5,1.1,2.3,2017
NEB,3.4,-1.7,5.1,2017
PFW,3.3,-0.0,3.4,2017
ODU,3.2,0.7,2.5,2017
UCI,2.9,2.0,1.0,2017
BUF,2.9,0.7,2.2,2017
STAN,2.9,1.9,1.0,2017
UNCG,2.9,3.5,-0.7,2017
MOST,2.8,4.1,-1.3,2017
TROY,2.8,2.2,0.6,2017
ARST,2.7,0.9,1.8,2017
UNM,2.6,5.1,-2.5,2017
CSU,2.6,1.5,1.1,2017
EMU,2.5,-0.8,3.3,2017
LAS,2.5,-0.2,2.6,2017
GAST,2.5,3.6,-1.1,2017
WEB,2.2,-2.9,5.1,2017
YALE,2.2,-1.2,3.4,2017
LIP,2.1,0.3,1.9,2017
GMU,2.1,-0.1,2.2,2017
RUTG,2.1,2.1,-0.1,2017
KENT,2.0,2.4,-0.4,2017
MER,2.0,3.4,-1.4,2017
UND,1.9,0.2,1.7,2017
NCCU,1.9,1.6,0.3,2017
GWEB,1.9,1.7,0.2,2017
IONA,1.8,0.7,1.1,2017
ELON,1.7,3.8,-2.0,2017
SIE,1.7,0.0,1.7,2017
WOF,1.6,3.9,-2.3,2017
PENN,1.6,0.8,0.8,2017
MASS,1.5,2.7,-1.2,2017
GASO,1.5,1.5,0.1,2017
WRST,1.5,-2.3,3.8,2017
BALL,1.4,0.7,0.7,2017
MRSH,1.4,2.7,-1.3,2017
NDSU,1.4,1.2,0.2,2017
SDAK,1.3,-0.7,2.0,2017
