team,bpi,bpi_off,bpi_def,season
HOU,20.5,9.9,10.6,2023
ALA,18.9,8.1,10.8,2023
CONN,18.9,10.2,8.6,2023
TENN,18.3,5.7,12.5,2023
UCLA,17.8,7.6,10.2,2023
TEX,16.8,8.4,8.4,2023
PUR,15.4,9.0,6.5,2023
GONZ,14.9,12.5,2.5,2023
CREI,14.7,7.0,7.7,2023
ARIZ,14.5,8.3,6.2,2023
BAY,14.2,9.6,4.6,2023
MARQ,13.8,10.6,3.2,2023
DUKE,13.6,8.8,4.8,2023
SDSU,13.0,6.1,6.8,2023
ARK,12.6,4.6,8.0,2023
XAV,12.6,4.7,7.8,2023
SMC,12.5,8.0,4.6,2023
WVU,12.5,8.8,3.6,2023
UVA,12.3,6.8,5.5,2023
RUTG,12.2,4.6,7.6,2023
TA&M,12.1,8.2,3.9,2023
AUB,12.0,6.1,5.9,2023
TCU,11.9,5.0,6.9,2023
ISU,11.7,1.6,10.1,2023
MEM,11.7,6.1,5.5,2023
MIA,11.6,5.4,6.3,2023
KSU,11.6,5.0,6.6,2023
ILL,11.6,2.6,9.0,2023
FAU,11.5,5.9,5.6,2023
MSU,11.5,9.7,1.8,2023
IOWA,11.4,5.0,6.5,2023
OSU,11.1,4.3,6.8,2023
PROV,11.0,6.5,4.5,2023
UNC,10.8,5.7,5.2,2023
PSU,10.8,10.1,0.7,2023
LIB,10.4,7.5,2.9,2023
OKST,10.4,3.2,7.2,2023
ORE,10.4,7.3,3.1,2023
NCSU,10.2,5.2,5.0,2023
USU,10.2,8.4,1.8,2023
MSST,10.1,5.4,4.7,2023
CIN,10.1,1.3,8.9,2023
BOIS,9.7,5.3,4.5,2023
SHSU,9.6,5.9,3.7,2023
UCF,9.4,6.8,2.6,2023
YALE,9.4,0.9,8.5,2023
TTU,9.4,5.1,4.3,2023
UNT,9.2,3.7,5.5,2023
UAB,9.2,2.0,7.2,2023
MICH,9.1,3.1,6.0,2023
DAY,9.0,4.1,4.9,2023
VCU,8.9,4.2,4.7,2023
FLA,8.9,3.2,5.7,2023
IONA,8.8,4.8,4.0,2023
DRKE,8.8,4.8,4.0,2023
USC,8.8,3.5,5.2,2023
CLEM,8.7,1.1,7.7,2023
WIS,8.7,2.6,6.1,2023
PITT,8.7,4.9,3.8,2023
MIZ,8.6,3.5,5.1,2023
COFC,8.6,4.3,4.3,2023
VILL,8.6,4.1,4.4,2023
HALL,8.5,4.5,4.0,2023
ASU,8.3,2.1,6.2,2023
BRAD,8.3,5.4,2.9,2023
KENT,8.2,8.2,0.0,2023
WSU,8.2,4.0,4.2,2023
NEV,8.1,5.2,2.9,2023
UTAH,7.9,6.5,1.4,2023
SJU,7.8,0.8,7.0,2023
MRSH,7.7,1.7,6.0,2023
WAKE,7.1,2.7,4.4,2023
HOF,7.1,1.6,5.5,2023
VAN,7.1,4.1,3.0,2023
STAN,7.0,4.0,3.0,2023
UVU,6.7,1.1,5.6,2023
TOL,6.5,2.7,3.8,2023
JMU,6.5,3.6,2.9,2023
COLO,6.5,5.4,1.1,2023
UNM,6.5,4.1,2.4,2023
