team,bpi,bpi_off,bpi_def,season
DUKE,22.5,12.8,9.6,2010
SYR,21.2,13.4,7.8,2010
WVU,18.8,13.4,5.5,2010
OSU,17.2,11.7,5.5,2010
WIS,16.5,7.8,8.7,2010
BAY,16.5,8.5,8.0,2010
VILL,15.9,2.3,13.6,2010
PUR,15.4,9.5,6.0,2010
KSU,15.2,11.9,3.3,2010
GTWN,15.0,14.5,0.6,2010
BYU,14.9,5.6,9.3,2010
TEX,14.5,11.3,3.3,2010
TENN,14.5,8.3,6.2,2010
MIZ,14.4,12.6,1.8,2010
XAV,14.2,12.3,1.9,2010
CLEM,13.8,7.1,6.7,2010
FSU,13.7,9.1,4.6,2010
MINN,13.4,11.9,1.6,2010
USU,13.4,7.2,6.3,2010
VAN,13.1,2.7,10.4,2010
MARQ,12.8,6.6,6.2,2010
BUT,12.8,4.1,8.7,2010
PITT,12.7,9.2,3.4,2010
LOU,12.6,6.4,6.2,2010
MSU,12.5,3.1,9.4,2010
TEM,12.5,3.0,9.5,2010
CAL,12.4,9.1,3.3,2010
WASH,12.2,6.3,5.9,2010
ODU,12.0,-1.1,13.1,2010
TA&M,11.9,6.0,5.9,2010
MSST,11.7,11.3,0.5,2010
MUR,11.4,10.8,0.5,2010
MISS,11.3,0.3,11.0,2010
FLA,11.2,4.4,6.8,2010
UNLV,11.1,5.8,5.2,2010
DAY,10.9,4.6,6.3,2010
COR,10.9,9.7,1.2,2010
UTEP,10.8,5.9,4.9,2010
UNI,10.8,5.9,4.9,2010
CONN,10.6,2.5,8.1,2010
MEM,10.5,6.9,3.6,2010
RICH,10.5,6.3,4.2,2010
UNM,10.3,-2.7,12.9,2010
OKST,10.1,4.4,5.7,2010
SIE,10.0,4.6,5.4,2010
WAKE,9.9,6.0,4.0,2010
ASU,9.7,2.1,7.7,2010
MIA,9.7,7.3,2.4,2010
SMC,9.6,6.1,3.5,2010
VCU,9.6,7.5,2.1,2010
GONZ,9.5,6.4,3.1,2010
HALL,9.4,0.0,9.4,2010
URI,9.4,8.4,1.1,2010
MRSH,9.4,5.3,4.1,2010
ILL,9.2,8.3,0.9,2010
UNC,9.0,7.9,1.2,2010
UAB,9.0,7.5,1.5,2010
SJU,8.8,11.0,-2.2,2010
MICH,8.6,8.2,0.4,2010
CIN,8.5,8.9,-0.3,2010
SDSU,8.4,5.4,2.9,2010
TLSA,8.4,7.3,1.0,2010
WRST,8.2,0.2,8.0,2010
ALA,7.8,4.1,3.7,2010
UVA,7.8,1.6,6.2,2010
WICH,7.7,-0.3,7.9,2010
ISU,7.6,2.9,4.7,2010
NCSU,7.4,2.3,5.2,2010
KENT,7.4,5.2,2.1,2010
PROV,7.3,2.8,4.5,2010
WOF,7.2,0.1,7.1,2010
SHSU,7.1,1.6,5.6,2010
USC,6.5,-0.1,6.6,2010
CLT,6.4,0.9,5.5,2010
TTU,6.3,4.2,2.1,2010
ILST,6.2,3.2,3.1,2010
MOST,6.2,-2.4,8.6,2010
HOU,6.1,0.7,5.5,2010
CCU,5.9,2.6,3.3,2010
NEV,5.8,13.0,-7.1,2010
PORT,5.7,-0.2,5.9,2010
MONT,5.7,6.9,-1.2,2010
USF,5.6,-6.8,12.3,2010
PSU,5.5,5.3,0.2,2010
