team,bpi,bpi_off,bpi_def,season
COLG,-2.9,-2.9,-0.0,2026
BUF,-3.0,-0.1,-2.9,2026
UTM,-3.1,-1.8,-1.2,2026
ELON,-3.1,-4.5,1.3,2026
LONG,-3.2,-2.8,-0.4,2026
USM,-3.2,0.4,-3.6,2026
NICH,-3.3,-1.8,-1.5,2026
IONA,-3.3,-3.1,-0.2,2026
SJSU,-3.3,-1.7,-1.7,2026
USD,-3.3,0.4,-3.7,2026
UNCA,-3.4,-3.3,-0.1,2026
UNO,-3.6,-2.4,-1.2,2026
UTU,-3.6,-3.2,-0.4,2026
LAM,-3.6,-2.3,-1.3,2026
PFW,-3.6,-1.1,-2.5,2026
LUC,-3.6,0.3,-4.0,2026
WOF,-3.6,-6.3,2.7,2026
MILW,-3.7,-0.1,-3.5,2026
CCU,-3.7,-3.5,-0.2,2026
BCU,-3.7,-3.8,0.1,2026
UIW,-3.7,-2.5,-1.3,2026
SPU,-3.7,-3.4,-0.3,2026
CHSO,-3.8,0.8,-4.6,2026
SEMO,-3.9,-1.9,-2.0,2026
STBK,-3.9,-3.0,-0.9,2026
EMU,-4.0,-1.5,-2.6,2026
FAIR,-4.0,0.9,-5.0,2026
SIUE,-4.1,-2.0,-2.0,2026
ECU,-4.1,-4.5,0.4,2026
DETM,-4.2,-1.8,-2.4,2026
PRIN,-4.2,-2.7,-1.5,2026
UTC,-4.2,-0.5,-3.7,2026
LIN,-4.2,-1.2,-3.0,2026
DART,-4.4,0.1,-4.5,2026
BRWN,-4.4,-4.8,0.4,2026
HAMP,-4.5,-3.9,-0.6,2026
UTEP,-4.5,-0.3,-4.3,2026
SOU,-4.5,-4.5,-0.1,2026
PRES,-4.6,-2.9,-1.7,2026
JAX,-4.6,-5.5,0.9,2026
DEN,-4.7,-3.4,-1.4,2026
TAR,-4.8,-4.9,0.1,2026
BALL,-4.8,-2.3,-2.5,2026
EKU,-5.0,-6.3,1.3,2026
PORT,-5.0,-3.8,-1.2,2026
UNCG,-5.0,-2.8,-2.2,2026
ACU,-5.0,-3.1,-1.9,2026
OMA,-5.0,-1.2,-3.9,2026
NORF,-5.2,-6.0,0.8,2026
MSM,-5.2,-3.2,-2.0,2026
LBSU,-5.4,-6.7,1.3,2026
UCR,-5.5,-4.6,-0.9,2026
SELA,-5.6,-5.1,-0.5,2026
SHU,-5.6,-3.5,-2.0,2026
CMU,-5.7,-4.1,-1.6,2026
MERC,-5.7,-3.3,-2.4,2026
CCSU,-5.7,-2.3,-3.4,2026
UND,-5.8,1.3,-7.1,2026
PEPP,-5.8,-6.4,0.5,2026
LEH,-5.8,-5.9,0.0,2026
DEL,-5.9,-0.6,-5.2,2026
MORE,-6.1,-3.8,-2.4,2026
NWST,-6.3,-1.3,-5.0,2026
BELL,-6.4,-6.5,0.2,2026
SUU,-6.4,-2.5,-3.8,2026
GAST,-6.4,-3.6,-2.8,2026
WMU,-6.5,-6.6,0.1,2026
GRAM,-6.6,-4.6,-2.0,2026
UPST,-6.6,-1.7,-4.9,2026
UALB,-6.8,-4.4,-2.3,2026
LEM,-6.8,-6.4,-0.3,2026
IDST,-6.8,-1.8,-5.0,2026
NCAT,-6.9,-3.3,-3.6,2026
SAC,-6.9,-6.2,-0.7,2026
ETAM,-7.0,-2.8,-4.1,2026
EVAN,-7.0,-3.1,-3.9,2026
UML,-7.0,-3.9,-3.2,2026
SDAK,-7.1,-5.2,-1.9,2026
TXSO,-7.1,-3.3,-3.9,2026
L-MD,-7.4,-2.4,-5.0,2026
LAF,-7.4,-4.5,-2.8,2026
HCU,-7.6,2.1,-9.7,2026
CLE,-7.6,-4.2,-3.4,2026
IUIN,-7.7,-6.4,-1.3,2026
WGA,-7.8,-3.1,-4.7,2026
NAU,-7.8,-8.2,0.5,2026
UTSA,-7.8,-6.1,-1.7,2026
TNTC,-7.8,-6.5,-1.3,2026
ORU,-7.8,-3.8,-4.0,2026
FAMU,-7.9,-4.8,-3.0,2026
MAN,-7.9,-2.1,-5.8,2026
NHVN,-8.0,-3.6,-4.3,2026
WAG,-8.1,-4.7,-3.4,2026
ALST,-8.2,-6.4,-1.8,2026
EIU,-8.3,-5.0,-3.3,2026
STO,-8.4,-6.4,-2.0,2026
FDU,-8.4,-3.6,-4.9,2026
CSUB,-8.6,-3.4,-5.2,2026
AAMU,-8.6,-6.5,-2.1,2026
UAPB,-8.7,-6.1,-2.6,2026
NIU,-8.8,-3.9,-4.9,2026
STET,-8.9,-6.0,-2.9,2026
UNF,-9.1,-5.6,-3.5,2026
BUCK,-9.1,-1.7,-7.5,2026
UNA,-9.2,-2.8,-6.4,2026
NJIT,-9.3,-5.7,-3.6,2026
ARMY,-9.3,-4.2,-5.1,2026
UNH,-9.4,-5.9,-3.5,2026
NCCU,-9.4,-5.5,-3.8,2026
USI,-9.4,-6.0,-3.4,2026
UMES,-9.4,-7.4,-2.0,2026
SFPA,-9.5,-3.0,-6.6,2026
NIA,-9.8,-8.6,-1.3,2026
CHST,-9.8,-6.6,-3.3,2026
BRY,-9.9,-6.6,-3.3,2026
CAN,-10.1,-8.5,-1.6,2026
JKST,-10.1,-9.6,-0.4,2026
MORG,-10.1,-6.2,-4.0,2026
CIT,-10.2,-5.7,-4.5,2026
ULM,-10.2,-6.0,-4.2,2026
VMI,-10.2,-4.7,-5.5,2026
ALCN,-10.3,-9.6,-0.7,2026
BING,-10.8,-6.1,-4.7,2026
RID,-10.8,-7.3,-3.5,2026
SCST,-10.8,-4.5,-6.3,2026
DSU,-10.9,-2.2,-8.7,2026
WIU,-10.9,-7.2,-3.7,2026
GWEB,-10.9,-5.4,-5.6,2026
COPP,-11.5,-8.7,-2.8,2026
MVSU,-11.6,-6.0,-5.6,2026
