team,bpi,bpi_off,bpi_def,season
MINN,7.2,2.0,5.2,2025
BRAD,7.1,5.3,1.8,2025
STAN,6.8,7.1,-0.3,2025
LIB,6.5,3.5,3.0,2025
GCU,6.4,3.2,3.3,2025
NCSU,6.4,1.5,4.8,2025
UNLV,6.3,1.3,5.0,2025
UAB,6.2,1.6,4.7,2025
UCI,6.2,2.7,3.4,2025
ORST,6.1,3.2,2.9,2025
SYR,6.1,3.0,3.1,2025
UVA,6.1,3.4,2.7,2025
LUC,6.1,2.0,4.0,2025
OKST,5.7,0.9,4.8,2025
FAU,5.7,2.3,3.3,2025
CAL,5.4,1.2,4.3,2025
WASH,5.3,6.2,-0.9,2025
UNCW,5.3,-0.9,6.2,2025
DEP,5.3,4.7,0.6,2025
LIP,5.3,3.4,1.9,2025
TROY,5.0,0.9,4.1,2025
UNI,4.8,1.7,3.1,2025
SLU,4.7,0.8,3.9,2025
AKR,4.6,0.6,4.0,2025
SBU,4.5,3.9,0.6,2025
WSU,4.0,3.0,1.0,2025
SAM,3.9,1.6,2.3,2025
COR,3.7,3.6,0.0,2025
UTC,3.7,1.9,1.8,2025
DUQ,3.6,2.2,1.4,2025
MUR,3.6,-0.4,4.1,2025
ILST,3.3,1.4,1.8,2025
MIA,3.1,1.6,1.5,2025
WICH,3.1,2.6,0.5,2025
KENT,2.9,-0.7,3.6,2025
COFC,2.9,2.9,-0.0,2025
UNCG,2.7,2.7,0.0,2025
UVU,2.6,4.3,-1.8,2025
UNCO,2.4,4.4,-1.9,2025
PRIN,2.4,-0.4,2.8,2025
DAV,2.3,0.5,1.8,2025
BRY,2.3,0.2,2.1,2025
WOF,2.3,3.3,-1.0,2025
JMU,2.2,5.0,-2.8,2025
USA,2.1,-0.1,2.2,2025
FUR,2.0,-0.6,2.5,2025
URI,1.9,0.6,1.2,2025
TULN,1.8,0.4,1.4,2025
CSUN,1.5,-0.0,1.6,2025
TEM,1.4,-1.4,2.8,2025
JXST,1.2,2.5,-1.3,2025
MTSU,1.2,0.5,0.7,2025
M-OH,1.2,1.2,-0.1,2025
MILW,1.1,-0.3,1.4,2025
TOW,1.1,3.0,-1.9,2025
SEA,1.1,1.6,-0.5,2025
PFW,1.1,-0.6,1.6,2025
USF,1.0,1.5,-0.4,2025
STMN,1.0,1.0,0.0,2025
HALL,1.0,-0.1,1.1,2025
ETSU,0.9,-0.8,1.8,2025
UIC,0.9,-0.2,1.1,2025
OHIO,0.8,2.0,-1.2,2025
UNA,0.8,0.5,0.3,2025
WIN,0.8,-0.3,1.1,2025
AMCC,0.7,0.7,0.0,2025
UCSB,0.6,0.2,0.4,2025
ECU,0.6,-0.6,1.2,2025
SDST,0.6,-2.6,3.1,2025
BEL,0.5,1.3,-0.8,2025
APP,0.5,-1.0,1.5,2025
RMU,0.4,2.8,-2.4,2025
NMSU,0.3,-3.7,4.0,2025
LAS,0.3,-1.5,1.8,2025
CBU,0.3,-0.4,0.7,2025
CCSU,0.3,0.9,-0.6,2025
CLE,0.0,1.4,-1.3,2025
LMU,0.0,0.7,-0.7,2025
NORF,-0.1,-1.6,1.5,2025
NDSU,-0.1,0.4,-0.5,2025
MONT,-0.1,0.2,-0.3,2025
MTST,-0.2,0.5,-0.7,2025
DREX,-0.2,1.6,-1.8,2025
RAD,-0.3,-0.2,-0.1,2025
NICH,-0.3,-3.5,3.2,2025
INST,-0.5,-1.2,0.7,2025
MRSH,-0.7,-3.4,2.7,2025
SJSU,-0.8,-1.2,0.4,2025
MASS,-0.9,-1.1,0.2,2025
KENN,-0.9,-3.2,2.3,2025
UVM,-0.9,-2.1,1.2,2025
UTSA,-0.9,-1.9,1.0,2025
YSU,-1.1,0.0,-1.2,2025
DART,-1.2,3.1,-4.3,2025
FGCU,-1.2,1.1,-2.3,2025
LONG,-1.2,-1.3,0.1,2025
UNCA,-1.2,-2.0,0.8,2025
UML,-1.2,0.9,-2.1,2025
BRWN,-1.3,-1.7,0.4,2025
TXST,-1.3,1.0,-2.3,2025
RICE,-1.3,-1.6,0.3,2025
UTEP,-1.4,-0.4,-1.0,2025
WKU,-1.4,-2.7,1.2,2025
SCST,-1.5,-1.8,0.3,2025
WYO,-1.5,-4.0,2.5,2025
MRMK,-1.5,-3.6,2.1,2025
QUIN,-1.5,0.2,-1.8,2025
VAL,-1.6,-2.9,1.3,2025
SIU,-1.6,-3.5,1.9,2025
OAK,-1.6,-0.2,-1.4,2025
HOF,-1.7,-1.1,-0.6,2025
SHSU,-1.7,0.7,-2.4,2025
ELON,-1.8,0.6,-2.3,2025
TOL,-1.8,-2.0,0.2,2025
UTA,-1.8,-1.6,-0.2,2025
UCR,-1.8,0.3,-2.1,2025
LAM,-1.8,-1.1,-0.8,2025
WRST,-2.0,-3.3,1.3,2025
BUCK,-2.0,-3.3,1.3,2025
FOR,-2.1,-2.8,0.7,2025
OMA,-2.1,-2.1,-0.0,2025
CAM,-2.2,-5.4,3.2,2025
SOU,-2.3,-3.4,1.1,2025
W&M,-2.3,-0.7,-1.6,2025
CMU,-2.3,-1.4,-0.9,2025
CLT,-2.3,-1.0,-1.4,2025
HAMP,-2.4,-4.8,2.4,2025
RICH,-2.4,0.1,-2.5,2025
EKU,-2.6,-3.3,0.7,2025
DEL,-2.6,-0.3,-2.3,2025
COLG,-2.8,2.8,-5.5,2025
PRST,-2.8,-0.7,-2.1,2025
PRES,-2.8,-0.3,-2.5,2025
SELA,-2.9,-4.2,1.4,2025
QUC,-3.0,1.2,-4.2,2025
IDST,-3.0,-2.8,-0.2,2025
NKU,-3.0,-1.4,-1.6,2025
AMER,-3.1,0.1,-3.1,2025
TLSA,-3.3,-3.7,0.4,2025
JAX,-3.4,-5.2,1.8,2025
MOST,-3.5,-0.6,-2.8,2025
PEPP,-3.5,-3.3,-0.2,2025
MSM,-3.5,-0.6,-2.9,2025
COLU,-3.6,-2.9,-0.6,2025
MONM,-3.8,-2.9,-0.9,2025
SEMO,-3.8,-0.4,-3.4,2025
ACU,-3.9,0.1,-3.9,2025
UALB,-3.9,-1.8,-2.1,2025
MER,-3.9,-4.9,1.0,2025
SIUE,-4.0,-1.8,-2.2,2025
HARV,-4.1,-3.0,-1.1,2025
UIW,-4.1,-1.6,-2.5,2025
WEB,-4.2,-1.9,-2.3,2025
GAST,-4.2,-3.6,-0.6,2025
IONA,-4.2,-2.7,-1.6,2025
NAU,-4.3,-3.4,-0.9,2025
GASO,-4.3,-4.4,0.2,2025
NAVY,-4.4,-3.9,-0.5,2025
CSUB,-4.5,-1.6,-2.9,2025
HAW,-4.5,-4.6,0.1,2025
SDAK,-4.6,-1.3,-3.2,2025
RGV,-4.6,-0.8,-3.8,2025
BALL,-4.7,-1.9,-2.7,2025
UCD,-4.7,-5.6,1.0,2025
SPU,-4.8,-6.3,1.5,2025
MRST,-4.8,-2.1,-2.7,2025
MAN,-4.8,-4.5,-0.3,2025
SHU,-4.8,-4.9,0.1,2025
TNST,-4.9,-3.9,-1.0,2025
GWEB,-4.9,-1.2,-3.7,2025
EVAN,-5.0,-5.7,0.7,2025
NCCU,-5.1,-2.4,-2.7,2025
LEH,-5.2,-0.9,-4.3,2025
PENN,-5.2,-5.2,-0.0,2025
LAF,-5.2,-2.1,-3.1,2025
ALST,-5.3,-3.1,-2.2,2025
SFA,-5.3,-3.3,-2.0,2025
FRES,-5.4,-1.9,-3.5,2025
UMBC,-5.4,-3.5,-1.9,2025
NWST,-5.4,0.4,-5.8,2025
EMU,-5.4,-3.3,-2.1,2025
SIE,-5.5,-2.4,-3.1,2025
BGSU,-5.6,-6.6,1.0,2025
UNF,-5.6,-6.7,1.1,2025
TXSO,-5.6,-6.3,0.7,2025
UND,-5.8,-1.1,-4.7,2025
JKST,-6.0,-2.0,-3.9,2025
IDHO,-6.0,-4.4,-1.7,2025
ODU,-6.1,-3.3,-2.7,2025
BCU,-6.1,-6.2,0.1,2025
DSU,-6.2,-2.4,-3.8,2025
APSU,-6.3,-4.2,-2.1,2025
LIU,-6.3,-1.8,-4.6,2025
FIU,-6.4,-5.8,-0.6,2025
UTM,-6.4,-4.6,-1.8,2025
FDU,-6.5,-8.6,2.1,2025
TAR,-6.5,-5.0,-1.5,2025
USM,-6.6,-0.9,-5.7,2025
CHSO,-6.6,-4.8,-1.8,2025
ARMY,-6.7,-4.5,-2.1,2025
NIA,-6.7,-2.9,-3.9,2025
RID,-6.8,-4.5,-2.3,2025
L-MD,-6.8,-4.7,-2.1,2025
WMU,-6.8,-0.1,-6.8,2025
FAIR,-6.8,-6.9,0.0,2025
SFPA,-6.9,-1.5,-5.3,2025
SUU,-7.0,-5.4,-1.6,2025
PORT,-7.0,-1.4,-5.6,2025
GRAM,-7.1,-5.4,-1.7,2025
EWU,-7.1,-6.3,-0.8,2025
BING,-7.1,-4.9,-2.3,2025
MORE,-7.4,-3.8,-3.6,2025
WAG,-7.5,-7.9,0.4,2025
HOW,-7.5,-7.6,0.1,2025
PAC,-7.8,-4.2,-3.6,2025
STBK,-7.8,-5.1,-2.8,2025
UTU,-7.9,-9.0,1.2,2025
HCU,-7.9,-6.6,-1.3,2025
ORU,-8.0,-5.9,-2.2,2025
EIU,-8.1,-5.0,-3.1,2025
USD,-8.1,-4.5,-3.6,2025
NCAT,-8.3,-3.9,-4.5,2025
VMI,-8.4,-3.8,-4.5,2025
LBSU,-8.5,-5.3,-3.1,2025
TNTC,-8.5,-4.5,-4.0,2025
MORG,-8.5,-4.6,-3.9,2025
FAMU,-8.5,-5.2,-3.3,2025
ALCN,-8.6,-5.0,-3.6,2025
STO,-8.6,-6.3,-2.3,2025
CCU,-8.8,-3.2,-5.6,2025
LIN,-8.8,-7.8,-1.0,2025
USI,-8.9,-4.4,-4.4,2025
DEN,-8.9,-5.4,-3.4,2025
IUIN,-8.9,-6.3,-2.6,2025
SAC,-8.9,-8.6,-0.3,2025
ULM,-8.9,-3.0,-6.0,2025
UPST,-9.1,-3.9,-5.2,2025
WCU,-9.2,-5.6,-3.6,2025
WIU,-9.3,-3.4,-5.9,2025
NIU,-9.4,-5.3,-4.1,2025
WGA,-9.6,-6.5,-3.1,2025
LEM,-9.7,-3.5,-6.2,2025
MERC,-9.7,-8.9,-0.8,2025
DETM,-9.8,-6.5,-3.3,2025
NJIT,-10.0,-6.0,-4.0,2025
ETAM,-10.0,-6.2,-3.8,2025
BELL,-10.1,-5.5,-4.6,2025
CARK,-10.1,-5.4,-4.7,2025
UNH,-10.3,-4.4,-5.9,2025
BUF,-10.3,-5.2,-5.2,2025
UNO,-10.4,-5.9,-4.4,2025
STET,-10.4,-5.8,-4.6,2025
CAN,-10.5,-5.2,-5.3,2025
CSUF,-10.6,-9.1,-1.5,2025
AAMU,-10.7,-6.2,-4.5,2025
CHST,-10.7,-5.5,-5.2,2025
CIT,-10.9,-2.1,-8.7,2025
UMES,-11.0,-7.9,-3.1,2025
COPP,-11.2,-4.8,-6.4,2025
UAPB,-11.5,-6.8,-4.7,2025
MVSU,-11.7,-7.1,-4.6,2025
