team,bpi,bpi_off,bpi_def,season
EMU,-6.7,-3.8,-2.9,2022
CMU,-6.9,-4.4,-2.5,2022
GRAM,-6.9,-4.2,-2.8,2022
RGV,-7.0,-4.9,-2.1,2022
SAC,-7.2,-5.5,-1.8,2022
FAMU,-7.3,-2.4,-4.9,2022
HAMP,-7.4,-0.7,-6.7,2022
CARK,-7.4,-4.3,-3.1,2022
ALST,-7.4,1.6,-9.0,2022
MILW,-7.4,-7.9,0.4,2022
UTSA,-7.5,-6.7,-0.8,2022
LAF,-7.6,-2.0,-5.6,2022
HCU,-7.7,-5.0,-2.7,2022
NJIT,-7.8,-5.6,-2.3,2022
NWST,-7.8,-6.6,-1.2,2022
AAMU,-7.9,-3.1,-4.8,2022
BCU,-8.1,-6.6,-1.5,2022
AMER,-8.2,-4.0,-4.2,2022
DEN,-8.2,-3.8,-4.5,2022
W&M,-8.4,-4.6,-3.8,2022
BUCK,-8.7,-6.0,-2.7,2022
IDHO,-8.8,-4.6,-4.1,2022
CHSO,-9.0,-6.4,-2.6,2022
USM,-9.1,-3.4,-5.7,2022
EVAN,-9.1,-5.1,-4.0,2022
FDU,-9.2,-5.9,-3.3,2022
CSUN,-9.3,-7.9,-1.4,2022
CCSU,-9.5,-3.1,-6.4,2022
NAU,-9.6,-5.2,-4.3,2022
WMU,-9.6,-6.5,-3.2,2022
IDST,-9.7,-7.5,-2.1,2022
UND,-9.8,-6.1,-3.8,2022
CHST,-9.8,-3.3,-6.5,2022
LAM,-9.9,-4.5,-5.5,2022
OMA,-10.0,-7.7,-2.3,2022
UIW,-10.1,-3.5,-6.6,2022
COLU,-10.1,-11.0,0.9,2022
UAPB,-10.4,-6.5,-3.9,2022
DSU,-10.6,-6.6,-4.0,2022
EIU,-10.7,-5.0,-5.7,2022
MVSU,-10.7,-5.7,-5.1,2022
IUIN,-11.0,-4.6,-6.4,2022
