team,bpi,bpi_off,bpi_def,season
UML,4.5,3.2,1.3,2024
UNI,4.4,1.6,2.8,2024
SIU,4.1,3.4,0.7,2024
SCU,4.1,6.5,-2.5,2024
TOW,3.9,2.6,1.3,2024
TROY,3.8,1.1,2.7,2024
OAK,3.7,3.3,0.4,2024
CAL,3.4,1.9,1.5,2024
MICH,3.3,1.4,1.9,2024
BEL,3.2,2.5,0.7,2024
WCU,3.1,5.1,-2.0,2024
YSU,3.1,1.1,1.9,2024
MIZ,3.0,2.0,1.0,2024
DAV,2.9,1.8,1.1,2024
UCSD,2.8,2.4,0.5,2024
ARST,2.7,-0.6,3.3,2024
TULN,2.7,0.3,2.4,2024
EWU,2.6,2.9,-0.3,2024
PFW,2.6,1.5,1.1,2024
ASU,2.5,1.3,1.2,2024
STMN,2.4,3.0,-0.5,2024
UNCG,2.2,1.9,0.3,2024
UTA,2.1,1.0,1.1,2024
WICH,2.1,1.4,0.7,2024
UTC,2.1,-2.5,4.6,2024
UNCA,2.0,1.9,0.1,2024
WIN,2.0,0.2,1.8,2024
WVU,1.9,3.4,-1.5,2024
SDST,1.8,4.3,-2.5,2024
LONG,1.8,2.9,-1.1,2024
TAR,1.7,3.8,-2.1,2024
LIP,1.6,0.1,1.5,2024
KENT,1.5,-1.7,3.2,2024
DEL,1.5,2.0,-0.5,2024
WRST,1.5,2.1,-0.6,2024
QUIN,1.4,0.6,0.8,2024
WKU,1.4,-0.6,2.0,2024
SHSU,1.4,2.5,-1.1,2024
MOST,1.3,1.7,-0.4,2024
BRY,1.1,1.7,-0.5,2024
FAIR,1.1,1.4,-0.3,2024
STBK,1.0,2.0,-1.0,2024
WEB,1.0,0.4,0.6,2024
MUR,0.9,0.7,0.2,2024
FUR,0.9,4.4,-3.5,2024
SFA,0.9,1.0,-0.1,2024
PENN,0.9,0.1,0.8,2024
LBSU,0.7,6.4,-5.8,2024
AMCC,0.6,0.5,0.1,2024
ORST,0.6,-1.1,1.7,2024
BRWN,0.6,-1.3,1.9,2024
LAS,0.6,-0.1,0.7,2024
FOR,0.5,-1.2,1.7,2024
EKU,0.4,-1.8,2.2,2024
CLE,0.2,2.0,-1.7,2024
COLU,0.2,0.5,-0.3,2024
ECU,0.1,1.1,-1.0,2024
NORF,0.1,1.3,-1.2,2024
TEM,-0.2,1.4,-1.6,2024
STET,-0.3,-2.6,2.2,2024
TXST,-0.4,2.8,-3.2,2024
LMU,-0.6,0.2,-0.8,2024
UTEP,-0.7,-3.7,3.0,2024
ETSU,-0.8,-0.5,-0.2,2024
IONA,-0.8,-1.3,0.5,2024
MONM,-0.9,0.1,-1.0,2024
UNH,-1.1,-3.3,2.2,2024
VAN,-1.2,0.9,-2.1,2024
UCD,-1.2,0.5,-1.7,2024
GTWN,-1.2,0.3,-1.6,2024
HAW,-1.3,0.7,-2.0,2024
GAST,-1.3,-0.8,-0.6,2024
MRST,-1.3,-0.3,-1.0,2024
UIC,-1.4,-1.7,0.4,2024
TLSA,-1.4,3.0,-4.4,2024
JXST,-1.4,-2.9,1.5,2024
GWEB,-1.4,1.6,-3.0,2024
NKU,-1.4,-4.0,2.5,2024
ILST,-1.5,-2.6,1.2,2024
MONT,-1.5,-1.0,-0.5,2024
SLU,-1.5,-0.0,-1.5,2024
SPU,-1.6,-3.0,1.4,2024
RAD,-1.6,-0.9,-0.7,2024
MRMK,-1.6,-3.5,1.9,2024
HARV,-1.7,1.9,-3.6,2024
APSU,-1.7,-0.8,-0.9,2024
LOU,-1.7,-0.1,-1.6,2024
UALB,-1.7,-4.8,3.1,2024
RID,-1.8,-3.7,1.9,2024
RICE,-1.8,-4.3,2.5,2024
NCCU,-1.8,-2.3,0.5,2024
UNF,-1.8,-2.4,0.6,2024
BGSU,-1.9,-2.3,0.4,2024
URI,-2.1,-2.0,-0.0,2024
WOF,-2.1,-2.4,0.3,2024
LAM,-2.1,1.9,-4.0,2024
UVU,-2.2,2.6,-4.9,2024
MSM,-2.2,-5.0,2.8,2024
MRSH,-2.3,0.4,-2.7,2024
UNA,-2.3,-5.5,3.2,2024
ACU,-2.4,-2.8,0.5,2024
UCSB,-2.4,1.3,-3.8,2024
EVAN,-2.5,-0.3,-2.1,2024
CCSU,-2.5,-0.2,-2.3,2024
CBU,-2.6,-1.7,-0.9,2024
UND,-2.6,0.7,-3.3,2024
KENN,-2.7,-0.9,-1.8,2024
FGCU,-2.7,1.5,-4.2,2024
CSUF,-2.8,0.1,-2.8,2024
MILW,-2.8,-2.4,-0.4,2024
BALL,-2.9,0.2,-3.1,2024
UTM,-2.9,0.9,-3.8,2024
LEH,-3.0,-1.0,-2.0,2024
SJSU,-3.1,-5.0,2.0,2024
BING,-3.1,-2.3,-0.8,2024
M-OH,-3.1,-3.5,0.4,2024
PEPP,-3.1,-2.8,-0.4,2024
FRES,-3.2,0.2,-3.3,2024
QUC,-3.2,-2.8,-0.4,2024
CSUN,-3.2,0.5,-3.8,2024
UCR,-3.2,-0.3,-2.9,2024
SOU,-3.3,-2.8,-0.4,2024
NIA,-3.3,-2.6,-0.8,2024
USM,-3.3,-2.9,-0.4,2024
PRST,-3.4,-0.6,-2.8,2024
UNCO,-3.4,-1.4,-2.1,2024
UMBC,-3.4,-1.3,-2.2,2024
UTSA,-3.5,-3.1,-0.4,2024
NICH,-3.6,0.3,-3.9,2024
MER,-3.6,-1.6,-2.0,2024
CSUB,-3.7,-0.9,-2.8,2024
WYO,-3.7,-3.6,-0.1,2024
PRES,-3.7,0.1,-3.8,2024
HOW,-3.7,-1.9,-1.8,2024
CAN,-3.8,-3.3,-0.5,2024
NDSU,-3.9,-0.5,-3.4,2024
FIU,-4.0,-1.8,-2.2,2024
BUCK,-4.0,0.1,-4.1,2024
TXSO,-4.1,-4.7,0.6,2024
SHU,-4.2,-1.9,-2.2,2024
WIU,-4.2,-5.2,1.0,2024
AMER,-4.2,-0.6,-3.6,2024
JAX,-4.3,-4.5,0.3,2024
WAG,-4.4,-4.6,0.2,2024
ORU,-4.5,0.3,-4.8,2024
GASO,-4.6,-0.9,-3.6,2024
MTSU,-4.6,-2.3,-2.3,2024
SIUE,-4.7,0.1,-4.8,2024
CIT,-4.7,-2.2,-2.5,2024
USA,-4.8,-2.7,-2.0,2024
UPST,-4.8,-3.9,-0.9,2024
OMA,-4.8,-1.2,-3.6,2024
ODU,-4.8,-1.6,-3.2,2024
LEM,-4.8,-0.5,-4.3,2024
MTST,-4.9,-3.1,-1.7,2024
CMU,-4.9,-0.4,-4.5,2024
IDST,-5.0,-2.7,-2.3,2024
DSU,-5.0,-3.9,-1.0,2024
TNST,-5.0,-4.5,-0.5,2024
CHST,-5.0,-2.3,-2.7,2024
GRAM,-5.1,-5.7,0.6,2024
NIU,-5.1,0.0,-5.1,2024
JKST,-5.1,-3.9,-1.2,2024
NAVY,-5.5,-5.5,0.1,2024
RMU,-5.5,-1.4,-4.1,2024
SELA,-5.5,-1.5,-4.0,2024
WMU,-5.6,-5.3,-0.3,2024
CAM,-5.7,-3.0,-2.7,2024
SAC,-5.8,-2.4,-3.4,2024
ELON,-5.8,-2.5,-3.3,2024
W&M,-5.9,-3.8,-2.1,2024
EIU,-5.9,-1.7,-4.2,2024
BCU,-6.0,-5.2,-0.8,2024
USD,-6.0,-4.5,-1.6,2024
NMSU,-6.1,-3.5,-2.5,2024
UTU,-6.1,-2.6,-3.5,2024
BELL,-6.1,-5.9,-0.2,2024
SUU,-6.3,-2.6,-3.6,2024
DEP,-6.3,-5.8,-0.5,2024
ULM,-6.3,-4.7,-1.7,2024
LAF,-6.3,-4.1,-2.3,2024
CCU,-6.4,-4.2,-2.3,2024
FDU,-6.6,-3.0,-3.6,2024
ALCN,-6.6,-3.6,-3.0,2024
VAL,-6.7,-5.4,-1.3,2024
SCST,-6.7,-2.9,-3.8,2024
DEN,-7.0,-3.8,-3.2,2024
ALST,-7.0,-3.2,-3.8,2024
CHSO,-7.1,-3.4,-3.6,2024
PORT,-7.1,-4.0,-3.1,2024
SDAK,-7.1,-1.3,-5.8,2024
UAPB,-7.1,-3.0,-4.2,2024
NJIT,-7.1,-6.0,-1.2,2024
HAMP,-7.2,-5.5,-1.7,2024
ETAM,-7.3,-4.9,-2.4,2024
IDHO,-7.3,-4.6,-2.7,2024
MORG,-7.4,-5.0,-2.4,2024
ARMY,-7.5,-3.5,-4.0,2024
NWST,-7.6,-2.3,-5.3,2024
AAMU,-7.6,-2.9,-4.7,2024
EMU,-7.6,-4.1,-3.5,2024
USI,-7.7,-7.8,0.1,2024
CARK,-7.7,-3.8,-3.9,2024
RGV,-7.9,-4.0,-4.0,2024
DART,-8.1,-1.0,-7.1,2024
MAN,-8.1,-5.2,-2.9,2024
UNO,-8.2,-5.2,-3.0,2024
L-MD,-8.3,-1.0,-7.3,2024
UIW,-8.3,-9.0,0.6,2024
TNTC,-8.5,-5.7,-2.8,2024
UMES,-8.6,-2.1,-6.5,2024
BUF,-9.1,-2.0,-7.1,2024
NCAT,-9.2,-1.7,-7.4,2024
LIU,-9.4,-4.8,-4.6,2024
NAU,-9.4,-5.5,-3.9,2024
FAMU,-9.5,-6.3,-3.2,2024
SEMO,-9.6,-5.2,-4.4,2024
DETM,-9.7,-5.4,-4.3,2024
SFPA,-9.8,-2.9,-6.9,2024
STO,-10.0,-8.9,-1.1,2024
LIN,-10.2,-7.2,-3.0,2024
HCU,-10.2,-5.4,-4.9,2024
SIE,-10.3,-8.0,-2.3,2024
VMI,-10.4,-6.2,-4.2,2024
COPP,-10.5,-7.2,-3.3,2024
PAC,-10.5,-5.6,-4.8,2024
IUIN,-10.5,-6.9,-3.6,2024
MVSU,-10.7,-8.2,-2.4,2024
