team,tr_predictive,season
Mississippi St (14-19),-1.9,2014
Old Dominion (16-17),-2.0,2014
Bryant (18-14),-2.1,2014
N Colorado (18-13),-2.2,2014
Bowling Green (12-20),-2.4,2014
St Fran (NY) (18-14),-2.4,2014
Siena (15-17),-2.5,2014
Elon (18-14),-2.6,2014
Bradley (12-20),-2.7,2014
SE Missouri St (18-14),-2.8,2014
Evansville (14-19),-2.9,2014
Dartmouth (12-16),-2.9,2014
Rider (14-17),-2.9,2014
Gardner-Webb (18-15),-3.0,2014
Montana (17-13),-3.1,2014
Hampton (18-12),-3.2,2014
Coastal Car (21-12),-3.2,2014
E Carolina (17-16),-3.2,2014
UT Arlington (15-17),-3.3,2014
VMI (19-12),-3.4,2014
Marshall (11-22),-3.5,2014
Fordham (10-21),-3.5,2014
NC Asheville (17-15),-3.5,2014
Morgan St (15-16),-3.6,2014
N Illinois (15-17),-3.7,2014
W Carolina (19-15),-3.7,2014
Lehigh (14-18),-3.8,2014
CS Bakersfield (13-19),-3.8,2014
Mt St Mary's (16-16),-3.8,2014
Winthrop (20-13),-3.8,2014
Utah Valley (20-11),-3.8,2014
Hartford (17-16),-3.9,2014
Army (15-16),-3.9,2014
TCU (9-22),-3.9,2014
Miami OH (13-18),-4.0,2014
North Dakota (17-16),-4.1,2014
Marist (12-19),-4.1,2014
Radford (21-12),-4.2,2014
CS Northridge (17-18),-4.2,2014
E Washington (15-16),-4.2,2014
Loyola Chi (10-22),-4.3,2014
Air Force (12-18),-4.3,2014
Little Rock (15-17),-4.4,2014
Seattle (13-17),-4.5,2014
Lafayette (11-20),-4.5,2014
S Alabama (11-20),-4.6,2014
Florida Atlantic (10-22),-4.7,2014
Penn (8-20),-4.7,2014
CS Fullerton (11-20),-4.8,2014
E Tennessee St (18-15),-4.9,2014
Saint Peter's (14-17),-4.9,2014
UL Monroe (10-17),-5.1,2014
South Dakota (12-18),-5.2,2014
N Florida (16-16),-5.2,2014
Florida Intl (15-16),-5.2,2014
High Point (16-14),-5.3,2014
Idaho St (11-18),-5.3,2014
Grand Canyon (15-14),-5.5,2014
J Madison (11-20),-5.5,2014
Tenn Tech (17-16),-5.5,2014
Texas So (19-14),-5.6,2014
Norfolk St (19-14),-5.6,2014
W Illinois (10-20),-5.6,2014
Troy (11-20),-5.7,2014
C Michigan (10-21),-5.7,2014
N Arizona (15-17),-5.7,2014
Idaho (16-18),-5.7,2014
Fairfield (7-25),-5.8,2014
Texas A&M-CC (17-15),-5.8,2014
Illinois Chicago (6-25),-5.9,2014
N Texas (16-16),-6.0,2014
Hofstra (10-23),-6.1,2014
Portland St (17-14),-6.2,2014
Chattanooga (18-14),-6.2,2014
Lipscomb (15-15),-6.4,2014
Liberty (11-21),-6.4,2014
Sacramento St (14-16),-6.5,2014
Niagara (7-26),-6.5,2014
Monmouth (11-21),-6.8,2014
Texas St (8-23),-7.0,2014
NC Wilmington (9-23),-7.2,2014
UC Riverside (10-21),-7.2,2014
Georgia So (15-19),-7.5,2014
Savannah St (13-19),-7.6,2014
Loyola MD (11-19),-7.6,2014
NJIT (13-16),-7.7,2014
Montana St (14-17),-7.8,2014
Tennessee St (5-25),-7.9,2014
Navy (9-21),-8.0,2014
Ball St (5-25),-8.1,2014
Austin Peay (12-18),-8.2,2014
Tulane (17-16),-8.5,2014
San Jose St (7-24),-8.6,2014
Incarnate Word (21-6),-8.8,2014
Kansas City (10-20),-8.9,2014
N Kentucky (9-21),-8.9,2014
Coppin St (12-20),-9.1,2014
Jacksonville St (10-21),-9.4,2014
SIU Edward (11-20),-9.4,2014
Jacksonville (12-18),-9.5,2014
Chicago St (13-19),-9.5,2014
Delaware St (9-21),-9.6,2014
Florida A&M (14-18),-9.6,2014
Sacred Heart (5-26),-9.6,2014
UT Rio Grande (9-23),-9.7,2014
UC Davis (9-22),-9.7,2014
C Connecticut (11-19),-9.8,2014
Jackson St (11-20),-9.8,2014
Rice (7-23),-9.8,2014
E Illinois (11-19),-10.0,2014
LIU-Brooklyn (9-20),-10.1,2014
F Dickinson (10-21),-10.2,2014
Nicholls (14-15),-10.2,2014
Alabama St (19-12),-10.2,2014
NC Greensboro (14-18),-10.3,2014
St Francis PA (10-21),-10.3,2014
SE Louisiana (12-18),-10.7,2014
App State (9-21),-10.8,2014
McNeese (11-20),-10.8,2014
New Hampshire (6-24),-10.9,2014
IU Indy (6-26),-11.1,2014
UMass Lowell (10-18),-11.2,2014
UTSA (8-22),-11.3,2014
Campbell (12-20),-11.3,2014
Samford (13-20),-11.5,2014
UMBC (9-21),-11.8,2014
Alabama A&M (14-16),-11.8,2014
UT Martin (8-23),-12.0,2014
New Orleans (11-15),-12.1,2014
Alcorn St (12-19),-12.4,2014
Cornell (2-26),-12.5,2014
NC A&T (9-23),-12.7,2014
Stetson (7-24),-12.7,2014
AR-Pine Bluff (13-18),-12.8,2014
C Arkansas (8-21),-12.8,2014
Prairie View (11-23),-12.8,2014
Bethune (7-25),-12.9,2014
Kennesaw St (6-25),-13.2,2014
Maine (6-23),-13.6,2014
Binghamton (7-23),-13.6,2014
Abl Christian (11-20),-13.6,2014
Lamar (4-26),-14.2,2014
Howard (8-25),-14.3,2014
Furman (9-21),-14.4,2014
Hou Christian (6-25),-14.5,2014
The Citadel (7-26),-14.5,2014
Maryland ES (6-24),-14.7,2014
S Carolina St (9-21),-14.9,2014
Longwood (8-24),-16.6,2014
Presbyterian (6-26),-16.9,2014
Miss Valley St (9-23),-17.2,2014
S Utah (2-27),-17.5,2014
Grambling (5-24),-22.1,2014
