team,tr_predictive,season
Louisville (29-5),23.4,2014
Arizona (30-4),20.5,2014
Florida (31-2),19.0,2014
Duke (26-7),18.9,2014
Kansas (24-9),18.4,2014
Villanova (28-4),17.8,2014
Michigan St (25-8),17.7,2014
Creighton (26-7),17.4,2014
Wisconsin (26-7),17.1,2014
Iowa (20-12),16.9,2014
Michigan (25-7),16.9,2014
Oklahoma St (21-12),16.7,2014
Virginia (27-6),16.5,2014
Ohio St (25-9),16.4,2014
Kentucky (24-9),16.2,2014
UCLA (26-8),15.8,2014
Wichita St (34-0),15.1,2014
Pittsburgh (25-9),15.0,2014
Iowa St (26-7),14.9,2014
UConn (26-8),14.6,2014
VCU (26-7),14.4,2014
Syracuse (27-5),14.2,2014
Gonzaga (28-6),14.2,2014
Tennessee (21-12),14.1,2014
North Carolina (23-9),13.9,2014
San Diego St (29-4),13.5,2014
Cincinnati (27-6),13.5,2014
Oregon (23-9),13.2,2014
Baylor (24-11),12.2,2014
Louisiana Tech (27-7),12.1,2014
New Mexico (27-6),11.9,2014
Memphis (23-9),11.9,2014
Harvard (26-4),11.8,2014
Arkansas (21-11),11.7,2014
Stanford (21-12),11.6,2014
SMU (23-9),11.4,2014
Oklahoma (23-9),11.1,2014
Arizona St (21-11),11.0,2014
Florida St (19-13),11.0,2014
St John's (20-12),10.9,2014
Saint Louis (26-6),10.9,2014
Xavier (21-12),10.9,2014
Utah (21-11),10.6,2014
Indiana (17-15),10.5,2014
Providence (23-11),10.5,2014
Georgetown (17-14),10.4,2014
BYU (23-11),10.2,2014
Minnesota (20-13),10.1,2014
Maryland (17-15),10.0,2014
Marquette (17-15),9.7,2014
Illinois (19-14),9.5,2014
UMass (24-8),9.5,2014
Colorado (23-11),9.3,2014
Kansas St (20-12),9.3,2014
West Virginia (17-15),9.3,2014
Texas (23-10),9.2,2014
Clemson (20-12),9.2,2014
G Washington (24-8),9.2,2014
Missouri (22-11),8.8,2014
Dayton (23-10),8.6,2014
N Dakota St (25-6),8.6,2014
California (19-13),8.4,2014
Boise St (21-13),8.3,2014
LSU (19-13),8.0,2014
Saint Mary's (22-11),7.9,2014
Nebraska (19-12),7.9,2014
Saint Joseph's (23-9),7.7,2014
Green Bay (24-6),7.7,2014
Notre Dame (15-17),7.5,2014
UNLV (20-13),7.5,2014
Southern Miss (27-6),7.1,2014
Alabama (13-19),7.1,2014
NC State (21-13),7.0,2014
Purdue (15-17),6.9,2014
Butler (14-17),6.9,2014
New Mexico St (26-9),6.8,2014
Mississippi (19-14),6.7,2014
Seton Hall (17-17),6.6,2014
Miami (17-16),6.6,2014
Iona (22-10),6.3,2014
Penn St (15-17),6.3,2014
Mercer (26-8),6.2,2014
Vermont (22-10),6.1,2014
NC Central (28-5),6.1,2014
Manhattan (25-7),6.0,2014
Georgia St (25-7),5.9,2014
Georgia (19-13),5.9,2014
Richmond (19-14),5.6,2014
Tulsa (21-12),5.5,2014
Middle Tenn (24-9),5.4,2014
SF Austin (31-2),5.4,2014
Cleveland St (21-11),5.2,2014
St Bonaventure (18-15),5.1,2014
Texas Tech (14-18),5.1,2014
Washington (17-15),5.0,2014
Oregon St (16-15),5.0,2014
N Iowa (16-15),4.9,2014
Georgia Tech (16-17),4.7,2014
Belmont (24-9),4.7,2014
Princeton (20-8),4.7,2014
Delaware (25-9),4.6,2014
San Francisco (21-11),4.5,2014
La Salle (15-16),4.4,2014
Vanderbilt (15-16),4.2,2014
Toledo (27-6),4.1,2014
Utah St (18-14),4.0,2014
Wake Forest (17-16),4.0,2014
UC Irvine (23-11),3.9,2014
UTEP (23-10),3.8,2014
UCSB (21-9),3.6,2014
Northwestern (14-19),3.3,2014
Texas A&M (17-15),3.3,2014
Indiana St (23-10),3.3,2014
Boston U (24-10),3.2,2014
Ohio (23-11),3.1,2014
Davidson (20-12),3.1,2014
South Carolina (14-20),3.0,2014
Buffalo (19-10),3.0,2014
Fresno St (17-16),3.0,2014
E Kentucky (24-9),3.0,2014
Colorado St (16-16),2.9,2014
Portland (15-16),2.9,2014
Boston College (8-24),2.8,2014
Louisiana (22-11),2.8,2014
Wyoming (18-14),2.8,2014
Wright St (20-14),2.5,2014
W Michigan (23-9),2.4,2014
Drexel (16-14),2.3,2014
Akron (21-12),2.3,2014
American (20-12),2.3,2014
Rhode Island (14-18),2.2,2014
George Mason (11-20),2.1,2014
Columbia (19-12),2.1,2014
E Michigan (21-14),2.0,2014
Hawai'i (20-11),2.0,2014
Towson (23-10),1.9,2014
Denver (16-15),1.9,2014
Auburn (14-16),1.9,2014
Temple (9-22),1.9,2014
Valparaiso (18-15),1.8,2014
Canisius (21-12),1.8,2014
Charleston So (13-18),1.4,2014
Weber St (19-11),1.4,2014
UCF (13-18),1.3,2014
Nevada (15-17),1.3,2014
Houston (17-16),1.2,2014
Quinnipiac (20-11),1.2,2014
San Diego (16-16),1.1,2014
Purdue FW (24-10),1.0,2014
USC (11-21),1.0,2014
Bucknell (16-14),0.9,2014
Stony Brook (23-10),0.8,2014
Missouri St (20-12),0.8,2014
S Dakota St (19-12),0.7,2014
DePaul (12-21),0.7,2014
Virginia Tech (9-22),0.7,2014
Duquesne (13-17),0.6,2014
Arkansas St (19-13),0.5,2014
Santa Clara (14-19),0.4,2014
Holy Cross (19-13),0.4,2014
UAB (18-13),0.1,2014
Morehead St (20-13),0.1,2014
Illinois St (16-15),0.1,2014
Washington St (10-21),0.1,2014
William & Mary (20-12),0.0,2014
Brown (15-13),0.0,2014
SC Upstate (19-14),0.0,2014
Pacific (15-15),-0.1,2014
Drake (15-16),-0.2,2014
Yale (15-13),-0.2,2014
Long Beach St (15-17),-0.3,2014
Cal Poly (13-19),-0.4,2014
Youngstown St (15-17),-0.4,2014
Omaha (16-14),-0.4,2014
Charlotte (17-14),-0.5,2014
Kent St (16-16),-0.5,2014
Murray St (18-11),-0.5,2014
FGCU (22-12),-0.5,2014
S Illinois (14-19),-0.7,2014
Milwaukee (21-13),-0.7,2014
Southern (19-13),-0.7,2014
Detroit Mercy (13-19),-0.7,2014
W Kentucky (20-12),-0.8,2014
S Florida (12-20),-0.8,2014
Wofford (20-12),-0.9,2014
Rutgers (12-21),-0.9,2014
Oakland (13-20),-1.2,2014
Wagner (18-12),-1.2,2014
Pepperdine (15-16),-1.3,2014
Colgate (13-18),-1.3,2014
Albany (18-14),-1.4,2014
Charleston (14-18),-1.4,2014
Loyola Mymt (13-19),-1.4,2014
NW State (17-14),-1.6,2014
Sam Houston (23-10),-1.6,2014
Oral Roberts (17-16),-1.6,2014
Northeastern (11-21),-1.7,2014
Robert Morris (21-13),-1.7,2014
