team,tr_predictive,season
Indiana St (18-14),5.2,2012
Milwaukee (20-13),5.2,2012
Charlotte (13-17),5.1,2012
Stony Brook (22-9),5.1,2012
Loyola Mymt (19-12),5.0,2012
TCU (17-14),5.0,2012
Georgia Tech (11-20),5.0,2012
Rice (17-15),5.0,2012
Charleston (19-12),4.9,2012
Yale (19-9),4.9,2012
South Carolina (10-21),4.9,2012
LIU-Brooklyn (25-8),4.9,2012
Auburn (15-16),4.9,2012
St John's (13-19),4.8,2012
E Tennessee St (17-14),4.7,2012
N Dakota St (17-13),4.6,2012
Quinnipiac (18-13),4.3,2012
DePaul (12-19),4.3,2012
N Texas (18-14),4.0,2012
SC Upstate (20-12),3.9,2012
CS Fullerton (21-9),3.8,2012
Oakland (17-15),3.8,2012
UTSA (18-14),3.8,2012
Idaho (18-13),3.6,2012
Delaware (18-13),3.5,2012
Cal Poly (18-15),3.5,2012
G Washington (10-21),3.2,2012
American (20-11),3.2,2012
SF Austin (20-12),3.1,2012
Tulane (15-16),2.9,2012
Youngstown St (16-15),2.9,2012
Columbia (15-15),2.8,2012
Charleston So (19-12),2.7,2012
W Michigan (14-20),2.7,2012
Little Rock (15-16),2.5,2012
Coastal Car (19-11),2.4,2012
Air Force (13-16),2.4,2012
Houston (15-15),2.3,2012
Boston U (16-16),2.2,2012
Wake Forest (13-18),2.2,2012
Tennessee St (20-12),2.1,2012
Albany (19-14),2.0,2012
SMU (13-19),2.0,2012
FGCU (15-17),2.0,2012
Green Bay (15-15),2.0,2012
Miami OH (9-21),2.0,2012
Florida Atlantic (11-19),2.0,2012
Ball St (15-15),1.9,2012
Fresno St (13-20),1.9,2012
Louisiana (16-15),1.9,2012
Savannah St (21-11),1.8,2012
NC Central (17-15),1.8,2012
Northeastern (14-17),1.7,2012
Tenn Tech (19-13),1.6,2012
W Illinois (18-14),1.5,2012
Wofford (19-13),1.4,2012
Arkansas St (14-20),1.4,2012
Toledo (18-16),1.4,2012
USC (6-26),1.3,2012
Hofstra (10-22),1.2,2012
Cornell (12-16),1.2,2012
Portland St (17-15),1.2,2012
E Washington (15-17),1.2,2012
N Florida (16-16),1.1,2012
S Alabama (17-12),0.7,2012
C Connecticut (13-16),0.7,2012
W Kentucky (15-18),0.6,2012
Louisiana Tech (18-16),0.6,2012
Lipscomb (13-18),0.5,2012
IU Indy (14-18),0.5,2012
Morehead St (18-15),0.5,2012
W Carolina (17-18),0.4,2012
Arizona St (10-21),0.4,2012
Austin Peay (12-20),0.4,2012
St Fran (NY) (15-15),0.4,2012
Rider (13-19),0.2,2012
Norfolk St (25-9),0.2,2012
Texas Tech (8-23),0.1,2012
Rhode Island (7-24),0.1,2012
Campbell (17-15),0.0,2012
Wright St (13-19),0.0,2012
Holy Cross (15-14),-0.2,2012
Siena (14-17),-0.4,2012
Hawai'i (16-16),-0.4,2012
Furman (15-16),-0.5,2012
High Point (13-18),-0.6,2012
Seattle (12-15),-0.6,2012
Chattanooga (11-21),-0.7,2012
NC Wilmington (10-21),-0.7,2012
S Illinois (8-23),-0.7,2012
J Madison (12-20),-0.9,2012
Georgia So (15-15),-1.0,2012
Sacred Heart (14-18),-1.0,2012
McNeese (17-15),-1.0,2012
Jacksonville St (15-18),-1.0,2012
Lafayette (13-18),-1.0,2012
NW State (16-16),-1.1,2012
San Diego (13-18),-1.1,2012
Florida Intl (8-21),-1.1,2012
SE Missouri St (15-16),-1.3,2012
Elon (15-16),-1.3,2012
Niagara (14-19),-1.4,2012
Presbyterian (14-15),-1.6,2012
App State (13-18),-1.6,2012
Jacksonville (8-22),-1.7,2012
Boston College (9-22),-1.8,2012
Winthrop (12-20),-1.8,2012
Gardner-Webb (12-20),-1.9,2012
Delaware St (15-14),-1.9,2012
Utah Valley (20-12),-1.9,2012
Miss Valley St (21-12),-2.0,2012
CS Bakersfield (16-14),-2.0,2012
Maine (12-17),-2.2,2012
N Colorado (9-19),-2.2,2012
C Michigan (11-21),-2.3,2012
S Utah (14-17),-2.3,2012
E Kentucky (16-16),-2.4,2012
Bradley (7-25),-2.6,2012
Morgan St (9-20),-2.7,2012
Texas St (13-17),-2.7,2012
UC Irvine (12-20),-2.7,2012
Stetson (9-20),-2.8,2012
Troy (10-18),-2.8,2012
E Michigan (14-18),-2.8,2012
Marist (14-18),-2.9,2012
Samford (11-19),-3.3,2012
Loyola Chi (7-23),-3.3,2012
Fordham (10-19),-3.5,2012
UC Riverside (14-17),-3.5,2012
VMI (17-16),-3.6,2012
Santa Clara (8-22),-3.7,2012
Texas So (15-18),-3.8,2012
Coppin St (14-16),-3.8,2012
San Jose St (9-22),-3.8,2012
Bethune (18-17),-3.9,2012
Purdue FW (11-19),-4.0,2012
NC Greensboro (13-19),-4.0,2012
Hampton (12-21),-4.1,2012
Pepperdine (10-19),-4.2,2012
Montana St (12-17),-4.3,2012
North Dakota (17-14),-4.3,2012
Dartmouth (5-25),-4.4,2012
Portland (7-24),-4.5,2012
Sam Houston (13-19),-4.6,2012
Liberty (14-18),-4.7,2012
Pacific (11-19),-4.7,2012
New Hampshire (13-16),-4.8,2012
Army (12-18),-5.0,2012
Kansas City (10-21),-5.0,2012
Illinois Chicago (8-22),-5.1,2012
South Dakota (10-18),-5.2,2012
Sacramento St (10-18),-5.3,2012
NJIT (15-17),-5.5,2012
William & Mary (6-26),-5.6,2012
Mt St Mary's (8-21),-5.6,2012
Monmouth (12-20),-5.8,2012
E Illinois (12-17),-5.8,2012
Idaho St (9-21),-6.2,2012
NC A&T (12-20),-6.3,2012
SE Louisiana (12-17),-6.7,2012
CS Northridge (7-21),-7.0,2012
St Francis PA (6-23),-7.0,2012
Texas A&M-CC (6-24),-7.2,2012
Utah (6-25),-7.2,2012
Brown (8-23),-7.3,2012
Hartford (9-22),-7.4,2012
Saint Peter's (5-26),-7.7,2012
Radford (6-26),-7.8,2012
The Citadel (6-24),-7.9,2012
Navy (3-26),-8.1,2012
SIU Edward (10-17),-8.2,2012
UL Monroe (3-26),-8.3,2012
Colgate (8-22),-8.7,2012
Howard (10-21),-8.8,2012
Canisius (5-25),-9.0,2012
UT Rio Grande (11-21),-9.0,2012
Kennesaw St (3-28),-9.2,2012
Alabama St (12-19),-9.3,2012
Florida A&M (10-23),-9.6,2012
Hou Christian (10-20),-9.6,2012
Prairie View (14-18),-10.0,2012
AR-Pine Bluff (11-22),-10.7,2012
Maryland ES (7-23),-10.7,2012
F Dickinson (3-26),-10.8,2012
N Arizona (5-24),-10.8,2012
Southern (17-14),-10.9,2012
UC Davis (5-26),-11.1,2012
N Illinois (5-26),-11.1,2012
Jackson St (7-24),-11.2,2012
Bryant (2-28),-11.6,2012
UT Martin (4-27),-11.7,2012
Towson (1-31),-11.8,2012
Nicholls (10-20),-12.0,2012
C Arkansas (8-21),-12.7,2012
Alabama A&M (7-21),-12.8,2012
Alcorn St (10-22),-13.2,2012
Omaha (11-18),-13.3,2012
UMBC (4-26),-13.6,2012
Longwood (10-21),-14.1,2012
Chicago St (4-26),-14.2,2012
Binghamton (2-29),-14.2,2012
S Carolina St (5-26),-14.3,2012
Grambling (4-24),-20.2,2012
