team,tr_predictive,season
Illinois Chicago (16-15),9.6,2009
TCU (14-17),9.4,2009
S Florida (9-22),9.3,2009
Evansville (17-13),9.3,2009
UT Arlington (16-14),9.3,2009
VMI (24-8),9.2,2009
Bradley (18-14),9.2,2009
Drake (17-15),9.1,2009
Marshall (15-17),9.0,2009
Southern Miss (15-17),8.9,2009
Wichita St (16-16),8.8,2009
Oregon St (13-17),8.8,2009
Wyoming (19-13),8.6,2009
Charleston (26-8),8.5,2009
Radford (21-11),8.5,2009
E Kentucky (18-13),8.5,2009
Lipscomb (17-14),8.4,2009
American (24-7),8.3,2009
Bowling Green (19-13),8.3,2009
Saint Louis (18-14),8.3,2009
UMass (12-18),8.3,2009
Santa Clara (16-17),8.2,2009
Texas A&M-CC (18-15),8.0,2009
Charlotte (11-20),8.0,2009
Middle Tenn (18-14),7.9,2009
S Illinois (13-18),7.8,2009
Milwaukee (17-14),7.7,2009
SE Louisiana (13-17),7.7,2009
Mt St Mary's (19-13),7.7,2009
Morehead St (19-15),7.6,2009
Robert Morris (24-10),7.6,2009
Idaho (16-15),7.6,2009
Oregon (8-23),7.5,2009
Little Rock (23-8),7.5,2009
N Texas (20-12),7.5,2009
Rutgers (11-21),7.5,2009
Boise St (19-12),7.5,2009
Liberty (22-11),7.4,2009
San Diego (16-16),7.4,2009
J Madison (19-14),7.4,2009
Nicholls (20-11),7.4,2009
UTSA (19-12),7.3,2009
Ohio (15-17),7.2,2009
Drexel (15-14),7.2,2009
Morgan St (23-11),7.1,2009
Tulane (14-17),6.8,2009
IU Indy (16-14),6.8,2009
Austin Peay (19-13),6.5,2009
UCSB (16-15),6.4,2009
Colorado (9-22),6.4,2009
Texas St (14-16),6.4,2009
S Alabama (20-13),6.4,2009
Lamar (15-15),6.2,2009
Utah Valley (17-11),6.2,2009
Long Beach St (15-15),6.1,2009
E Carolina (13-17),5.9,2009
Louisiana Tech (15-18),5.8,2009
Montana (17-12),5.8,2009
Colorado St (9-21),5.7,2009
Missouri St (11-20),5.7,2009
San Jose St (13-17),5.6,2009
Georgia (12-20),5.6,2009
Boston U (17-13),5.6,2009
G Washington (10-18),5.6,2009
Fairfield (17-15),5.5,2009
CS Fullerton (15-17),5.4,2009
Binghamton (23-8),5.4,2009
DePaul (9-24),5.4,2009
Rider (19-12),5.4,2009
Chattanooga (18-16),5.3,2009
Hofstra (21-11),5.1,2009
SMU (9-21),5.1,2009
The Citadel (20-12),4.9,2009
Idaho St (13-19),4.9,2009
Iona (12-19),4.9,2009
Troy (19-12),4.9,2009
Holy Cross (18-14),4.8,2009
Fresno St (13-21),4.6,2009
St Bonaventure (15-15),4.6,2009
Valparaiso (9-22),4.6,2009
Arkansas St (13-17),4.6,2009
Alabama St (22-9),4.6,2009
Indiana St (11-21),4.4,2009
Sacred Heart (17-14),4.4,2009
Stony Brook (16-14),4.4,2009
McNeese (11-18),4.3,2009
W Carolina (16-15),4.2,2009
Hawai'i (13-17),4.1,2009
Tenn Tech (11-18),4.1,2009
Purdue FW (13-17),4.1,2009
San Francisco (11-19),4.1,2009
Indiana (6-25),4.0,2009
Chicago St (19-13),4.0,2009
Denver (15-16),4.0,2009
Air Force (10-21),4.0,2009
N Colorado (14-18),3.9,2009
Jacksonville St (11-17),3.9,2009
Youngstown St (11-19),3.9,2009
Manhattan (16-14),3.8,2009
Mercer (17-15),3.8,2009
S Dakota St (13-20),3.7,2009
Gardner-Webb (13-17),3.7,2009
N Arizona (8-19),3.7,2009
Wofford (16-14),3.7,2009
UC Riverside (17-13),3.5,2009
S Utah (11-20),3.5,2009
UC Davis (13-19),3.4,2009
Delaware (13-19),3.2,2009
Navy (19-11),3.1,2009
Montana St (15-17),3.1,2009
Ball St (14-17),3.1,2009
Rice (10-22),3.0,2009
Loyola Chi (14-18),3.0,2009
App State (13-18),2.8,2009
William & Mary (10-20),2.7,2009
Samford (16-16),2.6,2009
W Michigan (10-21),2.5,2009
Presbyterian (12-17),2.5,2009
UC Irvine (12-19),2.5,2009
Georgia St (12-20),2.4,2009
Campbell (14-16),2.4,2009
Albany (15-16),2.2,2009
Loyola MD (12-20),2.2,2009
E Illinois (12-18),2.2,2009
Stetson (13-17),2.0,2009
Yale (13-15),2.0,2009
Centenary (8-23),1.8,2009
Harvard (14-14),1.8,2009
Canisius (11-20),1.6,2009
Louisiana (10-20),1.6,2009
C Michigan (12-19),1.5,2009
Jackson St (18-15),1.5,2009
E Washington (12-18),1.4,2009
Detroit Mercy (7-23),1.3,2009
LIU-Brooklyn (16-14),1.2,2009
Winthrop (11-19),1.1,2009
Princeton (13-14),0.9,2009
Coastal Car (11-20),0.7,2009
Towson (12-22),0.7,2009
NC Asheville (15-16),0.7,2009
Lehigh (15-14),0.6,2009
Florida Intl (13-20),0.6,2009
Coppin St (13-19),0.6,2009
Marist (10-23),0.5,2009
Penn (10-18),0.3,2009
UMBC (15-17),0.2,2009
New Hampshire (14-16),0.0,2009
High Point (9-21),0.0,2009
Cal Poly (7-21),0.0,2009
S Carolina St (17-14),-0.1,2009
Prairie View (17-16),-0.1,2009
Tennessee St (12-18),-0.2,2009
Hampton (16-16),-0.4,2009
Saint Peter's (11-19),-0.5,2009
Florida Atlantic (6-26),-0.5,2009
Elon (11-20),-0.6,2009
NC A&T (16-16),-0.7,2009
N Illinois (10-20),-1.0,2009
New Orleans (11-19),-1.0,2009
Columbia (12-16),-1.1,2009
Kansas City (7-24),-1.1,2009
CS Bakersfield (8-21),-1.3,2009
Quinnipiac (15-16),-1.3,2009
Longwood (17-14),-1.4,2009
W Illinois (9-20),-1.4,2009
Toledo (7-25),-1.4,2009
C Connecticut (13-17),-1.5,2009
Wagner (16-14),-1.5,2009
E Michigan (8-24),-1.7,2009
Charleston So (9-20),-1.7,2009
UL Monroe (10-20),-1.8,2009
SC Upstate (9-21),-1.9,2009
Savannah St (15-14),-2.0,2009
Army (11-19),-2.1,2009
Bethune (17-16),-2.2,2009
Georgia So (8-22),-2.4,2009
Maine (8-21),-2.6,2009
Norfolk St (14-18),-2.6,2009
FGCU (11-20),-2.7,2009
C Arkansas (10-19),-2.9,2009
Pepperdine (9-23),-3.0,2009
Bucknell (7-23),-3.1,2009
St Fran (NY) (10-20),-3.2,2009
Brown (9-19),-3.2,2009
Delaware St (8-24),-3.8,2009
Colgate (10-20),-4.0,2009
Dartmouth (9-19),-4.3,2009
UT Rio Grande (10-17),-4.6,2009
Hartford (7-26),-4.6,2009
NC Wilmington (7-25),-4.8,2009
AR-Pine Bluff (13-18),-4.9,2009
NC Greensboro (5-25),-5.2,2009
Lafayette (8-22),-5.4,2009
NW State (11-20),-5.4,2009
Furman (6-24),-5.7,2009
Texas So (7-25),-6.1,2009
Loyola Mymt (3-28),-6.1,2009
Fordham (3-25),-6.6,2009
St Francis PA (6-23),-6.9,2009
Monmouth (8-23),-6.9,2009
Hou Christian (5-25),-7.0,2009
Bryant (8-21),-7.1,2009
SE Missouri St (3-27),-7.3,2009
Florida A&M (10-21),-7.5,2009
Howard (8-23),-7.7,2009
Miss Valley St (7-25),-7.8,2009
Southern (8-23),-8.2,2009
N Florida (8-22),-8.5,2009
Kennesaw St (7-22),-8.5,2009
F Dickinson (7-23),-9.0,2009
Sacramento St (2-27),-9.1,2009
Alabama A&M (8-19),-9.1,2009
Wins-Salem (8-22),-9.3,2009
Grambling (6-23),-11.7,2009
Maryland ES (7-23),-11.7,2009
NC Central (4-27),-13.7,2009
Alcorn St (6-25),-14.0,2009
NJIT (1-30),-16.7,2009
