team,tr_predictive,season
North Carolina (28-4),30.8,2009
Memphis (31-3),28.2,2009
Duke (27-6),27.0,2009
Pittsburgh (28-4),26.9,2009
Gonzaga (26-5),26.8,2009
UConn (27-4),26.5,2009
Louisville (28-5),26.2,2009
Missouri (28-6),25.6,2009
West Virginia (23-11),25.3,2009
UCLA (25-8),24.9,2009
Kansas (25-7),24.1,2009
Oklahoma (27-5),23.7,2009
Wake Forest (24-6),22.9,2009
Syracuse (26-9),22.6,2009
Michigan St (26-6),22.6,2009
Clemson (23-8),22.5,2009
Arizona St (24-9),22.4,2009
Washington (25-8),22.3,2009
Villanova (26-7),22.0,2009
Purdue (24-9),22.0,2009
BYU (25-7),21.9,2009
Marquette (24-9),21.4,2009
Tennessee (21-11),20.8,2009
Xavier (25-7),20.6,2009
Texas (22-11),20.6,2009
Illinois (24-9),20.4,2009
Georgetown (16-14),20.2,2009
Oklahoma St (22-11),20.2,2009
USC (21-12),19.4,2009
Kansas St (21-11),19.4,2009
California (22-10),19.4,2009
Kentucky (20-13),19.3,2009
Utah (24-9),19.3,2009
Florida (23-10),19.2,2009
Miami (18-12),18.9,2009
Notre Dame (18-14),18.6,2009
Butler (26-5),18.6,2009
Wisconsin (19-12),18.5,2009
Baylor (20-14),18.5,2009
Florida St (25-8),18.2,2009
Ohio St (22-9),18.1,2009
LSU (26-7),18.0,2009
Davidson (26-7),17.9,2009
UAB (22-11),17.7,2009
Arizona (19-13),17.7,2009
New Mexico (21-11),17.7,2009
San Diego St (23-9),17.7,2009
Washington St (17-15),17.4,2009
Minnesota (22-10),17.1,2009
Saint Mary's (26-6),17.1,2009
Temple (22-11),16.9,2009
Michigan (20-13),16.7,2009
Texas A&M (23-9),16.7,2009
Maryland (20-13),16.6,2009
Stanford (18-13),16.6,2009
Utah St (30-4),16.6,2009
N Dakota St (26-6),16.5,2009
South Carolina (21-9),16.4,2009
Houston (21-11),16.2,2009
Auburn (22-11),16.2,2009
Tulsa (24-10),16.1,2009
Boston College (22-11),16.1,2009
Virginia Tech (18-14),15.9,2009
Mississippi St (22-12),15.9,2009
Creighton (26-7),15.7,2009
Nebraska (18-12),15.3,2009
Cleveland St (25-10),15.3,2009
UNLV (21-10),15.2,2009
Rhode Island (22-10),15.2,2009
VCU (24-9),15.2,2009
Illinois St (24-9),15.2,2009
Northwestern (17-13),15.1,2009
Siena (26-7),14.9,2009
NC State (16-14),14.7,2009
Vanderbilt (19-12),14.7,2009
Niagara (26-8),14.2,2009
Cincinnati (18-14),14.2,2009
SF Austin (23-7),14.1,2009
UTEP (19-12),14.1,2009
Green Bay (22-10),13.9,2009
Providence (19-13),13.8,2009
Dayton (26-7),13.7,2009
Penn St (22-11),13.6,2009
Seton Hall (17-15),13.3,2009
Duquesne (21-12),13.1,2009
Oral Roberts (16-15),13.0,2009
Akron (23-12),12.8,2009
Iowa (15-17),12.7,2009
Georgia Tech (12-19),12.7,2009
N Iowa (23-10),12.6,2009
Miami OH (17-13),12.4,2009
Mississippi (16-15),12.2,2009
Virginia (10-18),12.2,2009
George Mason (22-10),12.2,2009
Alabama (18-14),12.1,2009
Nevada (21-12),12.0,2009
Vermont (23-8),12.0,2009
Texas Tech (14-19),11.7,2009
Sam Houston (17-12),11.5,2009
Cornell (21-9),11.5,2009
Saint Joseph's (17-15),11.5,2009
Wright St (20-13),11.4,2009
UT Martin (22-9),11.4,2009
Oakland (22-12),11.4,2009
E Tennessee St (22-11),11.3,2009
W Kentucky (24-8),11.3,2009
Arkansas (14-16),10.6,2009
CS Northridge (17-13),10.4,2009
Portland (19-12),10.4,2009
Belmont (19-12),10.3,2009
Kent St (19-14),10.3,2009
Portland St (23-9),10.2,2009
Northeastern (18-12),10.2,2009
Richmond (18-15),10.1,2009
St John's (16-17),10.1,2009
Buffalo (21-11),10.0,2009
Iowa St (15-17),9.9,2009
La Salle (18-13),9.9,2009
Jacksonville (18-13),9.9,2009
UCF (17-14),9.9,2009
Weber St (21-9),9.8,2009
Old Dominion (21-10),9.8,2009
Murray St (19-12),9.8,2009
New Mexico St (17-15),9.8,2009
Pacific (19-12),9.8,2009
