team,tr_predictive,season
Buffalo (19-11),5.0,2022
Grand Canyon (23-8),4.9,2022
Utah (11-20),4.9,2022
Colgate (23-11),4.9,2022
Bradley (17-14),4.8,2022
Butler (14-19),4.7,2022
Washington (17-15),4.6,2022
Ohio (24-9),4.3,2022
NC State (11-21),4.3,2022
W Kentucky (19-13),4.2,2022
Princeton (23-5),4.2,2022
Nevada (13-18),4.1,2022
UC Irvine (15-10),3.5,2022
Akron (24-9),3.5,2022
Temple (17-12),3.4,2022
George Mason (14-16),3.4,2022
Nebraska (10-22),3.3,2022
Boston College (13-20),3.2,2022
Rhode Island (15-16),3.2,2022
California (12-20),3.2,2022
Hofstra (21-11),3.1,2022
Middle Tenn (23-10),3.0,2022
Wofford (19-13),3.0,2022
UCSB (17-11),2.9,2022
Georgia Tech (12-20),2.9,2022
Liberty (22-11),2.7,2022
S Illinois (16-15),2.6,2022
Kent St (23-10),2.6,2022
Florida Atlantic (19-14),2.6,2022
Abl Christian (23-10),2.6,2022
Saint Peter's (19-11),2.4,2022
Missouri (12-21),2.4,2022
Utah Valley (20-12),2.3,2022
SF Austin (22-9),2.2,2022
Morehead St (23-11),2.2,2022
Wagner (21-6),2.0,2022
Montana St (27-7),1.9,2022
Yale (18-11),1.8,2022
Georgia St (18-10),1.7,2022
Seattle (23-9),1.7,2022
S Alabama (19-11),1.7,2022
Tulsa (11-20),1.6,2022
Jacksonville St (21-10),1.6,2022
Oral Roberts (19-12),1.6,2022
Weber St (21-12),1.6,2022
Georgetown (6-25),1.5,2022
N Dakota St (23-10),1.1,2022
Texas St (21-7),1.1,2022
Delaware (22-12),1.1,2022
S Utah (20-11),1.0,2022
Monmouth (21-13),1.0,2022
Wright St (21-13),0.9,2022
Sam Houston (19-14),0.9,2022
Drexel (15-14),0.9,2022
Coastal Car (16-13),0.9,2022
App State (19-14),0.8,2022
Oakland (20-12),0.7,2022
Longwood (26-6),0.7,2022
Charleston (17-15),0.6,2022
Pittsburgh (11-21),0.3,2022
Old Dominion (13-19),0.2,2022
UTEP (19-13),0.2,2022
Cleveland St (20-10),0.1,2022
UMass (15-17),0.1,2022
Navy (21-11),0.0,2022
UC Riverside (16-12),0.0,2022
Hawai'i (17-11),0.0,2022
Winthrop (23-9),-0.1,2022
Saint Joseph's (11-19),-0.1,2022
CS Fullerton (21-10),-0.2,2022
Bryant (22-9),-0.3,2022
Loyola Mymt (11-18),-0.4,2022
N Kentucky (20-12),-0.6,2022
NC Greensboro (17-14),-0.6,2022
VMI (16-15),-0.6,2022
Oregon St (3-28),-0.6,2022
E Carolina (15-15),-0.6,2022
Louisiana (16-15),-0.7,2022
Charlotte (17-14),-0.8,2022
New Mexico (13-19),-0.9,2022
Long Beach St (20-12),-0.9,2022
Jacksonville (21-10),-0.9,2022
Portland (18-14),-1.1,2022
FGCU (21-11),-1.2,2022
E Tennessee St (15-17),-1.2,2022
Texas So (18-12),-1.2,2022
Boston U (21-12),-1.2,2022
NC Wilmington (23-9),-1.2,2022
Norfolk St (24-6),-1.4,2022
South Dakota (19-12),-1.4,2022
Bellarmine (20-13),-1.4,2022
Valparaiso (14-18),-1.4,2022
Fordham (16-16),-1.4,2022
Illinois St (13-20),-1.5,2022
Cornell (15-11),-1.5,2022
Georgia (6-26),-1.5,2022
Gardner-Webb (18-13),-1.6,2022
Niagara (14-16),-1.6,2022
Arkansas St (18-11),-1.6,2022
N Colorado (20-15),-1.7,2022
J Madison (15-14),-1.7,2022
San Diego (15-16),-1.7,2022
Kansas City (19-12),-1.7,2022
Rice (16-16),-1.9,2022
Mercer (16-17),-1.9,2022
Troy (20-11),-2.0,2022
Brown (13-16),-2.0,2022
Penn (12-16),-2.1,2022
Montana (18-14),-2.1,2022
Nicholls (21-11),-2.1,2022
Dartmouth (9-16),-2.1,2022
E Washington (18-15),-2.2,2022
Purdue FW (21-11),-2.3,2022
Detroit Mercy (14-15),-2.3,2022
Fairfield (15-18),-2.4,2022
Marshall (12-21),-2.6,2022
Marist (14-16),-2.7,2022
Harvard (13-13),-2.8,2022
UT Arlington (11-18),-3.0,2022
La Salle (11-19),-3.0,2022
NC Asheville (16-14),-3.0,2022
Samford (21-11),-3.0,2022
Cal Baptist (18-15),-3.0,2022
Miami OH (14-18),-3.1,2022
Indiana St (11-20),-3.1,2022
Campbell (16-13),-3.2,2022
UMass Lowell (15-16),-3.2,2022
New Hampshire (15-13),-3.2,2022
Portland St (14-17),-3.3,2022
UC Davis (13-11),-3.3,2022
Tarleton St (14-17),-3.3,2022
Stony Brook (18-13),-3.4,2022
Northeastern (9-22),-3.4,2022
UMBC (18-14),-3.4,2022
Kennesaw St (13-18),-3.4,2022
E Kentucky (13-18),-3.5,2022
Southern (17-14),-3.6,2022
LIU (16-14),-3.6,2022
G Washington (12-18),-3.7,2022
S Florida (8-23),-3.7,2022
W Illinois (16-15),-4.0,2022
Mt St Mary's (14-16),-4.0,2022
Quinnipiac (14-17),-4.2,2022
Rider (14-19),-4.3,2022
Bowling Green (13-18),-4.4,2022
Youngstown St (18-14),-4.5,2022
Siena (15-14),-4.8,2022
Georgia So (13-16),-4.8,2022
Howard (16-13),-4.8,2022
Ball St (14-17),-4.8,2022
Florida Intl (15-17),-5.1,2022
Illinois Chicago (14-16),-5.1,2022
Tenn Tech (11-21),-5.2,2022
Duquesne (6-24),-5.3,2022
The Citadel (13-18),-5.3,2022
Hartford (12-20),-5.4,2022
N Florida (11-20),-5.4,2022
Loyola MD (14-16),-5.5,2022
Elon (10-22),-5.5,2022
CS Bakersfield (8-19),-5.6,2022
Canisius (11-21),-5.6,2022
Texas A&M-CC (23-11),-5.6,2022
UL Monroe (13-18),-5.9,2022
High Point (14-18),-5.9,2022
Pacific (8-22),-6.0,2022
Pepperdine (7-25),-6.0,2022
New Orleans (18-13),-6.1,2022
Manhattan (15-15),-6.1,2022
SE Missouri St (14-18),-6.2,2022
UCSD (13-16),-6.2,2022
Albany (13-18),-6.3,2022
Merrimack (14-16),-6.4,2022
Lipscomb (14-19),-6.4,2022
Tennessee St (14-17),-6.5,2022
Air Force (11-18),-6.5,2022
Binghamton (12-17),-6.6,2022
Army (15-16),-6.8,2022
Radford (11-18),-7.0,2022
Presbyterian (12-20),-7.1,2022
Jackson St (11-19),-7.4,2022
Alcorn St (17-16),-7.5,2022
SE Louisiana (19-14),-7.6,2022
Stetson (11-19),-7.6,2022
Prairie View (8-19),-7.6,2022
Utah Tech (13-18),-7.7,2022
NC Central (16-15),-7.8,2022
Austin Peay (12-17),-7.8,2022
Lehigh (13-19),-7.9,2022
Morgan St (13-14),-8.0,2022
N Alabama (9-21),-8.1,2022
NC A&T (12-20),-8.2,2022
N Illinois (9-21),-8.3,2022
SC Upstate (14-16),-8.3,2022
UTSA (10-22),-8.4,2022
Robert Morris (8-24),-8.4,2022
San Jose St (8-23),-8.4,2022
Sacred Heart (10-20),-8.5,2022
SIU Edward (11-21),-8.6,2022
Cal Poly (7-21),-8.8,2022
UT Rio Grande (8-23),-8.8,2022
E Michigan (10-21),-8.9,2022
Sacramento St (11-18),-8.9,2022
C Michigan (7-23),-9.0,2022
St Francis PA (9-21),-9.0,2022
W Carolina (11-21),-9.0,2022
St Fran (NY) (10-20),-9.2,2022
McNeese (11-22),-9.2,2022
Lafayette (10-20),-9.3,2022
Denver (11-21),-9.3,2022
Evansville (6-24),-9.4,2022
Milwaukee (10-22),-9.5,2022
St Thomas (10-20),-9.6,2022
Little Rock (9-19),-9.6,2022
Coppin St (9-23),-9.6,2022
UT Martin (8-22),-9.9,2022
Grambling (12-20),-9.9,2022
Florida A&M (13-17),-10.1,2022
N Arizona (9-23),-10.3,2022
American (10-22),-10.5,2022
NJIT (11-18),-10.5,2022
Idaho St (7-23),-10.5,2022
Bucknell (9-23),-10.6,2022
Idaho (9-22),-10.6,2022
W Michigan (8-23),-10.7,2022
C Arkansas (11-20),-10.8,2022
Southern Miss (7-26),-10.9,2022
Green Bay (5-25),-11.0,2022
CS Northridge (7-23),-11.0,2022
Maryland ES (11-15),-11.0,2022
Hampton (9-19),-11.1,2022
William & Mary (5-27),-11.6,2022
Alabama St (9-21),-12.0,2022
S Carolina St (15-16),-12.1,2022
Holy Cross (9-22),-12.2,2022
Alabama A&M (12-18),-12.4,2022
NW State (9-23),-12.4,2022
Bethune (9-21),-12.7,2022
Hou Christian (11-18),-13.2,2022
C Connecticut (8-24),-13.3,2022
F Dickinson (4-22),-13.4,2022
Lamar (2-27),-13.4,2022
North Dakota (6-25),-13.6,2022
Maine (6-23),-13.6,2022
Columbia (4-22),-14.1,2022
Omaha (5-25),-14.5,2022
Charleston So (6-25),-14.5,2022
Chicago St (7-25),-15.4,2022
Incarnate Word (7-25),-15.6,2022
AR-Pine Bluff (7-24),-17.4,2022
E Illinois (4-26),-18.0,2022
IU Indy (3-26),-19.4,2022
Delaware St (2-26),-19.5,2022
Miss Valley St (2-26),-21.5,2022
