team,tr_predictive,season
Louisiana Tech (25-8),5.1,2015
Valparaiso (28-5),4.9,2015
Marquette (13-19),4.9,2015
Georgia Tech (12-19),4.8,2015
NC Central (25-7),4.8,2015
Toledo (20-13),4.6,2015
UTEP (22-10),4.5,2015
Sam Houston (25-8),4.4,2015
Northwestern (15-17),4.4,2015
C Michigan (23-8),4.3,2015
Hofstra (20-13),4.3,2015
La Salle (17-16),4.2,2015
UC Irvine (21-12),4.2,2015
UCSB (19-13),4.2,2015
Boston College (13-19),4.2,2015
Washington (16-15),4.2,2015
California (18-15),4.1,2015
New Mexico St (23-10),4.0,2015
S Dakota St (23-10),3.8,2015
St Bonaventure (18-13),3.8,2015
William & Mary (20-12),3.6,2015
San Diego (15-16),3.6,2015
Wyoming (24-9),3.6,2015
Evansville (19-12),3.6,2015
Wofford (28-6),3.5,2015
UMass (17-15),3.2,2015
E Kentucky (19-11),3.1,2015
Cleveland St (18-14),3.1,2015
Akron (21-14),3.0,2015
New Mexico (15-16),2.9,2015
Northeastern (23-11),2.9,2015
Oregon St (17-14),2.8,2015
Wake Forest (13-19),2.7,2015
Vermont (18-13),2.7,2015
Pepperdine (18-13),2.6,2015
San Francisco (14-18),2.4,2015
Portland (17-15),2.3,2015
Long Beach St (16-17),2.1,2015
Bowling Green (20-11),2.1,2015
Texas Tech (13-19),1.9,2015
Belmont (22-10),1.8,2015
Louisiana (20-13),1.8,2015
Utah St (18-13),1.6,2015
Coastal Car (24-9),1.4,2015
Stony Brook (23-11),1.3,2015
E Washington (26-8),1.3,2015
Hawai'i (22-13),1.3,2015
Kent St (21-11),1.2,2015
Morehead St (17-17),1.2,2015
UC Davis (25-6),1.2,2015
W Kentucky (20-12),1.1,2015
Charlotte (14-18),1.1,2015
N Florida (23-11),1.1,2015
Auburn (15-20),1.1,2015
E Michigan (21-13),1.1,2015
Columbia (13-15),1.0,2015
Manhattan (19-13),0.9,2015
SC Upstate (23-11),0.9,2015
Princeton (16-14),0.8,2015
Albany (24-8),0.8,2015
W Michigan (20-13),0.7,2015
DePaul (12-20),0.6,2015
USC (12-20),0.4,2015
Mississippi St (13-19),0.3,2015
Cal Poly (13-16),0.2,2015
Loyola Chi (19-13),0.2,2015
NC Wilmington (18-13),0.0,2015
Virginia Tech (11-22),0.0,2015
Middle Tenn (19-16),0.0,2015
UAB (19-15),-0.1,2015
Saint Joseph's (13-18),-0.1,2015
American (17-16),-0.2,2015
Georgia So (22-8),-0.3,2015
Canisius (16-14),-0.3,2015
High Point (22-9),-0.3,2015
Missouri (9-23),-0.4,2015
Rider (21-11),-0.5,2015
Quinnipiac (15-15),-0.5,2015
Chattanooga (22-10),-0.5,2015
Mercer (18-15),-0.7,2015
Dartmouth (14-14),-0.7,2015
Montana (20-12),-0.8,2015
Colgate (16-17),-0.8,2015
Lafayette (20-12),-0.9,2015
Monmouth (18-15),-1.0,2015
Washington St (13-18),-1.0,2015
Rutgers (10-22),-1.1,2015
Saint Peter's (16-18),-1.1,2015
Lehigh (15-14),-1.1,2015
Fresno St (15-17),-1.1,2015
N Dakota St (23-9),-1.1,2015
Indiana St (15-16),-1.2,2015
Oakland (16-16),-1.2,2015
UT Martin (18-12),-1.3,2015
St Fran (NY) (23-11),-1.3,2015
FGCU (22-10),-1.3,2015
Detroit Mercy (15-18),-1.4,2015
Winthrop (19-13),-1.7,2015
George Mason (9-22),-1.8,2015
Radford (21-11),-1.8,2015
Air Force (14-17),-1.8,2015
New Hampshire (19-12),-1.9,2015
Santa Clara (14-18),-1.9,2015
Bucknell (19-14),-1.9,2015
Charleston So (19-11),-1.9,2015
N Illinois (14-16),-1.9,2015
Oral Roberts (18-14),-2.0,2015
Robert Morris (19-14),-2.0,2015
Tulane (15-16),-2.1,2015
E Tennessee St (16-14),-2.1,2015
Cornell (13-17),-2.1,2015
Purdue FW (16-14),-2.3,2015
Norfolk St (20-13),-2.3,2015
UT Arlington (16-15),-2.4,2015
Houston (13-19),-2.4,2015
N Arizona (19-14),-2.4,2015
Denver (12-18),-2.4,2015
UL Monroe (21-12),-2.5,2015
Duquesne (12-19),-2.6,2015
NJIT (17-11),-2.6,2015
J Madison (19-13),-2.7,2015
E Carolina (14-19),-3.0,2015
Sacramento St (20-11),-3.2,2015
Fordham (10-21),-3.2,2015
Holy Cross (14-16),-3.3,2015
Elon (15-18),-3.4,2015
Texas So (22-12),-3.4,2015
S Illinois (12-21),-3.4,2015
SE Missouri St (13-17),-3.5,2015
Boston U (13-17),-3.5,2015
Army (15-15),-3.5,2015
Ohio (10-20),-3.6,2015
St Francis PA (16-15),-3.7,2015
N Kentucky (13-17),-3.9,2015
Tenn Tech (12-18),-4.0,2015
Incarnate Word (18-10),-4.0,2015
UC Riverside (14-17),-4.0,2015
South Dakota (17-16),-4.0,2015
Siena (11-20),-4.2,2015
Idaho (13-17),-4.3,2015
Miami OH (13-19),-4.3,2015
Missouri St (11-20),-4.3,2015
Pacific (12-19),-4.3,2015
Gardner-Webb (20-14),-4.3,2015
Bryant (16-15),-4.3,2015
NC Asheville (15-16),-4.4,2015
Texas St (14-17),-4.4,2015
NW State (19-12),-4.6,2015
Towson (12-20),-4.7,2015
Maryland ES (18-14),-4.7,2015
Milwaukee (14-16),-4.7,2015
Saint Louis (11-21),-4.8,2015
Mt St Mary's (15-15),-4.8,2015
Bradley (9-24),-4.8,2015
CS Bakersfield (14-19),-4.8,2015
Texas A&M-CC (19-13),-4.9,2015
N Colorado (15-15),-4.9,2015
W Carolina (15-17),-4.9,2015
Little Rock (13-18),-4.9,2015
E Illinois (17-14),-4.9,2015
Brown (13-18),-5.0,2015
Weber St (13-17),-5.1,2015
Loyola Mymt (8-23),-5.1,2015
UTSA (14-16),-5.1,2015
Drexel (11-19),-5.1,2015
Hampton (16-17),-5.2,2015
VMI (11-19),-5.2,2015
SIU Edward (12-16),-5.2,2015
Ball St (7-23),-5.3,2015
Wright St (11-20),-5.4,2015
Omaha (12-17),-5.5,2015
Sacred Heart (15-17),-5.5,2015
Rice (12-20),-5.5,2015
Charleston (9-24),-5.6,2015
Delaware (10-20),-5.8,2015
Hartford (14-16),-5.8,2015
S Florida (9-23),-5.8,2015
Seattle (16-15),-5.8,2015
N Texas (14-17),-5.9,2015
Alabama St (19-10),-5.9,2015
Portland St (15-14),-5.9,2015
Drake (9-22),-6.0,2015
UCF (12-18),-6.0,2015
Navy (13-19),-6.0,2015
Nevada (9-22),-6.0,2015
CS Northridge (9-24),-6.0,2015
Howard (16-16),-6.4,2015
Grand Canyon (17-14),-6.6,2015
Marshall (11-21),-6.8,2015
Fairfield (7-24),-6.8,2015
Delaware St (18-17),-6.8,2015
Youngstown St (11-21),-6.8,2015
Florida Intl (16-17),-6.8,2015
Penn (9-19),-6.9,2015
Kansas City (14-19),-6.9,2015
IU Indy (10-21),-7.0,2015
Southern (18-17),-7.0,2015
Florida Atlantic (9-20),-7.0,2015
CS Fullerton (9-22),-7.0,2015
NC Greensboro (11-22),-7.4,2015
LIU-Brooklyn (12-18),-7.4,2015
Lipscomb (14-17),-7.5,2015
Illinois Chicago (10-24),-7.6,2015
Marist (7-25),-8.1,2015
Niagara (8-22),-8.3,2015
Lamar (15-15),-8.3,2015
Troy (10-19),-8.3,2015
Loyola MD (11-19),-8.4,2015
S Alabama (12-21),-8.5,2015
Wagner (10-20),-8.5,2015
UMass Lowell (12-17),-8.6,2015
Southern Miss (9-20),-8.6,2015
Arkansas St (11-18),-8.6,2015
Campbell (10-22),-8.7,2015
Samford (13-19),-8.7,2015
App State (12-17),-8.7,2015
Prairie View (15-18),-8.8,2015
SE Louisiana (9-23),-8.8,2015
Furman (11-22),-8.8,2015
Jackson St (11-21),-9.5,2015
North Dakota (8-22),-9.7,2015
McNeese (15-16),-9.7,2015
Jacksonville St (12-19),-9.7,2015
Idaho St (7-23),-9.8,2015
F Dickinson (8-21),-10.1,2015
Utah Valley (11-19),-10.2,2015
S Utah (10-19),-10.2,2015
Hou Christian (12-16),-10.3,2015
Austin Peay (8-22),-10.5,2015
New Orleans (11-18),-10.5,2015
Montana St (7-23),-10.8,2015
The Citadel (11-19),-11.1,2015
Longwood (11-23),-11.1,2015
W Illinois (8-20),-11.2,2015
AR-Pine Bluff (12-20),-11.9,2015
Binghamton (6-26),-11.9,2015
Bethune (11-21),-12.1,2015
Tennessee St (5-26),-12.3,2015
Morgan St (7-24),-12.3,2015
Chicago St (8-24),-12.3,2015
Liberty (8-24),-12.8,2015
Coppin St (8-23),-12.9,2015
UT Rio Grande (10-21),-13.3,2015
NC A&T (9-23),-13.4,2015
C Connecticut (5-26),-13.4,2015
S Carolina St (11-22),-13.5,2015
UMBC (4-26),-13.5,2015
Stetson (9-22),-13.6,2015
Alabama A&M (9-20),-13.7,2015
Presbyterian (10-22),-13.8,2015
Nicholls (10-19),-14.0,2015
Savannah St (9-22),-14.1,2015
Jacksonville (10-22),-14.5,2015
Kennesaw St (10-22),-14.6,2015
San Jose St (2-28),-14.6,2015
Abl Christian (10-21),-14.7,2015
Maine (3-27),-15.0,2015
Alcorn St (6-26),-16.9,2015
Miss Valley St (6-26),-20.2,2015
C Arkansas (2-27),-20.6,2015
Florida A&M (2-27),-21.3,2015
Grambling (2-27),-26.3,2015
