team,tr_predictive,season
Tulane (19-14),1.0,2013
Drexel (13-18),1.0,2013
Penn St (10-21),0.9,2013
Fairfield (19-15),0.9,2013
NC Central (22-9),0.7,2013
Charleston (24-10),0.6,2013
Wright St (21-12),0.5,2013
DePaul (11-21),0.3,2013
Cal Poly (18-13),0.3,2013
Boston U (17-12),0.3,2013
Delaware (19-14),0.2,2013
Tennessee St (18-14),0.2,2013
San Francisco (15-16),0.2,2013
W Michigan (20-12),0.2,2013
Tulsa (17-15),0.1,2013
Manhattan (14-18),0.1,2013
W Illinois (22-8),0.0,2013
Northeastern (20-12),0.0,2013
Nevada (12-19),0.0,2013
Houston (19-12),-0.1,2013
Bradley (16-16),-0.1,2013
SC Upstate (16-17),-0.2,2013
Long Beach St (19-13),-0.2,2013
Rider (18-14),-0.3,2013
Texas So (17-14),-0.4,2013
Albany (24-10),-0.4,2013
LIU-Brooklyn (20-13),-0.4,2013
Charleston So (19-12),-0.4,2013
Army (16-15),-0.5,2013
Wagner (19-12),-0.6,2013
S Illinois (14-17),-0.6,2013
Auburn (9-23),-0.7,2013
SMU (15-17),-0.8,2013
W Kentucky (20-15),-0.8,2013
Georgia St (15-16),-1.0,2013
Yale (14-17),-1.0,2013
Oakland (16-16),-1.1,2013
CS Fullerton (14-18),-1.2,2013
Loyola Chi (15-16),-1.2,2013
South Carolina (14-18),-1.3,2013
J Madison (20-14),-1.3,2013
Elon (21-11),-1.3,2013
Towson (18-13),-1.3,2013
Illinois Chicago (17-15),-1.3,2013
Toledo (15-13),-1.4,2013
Idaho (12-18),-1.4,2013
Youngstown St (17-15),-1.5,2013
Rhode Island (8-21),-1.6,2013
San Diego (16-18),-1.7,2013
Buffalo (14-20),-1.7,2013
Columbia (12-16),-1.8,2013
S Alabama (17-12),-1.8,2013
Southern (23-9),-1.8,2013
Florida Intl (18-14),-1.9,2013
Gardner-Webb (21-12),-2.1,2013
Morehead St (15-18),-2.1,2013
NC Asheville (16-16),-2.2,2013
Marshall (13-19),-2.3,2013
Bryant (19-11),-2.4,2013
Missouri St (11-22),-2.4,2013
Jacksonville St (17-11),-2.6,2013
Quinnipiac (15-16),-2.6,2013
Lafayette (19-15),-2.6,2013
Hawai'i (17-14),-2.7,2013
Savannah St (19-14),-2.8,2013
Morgan St (17-15),-3.1,2013
High Point (17-13),-3.2,2013
William & Mary (13-17),-3.2,2013
SE Missouri St (17-16),-3.2,2013
Bowling Green (13-19),-3.2,2013
Little Rock (17-15),-3.2,2013
CS Northridge (14-17),-3.4,2013
Loyola Mymt (11-23),-3.4,2013
Duquesne (8-22),-3.5,2013
UCSB (11-20),-3.5,2013
St Fran (NY) (12-18),-3.7,2013
UC Davis (14-17),-3.8,2013
Norfolk St (21-11),-3.9,2013
Coastal Car (14-15),-4.0,2013
Purdue FW (16-17),-4.0,2013
Sam Houston (17-17),-4.1,2013
Mt St Mary's (18-14),-4.2,2013
Texas Tech (11-20),-4.2,2013
Wofford (13-19),-4.2,2013
Stetson (15-16),-4.5,2013
Mississippi St (10-22),-4.5,2013
Florida Atlantic (14-18),-4.5,2013
Louisiana (13-20),-4.5,2013
W Carolina (14-19),-4.5,2013
TCU (11-21),-4.5,2013
Holy Cross (12-18),-4.7,2013
N Texas (12-20),-4.7,2013
N Florida (13-19),-4.8,2013
Seattle (8-22),-4.8,2013
Marist (10-21),-4.9,2013
NC A&T (19-16),-4.9,2013
UTSA (10-22),-5.0,2013
Brown (13-15),-5.2,2013
N Colorado (13-18),-5.2,2013
Miami OH (9-22),-5.2,2013
CS Bakersfield (14-16),-5.2,2013
Pepperdine (12-18),-5.3,2013
Hartford (17-13),-5.4,2013
Cornell (13-18),-5.6,2013
Penn (9-22),-5.6,2013
Old Dominion (5-25),-5.9,2013
App State (15-16),-6.0,2013
Tenn Tech (12-17),-6.0,2013
Cleveland St (14-18),-6.0,2013
American (10-20),-6.1,2013
North Dakota (16-16),-6.1,2013
Texas St (12-22),-6.2,2013
C Connecticut (13-17),-6.2,2013
NJIT (16-13),-6.2,2013
E Michigan (16-18),-6.3,2013
Fordham (7-24),-6.3,2013
Ball St (15-15),-6.4,2013
New Hampshire (9-20),-6.5,2013
N Kentucky (11-16),-6.6,2013
C Michigan (11-20),-6.6,2013
South Dakota (10-20),-6.7,2013
Georgia So (14-19),-6.7,2013
Portland (11-21),-6.8,2013
Sacred Heart (9-20),-7.0,2013
Maine (11-19),-7.0,2013
Bethune (14-20),-7.0,2013
NC Greensboro (9-22),-7.2,2013
Winthrop (14-17),-7.2,2013
Colgate (11-21),-7.2,2013
Saint Peter's (9-21),-7.3,2013
Liberty (15-20),-7.3,2013
Dartmouth (9-19),-7.3,2013
Delaware St (15-18),-7.5,2013
Hampton (14-17),-7.5,2013
Sacramento St (14-15),-7.6,2013
Troy (12-21),-7.7,2013
Jacksonville (14-18),-7.8,2013
VMI (14-17),-7.9,2013
Samford (11-21),-8.0,2013
Milwaukee (8-24),-8.1,2013
SE Louisiana (13-18),-8.2,2013
San Jose St (9-20),-8.2,2013
NC Wilmington (10-20),-8.3,2013
Chattanooga (13-19),-8.3,2013
Nicholls (9-21),-8.3,2013
Siena (8-24),-8.3,2013
Utah Valley (14-18),-8.3,2013
E Illinois (11-21),-8.4,2013
E Washington (10-21),-8.7,2013
Lipscomb (12-18),-8.9,2013
McNeese (14-17),-8.9,2013
Austin Peay (8-23),-9.0,2013
Hofstra (7-25),-9.0,2013
Campbell (13-20),-9.2,2013
AR-Pine Bluff (16-14),-9.2,2013
Portland St (8-20),-9.2,2013
Radford (13-19),-9.3,2013
E Tennessee St (10-22),-9.4,2013
Montana St (13-17),-9.5,2013
SIU Edward (9-18),-9.5,2013
C Arkansas (13-17),-9.6,2013
S Utah (11-20),-9.9,2013
Navy (8-23),-9.9,2013
Monmouth (10-21),-10.0,2013
Coppin St (8-24),-10.4,2013
Texas A&M-CC (6-23),-10.4,2013
Kansas City (8-24),-10.8,2013
N Arizona (11-21),-10.8,2013
UT Rio Grande (16-16),-10.9,2013
UC Riverside (6-25),-10.9,2013
Prairie View (15-19),-11.0,2013
Jackson St (11-18),-11.1,2013
Chicago St (11-21),-11.3,2013
Rice (5-26),-11.4,2013
Idaho St (6-24),-11.4,2013
UMBC (8-23),-11.7,2013
N Illinois (5-25),-11.8,2013
Hou Christian (14-17),-12.2,2013
Alcorn St (10-24),-12.4,2013
UL Monroe (4-23),-12.4,2013
Kennesaw St (3-27),-12.6,2013
Howard (7-24),-12.8,2013
IU Indy (6-26),-12.9,2013
St Francis PA (5-24),-13.0,2013
Florida A&M (8-23),-13.0,2013
Presbyterian (8-24),-13.1,2013
UT Martin (9-21),-13.3,2013
Furman (7-24),-13.6,2013
The Citadel (8-22),-13.7,2013
Miss Valley St (5-23),-13.9,2013
Omaha (11-20),-14.4,2013
Alabama St (10-22),-14.5,2013
Alabama A&M (11-20),-15.2,2013
New Orleans (8-18),-15.5,2013
F Dickinson (7-24),-15.6,2013
S Carolina St (6-24),-16.0,2013
Lamar (3-28),-16.3,2013
Maryland ES (2-26),-16.6,2013
Binghamton (3-27),-16.7,2013
Longwood (8-25),-17.4,2013
Grambling (0-28),-30.3,2013
