team,tr_predictive,season
Michigan (31-2),28.3,2026
Duke (32-2),27.6,2026
Arizona (32-2),26.2,2026
Florida (26-7),24.8,2026
Houston (28-6),24.1,2026
Iowa St (27-7),23.5,2026
Illinois (24-8),23.0,2026
Purdue (26-8),22.9,2026
Gonzaga (30-3),21.9,2026
UConn (29-5),20.7,2026
Michigan St (25-7),20.5,2026
Vanderbilt (26-7),20.5,2026
St John's (28-6),20.1,2026
Alabama (23-9),20.0,2026
Louisville (23-10),19.8,2026
Tennessee (22-11),19.8,2026
Arkansas (25-8),19.6,2026
Texas Tech (22-10),19.1,2026
Nebraska (26-6),18.4,2026
Virginia (29-5),18.4,2026
Kansas (23-10),18.4,2026
BYU (23-11),18.2,2026
Kentucky (21-13),17.7,2026
Wisconsin (24-10),17.1,2026
Ohio St (21-12),16.9,2026
Iowa (21-12),16.7,2026
Georgia (22-10),16.7,2026
North Carolina (24-8),16.5,2026
UCLA (23-11),16.2,2026
Auburn (17-16),15.4,2026
Saint Mary's (27-5),15.1,2026
Saint Louis (28-5),15.1,2026
Utah St (28-6),15.0,2026
NC State (20-13),14.8,2026
Miami (25-8),14.7,2026
Clemson (24-10),14.6,2026
Texas A&M (21-11),14.6,2026
Texas (18-14),14.5,2026
Indiana (18-14),14.5,2026
Villanova (24-8),14.4,2026
SMU (20-13),14.3,2026
Cincinnati (18-15),13.5,2026
Oklahoma (19-15),13.3,2026
Baylor (16-16),13.3,2026
TCU (22-11),13.2,2026
Santa Clara (26-8),12.6,2026
Missouri (20-12),12.5,2026
Washington (16-17),12.3,2026
VCU (26-7),11.9,2026
San Diego St (22-11),11.5,2026
New Mexico (23-10),10.9,2026
S Florida (24-8),10.8,2026
UCF (21-11),10.6,2026
Seton Hall (21-12),10.6,2026
LSU (15-17),10.6,2026
Northwestern (15-19),10.5,2026
Virginia Tech (19-13),10.4,2026
West Virginia (18-14),10.4,2026
Mississippi (15-20),10.0,2026
Providence (15-18),9.7,2026
Wake Forest (17-16),9.6,2026
Florida St (18-15),9.6,2026
Akron (29-5),9.4,2026
Boise St (20-12),9.3,2026
USC (18-14),9.3,2026
Oklahoma St (19-14),9.2,2026
Creighton (15-17),9.2,2026
Stanford (20-12),9.1,2026
Tulsa (26-7),8.8,2026
Grand Canyon (20-12),8.6,2026
Minnesota (15-17),8.6,2026
Marquette (12-20),8.5,2026
Arizona St (17-16),8.5,2026
Butler (16-16),8.4,2026
High Point (30-4),8.3,2026
G Washington (18-15),8.3,2026
California (21-11),8.2,2026
Colorado (17-15),8.2,2026
Dayton (23-10),8.0,2026
Belmont (26-6),8.0,2026
Syracuse (15-17),8.0,2026
Yale (24-5),7.9,2026
McNeese (28-5),7.8,2026
Georgetown (16-18),7.8,2026
N Iowa (23-12),7.5,2026
Oregon (12-20),7.5,2026
Nevada (22-12),7.4,2026
Notre Dame (13-18),7.2,2026
Xavier (15-18),7.0,2026
