team,tr_predictive,season
DePaul (14-19),4.2,2025
St Bonaventure (22-11),4.2,2025
Saint Louis (19-14),4.1,2025
California (14-19),3.9,2025
NC Wilmington (27-7),3.8,2025
Utah Valley (25-8),3.7,2025
Samford (22-10),3.5,2025
Washington St (19-14),3.4,2025
G Washington (21-12),3.3,2025
Cornell (18-10),3.2,2025
Chattanooga (24-9),2.6,2025
Virginia Tech (13-19),2.5,2025
Bryant (23-11),2.5,2025
Wichita St (19-14),2.4,2025
Middle Tenn (22-11),2.4,2025
Duquesne (13-19),2.3,2025
Murray St (16-17),2.3,2025
Wofford (19-15),2.1,2025
Louisiana Tech (20-12),2.1,2025
Furman (25-9),2.1,2025
CS Northridge (22-10),2.0,2025
N Colorado (25-9),1.9,2025
S Alabama (21-11),1.7,2025
N Alabama (24-10),1.7,2025
Tulane (19-14),1.7,2025
Davidson (17-16),1.7,2025
Kent St (22-11),1.6,2025
S Dakota St (20-12),1.6,2025
Belmont (22-11),1.6,2025
Seattle (14-18),1.5,2025
Illinois St (19-14),1.4,2025
Charleston (24-9),1.4,2025
St Thomas (24-10),1.4,2025
Rhode Island (18-13),1.4,2025
Jacksonville St (22-12),1.3,2025
Miami (7-24),1.3,2025
Milwaukee (21-11),1.2,2025
NC Greensboro (20-12),1.0,2025
Towson (22-11),0.9,2025
New Mexico St (17-15),0.8,2025
Winthrop (23-11),0.7,2025
Purdue FW (19-13),0.7,2025
E Tennessee St (19-13),0.7,2025
N Dakota St (21-11),0.6,2025
Temple (17-15),0.4,2025
Miami OH (25-9),0.3,2025
Loyola Mymt (17-15),0.3,2025
UCSB (21-13),0.2,2025
Seton Hall (7-25),0.2,2025
J Madison (20-12),0.1,2025
W Kentucky (17-15),0.0,2025
Princeton (19-11),-0.1,2025
Illinois Chicago (17-14),-0.1,2025
Cal Baptist (17-15),-0.1,2025
Kennesaw St (19-14),-0.1,2025
Boston College (12-19),-0.3,2025
UTEP (18-15),-0.3,2025
Texas A&M-CC (20-14),-0.4,2025
App State (17-14),-0.4,2025
E Carolina (19-14),-0.4,2025
UC Riverside (21-12),-0.5,2025
Ohio (16-16),-0.5,2025
Robert Morris (26-8),-0.6,2025
Cleveland St (21-12),-0.7,2025
Montana (25-9),-0.7,2025
Norfolk St (24-10),-0.7,2025
S Florida (13-19),-0.7,2025
Marshall (20-13),-0.8,2025
Drexel (18-15),-1.0,2025
Radford (20-13),-1.0,2025
Nicholls (20-13),-1.0,2025
San Jose St (15-19),-1.1,2025
FGCU (18-14),-1.2,2025
UMass (12-20),-1.2,2025
Sam Houston (13-19),-1.3,2025
Indiana St (14-18),-1.3,2025
Omaha (22-12),-1.5,2025
S Carolina St (20-13),-1.5,2025
Montana St (15-18),-1.6,2025
Texas St (16-16),-1.6,2025
Wyoming (12-20),-1.7,2025
Youngstown St (21-13),-1.7,2025
C Connecticut (25-7),-1.8,2025
NC Asheville (21-11),-1.9,2025
Merrimack (18-15),-1.9,2025
Hofstra (15-18),-1.9,2025
Rice (13-19),-1.9,2025
Maine (20-14),-2.0,2025
S Illinois (14-19),-2.0,2025
UMass Lowell (17-15),-2.0,2025
UTSA (12-19),-2.1,2025
La Salle (14-19),-2.1,2025
Oakland (16-18),-2.2,2025
Lamar (20-13),-2.2,2025
Elon (17-15),-2.2,2025
Longwood (18-14),-2.2,2025
Northeastern (17-15),-2.2,2025
Vermont (21-12),-2.3,2025
Valparaiso (15-19),-2.3,2025
Brown (14-13),-2.5,2025
Portland St (19-13),-2.6,2025
Jacksonville (19-13),-2.6,2025
E Kentucky (18-14),-2.7,2025
Quinnipiac (20-13),-2.7,2025
Dartmouth (14-14),-2.7,2025
Fordham (12-21),-2.9,2025
Toledo (18-15),-3.0,2025
UT Arlington (13-18),-3.1,2025
William & Mary (17-15),-3.2,2025
C Michigan (14-17),-3.2,2025
Bucknell (18-15),-3.2,2025
SE Missouri St (21-12),-3.3,2025
Cal Poly (16-19),-3.3,2025
Idaho St (15-15),-3.3,2025
Wright St (15-18),-3.4,2025
Abl Christian (16-16),-3.4,2025
Campbell (15-17),-3.4,2025
SE Louisiana (18-14),-3.5,2025
Southern (20-12),-3.5,2025
Richmond (10-22),-3.6,2025
Kansas City (13-20),-3.6,2025
Queens (19-14),-3.6,2025
Delaware (16-20),-3.7,2025
Pepperdine (13-22),-3.7,2025
N Kentucky (17-16),-3.7,2025
Hampton (17-16),-3.8,2025
Missouri St (9-23),-3.8,2025
SIU Edward (22-11),-3.9,2025
Hawai'i (15-16),-3.9,2025
Charlotte (11-22),-3.9,2025
Presbyterian (14-18),-4.2,2025
Colgate (14-19),-4.3,2025
American (22-12),-4.5,2025
UC Davis (15-17),-4.5,2025
Mt St Mary's (22-12),-4.5,2025
N Arizona (18-15),-4.6,2025
Tulsa (13-20),-4.7,2025
Little Rock (19-14),-4.7,2025
Mercer (14-19),-4.7,2025
South Dakota (19-14),-4.7,2025
CS Bakersfield (14-19),-4.8,2025
Evansville (11-21),-4.8,2025
Monmouth (13-20),-4.9,2025
Iona (17-17),-5.2,2025
Georgia St (14-19),-5.2,2025
Marist (20-10),-5.2,2025
Harvard (12-15),-5.3,2025
Tennessee St (17-16),-5.4,2025
Manhattan (17-13),-5.4,2025
Siena (14-18),-5.4,2025
Georgia So (17-16),-5.4,2025
Gardner-Webb (11-20),-5.5,2025
Incarnate Word (17-16),-5.6,2025
Albany (17-16),-5.6,2025
UT Rio Grande (16-15),-5.7,2025
Saint Peter's (12-16),-5.8,2025
NW State (16-16),-5.9,2025
Sacred Heart (15-18),-6.0,2025
SF Austin (14-17),-6.0,2025
Weber St (12-22),-6.0,2025
Ball St (14-17),-6.1,2025
Navy (15-19),-6.1,2025
Jackson St (16-18),-6.1,2025
Florida Intl (10-23),-6.1,2025
Columbia (12-15),-6.1,2025
N Florida (15-17),-6.4,2025
Fresno St (6-26),-6.4,2025
UMBC (13-19),-6.5,2025
Idaho (14-19),-6.6,2025
North Dakota (12-21),-6.6,2025
Alabama St (19-15),-6.6,2025
Lafayette (13-20),-6.7,2025
Texas So (15-17),-6.8,2025
Penn (8-19),-7.0,2025
Lehigh (11-19),-7.0,2025
Bethune (17-16),-7.1,2025
Bowling Green (14-18),-7.2,2025
Austin Peay (14-19),-7.2,2025
Old Dominion (15-20),-7.3,2025
Boston U (16-16),-7.3,2025
Tarleton St (12-20),-7.3,2025
E Michigan (16-16),-7.5,2025
NC Central (14-19),-7.5,2025
E Washington (10-22),-7.6,2025
LIU (17-16),-7.6,2025
Portland (12-20),-7.7,2025
UT Martin (14-19),-7.8,2025
Southern Miss (11-22),-7.9,2025
S Utah (12-19),-7.9,2025
Rider (14-19),-8.0,2025
Delaware St (16-14),-8.0,2025
W Michigan (12-20),-8.2,2025
Hou Christian (12-20),-8.2,2025
Pacific (9-24),-8.3,2025
Charleston So (10-22),-8.4,2025
Louisiana (12-21),-8.4,2025
Air Force (4-28),-8.4,2025
Utah Tech (7-26),-8.5,2025
Howard (12-20),-8.5,2025
F Dickinson (13-20),-8.6,2025
Binghamton (15-17),-8.7,2025
VMI (15-19),-8.8,2025
Loyola MD (12-19),-8.9,2025
Army (16-15),-8.9,2025
Grambling (12-22),-8.9,2025
Niagara (11-20),-9.0,2025
Long Beach St (7-25),-9.1,2025
St Francis PA (16-17),-9.1,2025
Tenn Tech (15-17),-9.3,2025
Holy Cross (13-19),-9.4,2025
San Diego (6-27),-9.5,2025
Oral Roberts (7-23),-9.6,2025
Morehead St (15-17),-9.6,2025
IU Indy (10-22),-9.6,2025
Fairfield (12-20),-9.7,2025
Coastal Car (10-22),-9.7,2025
Denver (11-21),-9.8,2025
Stony Brook (8-24),-10.1,2025
E Illinois (12-19),-10.1,2025
Florida A&M (14-17),-10.1,2025
Lindenwood (16-17),-10.2,2025
Morgan St (14-18),-10.3,2025
Stonehill (15-17),-10.3,2025
NC A&T (7-25),-10.3,2025
Wagner (14-16),-10.5,2025
S Indiana (10-20),-10.6,2025
Alcorn St (11-21),-10.6,2025
Sacramento St (7-25),-11.3,2025
Detroit Mercy (8-24),-11.6,2025
E Texas A&M (5-26),-11.9,2025
Green Bay (4-28),-11.9,2025
W Illinois (12-19),-11.9,2025
W Carolina (8-22),-12.0,2025
Mercyhurst (15-16),-12.0,2025
UL Monroe (7-25),-12.3,2025
Bellarmine (5-26),-12.5,2025
Buffalo (9-22),-12.6,2025
C Arkansas (9-24),-12.7,2025
SC Upstate (6-26),-12.7,2025
W Georgia (6-25),-12.8,2025
NJIT (6-25),-12.8,2025
N Illinois (6-25),-12.9,2025
Le Moyne (9-23),-13.0,2025
Stetson (8-24),-13.6,2025
New Orleans (4-27),-14.0,2025
CS Fullerton (6-26),-14.1,2025
New Hampshire (8-24),-14.2,2025
Canisius (3-28),-14.6,2025
The Citadel (5-25),-15.3,2025
Alabama A&M (10-22),-15.4,2025
Prairie View (5-27),-15.5,2025
Maryland ES (6-25),-15.7,2025
Chicago St (4-28),-16.5,2025
Coppin St (6-24),-17.1,2025
AR-Pine Bluff (6-25),-19.1,2025
Miss Valley St (3-28),-29.2,2025
