team,tr_predictive,season
Texas A&M-CC (23-10),-1.9,2023
Cleveland St (21-13),-1.9,2023
Buffalo (15-17),-2.0,2023
Wofford (17-16),-2.0,2023
Oregon St (11-21),-2.0,2023
G Washington (16-16),-2.0,2023
Rider (16-14),-2.1,2023
Mercer (14-19),-2.2,2023
Grambling (24-9),-2.3,2023
Siena (17-15),-2.4,2023
Detroit Mercy (14-19),-2.4,2023
Pepperdine (9-22),-2.4,2023
Texas St (16-19),-2.5,2023
Weber St (18-15),-2.5,2023
Georgia So (17-16),-2.5,2023
Queens (18-15),-2.6,2023
Loyola Chi (10-21),-2.7,2023
San Diego (11-20),-2.7,2023
Pacific (15-18),-2.8,2023
Purdue FW (17-15),-2.8,2023
St Thomas (19-14),-2.9,2023
Rice (18-15),-3.2,2023
Howard (22-12),-3.3,2023
Rhode Island (9-22),-3.3,2023
W Carolina (18-15),-3.5,2023
Delaware (17-16),-3.5,2023
Jacksonville (13-16),-3.5,2023
Campbell (16-18),-3.6,2023
Florida Intl (14-18),-3.7,2023
Milwaukee (21-11),-3.8,2023
N Dakota St (16-17),-3.8,2023
NW State (22-11),-3.8,2023
E Tennessee St (12-20),-3.9,2023
N Florida (14-17),-4.1,2023
N Arizona (12-23),-4.2,2023
UMBC (18-14),-4.2,2023
Winthrop (15-17),-4.3,2023
Louisville (4-28),-4.3,2023
Jacksonville St (13-18),-4.4,2023
Portland St (12-19),-4.5,2023
Bellarmine (15-18),-4.5,2023
UT Arlington (11-21),-4.7,2023
Robert Morris (16-17),-4.7,2023
California (3-29),-4.7,2023
N Colorado (12-20),-4.7,2023
Sacramento St (14-18),-4.7,2023
Morehead St (21-11),-4.7,2023
Army (17-16),-4.8,2023
Fairfield (13-18),-4.8,2023
SIU Edward (19-14),-4.9,2023
Niagara (16-15),-5.0,2023
Illinois St (11-21),-5.0,2023
Boston U (15-17),-5.2,2023
Nicholls (16-15),-5.3,2023
N Illinois (13-19),-5.3,2023
Canisius (10-20),-5.4,2023
SE Missouri St (19-16),-5.4,2023
UT Martin (19-14),-5.5,2023
Maryland ES (18-13),-5.6,2023
Coastal Car (11-20),-5.6,2023
Southern (15-17),-5.6,2023
Dartmouth (10-18),-5.7,2023
SC Upstate (16-15),-5.7,2023
Oakland (13-19),-5.8,2023
N Alabama (18-14),-5.9,2023
UT Rio Grande (15-17),-6.0,2023
Georgia St (10-21),-6.0,2023
Alcorn St (18-13),-6.1,2023
Valparaiso (11-21),-6.1,2023
S Indiana (16-16),-6.1,2023
Lafayette (11-23),-6.2,2023
American (17-15),-6.2,2023
Miami OH (12-20),-6.4,2023
Mt St Mary's (13-20),-6.4,2023
Lehigh (16-14),-6.5,2023
SE Louisiana (18-14),-6.6,2023
Idaho St (11-21),-6.7,2023
UL Monroe (11-21),-6.8,2023
UCSD (10-20),-6.8,2023
W Illinois (16-14),-6.8,2023
Prairie View (13-19),-6.9,2023
New Hampshire (15-15),-7.0,2023
Texas So (14-20),-7.0,2023
Bowling Green (11-20),-7.0,2023
Saint Peter's (14-18),-7.0,2023
Tennessee St (18-14),-7.0,2023
Marist (13-20),-7.1,2023
Arkansas St (13-20),-7.2,2023
Tenn Tech (16-17),-7.3,2023
Illinois Chicago (12-20),-7.3,2023
Bucknell (12-20),-7.3,2023
Maine (13-17),-7.4,2023
Northeastern (10-20),-7.5,2023
North Dakota (13-20),-7.5,2023
Tulsa (5-25),-7.5,2023
South Dakota (12-19),-7.6,2023
High Point (14-17),-7.6,2023
Wagner (15-13),-7.7,2023
CS Bakersfield (11-22),-7.7,2023
Cal Poly (8-25),-7.7,2023
Merrimack (18-16),-7.8,2023
Binghamton (13-18),-7.9,2023
Manhattan (12-18),-8.0,2023
Charleston So (10-21),-8.0,2023
Morgan St (15-16),-8.0,2023
F Dickinson (19-15),-8.3,2023
Chicago St (11-20),-8.3,2023
William & Mary (13-20),-8.3,2023
UTSA (10-22),-8.4,2023
NC A&T (13-19),-8.4,2023
E Texas A&M (13-20),-8.6,2023
W Michigan (8-23),-8.6,2023
Jackson St (14-19),-8.7,2023
Denver (15-17),-8.8,2023
Kansas City (11-21),-8.8,2023
Loyola MD (13-20),-8.9,2023
Idaho (10-22),-9.1,2023
The Citadel (10-22),-9.1,2023
Sacred Heart (16-17),-9.2,2023
Alabama A&M (15-18),-9.2,2023
Stony Brook (11-22),-9.3,2023
Austin Peay (9-22),-9.3,2023
CS Northridge (7-25),-9.6,2023
E Michigan (8-23),-9.7,2023
Little Rock (10-21),-9.8,2023
Stonehill (14-17),-9.9,2023
St Francis PA (13-18),-9.9,2023
Omaha (9-23),-10.0,2023
NJIT (7-23),-10.0,2023
Elon (8-24),-10.4,2023
C Michigan (10-21),-10.7,2023
Presbyterian (5-27),-10.9,2023
C Connecticut (10-22),-10.9,2023
AR-Pine Bluff (10-21),-11.1,2023
McNeese (11-23),-11.4,2023
Albany (8-23),-11.5,2023
C Arkansas (9-22),-11.6,2023
Coppin St (9-23),-11.8,2023
VMI (7-25),-11.9,2023
Holy Cross (10-22),-12.0,2023
Lindenwood (11-21),-12.1,2023
Hampton (8-24),-12.2,2023
E Illinois (9-22),-12.2,2023
New Orleans (12-20),-12.2,2023
Alabama St (8-23),-12.6,2023
Evansville (5-27),-12.6,2023
Monmouth (7-26),-12.6,2023
Columbia (7-22),-12.6,2023
St Fran (NY) (14-16),-12.8,2023
Incarnate Word (12-19),-12.9,2023
Bethune (12-20),-13.1,2023
S Carolina St (5-26),-13.7,2023
Hou Christian (10-22),-14.8,2023
Florida A&M (7-22),-15.1,2023
Lamar (9-22),-15.4,2023
Delaware St (6-24),-15.8,2023
Miss Valley St (5-27),-15.8,2023
IU Indy (5-27),-16.9,2023
Hartford (5-23),-17.5,2023
Green Bay (3-29),-17.6,2023
LIU (3-26),-18.6,2023
