team,tr_predictive,season
Dayton (22-12),12.8,2011
S Dakota St (19-12),12.6,2011
Virginia (16-15),12.5,2011
Princeton (25-6),12.4,2011
N Colorado (21-10),12.3,2011
J Madison (21-11),12.2,2011
Drexel (21-10),12.1,2011
Buffalo (18-13),12.1,2011
N Arizona (19-12),12.1,2011
E Tennessee St (22-11),12.0,2011
Murray St (23-8),11.9,2011
Kent St (23-11),11.9,2011
N Iowa (19-13),11.9,2011
Indiana St (20-13),11.7,2011
Bucknell (25-8),11.7,2011
Wright St (19-14),11.7,2011
South Carolina (14-16),11.6,2011
Arizona St (12-19),11.6,2011
Texas Tech (13-19),11.6,2011
Air Force (15-15),11.5,2011
Fairfield (24-7),11.5,2011
Creighton (19-14),11.4,2011
UCSB (18-13),11.3,2011
NC Asheville (19-13),11.2,2011
New Mexico St (16-17),11.2,2011
Akron (23-12),11.2,2011
Rider (23-10),11.0,2011
S Florida (10-23),11.0,2011
Detroit Mercy (17-16),10.9,2011
Oklahoma (14-18),10.9,2011
Oral Roberts (19-15),10.9,2011
LIU-Brooklyn (27-5),10.9,2011
Mississippi St (17-14),10.9,2011
Saint Louis (12-19),10.8,2011
Rhode Island (19-13),10.8,2011
Pacific (16-15),10.8,2011
SF Austin (18-11),10.7,2011
E Carolina (18-15),10.7,2011
Utah (13-18),10.6,2011
Loyola Chi (16-15),10.4,2011
IU Indy (19-14),10.3,2011
Weber St (18-13),10.3,2011
Furman (22-10),10.1,2011
Milwaukee (19-13),10.0,2011
Idaho (18-13),10.0,2011
SMU (17-14),10.0,2011
Lipscomb (17-13),9.9,2011
Davidson (17-14),9.6,2011
Tulane (13-17),9.6,2011
Nevada (13-19),9.5,2011
San Francisco (17-14),9.5,2011
Santa Clara (19-14),9.4,2011
Sam Houston (18-13),9.4,2011
St Bonaventure (16-14),9.3,2011
Hofstra (21-11),9.3,2011
N Dakota St (14-15),9.2,2011
Green Bay (14-18),9.2,2011
Rice (14-18),9.1,2011
N Texas (22-11),8.9,2011
TCU (11-22),8.9,2011
Oregon St (11-20),8.9,2011
Saint Peter's (20-13),8.9,2011
Vermont (23-8),8.8,2011
Arkansas St (17-15),8.7,2011
Hawai'i (18-12),8.7,2011
Ohio (18-15),8.7,2011
Fresno St (14-17),8.7,2011
W Michigan (20-12),8.6,2011
Lamar (13-17),8.5,2011
Purdue FW (18-12),8.5,2011
Jacksonville (19-11),8.4,2011
Robert Morris (18-14),8.4,2011
Ball St (19-13),8.2,2011
Florida Atlantic (21-10),8.2,2011
San Jose St (17-15),8.2,2011
VMI (18-13),8.1,2011
Charleston So (16-16),8.1,2011
Tenn Tech (20-12),8.0,2011
Middle Tenn (16-16),7.9,2011
Cal Poly (15-15),7.9,2011
Nicholls (14-14),7.9,2011
Evansville (15-15),7.7,2011
Miami OH (16-16),7.6,2011
G Washington (17-14),7.5,2011
W Carolina (18-15),7.5,2011
McNeese (21-11),7.3,2011
Houston (12-18),7.2,2011
La Salle (15-18),6.9,2011
UMass (15-15),6.7,2011
C Connecticut (19-12),6.6,2011
Saint Joseph's (11-22),6.5,2011
E Kentucky (15-16),6.4,2011
Canisius (15-15),6.3,2011
Quinnipiac (22-9),6.2,2011
Bradley (12-20),6.2,2011
Little Rock (19-16),6.2,2011
Yale (15-13),6.1,2011
W Kentucky (16-16),6.1,2011
Loyola Mymt (11-21),6.1,2011
UC Irvine (13-19),6.0,2011
Northeastern (11-20),6.0,2011
UT Arlington (13-16),6.0,2011
Boston U (21-13),6.0,2011
American (22-9),5.9,2011
Wyoming (10-21),5.9,2011
Charlotte (10-20),5.9,2011
UTSA (19-13),5.8,2011
Hampton (24-8),5.7,2011
Winthrop (13-17),5.7,2011
Tennessee St (14-16),5.7,2011
Denver (13-17),5.6,2011
Cornell (10-18),5.6,2011
Penn (13-15),5.6,2011
Loyola MD (15-15),5.6,2011
Liberty (19-13),5.5,2011
LSU (11-21),5.5,2011
App State (16-15),5.5,2011
Mercer (15-18),5.4,2011
Savannah St (12-18),5.4,2011
S Illinois (13-19),5.4,2011
SE Louisiana (15-14),5.4,2011
Lehigh (16-15),5.4,2011
Utah Valley (19-11),5.3,2011
CS Northridge (14-18),5.2,2011
DePaul (7-24),5.2,2011
NC Wilmington (13-18),5.1,2011
Maine (15-15),5.1,2011
Drake (13-18),5.1,2011
Delaware (14-17),5.1,2011
Georgia St (12-19),5.0,2011
Siena (13-18),4.9,2011
Louisiana (14-15),4.8,2011
William & Mary (10-22),4.8,2011
Pepperdine (12-21),4.8,2011
Auburn (11-20),4.8,2011
Illinois St (12-19),4.5,2011
UC Davis (10-20),4.5,2011
Montana St (13-18),4.5,2011
Louisiana Tech (12-20),4.4,2011
Elon (14-17),4.4,2011
Texas St (16-16),4.0,2011
Columbia (15-13),3.9,2011
Presbyterian (13-18),3.7,2011
N Florida (15-19),3.6,2011
E Washington (9-20),3.6,2011
Campbell (12-19),3.3,2011
St Fran (NY) (15-15),3.3,2011
Portland St (14-16),3.3,2011
Bowling Green (14-19),3.3,2011
Illinois Chicago (7-24),3.1,2011
Holy Cross (8-21),3.1,2011
CS Fullerton (11-20),3.0,2011
Youngstown St (9-21),3.0,2011
UC Riverside (12-19),2.9,2011
South Dakota (18-15),2.9,2011
Gardner-Webb (11-21),2.8,2011
Stony Brook (15-17),2.8,2011
Wake Forest (8-24),2.7,2011
Lafayette (13-19),2.7,2011
Wagner (13-17),2.5,2011
Morgan St (17-14),2.5,2011
Chattanooga (16-16),2.4,2011
NW State (18-14),2.4,2011
Brown (11-17),2.3,2011
Albany (16-16),2.1,2011
Troy (8-21),2.0,2011
Jackson St (17-15),2.0,2011
Coppin St (15-14),1.9,2011
Jacksonville St (5-25),1.7,2011
S Utah (11-19),1.6,2011
N Illinois (9-21),1.5,2011
C Michigan (10-21),1.5,2011
Kansas City (16-14),1.5,2011
Florida Intl (11-19),1.4,2011
E Illinois (9-20),1.3,2011
S Alabama (12-16),1.0,2011
Texas So (19-12),0.9,2011
The Citadel (10-22),0.9,2011
E Michigan (9-22),0.9,2011
Seattle (11-20),0.8,2011
Bethune (21-12),0.8,2011
Towson (4-26),0.6,2011
SE Missouri St (10-22),0.6,2011
North Dakota (19-14),0.5,2011
Mt St Mary's (11-21),0.4,2011
Idaho St (9-20),0.2,2011
Delaware St (9-21),0.2,2011
San Diego (6-24),0.0,2011
UT Martin (12-21),0.0,2011
Sacred Heart (11-18),-0.2,2011
NJIT (15-15),-0.3,2011
Army (11-19),-0.3,2011
FGCU (10-20),-0.4,2011
Navy (11-20),-0.4,2011
New Hampshire (11-18),-0.4,2011
High Point (12-19),-0.5,2011
Texas A&M-CC (10-21),-0.5,2011
NC A&T (15-17),-0.6,2011
Stetson (8-23),-0.7,2011
NC Greensboro (7-24),-0.8,2011
Hartford (11-20),-0.9,2011
NC Central (15-15),-1.0,2011
Samford (12-19),-1.1,2011
Monmouth (9-21),-1.2,2011
Norfolk St (12-20),-1.4,2011
Fordham (7-21),-1.4,2011
Alabama St (17-17),-1.6,2011
Sacramento St (7-21),-1.9,2011
St Francis PA (9-21),-2.1,2011
CS Bakersfield (9-19),-2.2,2011
Longwood (12-19),-2.2,2011
SC Upstate (5-25),-2.4,2011
Miss Valley St (13-19),-2.5,2011
Niagara (9-23),-2.5,2011
Manhattan (6-25),-2.6,2011
UL Monroe (7-24),-3.0,2011
W Illinois (7-23),-3.1,2011
Bryant (9-21),-3.4,2011
Alabama A&M (13-15),-3.5,2011
Kennesaw St (8-23),-3.6,2011
Florida A&M (12-20),-4.1,2011
Radford (5-24),-4.2,2011
F Dickinson (5-24),-4.2,2011
Binghamton (8-23),-4.2,2011
UT Rio Grande (6-25),-4.4,2011
Marist (6-27),-4.8,2011
S Carolina St (10-22),-4.8,2011
Toledo (4-28),-5.0,2011
C Arkansas (5-24),-5.1,2011
Dartmouth (5-23),-5.3,2011
Colgate (7-23),-5.5,2011
Georgia So (5-27),-5.6,2011
Grambling (12-21),-6.6,2011
Hou Christian (5-26),-6.7,2011
Prairie View (10-22),-6.7,2011
Maryland ES (9-22),-7.6,2011
AR-Pine Bluff (7-24),-8.0,2011
UMBC (5-25),-9.0,2011
Howard (6-24),-9.1,2011
SIU Edward (8-21),-9.2,2011
Alcorn St (4-24),-11.3,2011
Centenary (1-29),-13.7,2011
Southern (4-26),-14.0,2011
Chicago St (6-26),-14.7,2011
