team,tr_predictive,season
Boise St (20-12),6.7,2016
Nebraska (16-18),6.7,2016
Oklahoma St (12-20),6.5,2016
Mississippi St (14-17),6.3,2016
Richmond (16-16),6.3,2016
Monmouth (27-7),6.3,2016
St Bonaventure (22-8),6.1,2016
Tennessee (15-19),6.1,2016
Hawai'i (27-5),6.1,2016
Little Rock (28-4),5.9,2016
Temple (21-11),5.9,2016
Arizona St (15-17),5.8,2016
Alabama (18-14),5.7,2016
UT Arlington (23-10),5.7,2016
S Dakota St (26-7),5.6,2016
Oakland (21-11),5.6,2016
Stanford (15-15),5.5,2016
Marquette (20-13),5.4,2016
Iona (22-10),5.4,2016
Davidson (20-12),5.0,2016
UAB (26-6),4.9,2016
UNLV (18-15),4.8,2016
Hofstra (24-9),4.8,2016
William & Mary (20-11),4.7,2016
J Madison (21-11),4.6,2016
Old Dominion (22-13),4.5,2016
UCSB (18-13),4.4,2016
NC Wilmington (25-7),4.4,2016
Chattanooga (29-5),4.2,2016
Albany (24-8),4.1,2016
UC Irvine (25-9),4.0,2016
Illinois (15-19),4.0,2016
New Mexico (17-15),4.0,2016
Louisiana (17-14),3.9,2016
Wake Forest (11-20),3.9,2016
Columbia (21-10),3.5,2016
Fresno St (25-9),3.3,2016
Toledo (17-15),3.1,2016
Pepperdine (18-13),3.0,2016
Long Beach St (20-14),2.9,2016
Milwaukee (20-13),2.7,2016
New Mexico St (23-10),2.7,2016
Siena (21-12),2.7,2016
Belmont (20-11),2.6,2016
Illinois St (18-14),2.3,2016
Green Bay (23-12),2.3,2016
Buffalo (20-14),2.3,2016
NC Asheville (22-11),2.2,2016
Weber St (26-8),2.1,2016
Vermont (21-13),2.0,2016
TCU (12-21),2.0,2016
Penn St (16-16),2.0,2016
Louisiana Tech (23-9),1.9,2016
Northeastern (18-15),1.8,2016
Middle Tenn (24-9),1.7,2016
Nevada (19-13),1.7,2016
UL Monroe (20-12),1.5,2016
S Illinois (22-10),1.4,2016
Charleston (17-14),1.4,2016
Bucknell (17-13),1.4,2016
High Point (21-10),1.3,2016
CS Bakersfield (24-8),1.2,2016
Coastal Car (18-11),1.2,2016
Utah St (16-15),1.1,2016
Ohio (21-11),1.1,2016
Morehead St (19-12),0.9,2016
Duquesne (16-16),0.8,2016
Colorado St (18-16),0.7,2016
Missouri (10-21),0.6,2016
Purdue FW (24-9),0.6,2016
Grand Canyon (24-6),0.5,2016
Fordham (17-13),0.5,2016
N Dakota St (20-13),0.4,2016
Marshall (17-16),0.4,2016
C Michigan (17-15),0.4,2016
Towson (20-12),0.3,2016
E Tennessee St (23-11),0.3,2016
UMass (14-18),0.3,2016
E Michigan (18-15),0.3,2016
Ball St (19-13),0.1,2016
Minnesota (8-23),-0.1,2016
Kent St (19-13),-0.1,2016
N Florida (22-11),-0.1,2016
Wright St (22-13),-0.1,2016
Murray St (17-14),-0.3,2016
Montana (21-11),-0.3,2016
N Illinois (21-12),-0.4,2016
Harvard (14-16),-0.4,2016
Lehigh (17-15),-0.5,2016
Auburn (11-20),-0.6,2016
Furman (18-15),-0.6,2016
Omaha (18-13),-0.6,2016
DePaul (9-22),-0.7,2016
Winthrop (23-9),-0.9,2016
Indiana St (15-17),-0.9,2016
Texas A&M-CC (25-7),-0.9,2016
Georgia St (16-14),-1.4,2016
UCF (12-18),-1.4,2016
Loyola Chi (15-17),-1.4,2016
Detroit Mercy (16-15),-1.5,2016
Mercer (19-14),-1.5,2016
E Washington (17-15),-1.5,2016
Wyoming (14-18),-1.5,2016
Elon (16-16),-1.5,2016
Washington St (9-22),-1.6,2016
W Kentucky (18-16),-1.6,2016
W Michigan (13-19),-1.7,2016
Fairfield (19-13),-1.7,2016
Wofford (15-17),-1.7,2016
E Carolina (12-20),-1.7,2016
Tennessee St (20-10),-1.8,2016
FGCU (20-13),-1.9,2016
Oral Roberts (14-17),-1.9,2016
George Mason (11-21),-2.2,2016
Texas So (18-14),-2.3,2016
Wagner (22-10),-2.3,2016
Tulane (12-22),-2.3,2016
Tenn Tech (19-11),-2.4,2016
Rider (13-20),-2.4,2016
E Kentucky (15-16),-2.6,2016
Pacific (8-20),-2.7,2016
Boston U (18-14),-2.7,2016
Navy (19-14),-2.7,2016
Cal Poly (10-20),-2.8,2016
NJIT (17-14),-2.8,2016
Portland (12-20),-2.9,2016
Dartmouth (10-18),-2.9,2016
Army (19-13),-3.0,2016
Georgia So (14-17),-3.0,2016
UTEP (19-14),-3.0,2016
Texas St (15-16),-3.1,2016
Denver (16-15),-3.1,2016
San Francisco (15-15),-3.1,2016
W Carolina (16-17),-3.2,2016
Idaho (21-12),-3.2,2016
Boston College (7-25),-3.2,2016
Sam Houston (18-15),-3.3,2016
Charlotte (14-19),-3.3,2016
Canisius (14-19),-3.4,2016
Saint Peter's (14-16),-3.4,2016
Saint Louis (11-21),-3.5,2016
New Hampshire (19-12),-3.8,2016
UT Martin (19-14),-3.9,2016
Radford (16-15),-3.9,2016
St John's (8-24),-4.1,2016
Bowling Green (16-18),-4.1,2016
North Dakota (17-15),-4.2,2016
S Florida (8-25),-4.3,2016
Gardner-Webb (17-16),-4.3,2016
UC Riverside (14-19),-4.4,2016
Missouri St (13-19),-4.5,2016
Loyola Mymt (14-17),-4.6,2016
Samford (14-19),-4.8,2016
W Illinois (10-17),-4.8,2016
NC Greensboro (14-18),-4.8,2016
Norfolk St (17-16),-4.8,2016
Florida Intl (13-19),-5.0,2016
Manhattan (13-18),-5.1,2016
Austin Peay (17-17),-5.1,2016
UC Davis (11-19),-5.2,2016
Drake (7-24),-5.2,2016
Miami OH (13-20),-5.2,2016
South Dakota (14-18),-5.3,2016
Colgate (13-17),-5.3,2016
Arkansas St (11-20),-5.3,2016
IU Indy (13-19),-5.4,2016
Penn (11-17),-5.4,2016
Southern (22-12),-5.5,2016
La Salle (9-22),-5.5,2016
Mt St Mary's (14-19),-5.5,2016
Drexel (6-25),-5.6,2016
Santa Clara (11-20),-5.6,2016
Jackson St (19-15),-5.8,2016
Air Force (14-18),-6.0,2016
N Kentucky (9-21),-6.0,2016
Hampton (21-10),-6.0,2016
Brown (8-20),-6.1,2016
S Alabama (14-19),-6.5,2016
CS Northridge (10-20),-6.5,2016
Portland St (13-18),-6.5,2016
Montana St (14-17),-6.6,2016
App State (9-22),-6.6,2016
CS Fullerton (10-20),-6.7,2016
Incarnate Word (17-12),-6.8,2016
Hou Christian (17-16),-6.8,2016
San Jose St (9-22),-6.9,2016
Sacramento St (14-17),-6.9,2016
Loyola MD (9-21),-7.0,2016
Holy Cross (14-19),-7.0,2016
F Dickinson (18-14),-7.0,2016
E Illinois (13-17),-7.0,2016
Kansas City (12-19),-7.1,2016
St Fran (NY) (15-17),-7.1,2016
LIU-Brooklyn (16-15),-7.2,2016
Delaware (7-23),-7.3,2016
Cleveland St (9-23),-7.4,2016
Lipscomb (12-21),-7.6,2016
Cornell (10-18),-7.6,2016
Jacksonville (16-16),-7.6,2016
Quinnipiac (9-21),-7.7,2016
San Diego (9-21),-7.7,2016
S Carolina St (19-14),-7.8,2016
Charleston So (9-21),-7.8,2016
Campbell (12-18),-7.9,2016
Rice (12-20),-8.0,2016
Rutgers (7-25),-8.1,2016
St Francis PA (13-17),-8.2,2016
Sacred Heart (12-18),-8.3,2016
Utah Valley (12-18),-8.6,2016
Seattle (14-16),-8.6,2016
Troy (9-22),-8.6,2016
Kennesaw St (11-20),-8.6,2016
NC Central (13-19),-8.7,2016
N Texas (12-20),-8.8,2016
Longwood (10-23),-8.8,2016
American (12-19),-8.9,2016
Stetson (12-22),-8.9,2016
Robert Morris (10-22),-9.0,2016
Idaho St (16-15),-9.2,2016
Niagara (7-25),-9.2,2016
Liberty (13-19),-9.3,2016
Youngstown St (11-21),-9.3,2016
Marist (7-23),-9.4,2016
Jacksonville St (8-23),-9.4,2016
Florida Atlantic (8-25),-9.6,2016
UMass Lowell (11-18),-9.7,2016
VMI (9-21),-9.8,2016
Morgan St (9-22),-10.0,2016
SIU Edward (6-22),-10.1,2016
Bethune (14-18),-10.2,2016
Southern Miss (8-21),-10.3,2016
SE Louisiana (12-21),-10.3,2016
New Orleans (10-20),-10.3,2016
Binghamton (8-22),-10.4,2016
Alabama St (14-17),-10.5,2016
Hartford (10-23),-10.5,2016
Lafayette (6-24),-10.6,2016
Maryland ES (10-22),-10.7,2016
Alabama A&M (11-18),-10.8,2016
Lamar (11-19),-10.9,2016
N Colorado (10-21),-10.9,2016
Abl Christian (13-18),-11.2,2016
Howard (12-20),-11.3,2016
Presbyterian (11-20),-11.5,2016
SC Upstate (10-22),-11.6,2016
NW State (8-20),-11.7,2016
Bradley (5-27),-11.8,2016
UMBC (7-25),-12.0,2016
The Citadel (10-22),-12.5,2016
Illinois Chicago (5-25),-12.9,2016
C Arkansas (7-21),-12.9,2016
Savannah St (16-15),-13.1,2016
McNeese (9-20),-13.4,2016
Maine (8-22),-13.4,2016
SE Missouri St (5-24),-13.4,2016
Bryant (8-23),-13.8,2016
Nicholls (11-23),-13.8,2016
Alcorn St (15-15),-13.8,2016
NC A&T (10-22),-14.2,2016
Prairie View (7-24),-14.2,2016
Coppin St (9-22),-14.3,2016
Chicago St (4-28),-14.3,2016
N Arizona (5-25),-14.4,2016
S Utah (5-24),-14.4,2016
UTSA (5-27),-14.7,2016
AR-Pine Bluff (8-25),-16.1,2016
Grambling (7-24),-16.3,2016
UT Rio Grande (8-22),-16.4,2016
Delaware St (7-25),-16.7,2016
Miss Valley St (8-27),-17.2,2016
C Connecticut (4-25),-18.1,2016
Florida A&M (8-21),-18.5,2016
