team,tr_predictive,season
Illinois St (27-6),8.2,2017
BYU (22-11),7.9,2017
Colorado (19-14),7.7,2017
Tennessee (16-16),7.6,2017
Illinois (18-14),7.5,2017
Vermont (29-5),7.5,2017
UCF (21-11),7.4,2017
UT Arlington (25-8),7.0,2017
San Diego St (19-14),6.9,2017
UConn (16-17),6.9,2017
Monmouth (27-6),6.8,2017
Mississippi (20-13),6.8,2017
Auburn (18-14),6.0,2017
E Tennessee St (27-7),5.9,2017
Davidson (17-15),5.9,2017
NC State (15-17),5.7,2017
Stanford (14-17),5.6,2017
Belmont (22-6),5.5,2017
Penn St (15-18),5.5,2017
Georgia Tech (17-15),5.4,2017
St Bonaventure (20-12),5.3,2017
Bucknell (26-8),5.0,2017
Ohio (20-11),5.0,2017
Mississippi St (16-16),5.0,2017
Valparaiso (24-8),5.0,2017
Charleston (25-9),4.9,2017
Akron (26-8),4.9,2017
Memphis (19-13),4.9,2017
Louisiana Tech (23-10),4.8,2017
Richmond (20-12),4.7,2017
Boise St (19-11),4.5,2017
St John's (14-19),4.5,2017
Nebraska (12-19),4.4,2017
New Mexico St (28-5),4.4,2017
FGCU (26-7),4.3,2017
Colorado St (23-11),4.3,2017
Oakland (24-8),4.0,2017
Harvard (18-10),3.7,2017
Temple (16-16),3.6,2017
Fresno St (20-12),3.6,2017
Arizona St (15-18),3.5,2017
Loyola Chi (18-14),3.4,2017
Iona (22-12),3.2,2017
Towson (20-13),3.1,2017
New Mexico (17-14),3.0,2017
NC Asheville (23-9),2.9,2017
Winthrop (26-6),2.8,2017
G Washington (19-14),2.8,2017
William & Mary (17-14),2.8,2017
CS Bakersfield (22-9),2.7,2017
Chattanooga (19-12),2.7,2017
UC Irvine (21-14),2.7,2017
George Mason (20-13),2.6,2017
Buffalo (17-15),2.5,2017
Purdue FW (19-12),2.5,2017
Toledo (17-16),2.5,2017
Saint Peter's (19-13),2.5,2017
Furman (21-11),2.4,2017
Lehigh (20-12),2.4,2017
Old Dominion (19-12),2.3,2017
Yale (18-10),2.2,2017
San Francisco (20-12),2.2,2017
E Michigan (16-17),2.1,2017
Georgia St (20-12),1.9,2017
Elon (18-14),1.9,2017
Utah St (14-17),1.7,2017
Washington (9-22),1.6,2017
Albany (21-13),1.6,2017
Louisiana (21-12),1.6,2017
Rutgers (15-18),1.5,2017
Santa Clara (17-16),1.5,2017
Tulsa (15-17),1.4,2017
La Salle (15-15),1.4,2017
Kent St (22-13),1.4,2017
Missouri St (17-16),1.3,2017
N Iowa (14-16),1.1,2017
Arkansas St (20-12),1.1,2017
UMass (15-18),1.1,2017
Marshall (20-15),1.1,2017
Troy (21-14),1.0,2017
Weber St (19-13),1.0,2017
Northeastern (15-16),0.9,2017
N Dakota St (19-11),0.9,2017
Siena (17-17),0.8,2017
Ball St (21-12),0.7,2017
Wyoming (18-14),0.7,2017
NC Greensboro (25-9),0.6,2017
Lipscomb (20-13),0.5,2017
Evansville (16-17),0.4,2017
UAB (17-16),0.3,2017
Missouri (8-24),0.3,2017
Penn (13-15),0.3,2017
Rice (22-11),0.3,2017
Saint Joseph's (11-20),0.3,2017
W Michigan (16-16),0.2,2017
North Dakota (22-9),0.2,2017
S Illinois (17-16),0.2,2017
Green Bay (18-13),0.2,2017
Georgia So (18-14),0.1,2017
Grand Canyon (22-9),0.0,2017
Omaha (18-14),-0.1,2017
Wofford (16-17),-0.1,2017
Mercer (15-17),-0.1,2017
South Dakota (22-11),-0.1,2017
Wright St (20-12),-0.1,2017
Boston College (9-23),-0.1,2017
N Kentucky (24-10),-0.3,2017
Tennessee St (17-13),-0.4,2017
Hofstra (15-17),-0.5,2017
S Dakota St (18-16),-0.5,2017
DePaul (9-23),-0.6,2017
LSU (10-21),-0.6,2017
E Carolina (15-18),-0.7,2017
NC Central (25-8),-0.8,2017
New Hampshire (20-12),-0.9,2017
Montana (16-16),-0.9,2017
Loyola Mymt (15-15),-1.1,2017
Indiana St (11-20),-1.2,2017
Murray St (16-17),-1.3,2017
Canisius (18-15),-1.3,2017
Denver (16-14),-1.3,2017
Gardner-Webb (19-14),-1.4,2017
Samford (19-15),-1.5,2017
Morehead St (14-16),-1.5,2017
Washington St (13-18),-1.5,2017
N Illinois (15-17),-1.5,2017
Texas St (20-12),-1.6,2017
Boston U (18-14),-1.7,2017
E Washington (22-11),-1.8,2017
Fordham (13-19),-2.0,2017
Jacksonville St (20-14),-2.0,2017
IU Indy (14-18),-2.2,2017
J Madison (10-23),-2.5,2017
Texas So (23-11),-2.5,2017
Fairfield (16-14),-2.6,2017
Stony Brook (18-13),-2.6,2017
Long Beach St (15-19),-2.7,2017
C Michigan (16-16),-2.7,2017
UMBC (18-12),-2.7,2017
Rider (18-15),-2.7,2017
Coastal Car (16-17),-2.8,2017
Utah Valley (15-16),-2.9,2017
UTEP (15-17),-3.0,2017
Little Rock (15-17),-3.1,2017
W Kentucky (15-17),-3.1,2017
Columbia (11-16),-3.2,2017
UC Davis (22-12),-3.2,2017
Idaho (18-13),-3.4,2017
Duquesne (10-22),-3.5,2017
Air Force (12-21),-3.6,2017
Pacific (11-22),-3.6,2017
New Orleans (20-11),-3.8,2017
UNLV (11-21),-3.8,2017
Mt St Mary's (19-15),-3.8,2017
San Jose St (14-16),-3.9,2017
Holy Cross (15-17),-3.9,2017
Navy (16-16),-3.9,2017
Bradley (13-20),-4.0,2017
UT Martin (21-12),-4.0,2017
Oregon St (5-27),-4.0,2017
E Illinois (14-15),-4.1,2017
SF Austin (18-14),-4.1,2017
Texas A&M-CC (20-11),-4.1,2017
Liberty (19-13),-4.3,2017
Bowling Green (13-19),-4.4,2017
Sam Houston (21-13),-4.4,2017
Oral Roberts (8-22),-4.5,2017
Charlotte (13-17),-4.5,2017
S Alabama (14-18),-4.5,2017
Wagner (16-14),-4.6,2017
Tulane (6-25),-4.7,2017
Hawai'i (14-16),-4.7,2017
N Florida (15-19),-4.7,2017
Montana St (16-16),-4.7,2017
Cleveland St (9-22),-4.8,2017
CS Fullerton (17-14),-4.8,2017
SC Upstate (17-15),-4.9,2017
Drexel (9-23),-5.1,2017
Kansas City (17-16),-5.2,2017
Portland (11-22),-5.2,2017
Portland St (15-16),-5.3,2017
Tenn Tech (12-20),-5.3,2017
UL Monroe (9-24),-5.4,2017
Drake (7-24),-5.5,2017
Illinois Chicago (15-18),-5.6,2017
Lamar (19-14),-5.7,2017
Cornell (8-21),-5.7,2017
San Diego (13-18),-5.7,2017
Milwaukee (11-24),-5.8,2017
Hou Christian (17-13),-5.8,2017
Jacksonville (17-15),-5.9,2017
SE Missouri St (15-18),-5.9,2017
SE Louisiana (16-16),-6.0,2017
Army (13-19),-6.0,2017
NJIT (11-20),-6.1,2017
Kennesaw St (14-18),-6.1,2017
Saint Louis (12-21),-6.2,2017
CS Northridge (11-19),-6.3,2017
App State (9-21),-6.3,2017
High Point (15-16),-6.4,2017
St Francis PA (16-16),-6.4,2017
E Kentucky (12-19),-6.5,2017
LIU-Brooklyn (20-12),-6.5,2017
Niagara (10-23),-6.5,2017
Loyola MD (15-16),-6.5,2017
Colgate (10-22),-6.5,2017
Brown (13-17),-6.6,2017
F Dickinson (11-19),-6.7,2017
Florida Atlantic (10-20),-6.7,2017
Florida Intl (7-24),-6.9,2017
Robert Morris (14-19),-7.0,2017
Manhattan (10-22),-7.1,2017
Miami OH (11-21),-7.1,2017
S Florida (7-23),-7.3,2017
N Colorado (11-18),-7.6,2017
Pepperdine (9-22),-7.6,2017
Youngstown St (13-21),-7.7,2017
Seattle (13-17),-7.7,2017
Cal Poly (11-20),-7.8,2017
Quinnipiac (10-21),-7.9,2017
Dartmouth (7-20),-8.0,2017
Delaware (13-20),-8.0,2017
Bryant (12-20),-8.0,2017
Campbell (17-17),-8.0,2017
W Illinois (8-20),-8.0,2017
UMass Lowell (11-20),-8.0,2017
UC Riverside (7-21),-8.1,2017
UTSA (14-19),-8.1,2017
Detroit Mercy (8-23),-8.1,2017
Sacramento St (13-18),-8.2,2017
Norfolk St (17-16),-8.5,2017
Austin Peay (11-19),-8.5,2017
Radford (14-18),-8.5,2017
Binghamton (12-20),-9.1,2017
Charleston So (12-19),-9.1,2017
Alcorn St (18-14),-9.2,2017
American (8-22),-9.3,2017
Marist (8-24),-9.4,2017
Sacred Heart (13-19),-9.5,2017
UCSB (6-22),-9.7,2017
N Texas (8-22),-9.8,2017
Stetson (11-21),-10.2,2017
Hampton (14-16),-10.2,2017
NW State (13-16),-10.2,2017
Southern (15-18),-10.4,2017
The Citadel (12-21),-10.5,2017
SIU Edward (6-24),-10.5,2017
Maryland ES (14-20),-10.9,2017
Abl Christian (13-16),-11.0,2017
Jackson St (14-18),-11.0,2017
Prairie View (13-20),-11.1,2017
UT Rio Grande (10-22),-11.1,2017
Incarnate Word (12-17),-11.1,2017
Southern Miss (9-22),-11.3,2017
C Arkansas (8-24),-11.3,2017
Idaho St (5-26),-11.5,2017
Morgan St (14-16),-11.7,2017
Nicholls (14-17),-11.8,2017
N Arizona (9-23),-11.9,2017
VMI (6-24),-12.0,2017
Savannah St (13-16),-12.1,2017
W Carolina (9-23),-12.3,2017
Grambling (16-17),-12.3,2017
Lafayette (9-21),-12.5,2017
McNeese (7-22),-12.9,2017
S Utah (6-27),-13.0,2017
Howard (10-24),-13.3,2017
Hartford (9-23),-13.3,2017
Maine (7-25),-13.7,2017
S Carolina St (11-20),-14.0,2017
Delaware St (10-22),-14.5,2017
Alabama St (8-23),-14.5,2017
Chicago St (6-26),-15.0,2017
C Connecticut (6-23),-15.5,2017
Bethune (10-22),-15.7,2017
St Fran (NY) (4-27),-15.9,2017
Miss Valley St (7-25),-16.1,2017
Longwood (6-24),-16.9,2017
Coppin St (8-24),-17.0,2017
Florida A&M (7-23),-17.5,2017
AR-Pine Bluff (7-25),-17.6,2017
NC A&T (3-29),-18.5,2017
Presbyterian (5-25),-19.0,2017
Alabama A&M (2-27),-20.8,2017
